buurtcode,QI_oppervlakteklasse,QI_bouwjaarklasse,aantal_gebouwen,totaal_oppervlakte,gem_epi,buurtnaam
BU03072003,Small,1991-2000,1,88,1.3,Muziekbuurt-Zuid
BU03072003,Small,>2000,1,15,1.3,Muziekbuurt-Zuid
BU03072003,Medium,<1991,10,6598,1.523678387,Muziekbuurt-Zuid
BU03072003,Medium,1991-2000,1,1809,1.4,Muziekbuurt-Zuid
BU03072003,Large,<1991,1,5447,1.6,Muziekbuurt-Zuid
BU03072004,Small,<1991,4,54,1.6,Architectenbuurt-Oost
BU03072005,Small,<1991,3,30,1.6,Architectenbuurt-West
BU03072005,Small,1991-2000,1,54,1.3,Architectenbuurt-West
BU03072005,Medium,<1991,1,954,1.3,Architectenbuurt-West
BU03072006,Small,<1991,1,10,1.6,Sportpark Zielhorst
BU03072006,Medium,<1991,4,1740,1.6,Sportpark Zielhorst
BU03072100,Small,<1991,2,20,1.6,Stille Steeg
BU03072100,Small,1991-2000,9,154,1.3,Stille Steeg
BU03072101,Small,<1991,2,20,1.6,Amaniet
BU03072101,Small,1991-2000,3,154,1.3,Amaniet
BU03072101,Small,>2000,1,15,1.3,Amaniet
BU03072101,Medium,1991-2000,3,1125,1.3,Amaniet
BU03072102,Small,<1991,1,10,1.6,Woudzoom
BU03072102,Small,1991-2000,8,521,1.3,Woudzoom
BU03072102,Medium,<1991,1,1029,1.3,Woudzoom
BU03072102,Medium,1991-2000,3,1090,1.3,Woudzoom
BU03072103,Small,1991-2000,7,395,1.092278481,Gesloten Stad
BU03072104,Small,1991-2000,6,341,1.350909091,De Verwondering
BU03072104,Small,>2000,5,90,1.3,De Verwondering
BU03072104,Medium,<1991,2,2795,1.3,De Verwondering
BU03072104,Medium,1991-2000,4,2459,1.3,De Verwondering
BU03072105,Small,1991-2000,58,6045,1.19911828,Emiclaer
BU03072105,Small,>2000,1,90,1.3,Emiclaer
BU03072105,Medium,1991-2000,22,11462,0.993757634,Emiclaer
BU03072105,Medium,>2000,1,1482,1.3,Emiclaer
BU03072105,Large,1991-2000,1,3522,0.85,Emiclaer
BU03072106,Small,<1991,1,10,1.6,Largee Kreek
BU03072106,Small,1991-2000,4,260,1.3,Largee Kreek
BU03072106,Medium,1991-2000,3,1136,1.246478873,Largee Kreek
BU03072107,Small,<1991,1,137,1.3,Het Hallehuis
BU03072107,Small,1991-2000,11,488,1.3,Het Hallehuis
BU03072107,Medium,<1991,1,725,1.3,Het Hallehuis
BU03072108,Small,1991-2000,8,607,1.335156507,De Horizon
BU03072108,Small,>2000,2,170,1.3,De Horizon
BU03072108,Medium,>2000,1,624,1.3,De Horizon
BU03072201,Small,<1991,3,175,2.212857143,Calveen
BU03072201,Small,1991-2000,73,8189,1.283925998,Calveen
BU03072201,Small,>2000,3,254,1.3,Calveen
BU03072201,Medium,1991-2000,103,60014,1.185537708,Calveen
BU03072201,Medium,>2000,34,25075,1.263595613,Calveen
BU03072201,Large,1991-2000,5,19432,1.335403458,Calveen
BU03072201,Large,>2000,5,25549,1.272829856,Calveen
BU03072300,Small,<1991,3,143,1.6,Park Schothorst-Zuid
BU03072300,Small,>2000,2,45,1.3,Park Schothorst-Zuid
BU03072300,Medium,<1991,9,6727,1.693340271,Park Schothorst-Zuid
BU03072300,Medium,>2000,1,697,0.3,Park Schothorst-Zuid
BU03072301,Medium,<1991,3,1326,1.864215686,Park Schothorst-Noord
BU03072400,Small,1991-2000,10,462,1.3,Stadskwartier
BU03072400,Small,>2000,1,15,1.3,Stadskwartier
BU03072400,Medium,1991-2000,1,944,1.3,Stadskwartier
BU03072402,Small,1991-2000,3,30,1.3,Hoge Hoven
BU03072402,Large,1991-2000,1,2057,1.3,Hoge Hoven
BU03072403,Small,1991-2000,36,3504,0.964968607,Centrum-Wat
BU03072403,Small,>2000,1,88,1.3,Centrum-Wat
BU03072403,Medium,<1991,1,838,1.31,Centrum-Wat
BU03072403,Medium,1991-2000,15,7640,1.209125654,Centrum-Wat
BU03072403,Medium,>2000,1,1881,1.3,Centrum-Wat
BU03072403,Large,1991-2000,2,8948,1.107672105,Centrum-Wat
BU03072403,Large,>2000,1,2420,1.3,Centrum-Wat
BU03072404,Small,1991-2000,2,17,1.3,Stadstuin
BU03072404,Small,>2000,3,169,1.010059172,Stadstuin
BU03072404,Medium,1991-2000,4,2047,1.3,Stadstuin
BU03072404,Medium,>2000,28,14633,1.3,Stadstuin
BU03072405,Small,1991-2000,28,654,1.3,Waterkwartier
BU03072405,Medium,1991-2000,2,522,1.3,Waterkwartier
BU03072407,Small,1991-2000,4,110,1.3,Lage Hoven
BU03072407,Small,>2000,1,15,1.3,Lage Hoven
BU03072407,Medium,1991-2000,1,368,1.3,Lage Hoven
BU03072500,Small,<1991,9,543,1.442541436,De Hoef-West
BU03072500,Small,1991-2000,37,3472,1.271975806,De Hoef-West
BU03072500,Medium,<1991,38,21435,1.317515745,De Hoef-West
BU03072500,Medium,1991-2000,129,68233,1.237403456,De Hoef-West
BU03072500,Medium,>2000,1,1720,1.25,De Hoef-West
BU03072500,Large,<1991,4,16005,1.396653546,De Hoef-West
BU03072500,Large,1991-2000,11,52475,1.257332825,De Hoef-West
BU03072501,Small,<1991,5,308,1.621103896,De Hoef-Oost
BU03072501,Small,1991-2000,34,2921,1.224611434,De Hoef-Oost
BU03072501,Small,>2000,4,233,1.3,De Hoef-Oost
BU03072501,Medium,<1991,16,10660,1.216606004,De Hoef-Oost
BU03072501,Medium,1991-2000,45,27982,1.277435852,De Hoef-Oost
BU03072501,Medium,>2000,26,17962,1.278887652,De Hoef-Oost
BU03072501,Large,<1991,6,26731,1.480732857,De Hoef-Oost
BU03072501,Large,1991-2000,9,27915,1.238038331,De Hoef-Oost
BU03072501,Large,>2000,4,19854,1.135809912,De Hoef-Oost
BU03072502,Small,<1991,2,175,2.086571429,De Wieken
BU03072502,Small,>2000,24,1939,1.222810727,De Wieken
BU03072502,Medium,<1991,1,202,1.4,De Wieken
BU03072502,Medium,>2000,16,6931,1.225675949,De Wieken
BU03072502,Large,>2000,4,22724,1.180216951,De Wieken
BU03072503,Medium,<1991,3,1160,1.88887931,Vinkenhoef
BU03072503,Medium,1991-2000,1,1208,1.46,Vinkenhoef
BU03072503,Large,<1991,1,7026,2.25,Vinkenhoef
BU03072504,Small,<1991,4,301,2.172259136,Nijkerkerstraat
BU03072504,Small,1991-2000,1,189,1.3,Nijkerkerstraat
BU03072504,Small,>2000,1,45,1.3,Nijkerkerstraat
BU03072504,Medium,<1991,2,1947,2.25,Nijkerkerstraat
BU03072504,Medium,1991-2000,1,476,1.3,Nijkerkerstraat
BU03072504,Large,>2000,1,2552,1.3,Nijkerkerstraat
BU03072505,Small,>2000,3,171,1.3,Bedrijventerrein Vathorst-Zuid
BU03072506,Small,>2000,1,15,1.3,Podium
BU03072506,Medium,>2000,2,1140,1.3,Podium
BU03072506,Large,>2000,3,29242,1.059612202,Podium
BU03072507,Small,>2000,3,325,1.3,Bedrijventerrein Vathorst-Noord
BU03072507,Medium,>2000,9,8951,1.206647302,Bedrijventerrein Vathorst-Noord
BU03072507,Large,>2000,11,106185,1.171555869,Bedrijventerrein Vathorst-Noord
BU03072508,Small,<1991,1,10,1.6,De Brand
BU03072508,Medium,1991-2000,20,13632,1.283490317,De Brand
BU03072508,Large,<1991,1,15221,1.3,De Brand
BU03072508,Large,1991-2000,3,12812,1.218919763,De Brand
BU03072600,Small,<1991,50,1740,2.225114943,Dorpskern Hooglanderveen
BU03072600,Small,1991-2000,16,280,1.3,Dorpskern Hooglanderveen
BU03072600,Small,>2000,1,146,1.3,Dorpskern Hooglanderveen
BU03072600,Medium,<1991,4,1647,1.849234973,Dorpskern Hooglanderveen
BU03072600,Medium,1991-2000,1,349,1.3,Dorpskern Hooglanderveen
BU03072600,Medium,>2000,1,937,1.3,Dorpskern Hooglanderveen
BU03072601,Small,1991-2000,1,9,1.3,Lient
BU03072601,Small,>2000,2,174,1.3,Lient
BU03072601,Medium,>2000,2,1777,1.3,Lient
BU03072601,Large,>2000,2,7425,1.193636364,Lient
BU03072602,Small,>2000,2,183,1.3,Hoekveen
BU03072603,Small,<1991,2,80,2.25,Heideweg
BU03072603,Small,>2000,2,215,1.3,Heideweg
BU03072603,Medium,<1991,2,610,1.650327869,Heideweg
BU03072603,Medium,>2000,4,3816,1.133831237,Heideweg
BU03072700,Small,<1991,1,10,2.25,Coelhorst
BU03072700,Medium,<1991,1,287,2.25,Coelhorst
BU03072701,Small,<1991,9,577,2.247573657,Zeldert
BU03072701,Small,>2000,1,8,1.3,Zeldert
BU03072701,Large,1991-2000,1,3005,1.3,Zeldert
BU03072709,Small,<1991,1,10,2.25,Maatweg
BU03072709,Small,>2000,1,132,1.3,Maatweg
BU03072709,Medium,>2000,1,1400,1.3,Maatweg
BU03072709,Large,>2000,1,116761,1.3,Maatweg
BU03072800,Small,1991-2000,3,198,1.3,Leersumseberg
BU03072800,Small,>2000,6,271,1.3,Leersumseberg
BU03072800,Medium,<1991,1,229,2.25,Leersumseberg
BU03072801,Small,1991-2000,1,10,1.3,Emminkhuizerberg
BU03072801,Small,>2000,3,401,0.844837905,Emminkhuizerberg
BU03072801,Medium,>2000,8,2266,1.3,Emminkhuizerberg
BU03072802,Small,>2000,9,483,1.3,Sprengenberg
BU03072802,Medium,>2000,6,6237,1.213482443,Sprengenberg
BU03072802,Large,>2000,2,4969,0.711654256,Sprengenberg
BU03072803,Small,<1991,1,144,2.8,Duisterweg
BU03072803,Small,>2000,2,129,1.3,Duisterweg
BU03072803,Medium,<1991,2,1218,2.045073892,Duisterweg
BU03072804,Small,>2000,7,322,1.3,Cycladen
BU03072804,Medium,>2000,1,1782,1.3,Cycladen
BU03072805,Small,>2000,2,126,1.3,Reinier
BU03072805,Medium,>2000,5,3000,1.19242,Reinier
BU03072805,Large,>2000,2,11733,1.058403648,Reinier
BU03072806,Medium,1991-2000,2,1232,1.3,Smink
BU03072900,Small,1991-2000,2,18,1.3,Roevoeterstraat
BU03072900,Small,>2000,2,18,1.3,Roevoeterstraat
BU03072901,Small,>2000,98,6662,0.980705494,Winkelcentrum
BU03072901,Medium,>2000,34,20159,1.036916514,Winkelcentrum
BU03072901,Large,>2000,5,19586,1.115253753,Winkelcentrum
BU03072902,Small,1991-2000,1,8,1.3,Damespolder
BU03072902,Small,>2000,2,40,1.3,Damespolder
BU03073001,Small,>2000,5,572,1.05298951,De Bron Zuid
BU03073001,Medium,>2000,5,3253,1.3,De Bron Zuid
BU03073001,Large,>2000,2,4376,1.3,De Bron Zuid
BU03073100,Small,>2000,1,38,1.3,De Laak Oost
BU03073100,Medium,>2000,1,1850,1.3,De Laak Oost
BU03073100,Large,>2000,1,2434,1.3,De Laak Oost
BU03073101,Small,>2000,24,1539,1.268810916,Hoornplantsoen
BU03073101,Medium,>2000,4,2798,1.3,Hoornplantsoen
BU03073101,Large,>2000,2,10083,1.3,Hoornplantsoen
BU03073102,Small,>2000,9,543,1.3,Muidenkade
BU03073103,Small,<1991,1,10,2.25,Hogesteeg
BU03073103,Small,>2000,23,1529,1.3,Hogesteeg
BU03073103,Medium,<1991,1,281,2.25,Hogesteeg
BU03073103,Medium,>2000,6,2227,1.27727885,Hogesteeg
BU03073103,Large,>2000,1,4855,1.3,Hogesteeg
BU03073108,Small,<1991,1,10,2.25,Vathorst-Noord
