neighbourhood_code,space_heating_demand_per_house,hot_water_demand_per_house,space_heating_demand_per_m2_utility,hot_water_demand_per_m2_utility,electricity_demand_per_house,electricity_demand_per_m2_utility,share_of_houses_demolished,number_of_new_apartments,number_of_new_terraced_houses,number_of_new_detached_houses,number_of_new_semi_detached_houses,number_of_new_houses_unknown_type,epi_of_new_houses,size_of_new_houses,existing_heat_network_share
GM0518_2_15,13,7,0.1,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,6
GM0518_3_153,15,6,0.11538461538461539,0.046153846153846156,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_16,16,7,0.12307692307692308,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_165,12,6,0.09230769230769231,0.046153846153846156,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_17,14,7,0.1076923076923077,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_166,14,1,0.1076923076923077,0.007692307692307693,32.0,0.24615384615384617,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_18,18,7,0.13846153846153847,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_167,15,7,0.11538461538461539,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_19,13,7,0.1,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_168,15,6,0.11538461538461539,0.046153846153846156,26.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,20
GM0518_3_169,13,6,0.1,0.046153846153846156,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_20,12,8,0.09230769230769231,0.06153846153846154,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_21,13,7,0.1,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_12,19,5,0.14615384615384616,0.038461538461538464,28.0,0.2153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_22,18,7,0.13846153846153847,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,6
GM0518_6_13,20,3,0.15384615384615385,0.023076923076923078,35.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_160,14,7,0.1076923076923077,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_23,13,6,0.1,0.046153846153846156,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_14,16,7,0.12307692307692308,0.05384615384615385,17.0,0.13076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,98
GM0518_3_161,16,6,0.12307692307692308,0.046153846153846156,22.0,0.16923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_24,14,7,0.1076923076923077,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_15,13,4,0.1,0.03076923076923077,29.0,0.2230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,98
GM0518_3_162,13,7,0.1,0.05384615384615385,8.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,20
GM0518_2_25,15,7,0.11538461538461539,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_16,11,7,0.08461538461538462,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_163,12,6,0.09230769230769231,0.046153846153846156,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_26,19,4,0.14615384615384616,0.03076923076923077,23.0,0.17692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_17,18,8,0.13846153846153847,0.06153846153846154,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_164,16,7,0.12307692307692308,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_27,11,7,0.08461538461538462,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_18,12,6,0.09230769230769231,0.046153846153846156,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_28,18,7,0.13846153846153847,0.05384615384615385,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_19,18,7,0.13846153846153847,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_29,17,7,0.13076923076923078,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_10,23,8,0.17692307692307693,0.06153846153846154,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,95
GM0518_6_11,19,7,0.14615384615384616,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_23,20,7,0.15384615384615385,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_24,16,7,0.12307692307692308,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_25,31,2,0.23846153846153847,0.015384615384615385,67.0,0.5153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_26,13,6,0.1,0.046153846153846156,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,98
GM0518_2_133,14,5,0.1076923076923077,0.038461538461538464,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,6
GM0518_6_27,19,7,0.14615384615384616,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,98
GM0518_2_134,13,7,0.1,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_28,12,6,0.09230769230769231,0.046153846153846156,8.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_135,13,7,0.1,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_29,18,7,0.13846153846153847,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,98
GM0518_2_136,15,4,0.11538461538461539,0.03076923076923077,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_137,15,6,0.11538461538461539,0.046153846153846156,17.0,0.13076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_138,15,7,0.11538461538461539,0.05384615384615385,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_139,14,7,0.1076923076923077,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_4_0,21,7,0.16153846153846155,0.05384615384615385,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_4_1,15,6,0.11538461538461539,0.046153846153846156,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_4_2,17,6,0.13076923076923078,0.046153846153846156,23.0,0.17692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_4_3,18,4,0.13846153846153847,0.03076923076923077,42.0,0.3230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_4_4,15,6,0.11538461538461539,0.046153846153846156,18.0,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_4_5,14,6,0.1076923076923077,0.046153846153846156,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_4_6,16,5,0.12307692307692308,0.038461538461538464,24.0,0.18461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_4_7,25,3,0.19230769230769232,0.023076923076923078,55.0,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_4_8,25,5,0.19230769230769232,0.038461538461538464,35.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_4_9,20,2,0.15384615384615385,0.015384615384615385,61.0,0.46923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_20,19,7,0.14615384615384616,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,48
GM0518_6_21,12,5,0.09230769230769231,0.038461538461538464,8.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_22,17,7,0.13076923076923078,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,69
GM0518_2_130,11,6,0.08461538461538462,0.046153846153846156,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_131,14,4,0.1076923076923077,0.03076923076923077,23.0,0.17692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,6
GM0518_2_132,14,4,0.1076923076923077,0.03076923076923077,20.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_144,13,6,0.1,0.046153846153846156,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_145,15,5,0.11538461538461539,0.038461538461538464,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_146,11,7,0.08461538461538462,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_147,32,7,0.24615384615384617,0.05384615384615385,17.0,0.13076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_198,25,6,0.19230769230769232,0.046153846153846156,26.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_148,12,6,0.09230769230769231,0.046153846153846156,22.0,0.16923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,6
GM0518_3_199,15,7,0.11538461538461539,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_149,23,7,0.17692307692307693,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_52,20,7,0.15384615384615385,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_190,14,7,0.1076923076923077,0.05384615384615385,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_53,19,7,0.14615384615384616,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_140,27,8,0.2076923076923077,0.06153846153846154,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_191,14,7,0.1076923076923077,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,21
GM0518_2_54,12,7,0.09230769230769231,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_141,12,5,0.09230769230769231,0.038461538461538464,33.0,0.25384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,6
GM0518_3_192,15,7,0.11538461538461539,0.05384615384615385,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_55,13,5,0.1,0.038461538461538464,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_142,26,7,0.2,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_193,14,7,0.1076923076923077,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,11
GM0518_2_56,19,8,0.14615384615384616,0.06153846153846154,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,6
GM0518_2_143,12,6,0.09230769230769231,0.046153846153846156,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_194,14,7,0.1076923076923077,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_57,17,7,0.13076923076923078,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_111,16,7,0.12307692307692308,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_195,22,7,0.16923076923076924,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_58,18,7,0.13846153846153847,0.05384615384615385,17.0,0.13076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_112,14,6,0.1076923076923077,0.046153846153846156,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_196,19,6,0.14615384615384616,0.046153846153846156,20.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,11
GM0518_2_59,17,7,0.13076923076923078,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_113,15,7,0.11538461538461539,0.05384615384615385,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_3_197,19,5,0.14615384615384616,0.038461538461538464,36.0,0.27692307692307694,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,20
GM0518_2_114,15,7,0.11538461538461539,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_115,14,5,0.1076923076923077,0.038461538461538464,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_116,14,7,0.1076923076923077,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_117,14,6,0.1076923076923077,0.046153846153846156,8.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_118,15,3,0.11538461538461539,0.023076923076923078,56.0,0.4307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,6
GM0518_2_119,12,6,0.09230769230769231,0.046153846153846156,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_56,24,8,0.18461538461538463,0.06153846153846154,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,98
GM0518_2_50,20,6,0.15384615384615385,0.046153846153846156,22.0,0.16923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_57,20,8,0.15384615384615385,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_51,14,5,0.1076923076923077,0.038461538461538464,26.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_58,19,8,0.14615384615384616,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_63,12,7,0.09230769230769231,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_59,21,8,0.16153846153846155,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,95
GM0518_2_64,14,7,0.1076923076923077,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_65,15,7,0.11538461538461539,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_66,14,7,0.1076923076923077,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_67,14,5,0.1076923076923077,0.038461538461538464,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_110,15,5,0.11538461538461539,0.038461538461538464,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_68,25,6,0.19230769230769232,0.046153846153846156,21.0,0.16153846153846155,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_122,25,6,0.19230769230769232,0.046153846153846156,38.0,0.2923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_69,23,6,0.17692307692307693,0.046153846153846156,26.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_123,14,7,0.1076923076923077,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_124,13,5,0.1,0.038461538461538464,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_125,20,7,0.15384615384615385,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_126,17,6,0.13076923076923078,0.046153846153846156,19.0,0.14615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_127,20,7,0.15384615384615385,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_128,16,7,0.12307692307692308,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_129,17,6,0.13076923076923078,0.046153846153846156,19.0,0.14615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_50,20,4,0.15384615384615385,0.03076923076923077,42.0,0.3230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_51,22,8,0.16923076923076924,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_52,21,3,0.16153846153846155,0.023076923076923078,54.0,0.4153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_53,16,8,0.12307692307692308,0.06153846153846154,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_54,14,7,0.1076923076923077,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_55,20,8,0.15384615384615385,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_60,25,7,0.19230769230769232,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_67,13,6,0.1,0.046153846153846156,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_61,16,7,0.12307692307692308,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_68,12,6,0.09230769230769231,0.046153846153846156,8.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,98
GM0518_2_62,12,6,0.09230769230769231,0.046153846153846156,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_69,13,5,0.1,0.038461538461538464,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,59
GM0518_2_30,14,5,0.1076923076923077,0.038461538461538464,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_31,16,6,0.12307692307692308,0.046153846153846156,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_32,17,6,0.13076923076923078,0.046153846153846156,22.0,0.16923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_33,13,4,0.1,0.03076923076923077,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_120,27,7,0.2076923076923077,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_34,12,7,0.09230769230769231,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_121,14,7,0.1076923076923077,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_35,16,7,0.12307692307692308,0.05384615384615385,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_177,15,7,0.11538461538461539,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_36,19,7,0.14615384615384616,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_178,14,7,0.1076923076923077,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_37,14,5,0.1076923076923077,0.038461538461538464,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_179,14,8,0.1076923076923077,0.06153846153846154,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_38,25,7,0.19230769230769232,0.05384615384615385,18.0,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_39,14,5,0.1076923076923077,0.038461538461538464,8.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_60,21,8,0.16153846153846155,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_61,20,8,0.15384615384615385,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,95
GM0518_6_62,21,4,0.16153846153846155,0.03076923076923077,39.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_63,28,6,0.2153846153846154,0.046153846153846156,33.0,0.25384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_64,20,8,0.15384615384615385,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,95
GM0518_6_65,19,7,0.14615384615384616,0.05384615384615385,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_66,20,3,0.15384615384615385,0.023076923076923078,41.0,0.3153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_34,17,8,0.13076923076923078,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_35,10,8,0.07692307692307693,0.06153846153846154,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_170,13,7,0.1,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,6
GM0518_6_36,21,2,0.16153846153846155,0.015384615384615385,64.0,0.49230769230769234,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_171,24,5,0.18461538461538463,0.038461538461538464,27.0,0.2076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_41,12,5,0.09230769230769231,0.038461538461538464,19.0,0.14615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_37,20,8,0.15384615384615385,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_172,13,7,0.1,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_42,17,5,0.13076923076923078,0.038461538461538464,37.0,0.2846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_38,30,5,0.23076923076923078,0.038461538461538464,37.0,0.2846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_173,14,6,0.1076923076923077,0.046153846153846156,22.0,0.16923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_43,10,5,0.07692307692307693,0.038461538461538464,20.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_6_39,20,8,0.15384615384615385,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,98
GM0518_2_174,19,7,0.14615384615384616,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_44,14,5,0.1076923076923077,0.038461538461538464,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_175,13,7,0.1,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_45,21,7,0.16153846153846155,0.05384615384615385,20.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_176,12,7,0.09230769230769231,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_46,13,7,0.1,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0518_2_188,16,7,0.12307692307692308,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
