buurtcode,QI_oppervlakteklasse,QI_bouwjaarklasse,aantal_gebouwen,totaal_oppervlakte,gem_epi,buurtnaam
GM0059_34,Small,>2000,9,1042.0,1.3,cluster_GM0059_34
GM0059_35,Medium,<1991,1,1211.0,1.6,cluster_GM0059_35
GM0059_35,Medium,>2000,4,1910.0,1.2492984293193716,cluster_GM0059_35
GM0059_37,Medium,<1991,37,26587.0,1.865272125474856,cluster_GM0059_37
GM0059_37,Medium,1991-2000,5,2752.0,1.1775363372093024,cluster_GM0059_37
GM0059_37,Medium,>2000,5,2449.0,1.2011229073091059,cluster_GM0059_37
GM0059_37,Large,<1991,5,16638.0,1.9558757062146892,cluster_GM0059_37
GM0059_37,Large,1991-2000,1,2180.0,1.3,cluster_GM0059_37
GM0059_37,Large,>2000,1,2024.0,1.3,cluster_GM0059_37
GM0059_38,Medium,1991-2000,4,1077.0,1.2999999999999998,cluster_GM0059_38
GM0059_38,Medium,>2000,9,2343.0,1.3000000000000003,cluster_GM0059_38
GM0059_38,Small,>2000,1,174.0,1.3,cluster_GM0059_38
GM0059_39,Medium,<1991,3,1529.0,1.6,cluster_GM0059_39
GM0059_39,Medium,1991-2000,1,223.0,1.3,cluster_GM0059_39
GM0059_39,Medium,>2000,1,1510.0,1.3,cluster_GM0059_39
GM0059_4,Medium,<1991,1,470.0,2.25,cluster_GM0059_4
GM0059_4,Small,<1991,1,184.0,2.8,cluster_GM0059_4
GM0059_4,Small,1991-2000,1,23.0,1.3,cluster_GM0059_4
GM0059_4,Small,>2000,1,98.0,1.3,cluster_GM0059_4
GM0059_40,Medium,<1991,1,615.0,2.25,cluster_GM0059_40
GM0059_40,Small,<1991,3,281.0,1.8313167259786478,cluster_GM0059_40
GM0059_40,Small,1991-2000,1,110.0,1.3,cluster_GM0059_40
GM0059_40,Small,>2000,2,109.0,1.2999999999999998,cluster_GM0059_40
GM0059_41,Medium,<1991,2,1232.0,1.6,cluster_GM0059_41
GM0059_41,Medium,>2000,3,1809.0,1.3,cluster_GM0059_41
GM0059_41,Small,1991-2000,1,49.0,1.3,cluster_GM0059_41
GM0059_41,Small,>2000,2,96.0,1.3,cluster_GM0059_41
GM0059_41,Large,<1991,1,3593.0,1.6,cluster_GM0059_41
GM0059_42,Small,<1991,8,622.0,2.2460610932475884,cluster_GM0059_42
GM0059_43,Small,<1991,1,77.0,1.6,cluster_GM0059_43
GM0059_43,Small,>2000,1,106.0,1.3,cluster_GM0059_43
GM0059_45,Medium,<1991,1,227.0,2.25,cluster_GM0059_45
GM0059_45,Small,<1991,2,258.0,2.0358527131782944,cluster_GM0059_45
GM0059_46,Small,<1991,2,95.0,2.25,cluster_GM0059_46
GM0059_46,Small,1991-2000,1,73.0,1.6,cluster_GM0059_46
GM0059_46,Small,>2000,3,385.0,1.3,cluster_GM0059_46
GM0059_48,Medium,<1991,9,4914.0,2.0695767195767196,cluster_GM0059_48
GM0059_48,Medium,>2000,1,215.0,1.3,cluster_GM0059_48
GM0059_48,Small,<1991,11,1424.0,2.2565308988764046,cluster_GM0059_48
GM0059_48,Small,1991-2000,2,191.0,1.3,cluster_GM0059_48
GM0059_5,Small,<1991,1,158.0,2.8,cluster_GM0059_5
GM0059_6,Medium,<1991,3,620.0,1.8430967741935484,cluster_GM0059_6
GM0059_6,Small,<1991,16,2109.0,2.371697486960645,cluster_GM0059_6
GM0059_7,Medium,<1991,5,3296.0,2.25,cluster_GM0059_7
GM0059_7,Small,<1991,4,487.0,2.25,cluster_GM0059_7
GM0059_8,Medium,1991-2000,2,419.0,1.2102147971360382,cluster_GM0059_8
GM0059_8,Small,<1991,10,731.0,1.7458960328317377,cluster_GM0059_8
GM0059_8,Small,1991-2000,4,371.0,1.2999999999999998,cluster_GM0059_8
GM0059_8,Small,>2000,21,2844.0,1.3,cluster_GM0059_8
GM0059_9,Medium,<1991,1,308.0,2.25,cluster_GM0059_9
GM0059_9,Large,<1991,1,3212.0,2.25,cluster_GM0059_9
GM0060_0,Medium,<1991,10,4367.0,2.4712273872223496,cluster_GM0060_0
GM0060_0,Small,<1991,86,6794.0,2.290197232852517,cluster_GM0060_0
GM0060_0,Small,1991-2000,6,318.0,1.2999999999999998,cluster_GM0060_0
GM0060_0,Small,>2000,5,441.0,1.2529478458049887,cluster_GM0060_0
GM0060_1,Medium,<1991,1,211.0,2.25,cluster_GM0060_1
GM0060_1,Medium,1991-2000,2,538.0,1.0962453531598513,cluster_GM0060_1
GM0060_1,Medium,>2000,3,889.0,1.3,cluster_GM0060_1
GM0060_1,Small,<1991,333,19651.0,1.880519566434279,cluster_GM0060_1
GM0060_1,Small,1991-2000,96,7547.0,1.3017914403074073,cluster_GM0060_1
GM0060_1,Small,>2000,123,11790.0,1.2869830364715853,cluster_GM0060_1
GM0060_1,Large,<1991,1,3540.0,1.6,cluster_GM0060_1
GM0060_1,Large,1991-2000,1,2263.0,1.3,cluster_GM0060_1
GM0060_10,Medium,<1991,18,13039.0,2.074307845693688,cluster_GM0060_10
GM0060_10,Medium,1991-2000,1,394.0,1.3,cluster_GM0060_10
GM0060_10,Medium,>2000,2,515.0,1.3,cluster_GM0060_10
GM0060_10,Small,<1991,6,470.0,1.9692553191489361,cluster_GM0060_10
GM0060_10,Small,1991-2000,1,118.0,1.3,cluster_GM0060_10
GM0060_10,Small,>2000,18,2310.0,1.2827272727272732,cluster_GM0060_10
GM0060_10,Large,1991-2000,1,2060.0,1.28,cluster_GM0060_10
GM0060_11,Medium,<1991,1,1433.0,2.25,cluster_GM0060_11
GM0060_11,Medium,>2000,2,478.0,1.3,cluster_GM0060_11
GM0060_11,Small,<1991,97,6567.0,2.055341860819248,cluster_GM0060_11
GM0060_11,Small,1991-2000,11,1000.0,1.284,cluster_GM0060_11
GM0060_11,Small,>2000,17,2000.0,1.3,cluster_GM0060_11
GM0060_12,Medium,<1991,2,409.0,1.6000000000000003,cluster_GM0060_12
GM0060_12,Medium,>2000,4,835.0,1.3,cluster_GM0060_12
GM0060_12,Small,<1991,120,10452.0,1.8712456946039044,cluster_GM0060_12
GM0060_12,Small,1991-2000,147,10771.0,1.3025940024138876,cluster_GM0060_12
GM0060_12,Small,>2000,32,3983.0,1.2959352247049962,cluster_GM0060_12
GM0060_13,Medium,<1991,20,9690.0,2.3295201238390097,cluster_GM0060_13
GM0060_13,Small,<1991,83,7174.0,2.213189294675216,cluster_GM0060_13
GM0060_13,Small,1991-2000,16,1045.0,1.3000000000000003,cluster_GM0060_13
GM0060_13,Small,>2000,3,293.0,1.2999999999999998,cluster_GM0060_13
GM0060_13,Large,<1991,1,3137.0,2.25,cluster_GM0060_13
GM0060_2,Medium,<1991,1,262.0,2.25,cluster_GM0060_2
GM0060_2,Medium,1991-2000,3,3122.0,1.3,cluster_GM0060_2
GM0060_2,Medium,>2000,5,1252.0,1.3,cluster_GM0060_2
GM0060_2,Small,<1991,61,5152.0,2.194784549689441,cluster_GM0060_2
GM0060_2,Small,1991-2000,186,12047.0,1.448671038432804,cluster_GM0060_2
GM0060_2,Small,>2000,23,3228.0,1.2999999999999998,cluster_GM0060_2
GM0060_3,Medium,<1991,18,9560.0,1.8663974895397493,cluster_GM0060_3
GM0060_3,Medium,1991-2000,4,3117.0,1.3,cluster_GM0060_3
GM0060_3,Medium,>2000,6,2782.0,1.1126347951114308,cluster_GM0060_3
GM0060_3,Small,<1991,2,326.0,1.3,cluster_GM0060_3
GM0060_3,Small,1991-2000,10,735.0,1.3,cluster_GM0060_3
GM0060_3,Small,>2000,24,2975.0,1.27450756302521,cluster_GM0060_3
GM0060_3,Large,<1991,2,5197.0,1.6,cluster_GM0060_3
GM0060_3,Large,1991-2000,1,4805.0,1.3,cluster_GM0060_3
GM0060_3,Large,>2000,1,2219.0,1.3,cluster_GM0060_3
GM0060_4,Medium,>2000,11,3160.0,1.205746835443038,cluster_GM0060_4
GM0060_4,Small,<1991,3,386.0,2.4509067357512953,cluster_GM0060_4
GM0060_4,Small,1991-2000,2,196.0,1.3,cluster_GM0060_4
GM0060_4,Small,>2000,21,3175.0,1.3227275590551186,cluster_GM0060_4
GM0060_5,Medium,<1991,14,8877.0,1.9933479779204688,cluster_GM0060_5
GM0060_5,Medium,>2000,1,725.0,1.3,cluster_GM0060_5
GM0060_5,Small,<1991,20,2091.0,2.3232663797226207,cluster_GM0060_5
GM0060_5,Small,1991-2000,2,233.0,1.2999999999999998,cluster_GM0060_5
GM0060_5,Small,>2000,9,933.0,1.2999999999999998,cluster_GM0060_5
GM0060_5,Large,<1991,1,2200.0,2.25,cluster_GM0060_5
GM0060_6,Medium,<1991,1,246.0,2.25,cluster_GM0060_6
GM0060_6,Small,<1991,114,8974.0,2.1371651437486068,cluster_GM0060_6
GM0060_6,Small,1991-2000,23,3526.0,1.3000000000000003,cluster_GM0060_6
GM0060_6,Small,>2000,14,1481.0,1.2999999999999998,cluster_GM0060_6
GM0060_7,Medium,<1991,24,10674.0,2.135289488476672,cluster_GM0060_7
GM0060_7,Medium,1991-2000,1,372.0,1.3,cluster_GM0060_7
GM0060_7,Small,<1991,13,1546.0,2.1858279430789134,cluster_GM0060_7
GM0060_8,Medium,<1991,3,3545.0,1.9278420310296194,cluster_GM0060_8
GM0060_8,Medium,>2000,2,1037.0,1.2999999999999998,cluster_GM0060_8
GM0060_8,Small,<1991,123,9232.0,2.1940402946273827,cluster_GM0060_8
GM0060_8,Small,>2000,6,657.0,1.3,cluster_GM0060_8
GM0060_9,Medium,<1991,4,2437.0,1.8560525235945835,cluster_GM0060_9
GM0060_9,Medium,1991-2000,1,297.0,1.3,cluster_GM0060_9
GM0060_9,Medium,>2000,27,9499.0,1.2778629329403095,cluster_GM0060_9
GM0060_9,Small,>2000,2,390.0,1.304923076923077,cluster_GM0060_9
GM0060_9,Large,<1991,1,4254.0,1.6,cluster_GM0060_9
GM0088_0,Medium,<1991,4,999.0,1.925295295295295,cluster_GM0088_0
GM0088_0,Small,<1991,230,16586.0,2.197345351501266,cluster_GM0088_0
GM0088_0,Small,1991-2000,97,6394.0,1.306044729433844,cluster_GM0088_0
GM0088_0,Small,>2000,28,3479.0,1.2735268755389477,cluster_GM0088_0
GM0088_1,Medium,<1991,14,7101.0,2.110994226165329,cluster_GM0088_1
GM0088_1,Small,<1991,112,8857.0,2.294625719769673,cluster_GM0088_1
GM0088_1,Large,<1991,1,2586.0,2.25,cluster_GM0088_1
GM0088_2,Medium,<1991,9,3529.0,2.01220742419949,cluster_GM0088_2
GM0088_2,Medium,>2000,2,691.0,1.3,cluster_GM0088_2
GM0088_2,Small,<1991,140,9140.0,2.2144442013129106,cluster_GM0088_2
GM0088_2,Small,1991-2000,9,419.0,1.3000000000000005,cluster_GM0088_2
GM0088_2,Small,>2000,5,383.0,1.247780678851175,cluster_GM0088_2
GM0088_3,Medium,<1991,5,2437.0,1.6586212556421829,cluster_GM0088_3
GM0088_3,Medium,>2000,9,2446.0,1.2122812755519217,cluster_GM0088_3
GM0088_3,Small,<1991,65,4466.0,1.656034482758621,cluster_GM0088_3
GM0088_3,Small,1991-2000,50,3156.0,1.2999999999999998,cluster_GM0088_3
GM0088_3,Small,>2000,51,3634.0,1.2905888827738035,cluster_GM0088_3
GM0279_0,Medium,1991-2000,1,283.0,0.46,cluster_GM0279_0
GM0279_0,Medium,>2000,9,4138.0,1.266802803286612,cluster_GM0279_0
GM0279_0,Small,1991-2000,1,42.0,1.3,cluster_GM0279_0
GM0279_0,Small,>2000,15,1087.0,1.2999999999999998,cluster_GM0279_0
GM0279_0,Large,>2000,1,6782.0,0.67,cluster_GM0279_0
GM0279_1,Medium,1991-2000,1,228.0,1.57,cluster_GM0279_1
GM0279_1,Small,1991-2000,7,680.0,1.3,cluster_GM0279_1
GM0279_1,Small,>2000,4,373.0,1.3,cluster_GM0279_1
GM0279_10,Medium,<1991,9,2863.0,2.3103213412504364,cluster_GM0279_10
GM0279_10,Medium,>2000,1,1917.0,1.3,cluster_GM0279_10
GM0279_10,Small,<1991,2,305.0,2.25,cluster_GM0279_10
GM0279_11,Small,<1991,3,314.0,1.8608280254777068,cluster_GM0279_11
GM0279_11,Small,1991-2000,2,131.0,1.3,cluster_GM0279_11
GM0279_12,Medium,<1991,8,4238.0,1.4556276545540352,cluster_GM0279_12
GM0279_12,Medium,1991-2000,7,4227.0,1.1594109297374025,cluster_GM0279_12
GM0279_12,Medium,>2000,11,4830.0,1.171935817805383,cluster_GM0279_12
GM0279_12,Small,<1991,3,565.0,2.023362831858407,cluster_GM0279_12
GM0279_12,Small,1991-2000,1,198.0,1.3000000000000003,cluster_GM0279_12
GM0279_12,Small,>2000,1,196.0,1.3,cluster_GM0279_12
GM0279_12,Large,1991-2000,1,2326.0,1.3,cluster_GM0279_12
GM0279_12,Large,>2000,2,11755.0,1.3,cluster_GM0279_12
GM0279_13,Small,<1991,3,383.0,2.25,cluster_GM0279_13
GM0279_14,Small,<1991,23,2367.0,2.3759400084495144,cluster_GM0279_14
GM0279_15,Medium,<1991,4,1889.0,1.8006087877183694,cluster_GM0279_15
GM0279_15,Medium,>2000,3,1108.0,1.3,cluster_GM0279_15
GM0279_15,Large,<1991,1,4003.0,1.6,cluster_GM0279_15
GM0279_15,Large,>2000,2,7267.0,1.3,cluster_GM0279_15
GM0279_16,Medium,<1991,2,1263.0,1.5999999999999999,cluster_GM0279_16
GM0279_16,Small,<1991,1,158.0,1.3,cluster_GM0279_16
GM0279_16,Small,1991-2000,2,372.0,1.3,cluster_GM0279_16
GM0279_2,Small,<1991,2,204.0,2.25,cluster_GM0279_2
GM0279_5,Medium,<1991,3,1365.0,1.6,cluster_GM0279_5
GM0279_5,Medium,1991-2000,1,1926.0,1.3,cluster_GM0279_5
GM0279_5,Medium,>2000,4,4081.0,1.3000000000000003,cluster_GM0279_5
GM0279_6,Medium,<1991,4,1546.0,2.0390685640362225,cluster_GM0279_6
GM0279_6,Medium,1991-2000,2,456.0,1.3,cluster_GM0279_6
GM0279_6,Small,<1991,3,294.0,2.25,cluster_GM0279_6
GM0279_6,Small,1991-2000,116,9012.0,1.3000000000000007,cluster_GM0279_6
GM0279_7,Medium,<1991,9,3646.0,2.1990647284695557,cluster_GM0279_7
GM0279_7,Medium,1991-2000,5,2890.0,1.3000000000000003,cluster_GM0279_7
GM0279_7,Medium,>2000,12,7465.0,1.2887876758204957,cluster_GM0279_7
GM0279_7,Small,1991-2000,1,97.0,1.3,cluster_GM0279_7
GM0279_8,Small,<1991,1,58.0,1.6,cluster_GM0279_8
GM0279_8,Small,1991-2000,1,161.0,1.3,cluster_GM0279_8
GM0279_9,Medium,<1991,1,234.0,1.6,cluster_GM0279_9
GM0279_9,Small,<1991,2,184.0,1.5999999999999999,cluster_GM0279_9
GM0279_9,Small,1991-2000,1,134.0,1.3,cluster_GM0279_9
GM0307_1_0,Small,>2000,5,585.0,1.1023076923076924,cluster_GM0307_1_0
GM0307_1_1,Small,1991-2000,1,20.0,1.3,cluster_GM0307_1_1
GM0307_1_10,Small,<1991,8,970.0,2.3575670103092783,cluster_GM0307_1_10
GM0307_1_10,Large,<1991,1,3945.0,2.25,cluster_GM0307_1_10
GM0307_1_100,Medium,1991-2000,1,1100.0,1.3,cluster_GM0307_1_100
GM0307_1_101,Medium,<1991,4,3245.0,2.25,cluster_GM0307_1_101
GM0307_1_101,Small,<1991,1,136.0,2.25,cluster_GM0307_1_101
GM0307_1_102,Small,<1991,11,891.0,1.9153759820426486,cluster_GM0307_1_102
GM0307_1_103,Small,>2000,1,24.0,1.3,cluster_GM0307_1_103
GM0307_1_104,Medium,<1991,1,1031.0,1.2,cluster_GM0307_1_104
GM0307_1_104,Medium,>2000,1,685.0,0.41,cluster_GM0307_1_104
GM0307_1_104,Small,>2000,2,144.0,1.2999999999999998,cluster_GM0307_1_104
GM0307_1_105,Medium,<1991,3,742.0,1.9947169811320753,cluster_GM0307_1_105
GM0307_1_105,Small,<1991,1,128.0,2.8,cluster_GM0307_1_105
GM0307_1_106,Medium,<1991,2,445.0,1.348808988764045,cluster_GM0307_1_106
GM0307_1_106,Medium,1991-2000,5,1113.0,1.2340341419586702,cluster_GM0307_1_106
GM0307_1_106,Medium,>2000,4,934.0,1.1526338329764454,cluster_GM0307_1_106
GM0307_1_106,Small,<1991,4,638.0,1.474921630094044,cluster_GM0307_1_106
GM0307_1_106,Small,1991-2000,16,2312.0,1.1727811418685121,cluster_GM0307_1_106
GM0307_1_106,Small,>2000,2,236.0,1.3,cluster_GM0307_1_106
GM0307_1_108,Medium,<1991,9,6836.0,2.037309830310123,cluster_GM0307_1_108
GM0307_1_108,Medium,>2000,1,230.0,1.3,cluster_GM0307_1_108
GM0307_1_108,Small,<1991,4,457.0,2.0167396061269147,cluster_GM0307_1_108
GM0307_1_108,Large,<1991,1,2396.0,2.25,cluster_GM0307_1_108
GM0307_1_109,Small,<1991,1,15.0,1.6,cluster_GM0307_1_109
GM0307_1_11,Medium,<1991,10,2540.0,1.8916771653543305,cluster_GM0307_1_11
GM0307_1_11,Small,<1991,14,2128.0,2.115451127819549,cluster_GM0307_1_11
GM0307_1_110,Small,<1991,1,95.0,0.76,cluster_GM0307_1_110
GM0307_1_111,Medium,<1991,3,1853.0,2.5422288181327577,cluster_GM0307_1_111
GM0307_1_111,Medium,>2000,1,405.0,1.3,cluster_GM0307_1_111
GM0307_1_111,Small,<1991,6,963.0,2.25,cluster_GM0307_1_111
GM0307_1_111,Small,1991-2000,1,159.0,1.3,cluster_GM0307_1_111
GM0307_1_111,Large,<1991,1,2320.0,2.25,cluster_GM0307_1_111
GM0307_1_112,Medium,<1991,3,656.0,1.5803353658536585,cluster_GM0307_1_112
GM0307_1_112,Medium,1991-2000,3,741.0,1.3,cluster_GM0307_1_112
GM0307_1_112,Medium,>2000,4,1037.0,1.2025650916104147,cluster_GM0307_1_112
GM0307_1_112,Small,<1991,1,180.0,2.54,cluster_GM0307_1_112
GM0307_1_112,Small,1991-2000,9,1326.0,1.2955656108597284,cluster_GM0307_1_112
GM0307_1_112,Small,>2000,9,1424.0,1.2175491573033708,cluster_GM0307_1_112
GM0307_1_113,Medium,<1991,2,1035.0,2.53207729468599,cluster_GM0307_1_113
GM0307_1_113,Small,<1991,3,288.0,2.6930555555555555,cluster_GM0307_1_113
GM0307_1_114,Small,1991-2000,3,153.0,1.3,cluster_GM0307_1_114
GM0307_1_115,Medium,1991-2000,2,625.0,1.3,cluster_GM0307_1_115
GM0307_1_116,Small,1991-2000,4,279.0,1.3,cluster_GM0307_1_116
GM0307_1_117,Medium,>2000,2,461.0,1.2999999999999998,cluster_GM0307_1_117
GM0307_1_117,Small,1991-2000,1,138.0,0.77,cluster_GM0307_1_117
GM0307_1_117,Small,>2000,8,1062.0,1.2507627118644067,cluster_GM0307_1_117
GM0307_1_118,Medium,<1991,6,3179.0,2.4858131487889272,cluster_GM0307_1_118
GM0307_1_118,Small,<1991,1,157.0,2.25,cluster_GM0307_1_118
GM0307_1_119,Small,<1991,10,724.0,2.108011049723757,cluster_GM0307_1_119
GM0307_1_119,Small,1991-2000,4,413.0,1.3,cluster_GM0307_1_119
GM0307_1_119,Small,>2000,9,825.0,1.2319030303030303,cluster_GM0307_1_119
GM0307_1_12,Medium,<1991,20,13893.0,1.4132426401785072,cluster_GM0307_1_12
GM0307_1_12,Small,>2000,1,169.0,1.3,cluster_GM0307_1_12
GM0307_1_12,Large,<1991,1,3270.0,1.6,cluster_GM0307_1_12
GM0307_1_120,Medium,<1991,1,1038.0,2.25,cluster_GM0307_1_120
GM0307_1_120,Small,<1991,1,124.0,2.25,cluster_GM0307_1_120
GM0307_1_121,Small,1991-2000,1,58.0,1.3,cluster_GM0307_1_121
GM0307_1_121,Small,>2000,1,60.0,1.06,cluster_GM0307_1_121
GM0307_1_122,Medium,<1991,21,17473.0,1.9699049962799748,cluster_GM0307_1_122
GM0307_1_122,Medium,>2000,1,235.0,1.3,cluster_GM0307_1_122
GM0307_1_122,Large,<1991,16,54944.0,2.1006552125800813,cluster_GM0307_1_122
GM0307_1_122,Large,1991-2000,2,4400.0,1.3,cluster_GM0307_1_122
GM0307_1_122,Large,>2000,5,23623.0,1.3,cluster_GM0307_1_122
GM0307_1_123,Medium,<1991,1,523.0,1.6,cluster_GM0307_1_123
GM0307_1_123,Small,<1991,24,1661.0,1.4446718844069837,cluster_GM0307_1_123
GM0307_1_123,Small,1991-2000,3,263.0,1.3,cluster_GM0307_1_123
GM0307_1_124,Medium,>2000,3,790.0,1.3,cluster_GM0307_1_124
GM0307_1_124,Small,>2000,8,611.0,1.3,cluster_GM0307_1_124
GM0307_1_125,Small,<1991,1,25.0,2.8,cluster_GM0307_1_125
GM0307_1_126,Medium,<1991,1,247.0,2.25,cluster_GM0307_1_126
GM0307_1_126,Small,<1991,14,1203.0,2.458187863674148,cluster_GM0307_1_126
GM0307_1_127,Medium,<1991,2,1725.0,2.25,cluster_GM0307_1_127
GM0307_1_127,Small,<1991,1,12.0,2.25,cluster_GM0307_1_127
GM0307_1_128,Small,<1991,6,397.0,1.7935768261964735,cluster_GM0307_1_128
GM0307_1_128,Small,1991-2000,1,28.0,1.3,cluster_GM0307_1_128
GM0307_1_129,Medium,>2000,1,568.0,1.3,cluster_GM0307_1_129
GM0307_1_129,Small,1991-2000,1,22.0,1.3,cluster_GM0307_1_129
GM0307_1_129,Small,>2000,1,184.0,1.3,cluster_GM0307_1_129
GM0307_1_129,Large,>2000,1,5585.0,1.3,cluster_GM0307_1_129
GM0307_1_13,Medium,<1991,21,12723.0,2.240183132908905,cluster_GM0307_1_13
GM0307_1_13,Medium,>2000,1,1390.0,0.77,cluster_GM0307_1_13
GM0307_1_13,Small,<1991,2,312.0,2.25,cluster_GM0307_1_13
GM0307_1_13,Large,<1991,2,9544.0,1.2687720033528918,cluster_GM0307_1_13
GM0307_1_130,Medium,<1991,2,1026.0,2.25,cluster_GM0307_1_130
