fid,neighbourhood_code,neighbourhood_name,adjacent_neighbourhoods,geo_coordinate_x,geo_coordinate_y,municipality_code,municipality_name
"2443",GM0362_92,cluster_GM0362_92,"GM0362_65,GM0362_38,GM0362_98,GM0362_57,GM0362_37,GM0362_44,GM0362_16,GM0362_151",119071.854687978,478528.810367132,GMGM0362,Amstelveen
"2444",GM0362_117,cluster_GM0362_117,"GM0362_177,GM0362_172,GM0362_143,GM0362_59,GM0362_51,GM0362_96,GM0362_7,GM0362_112,GM0362_48",119025.110516367,479639.107299444,GMGM0362,Amstelveen
"2445",GM0362_3,cluster_GM0362_3,"GM0362_18,GM0362_22,GM0362_105,GM0362_38,GM0362_23,GM0362_57,GM0362_44",119493.881242879,478632.875173685,GMGM0362,Amstelveen
"2446",GM0362_95,cluster_GM0362_95,"GM0362_68,GM0362_84,GM0362_75,GM0362_116",120140.558744458,481511.927507075,GMGM0362,Amstelveen
"2447",GM0362_112,cluster_GM0362_112,"GM0362_163,GM0362_135,GM0362_5,GM0362_177,GM0362_143,GM0362_96,GM0362_7,GM0362_117,GM0362_133,GM0362_76,GM0362_152,GM0362_48,GM0362_139",119167.219760391,479894.697429196,GMGM0362,Amstelveen
"2448",GM0362_111,cluster_GM0362_111,"GM0362_65,GM0362_174,GM0362_151,GM0362_40,GM0362_4,GM0362_66",118424.079323395,477611.411060721,GMGM0362,Amstelveen
"2449",GM0362_94,cluster_GM0362_94,"GM0362_138,GM0362_67,GM0362_80,GM0362_79,GM0362_123,GM0362_153,GM0362_169",118666.225242861,476287.60043141,GMGM0362,Amstelveen
"2450",GM0362_0,cluster_GM0362_0,"GM0362_72,GM0362_126,GM0362_124,GM0437_28,GM0362_173,GM0362_1",120168.59653317,478015.21768585,GMGM0362,Amstelveen
"2451",GM0362_114,cluster_GM0362_114,"GM0362_144,GM0362_101,GM0362_15,GM0362_99,GM0362_24",116899.161509472,476516.64929843,GMGM0362,Amstelveen
"2452",GM0362_113,cluster_GM0362_113,"GM0362_37,GM0362_27,GM0362_100,GM0362_151,GM0362_179",118429.748104959,478617.582435691,GMGM0362,Amstelveen
"2453",GM0362_91,cluster_GM0362_91,"GM0362_14,GM0362_186,GM0362_131,GM0362_158,GM0362_15,GM0362_187,GM0362_130",116444.434465761,477246.670466922,GMGM0362,Amstelveen
"2454",GM0362_90,cluster_GM0362_90,"GM0362_177,GM0362_133,GM0362_32,GM0362_103,GM0362_125,GM0362_41,GM0362_139",118544.566082999,480429.606838633,GMGM0362,Amstelveen
"2455",GM0362_110,cluster_GM0362_110,"GM0362_20,GM0362_167,GM0362_35,GM0362_36,GM0362_171,GM0362_136,GM0362_135,GM0362_5",119917.091449156,479883.730202522,GMGM0362,Amstelveen
"2456",GM0362_89,cluster_GM0362_89,"GM0362_47,GM0362_29,GM0362_100,GM0362_70,GM0362_6,GM0358_11,GM0362_185,GM0362_85,GM0362_60,GM0362_26,GM0362_78,GM0362_64,GM0362_19,GM0362_154",116926.541859308,478832.327784894,GMGM0362,Amstelveen
"2457",GM0362_109,cluster_GM0362_109,"GM0362_107,GM0362_152,GM0362_145,GM0362_115,GM0362_32,GM0362_137",119066.410159134,480872.118681445,GMGM0362,Amstelveen
"2458",GM0362_108,cluster_GM0362_108,"GM0362_138,GM0362_182,GM0362_67,GM0362_80,GM0362_79,GM0362_2,GM0362_52,GM0362_153",119145.375507915,476780.340983478,GMGM0362,Amstelveen
"2459",GM0362_86,cluster_GM0362_86,"GM0362_120,GM0362_167,GM0362_8,GM0362_36,GM0362_124,GM0362_146,GM0362_128,GM0437_28,GM0437_8,GM0362_81",120817.763608733,479542.978471419,GMGM0362,Amstelveen
"2460",GM0362_85,cluster_GM0362_85,"GM0362_47,GM0362_4,GM0362_89,GM0362_121,GM0362_141,GM0362_60,GM0362_64,GM0362_71,GM0362_154,GM0362_106",117933.12342194,478232.621655349,GMGM0362,Amstelveen
"2461",GM0362_88,cluster_GM0362_88,"GM0362_166,GM0362_73,GM0362_93,GM0362_104,GM0362_54",119964.092247024,480518.425703816,GMGM0362,Amstelveen
"2462",GM0362_105,cluster_GM0362_105,"GM0362_18,GM0362_72,GM0362_83,GM0362_184,GM0362_3,GM0362_57",119518.070291637,478477.498974028,GMGM0362,Amstelveen
"2463",GM0362_87,cluster_GM0362_87,"GM0362_120,GM0437_28,GM0437_21,GM0437_20,GM0437_24,GM0437_14,GM0362_175,GM0362_129,GM0362_84,GM0362_155,GM0362_81,GM0362_25,GM0362_127,GM0362_12",121423.721413248,480968.163356305,GMGM0362,Amstelveen
"2464",GM0362_104,cluster_GM0362_104,"GM0362_88,GM0362_93,GM0362_25,GM0362_127,GM0362_17",120117.583678608,480667.856777367,GMGM0362,Amstelveen
"2465",GM0362_82,cluster_GM0362_82,"GM0362_84,GM0362_148,GM0362_107,GM0362_17,GM0362_116,GM0362_115",119598.235856637,481252.328428481,GMGM0362,Amstelveen
"2466",GM0362_107,cluster_GM0362_107,"GM0362_84,GM0362_82,GM0362_17,GM0362_149,GM0362_109,GM0362_115,GM0362_137",119419.932804447,481001.095564141,GMGM0362,Amstelveen
"2467",GM0362_81,cluster_GM0362_81,"GM0362_20,GM0362_166,GM0362_120,GM0362_8,GM0362_86,GM0362_146,GM0437_28,GM0437_8,GM0437_20,GM0437_24,GM0437_14,GM0362_175,GM0362_129,GM0362_87,GM0362_93,GM0362_127",121302.799636826,480185.124081383,GMGM0362,Amstelveen
"2468",GM0362_106,cluster_GM0362_106,"GM0362_77,GM0362_85,GM0362_121,GM0362_64,GM0362_71,GM0362_66",117975.251634998,477625.103615478,GMGM0362,Amstelveen
"2469",GM0362_84,cluster_GM0362_84,"GM0437_21,GM0362_68,GM0362_155,GM0362_87,GM0362_95,GM0362_93,GM0362_75,GM0362_25,GM0362_127,GM0362_148,GM0362_107,GM0362_168,GM0362_82,GM0362_17,GM0362_116,GM0362_54,GM0362_132",120870.766170645,481381.427851285,GMGM0362,Amstelveen
"2470",GM0362_101,cluster_GM0362_101,"GM0362_46,GM0362_144,GM0362_165,GM0362_169,GM0362_114,GM0362_24,GM0362_162,GM0362_39",117533.772060742,475897.177973848,GMGM0362,Amstelveen
"2471",GM0362_83,cluster_GM0362_83,"GM0362_65,GM0362_56,GM0362_105,GM0362_173,GM0362_184,GM0362_176,GM0362_1,GM0362_134,GM0362_98,GM0362_57,GM0362_157",119350.459789273,478106.062433608,GMGM0362,Amstelveen
"2472",GM0362_100,cluster_GM0362_100,"GM0362_113,GM0362_37,GM0362_74,GM0362_27,GM0362_47,GM0362_29,GM0362_9,GM0362_151,GM0362_179,GM0362_89,GM0362_121,GM0362_141,GM0362_60",118096.570094935,478865.677284275,GMGM0362,Amstelveen
"2473",GM0362_103,cluster_GM0362_103,"GM0362_125,GM0362_41,GM0362_90,GM0362_48,GM0362_70,GM0362_139,GM0362_6",116983.87446759,480797.408040762,GMGM0362,Amstelveen
"2474",GM0362_102,cluster_GM0362_102,"GM0362_96,GM0362_37,GM0362_74,GM0362_63,GM0362_44,GM0362_29,GM0362_9,GM0362_125,GM0362_48,GM0362_70,GM0362_6",118620.770282558,479328.093526428,GMGM0362,Amstelveen
"2475",GM0362_80,cluster_GM0362_80,"GM0362_182,GM0362_119,GM0362_34,GM0362_108,GM0362_69,GM0437_34,GM0362_94,GM0362_79,GM0362_165,GM0362_169",119444.143704246,475972.118586668,GMGM0362,Amstelveen
"2476",GM0362_185,cluster_GM0362_185,"GM0362_125,GM0362_41,GM0362_70,GM0358_22,GM0358_11,GM0362_89,GM0362_26,GM0362_78,GM0362_64,GM0362_19,GM0362_154",116361.156921329,479374.641643854,GMGM0362,Amstelveen
"2477",GM0362_184,cluster_GM0362_184,"GM0362_18,GM0362_72,GM0362_126,GM0362_83,GM0362_105,GM0362_173",119702.053031586,478302.146269051,GMGM0362,Amstelveen
"2478",GM0362_187,cluster_GM0362_187,"GM0362_91,GM0362_19,GM0362_186,GM0362_158,GM0362_15,GM0362_160,GM0362_62",116747.312452885,477257.516050913,GMGM0362,Amstelveen
"2479",GM0362_186,cluster_GM0362_186,"GM0358_22,GM0362_43,GM0362_91,GM0362_78,GM0362_19,GM0362_14,GM0362_158,GM0362_187",116486.697843274,477587.449116363,GMGM0362,Amstelveen
"2480",GM0362_181,cluster_GM0362_181,"GM0362_138,GM0362_2,GM0362_97,GM0362_176,GM0362_174,GM0362_42,GM0362_40",118711.536762728,477255.248085116,GMGM0362,Amstelveen
"2481",GM0362_180,cluster_GM0362_180,"GM0362_145,GM0362_32,GM0362_125,GM0362_41,GM0362_28",117338.798903895,481531.637430855,GMGM0362,Amstelveen
"2482",GM0362_183,cluster_GM0362_183,"GM0362_36,GM0362_61,GM0362_164,GM0362_10,GM0362_159,GM0362_146,GM0362_53,GM0362_135,GM0362_118",119925.169243193,479214.257757545,GMGM0362,Amstelveen
"2483",GM0362_182,cluster_GM0362_182,"GM0362_138,GM0362_34,GM0362_108,GM0362_67,GM0362_80,GM0362_79,GM0362_2,GM0362_52",119210.026622267,476865.273045616,GMGM0362,Amstelveen
"2484",GM0362_39,cluster_GM0362_39,"GM0362_123,GM0362_42,GM0362_21,GM0362_50,GM0362_101,GM0362_169,GM0362_162",118177.689916919,476665.747428564,GMGM0362,Amstelveen
"2485",GM0362_38,cluster_GM0362_38,"GM0362_22,GM0362_10,GM0362_23,GM0362_3,GM0362_57,GM0362_74,GM0362_63,GM0362_92,GM0362_44",119352.704731701,478844.285608696,GMGM0362,Amstelveen
"2486",GM0362_35,cluster_GM0362_35,"GM0362_20,GM0362_166,GM0362_73,GM0362_110,GM0362_5,GM0362_93,GM0362_54,GM0362_31",119888.355078689,480179.286502258,GMGM0362,Amstelveen
"2487",GM0362_34,cluster_GM0362_34,"GM0362_182,GM0362_119,GM0437_34,GM0362_80,GM0362_52,GM0362_134",119962.755743223,476761.10439657,GMGM0362,Amstelveen
"2488",GM0362_37,cluster_GM0362_37,"GM0362_65,GM0362_113,GM0362_74,GM0362_92,GM0362_100,GM0362_151,GM0362_179,GM0362_102",118675.278683244,478652.207449091,GMGM0362,Amstelveen
"2489",GM0362_36,cluster_GM0362_36,"GM0362_167,GM0362_8,GM0362_110,GM0362_86,GM0362_61,GM0362_183,GM0362_146,GM0362_135,GM0362_118",120172.734822446,479560.393017914,GMGM0362,Amstelveen
"2490",GM0362_31,cluster_GM0362_31,"GM0362_35,GM0362_136,GM0362_5,GM0362_17,GM0362_76,GM0362_152,GM0362_170,GM0362_54,GM0362_132,GM0362_149",119620.581409932,480418.211131172,GMGM0362,Amstelveen
"2491",GM0362_30,cluster_GM0362_30,"GM0362_144,GM0362_130,GM0358_20,GM0362_58,GM0362_178",115960.979619477,476764.934132571,GMGM0362,Amstelveen
"2492",GM0362_33,cluster_GM0362_33,"GM0362_164,GM0362_118,GM0362_23,GM0362_59,GM0362_51",119501.098571682,479204.00641147,GMGM0362,Amstelveen
"2493",GM0362_32,cluster_GM0362_32,"GM0362_133,GM0362_76,GM0362_152,GM0362_145,GM0362_109,GM0362_115,GM0362_41,GM0362_90,GM0362_180",118837.92461406,480626.060856525,GMGM0362,Amstelveen
"2494",GM0362_138,cluster_GM0362_138,"GM0362_182,GM0362_108,GM0362_67,GM0362_94,GM0362_2,GM0362_52,GM0362_45,GM0362_123,GM0362_42,GM0362_153,GM0362_181",118905.575664035,476968.158751611,GMGM0362,Amstelveen
"2495",GM0362_137,cluster_GM0362_137,"GM0362_148,GM0362_107,GM0362_145,GM0362_55,GM0362_109,GM0362_49,GM0362_115",119095.635762761,481109.402953028,GMGM0362,Amstelveen
"2496",GM0362_139,cluster_GM0362_139,"GM0362_177,GM0362_112,GM0362_133,GM0362_103,GM0362_125,GM0362_90,GM0362_48",118565.192499703,480130.770227114,GMGM0362,Amstelveen
"2497",GM0362_134,cluster_GM0362_134,"GM0362_119,GM0362_34,GM0437_34,GM0362_126,GM0362_124,GM0362_83,GM0362_56,GM0362_173,GM0362_11,GM0362_1",119953.208982282,477511.500811665,GMGM0362,Amstelveen
"2498",GM0362_133,cluster_GM0362_133,"GM0362_177,GM0362_7,GM0362_112,GM0362_76,GM0362_152,GM0362_32,GM0362_90,GM0362_48,GM0362_139",118941.747028034,480243.956235635,GMGM0362,Amstelveen
"2499",GM0375_69,cluster_GM0375_69,"GM0375_5,GM0375_72,GM0375_33,GM0375_60,GM0375_68,GM0375_47,GM0375_15",106356.382267405,500917.379380785,GMGM0375,Beverwijk
"2500",GM0375_24,cluster_GM0375_24,"GM0375_17,GM0375_10,GM0375_48,GM0375_79,GM0375_54,GM0396_34,GM0396_69",108040.682505331,499836.157674981,GMGM0375,Beverwijk
"2501",GM0375_23,cluster_GM0375_23,"GM0375_6,GM0375_9,GM0375_48,GM0375_32,GM0375_46,GM0375_26,GM0375_37,GM0375_40",105422.393007384,499062.850210899,GMGM0375,Beverwijk
"2502",GM0375_26,cluster_GM0375_26,"GM0375_9,GM0375_48,GM0375_32,GM0375_46,GM0375_75,GM0375_23,GM0375_8,GM0375_7,GM0375_37,GM0375_40",105146.549928579,499503.241001954,GMGM0375,Beverwijk
"2503",GM0375_25,cluster_GM0375_25,"GM0375_56,GM0396_57,GM0396_11,GM0375_71,GM0375_68,GM0375_65,GM0375_28,GM0396_48",105927.935125805,501606.542717203,GMGM0375,Beverwijk
"2504",GM0375_28,cluster_GM0375_28,"GM0375_25,GM0375_71,GM0375_70,GM0375_19,GM0375_41,GM0375_65",105789.454106337,501261.139880899,GMGM0375,Beverwijk
"2505",GM0375_27,cluster_GM0375_27,"GM0375_51,GM0375_16,GM0375_30,GM0375_49,GM0375_39,GM0375_76,GM0375_9,GM0375_3",105746.822360124,500199.563160792,GMGM0375,Beverwijk
"2506",GM0375_29,cluster_GM0375_29,"GM0375_49,GM0375_39,GM0375_61,GM0375_22,GM0375_67,GM0375_42,GM0375_38,GM0375_77,GM0375_50,GM0375_53,GM0375_58,GM0375_62",105079.301033507,500653.128414121,GMGM0375,Beverwijk
"2507",GM0375_51,cluster_GM0375_51,"GM0375_36,GM0375_27,GM0375_16,GM0375_73,GM0375_30,GM0375_49,GM0375_5,GM0375_72,GM0375_39,GM0375_61,GM0375_22,GM0375_48,GM0375_70,GM0375_44,GM0375_15",105906.687132777,500424.098485532,GMGM0375,Beverwijk
"2508",GM0375_50,cluster_GM0375_50,"GM0375_14,GM0375_29,GM0375_42,GM0375_13,GM0375_77,GM0375_63,GM0375_53,GM0375_12,GM0375_59,GM0375_58,GM0375_81,GM0375_35",104622.708224633,500612.878245307,GMGM0375,Beverwijk
"2509",GM0375_53,cluster_GM0375_53,"GM0375_39,GM0375_61,GM0375_7,GM0375_14,GM0375_67,GM0375_29,GM0375_42,GM0375_38,GM0375_77,GM0375_63,GM0375_50,GM0375_58,GM0375_81,GM0375_62",105012.436840543,500608.618459968,GMGM0375,Beverwijk
"2510",GM0375_52,cluster_GM0375_52,"GM0375_36,GM0375_17,GM0375_73,GM0375_5,GM0375_31,GM0375_33,GM0375_18,GM0375_20",106519.89213051,500420.620973187,GMGM0375,Beverwijk
"2511",GM0375_55,cluster_GM0375_55,"GM0375_17,GM0375_10,GM0375_31,GM0375_18,GM0375_20,GM0375_11,GM0375_54",107088.131319931,500475.907244323,GMGM0375,Beverwijk
"2512",GM0375_54,cluster_GM0375_54,"GM0375_24,GM0375_10,GM0375_55,GM0375_20,GM0396_3,GM0396_49,GM0396_34,GM0396_69",107454.223397093,500576.701728941,GMGM0375,Beverwijk
"2513",GM0375_57,cluster_GM0375_57,"GM0375_32,GM0375_75,GM0375_8,GM0375_14,GM0375_37,GM0375_59,GM0375_78,GM0375_81",104640.280194142,499700.480227527,GMGM0375,Beverwijk
"2514",GM0375_11,cluster_GM0375_11,"GM0375_55,GM0375_47,GM0375_18,GM0375_20,GM0396_13,GM0396_10,GM0396_3",106853.263463259,500817.3490932,GMGM0375,Beverwijk
"2515",GM0375_56,cluster_GM0375_56,"GM0375_25,GM0396_36,GM0396_57,GM0396_11,GM0375_71,GM0375_68,GM0396_70,GM0375_41,GM0375_65,GM0396_48",105867.548200336,501605.144159399,GMGM0375,Beverwijk
"2516",GM0375_59,cluster_GM0375_59,"GM0375_32,GM0375_75,GM0375_67,GM0396_37,GM0396_58,GM0375_13,GM0375_77,GM0375_63,GM0375_50,GM0375_12,GM0375_74,GM0375_78,GM0375_58,GM0375_57,GM0375_81,GM0375_35,GM0375_21,GM0375_43",104057.15532154,500591.747546197,GMGM0375,Beverwijk
"2517",GM0375_10,cluster_GM0375_10,"GM0375_17,GM0375_24,GM0375_55,GM0375_54",107276.811346131,500071.837246608,GMGM0375,Beverwijk
"2518",GM0375_58,cluster_GM0375_58,"GM0375_67,GM0375_29,GM0375_42,GM0375_77,GM0375_63,GM0375_50,GM0375_53,GM0375_12,GM0375_59",104704.065345321,500831.425476162,GMGM0375,Beverwijk
"2519",GM0375_13,cluster_GM0375_13,"GM0375_39,GM0375_8,GM0375_7,GM0375_14,GM0375_3,GM0375_38,GM0375_77,GM0375_50,GM0375_59,GM0375_81",104997.55634694,500275.742978497,GMGM0375,Beverwijk
"2520",GM0375_12,cluster_GM0375_12,"GM0375_67,GM0396_58,GM0375_63,GM0375_50,GM0375_59,GM0375_58,GM0375_21,GM0375_43",103822.319918761,501119.433495517,GMGM0375,Beverwijk
"2521",GM0375_15,cluster_GM0375_15,"GM0375_51,GM0375_5,GM0375_72,GM0375_39,GM0375_22,GM0375_33,GM0375_69,GM0375_68,GM0375_62,GM0375_70,GM0375_44,GM0375_19,GM0375_41,GM0375_65",105970.652316824,500921.552337235,GMGM0375,Beverwijk
"2522",GM0375_14,cluster_GM0375_14,"GM0375_49,GM0375_39,GM0375_61,GM0375_75,GM0375_8,GM0375_7,GM0375_3,GM0375_37,GM0375_40,GM0375_38,GM0375_13,GM0375_50,GM0375_53,GM0375_57,GM0375_81",105218.806428216,500085.549187434,GMGM0375,Beverwijk
"2523",GM0375_17,cluster_GM0375_17,"GM0375_36,GM0375_24,GM0375_52,GM0375_73,GM0375_10,GM0375_55,GM0375_5,GM0375_31,GM0375_6,GM0375_48,GM0375_4,GM0375_79,GM0375_18",107319.107731947,499245.701036432,GMGM0375,Beverwijk
"2524",GM0375_16,cluster_GM0375_16,"GM0375_27,GM0375_51,GM0375_73,GM0375_30,GM0375_4,GM0375_79",106027.963048217,500224.051910118,GMGM0375,Beverwijk
"2525",GM0375_19,cluster_GM0375_19,"GM0375_22,GM0375_68,GM0375_70,GM0375_15,GM0375_65,GM0375_28",105957.46688164,501172.082375308,GMGM0375,Beverwijk
"2526",GM0375_18,cluster_GM0375_18,"GM0375_36,GM0375_17,GM0375_52,GM0375_55,GM0375_72,GM0375_31,GM0375_33,GM0375_47,GM0375_20,GM0375_11",106679.656775155,500682.283293563,GMGM0375,Beverwijk
"2527",GM0375_80,cluster_GM0375_80,"GM0375_39,GM0375_22,GM0375_67,GM0375_0,GM0375_42,GM0375_71,GM0375_62,GM0375_44",105330.556622692,500983.024957627,GMGM0375,Beverwijk
"2528",GM0375_81,cluster_GM0375_81,"GM0375_75,GM0375_7,GM0375_14,GM0375_37,GM0375_38,GM0375_13,GM0375_77,GM0375_50,GM0375_53,GM0375_59,GM0375_74,GM0375_78,GM0375_57,GM0375_35",104832.644882922,500143.679892026,GMGM0375,Beverwijk
"2529",GM0375_40,cluster_GM0375_40,"GM0375_6,GM0375_9,GM0375_48,GM0375_32,GM0375_46,GM0375_23,GM0375_8,GM0375_7,GM0375_14,GM0375_3,GM0375_26,GM0375_37",105278.526505118,499628.31716341,GMGM0375,Beverwijk
"2530",GM0375_0,cluster_GM0375_0,"GM0375_22,GM0375_67,GM0375_80,GM0375_42,GM0375_71,GM0375_62,GM0375_44,GM0375_41",105410.932381963,501034.844552757,GMGM0375,Beverwijk
"2531",GM0375_42,cluster_GM0375_42,"GM0375_39,GM0375_22,GM0375_67,GM0375_29,GM0375_80,GM0375_0,GM0375_50,GM0375_53,GM0375_58,GM0375_62",105115.265348085,500848.147574256,GMGM0375,Beverwijk
"2532",GM0375_41,cluster_GM0375_41,"GM0375_56,GM0375_67,GM0375_0,GM0375_71,GM0375_70,GM0375_44,GM0375_15,GM0375_65,GM0375_28",105645.761557101,501257.519096333,GMGM0375,Beverwijk
"2533",GM0375_2,cluster_GM0375_2,"GM0396_58,GM0375_1,GM0375_45,GM0375_43,GM0375_34,GM0375_66",101778.339946936,500500.25375322,GMGM0375,Beverwijk
"2534",GM0375_44,cluster_GM0375_44,"GM0375_51,GM0375_39,GM0375_61,GM0375_22,GM0375_67,GM0375_80,GM0375_0,GM0375_71,GM0375_62,GM0375_70,GM0375_15,GM0375_41",105613.620185698,500940.709692473,GMGM0375,Beverwijk
"2535",GM0375_1,cluster_GM0375_1,"GM0396_58,GM0375_45,GM0375_2,GM0375_43,GM0375_34,GM0375_64,GM0375_66",100891.169415061,500619.928074712,GMGM0375,Beverwijk
"2536",GM0375_43,cluster_GM0375_43,"GM0396_58,GM0375_12,GM0375_59,GM0375_74,GM0375_35,GM0375_21,GM0375_1,GM0375_2",102749.298630012,500450.219977776,GMGM0375,Beverwijk
"2537",GM0375_4,cluster_GM0375_4,"GM0375_36,GM0375_17,GM0375_16,GM0375_73,GM0375_30,GM0375_76,GM0375_6,GM0375_48,GM0375_79,GM0375_3",107049.650504829,499070.011724414,GMGM0375,Beverwijk
"2538",GM0375_46,cluster_GM0375_46,"GM0375_76,GM0375_6,GM0375_9,GM0375_48,GM0375_32,GM0375_23,GM0375_8,GM0375_7,GM0375_3,GM0375_26,GM0375_37,GM0375_40",105347.004677845,499598.791579326,GMGM0375,Beverwijk
"2539",GM0375_3,cluster_GM0375_3,"GM0375_27,GM0375_30,GM0375_49,GM0375_39,GM0375_61,GM0375_76,GM0375_9,GM0375_48,GM0375_4,GM0375_79,GM0375_46,GM0375_8,GM0375_7,GM0375_14,GM0375_40,GM0375_38,GM0375_13,GM0375_62",105485.834582138,500118.880156081,GMGM0375,Beverwijk
"2540",GM0375_6,cluster_GM0375_6,"GM0375_17,GM0375_73,GM0375_30,GM0375_76,GM0375_9,GM0375_48,GM0375_4,GM0375_79,GM0375_46,GM0375_23,GM0375_8,GM0375_40",106206.742135003,498738.812666292,GMGM0375,Beverwijk
"2541",GM0375_45,cluster_GM0375_45,"GM0375_1,GM0375_2,GM0375_34,GM0375_64,GM0375_66",100946.041994931,500619.570068276,GMGM0375,Beverwijk
"2542",GM0375_48,cluster_GM0375_48,"GM0375_17,GM0375_24,GM0375_51,GM0375_73,GM0375_30,GM0375_76,GM0375_6,GM0375_9,GM0375_4,GM0375_79,GM0375_32,GM0375_46,GM0375_23,GM0375_8,GM0375_3,GM0375_26,GM0375_37,GM0375_40",106485.028132737,498233.804169676,GMGM0375,Beverwijk
"2543",GM0375_5,cluster_GM0375_5,"GM0375_36,GM0375_17,GM0375_51,GM0375_52,GM0375_73,GM0375_72,GM0375_33,GM0375_69,GM0375_60,GM0375_15",106293.930806619,500522.402814407,GMGM0375,Beverwijk
"2544",GM0375_47,cluster_GM0375_47,"GM0375_33,GM0375_69,GM0375_60,GM0375_68,GM0396_16,GM0375_18,GM0375_11,GM0396_13,GM0396_10",106671.644100387,500904.580390759,GMGM0375,Beverwijk
"2545",GM0375_8,cluster_GM0375_8,"GM0375_30,GM0375_49,GM0375_76,GM0375_6,GM0375_9,GM0375_48,GM0375_32,GM0375_46,GM0375_75,GM0375_7,GM0375_14,GM0375_3,GM0375_26,GM0375_37,GM0375_40,GM0375_13,GM0375_57",105405.008435887,499906.867093431,GMGM0375,Beverwijk
"2546",GM0375_7,cluster_GM0375_7,"GM0375_39,GM0375_61,GM0375_46,GM0375_75,GM0375_8,GM0375_14,GM0375_3,GM0375_26,GM0375_37,GM0375_40,GM0375_38,GM0375_13,GM0375_53,GM0375_78,GM0375_81",105197.083530453,500051.043819438,GMGM0375,Beverwijk
"2547",GM0375_49,cluster_GM0375_49,"GM0375_27,GM0375_51,GM0375_39,GM0375_61,GM0375_22,GM0375_8,GM0375_14,GM0375_3,GM0375_29,GM0375_38,GM0375_62",105555.67443282,500310.020559968,GMGM0375,Beverwijk
"2548",GM0375_9,cluster_GM0375_9,"GM0375_27,GM0375_30,GM0375_76,GM0375_6,GM0375_48,GM0375_46,GM0375_23,GM0375_8,GM0375_3,GM0375_26,GM0375_40",106630.170050749,498073.890049166,GMGM0375,Beverwijk
"2549",GM0375_71,cluster_GM0375_71,"GM0375_25,GM0375_56,GM0375_67,GM0396_11,GM0375_80,GM0375_0,GM0375_62,GM0375_44,GM0375_41,GM0375_28",105199.833977556,501379.399550408,GMGM0375,Beverwijk
"2550",GM0375_70,cluster_GM0375_70,"GM0375_51,GM0375_39,GM0375_44,GM0375_19,GM0375_15,GM0375_41,GM0375_28",105848.500637306,500954.378652331,GMGM0375,Beverwijk
"2551",GM0375_73,cluster_GM0375_73,"GM0375_36,GM0375_17,GM0375_51,GM0375_52,GM0375_16,GM0375_30,GM0375_5,GM0375_31,GM0375_76,GM0375_6,GM0375_48,GM0375_4,GM0375_79",106700.608648259,499510.260826969,GMGM0375,Beverwijk
"2552",GM0375_72,cluster_GM0375_72,"GM0375_36,GM0375_51,GM0375_5,GM0375_33,GM0375_69,GM0375_60,GM0375_18,GM0375_15",106326.762298702,500637.453983367,GMGM0375,Beverwijk
"2553",GM0375_75,cluster_GM0375_75,"GM0375_32,GM0375_8,GM0375_7,GM0375_14,GM0375_26,GM0375_37,GM0375_59,GM0375_74,GM0375_78,GM0375_57,GM0375_81",104816.566776182,499845.3256915,GMGM0375,Beverwijk
"2554",GM0375_74,cluster_GM0375_74,"GM0375_75,GM0375_59,GM0375_78,GM0375_81,GM0375_35,GM0375_21,GM0375_43",104089.524351148,499812.96427943,GMGM0375,Beverwijk
"2555",GM0375_77,cluster_GM0375_77,"GM0375_29,GM0375_38,GM0375_13,GM0375_63,GM0375_50,GM0375_53,GM0375_59,GM0375_58,GM0375_81,GM0375_35",104811.31604685,500459.1857878,GMGM0375,Beverwijk
"2556",GM0375_76,cluster_GM0375_76,"GM0375_27,GM0375_73,GM0375_30,GM0375_6,GM0375_9,GM0375_48,GM0375_4,GM0375_79,GM0375_46,GM0375_8,GM0375_3",105917.372785187,499431.666897951,GMGM0375,Beverwijk
"2557",GM0375_31,cluster_GM0375_31,"GM0375_36,GM0375_17,GM0375_52,GM0375_73,GM0375_55,GM0375_18,GM0375_20",106646.535192842,500289.174344794,GMGM0375,Beverwijk
"2558",GM0375_79,cluster_GM0375_79,"GM0375_17,GM0375_24,GM0375_16,GM0375_73,GM0375_30,GM0375_76,GM0375_6,GM0375_48,GM0375_4,GM0375_3",107288.48868046,498379.103821146,GMGM0375,Beverwijk
"2559",GM0375_30,cluster_GM0375_30,"GM0375_36,GM0375_27,GM0375_51,GM0375_16,GM0375_73,GM0375_76,GM0375_6,GM0375_9,GM0375_48,GM0375_4,GM0375_79,GM0375_8,GM0375_3",105875.515482848,499911.719156877,GMGM0375,Beverwijk
"2560",GM0375_78,cluster_GM0375_78,"GM0375_32,GM0375_75,GM0375_7,GM0375_37,GM0375_59,GM0375_74,GM0375_57,GM0375_81,GM0375_21",104442.924851589,499799.391129319,GMGM0375,Beverwijk
"2561",GM0375_33,cluster_GM0375_33,"GM0375_52,GM0375_5,GM0375_72,GM0375_69,GM0375_60,GM0375_47,GM0375_18,GM0375_20,GM0396_64,GM0375_15",106540.09321701,500750.846195751,GMGM0375,Beverwijk
"2562",GM0375_32,cluster_GM0375_32,"GM0375_48,GM0375_46,GM0375_75,GM0375_23,GM0375_8,GM0375_26,GM0375_37,GM0375_40,GM0375_59,GM0375_78,GM0375_57",104596.693977265,499426.170281452,GMGM0375,Beverwijk
