fid,source_name,available_heat,source_id,geo_coordinate_x,geo_coordinate_y,neighbourhoods_in_range
"1",BV Preparatiebedrijf Lommerse  Uitendaal,3.136986301,LTHP0001,100379,480139,
"2",RWZI   Nijkerk,3.144675926,LTHP0002,161407,471751,
"3",RWZI   Waddinxveen Randenburg,3.144675926,LTHP0003,105326,452095,"BU06270302,BU06270303,BU06270304,BU06270407,BU19010617,BU19010618"
"4",RWZI   Barendrecht,3.193055556,LTHP0004,96069,427702,"BU04893162,BU04895080,BU19630199,BU04893161"
"5",RWZI   Soest,3.193055556,LTHP0005,148791,467212,"BU03420103,BU03420404,BU03080400"
"6",RWZI   Driebergen,3.222083333,LTHP0006,146276,450920,"BU15810108,BU15810102,BU15810107"
"7",Equinix AM5,3.263888889,LTHP0007,124867,478510,BU04370008
"8",Equinix AM6,3.263888889,LTHP0008,124049,483346,BU04370001
"9",Het Kaasmerk BV,3.266,LTHP0009,95258,463240,
"10",RWZI   Kootstertille,3.309166667,LTHP0010,203653,582110,"BU00590007,BU00590006,BU00590108"
"11",RWZI   De Meern,5.6,LTHP0011,128566,455734,"BU03441023,BU03441022,BU03441021,BU06320604,BU03441024"
"12",RWZI   Willem Annapolder,3.436888889,LTHP0012,53838,385524,"BU07039998,BU06541302,BU06780009,BU06789998,BU06549998"
"13",NLDC,3.541666667,LTHP0013,114131,478456,"BU03580206,BU03580200"
"14",RWZI   Rhenen,3.6575,LTHP0014,165405,442334,"BU03400801,BU03401001,BU03400901"
"15",RWZI   Woerden,3.6575,LTHP0015,118154,455441,"BU06320401,BU06320402,BU06320202,BU06320201"
"16",Farm Frites BV,3.73,LTHP0016,70696,426685,"BU05300901,BU05300302,BU05309997,BU05301002,BU05301003,BU05300400"
"17",Initworks BV,3.75,LTHP0017,91190,435351,"BU05991574,BU05990118,BU05990329,BU05990320,BU05992194"
"18",Aanholt Supermarkt BV,3.935564,LTHP0018,166411,446405,"BU03450202,BU03400601,BU03450205,BU03450208,BU03450204,BU03450203"
"19",Albert Heijn BV,3.935564,LTHP0019,164970,448939,"BU03450500,BU03450501,BU03450503,BU03450504,BU03450502"
"20",Hoogvliet BV,3.935564,LTHP0020,166164,449142,"BU03450402,BU03450400,BU03450003,BU03450401,BU03450500,BU03450000"
"21",Superkees BV,3.935564,LTHP0021,167227,449789,"BU03450402,BU03450403,BU03450404,BU03450100,BU03450102"
"22",RWZI   De Groote Zaag,3.994222222,LTHP0022,100593,434758,"BU19310104,BU19310108,BU05970700"
"23",W_Gemaal_1602,4,LTHP0023,62811,427969,"BU05309998,BU19249997,BU19249998,BU05300900,BU05309997,BU19240204"
"24",W_Gemaal_591,4,LTHP0024,112752,513500,
"25",W_Gemaal_969,4,LTHP0025,106552,451700,"BU06270407,BU19010617,BU19010621"
"26",W_Gemaal_742,4,LTHP0026,125252,483500,BU04370001
"27",W_Gemaal_1252,4,LTHP0027,66552,420700,"BU19240705,BU19240802,BU19241006"
"28",W_Gemaal_1254,4,LTHP0028,66652,420500,"BU19240705,BU19240802,BU19241006"
"29",W_Gemaal_1269,4,LTHP0029,66352,419300,"BU19240702,BU19240704,BU19240705"
"30",W_Gemaal_714,4,LTHP0030,107552,489200,
"31",W_Gemaal_718,4,LTHP0031,108652,488500,
"32",W_Gemaal_806,4,LTHP0032,103852,474500,
"33",W_Gemaal_999,4,LTHP0033,137352,448500,"BU03561800,BU03212054,BU03212056,BU03212064,BU03215192"
"34",W_Gemaal_1045,4,LTHP0034,97252,444800,"BU16213334,BU18920293,BU16211514,BU18920208"
"35",W_Gemaal_1194,4,LTHP0035,82152,429900,"BU19301002,BU19301003,BU19301701,BU19300102,BU19300106,BU19300105,BU19301004,BU19300302,BU19300101,BU19300103"
"36",W_Gemaal_629,4,LTHP0036,109352,505600,"BU04500005,BU04500006,BU04500001,BU04500004"
"37",W_Gemaal_983,4,LTHP0037,105052,450000,"BU06270402,BU06270401,BU06270404,BU06270405,BU06270403,BU06270407,BU06270408"
"38",W_Gemaal_1026,4,LTHP0038,97752,446300,"BU18920291,BU16213334,BU18920293"
"39",Dataplace  Graan voor Visch Zuid,4,LTHP0039,107061,478277,
"40",Cogent Datacenter Amsterdam,4,LTHP0040,109382,488727,
"41",RWZI   Zwijndrecht,4.138393519,LTHP0041,99691,424975,"BU19630499,BU19630400,BU06420705,BU06420703,BU06420704"
"42",Naamloze Vennootschap Linde Gas Benelux,4.29,LTHP0042,86963,435384,"BU06060405,BU06060307,BU06060306,BU06060403,BU06060402,BU06060404"
"43",RWZI   Leidsche Rijn,7.1,LTHP0043,131140,458465,"BU03440133,BU03440912,BU03440911,BU19041201,BU03441014"
"44",RWZI   Veenendaal,4.354166667,LTHP0044,164300,450000,"BU03390009,BU03450501,BU15810302,BU03450502"
"45",RWZI   Heiloo,4.354166667,LTHP0045,109871,512162,
"46",RWZI   Horstermeer,4.516722222,LTHP0046,134890,474262,
"47",RWZI   Gouda,4.542847222,LTHP0047,108418,446219,"BU19310300,BU05130204,BU05130201,BU05130200,BU05130203,BU05130809"
"48",Switch Datacenters   Amsterdam,4.548611111,LTHP0048,124451,479656,BU04370008
"49",RWZI   Hilversum,4.6,LTHP0049,142430,470573,
"50",RWZI   Amstelveen,4.603805556,LTHP0050,121259,480565,BU03620701
"51",RWZI   Houten,4.96375,LTHP0051,137354,448740,"BU03561800,BU03212054,BU03212056,BU03212060,BU03212064,BU03215192"
