fid,source_name,available_heat,source_id,geo_coordinate_x,geo_coordinate_y,neighbourhoods_in_range
25,Eneco HWC Overvecht,362159.424,HTLP0025,135849,458405,"BU03080501,BU03211123,BU03211127,BU03211126,BU03562200,BU03561800,BU03562100,BU03562000,BU03560600,BU03440821,BU03440733,BU03440723,BU03562500,BU03211019,BU03211017,BU03211018,BU03211016,BU03211010,BU03212054,BU03212056,BU03211013,BU03211011,BU03211014,BU03211012,BU03211120,BU03211050,BU03212060,BU03212064,BU03212065,BU03212055,BU03550102,BU03550101,BU03550103,BU03550104,BU03550403,BU03550203,BU03550206,BU03550204,BU03550205,BU03550201,BU03550301,BU03550307,BU03550309,BU03550105,BU03550308,BU03440526,BU03440524,BU03440522,BU03440523,BU03440521,BU03440531,BU03120009,BU03120001,BU03120000,BU03120008,BU03440533,BU03440732,BU03440721,BU03440731,BU03440525,BU03440711,BU03440712,BU03120109,BU03215192,BU03211122,BU03211151,BU03211125,BU03211129,BU03211121,BU03211124,BU03211128,BU03440212,BU03440221,BU03440211,BU03440412,BU03440321,BU03440621,BU03440223,BU03440121,BU03440222,BU03440331,BU03440342,BU03100102,BU03100101,BU03100202,BU03100303,BU03100201,BU03100302,BU03100301,BU03100603,BU19040703,BU03100602,BU03100601,BU03100701,BU03550505,BU03550506,BU03550507,BU03100402,BU03100401,BU03440312,BU03440343,BU03440322,BU03100902,BU03440311,BU03100901,BU03440341,BU03550302,BU03100703,BU03101002,BU03550503,BU03550502,BU03550501,BU03550504,BU03550202,BU03100505,BU03100801,BU03100702,BU03100803,BU03100802,BU03101001,BU03440224,BU03440231,BU03440132,BU03440232,BU03440131,BU03440114,BU03440124,BU03440122,BU03440123,BU03440112,BU03440532,BU03440535,BU03440423,BU03440534,BU03100903,BU03440413,BU03440411,BU03440414,BU03440415,BU03440421,BU03440422,BU03440433,BU03440432,BU03440431,BU03440622,BU03440623,BU03440626,BU03440511,BU03440512,BU03440811,BU03440613,BU03440628,BU03440612,BU03440627,BU03440624,BU03440611,BU03440625,BU03550305,BU03550303,BU03550304,BU03550306,BU19040108,BU19040105,BU19040111,BU19040114,BU19040110,BU19040116,BU19041213,BU19041203,BU19041205,BU19041207,BU19041211,BU19041215,BU19041209,BU19041208,BU19041212,BU19041214,BU03440243,BU03440233,BU03440242,BU03440333,BU03440241,BU03440332,BU19040101,BU19040701,BU19041101,BU03440133,BU03440913,BU03440912,BU03440911,BU03440244,BU19040104,BU19040117,BU19041201,BU19041202,BU03441023,BU03441014,BU03441022,BU03441012,BU03441021,BU03441013,BU03441011,BU19041204,BU03440933,BU03440934,BU03440932,BU03440922,BU03440921,BU03440931,BU03440941,BU03440942,BU03440943,BU03441031,BU06320606,BU19040501,BU06320601,BU06320602,BU06320604,BU19040207,BU19040214,BU19040901,BU19040209,BU19040212,BU19040216,BU19040112,BU19040115,BU19040106,BU19040213,BU19040215,BU19040211,BU19040204,BU19040102,BU19040702,BU19040119,BU19040107,BU19040109,BU19040113,BU19040118,BU19040201,BU19041210,BU19040103,BU19041206,BU19040210,BU19040206,BU19040202,BU19040208,BU03561400,BU03560300,BU03562400,BU03560100,BU03440113,BU03440111,BU03440832,BU03440812,BU03440831,BU03440722,BU03440822,BU03440823,BU03560200,BU03560400,BU03560700,BU03560800,BU03530029,BU03441032,BU03441024,BU03441041,BU03441033,BU03440952,BU03440951,BU03440953,BU03561500,BU03561000,BU03560500,BU03350109,BU06320605,BU03530007,BU03530008"
26,Nuon Power Generation BV Velsen,6684339.024,HTLP0026,103696,498603,"BU03770109,BU04730404,BU03770001,BU03770002,BU03770003,BU03770004,BU03770009,BU03770005,BU03770100,BU03770101,BU03770000,BU03779998,BU03750100,BU03750101,BU03750004,BU03750002,BU03750001,BU03750900,BU03750003,BU03750000,BU03750901,BU03750601,BU03750902,BU03751002,BU03751000,BU03830511,BU04500005,BU04500006,BU03830721,BU03830411,BU03830421,BU03830111,BU03830101,BU03830211,BU03830431,BU03839998,BU03830311,BU03830301,BU03830011,BU03830001,BU03830221,BU03830201,BU04500002,BU04500003,BU04500001,BU04500004,BU03961100,BU03751003,BU03751001,BU03961001,BU03960303,BU03961002,BU03960300,BU03960301,BU03960605,BU03960800,BU03960604,BU03960502,BU03960602,BU03960500,BU03960600,BU03960601,BU03960603,BU03960607,BU03750303,BU03750703,BU03750600,BU03750702,BU03750701,BU03750700,BU03960302,BU03960900,BU03960801,BU03960702,BU03960101,BU03960700,BU03960701,BU03960200,BU03960802,BU03960901,BU03960100,BU03960501,BU03960201,BU03960503,BU03960202,BU03960403,BU03750201,BU03750202,BU03750005,BU03750200,BU03750500,BU03750300,BU03750301,BU03750302,BU03960400,BU03960404,BU03750800,BU03960409,BU03750801,BU03960401,BU03960408,BU03960402,BU03750102,BU03750501,BU03759998,BU03969998,BU03750502,BU03750400,BU03750401"
27,Delfluent Services BV,19110.816,HTLP0027,78197,456183,"BU05180800,BU05180908,BU05180907,BU05180702,BU05181309,BU05181251,BU05181252,BU05181142,BU05189998,BU05181250,BU05182054,BU05182055,BU05182144,BU05181143,BU05181041"
28,Nedstaal BV Ruigenhil Vastgoed BV,20056.896,HTLP0028,104800,429800,"BU04820304,BU04820201,BU05310502,BU04820404,BU04820402,BU04820305,BU04820306,BU04820502,BU04820503,BU04820604,BU04820501,BU04820101,BU04820105,BU04820102,BU04820103,BU04820104,BU04820403,BU04820603,BU04820307,BU05310302,BU05310103,BU05310102,BU05970900,BU05310501,BU04820204"
29,Promelca BV Gorinchem,20309.184,HTLP0029,125150,426700,"BU05120500,BU05120403,BU05120404,BU05120600,BU05120101,BU05120300,BU05122100,BU05120800,BU05120102,BU05120700,BU05120900,BU05121000"
30,Ashland Industries Nederland BV,20372.256,HTLP0030,102050,424450,"BU05051901,BU06420505,BU06420205,BU06420204,BU19630699,BU05051907,BU05051906,BU06420609,BU06420608,BU06420407,BU06420607,BU06420405,BU06420610,BU06420606,BU06420605,BU06420604,BU06420403,BU06420402,BU06420603,BU06420602,BU06420601,BU06420401,BU06420501,BU19630650,BU06420701,BU06420508,BU06420507,BU06420509,BU06420506,BU06420702,BU05051904,BU06420502,BU06420511,BU06420301,BU06420503,BU06420510,BU06420302,BU06420504,BU06420514,BU06420515,BU06420513,BU06420512,BU19630499,BU06420705,BU06420703"
31,Heineken Nederland BV Zoeterwoude,32419.008,HTLP0031,97050,461400,
32,Sime Darby Unimills BV,33302.016,HTLP0032,103500,424600,"BU06420105,BU05900001,BU06420106,BU06420111,BU06420109,BU06420108,BU06420107,BU06420112,BU06420113,BU06420115,BU06420312,BU05310301,BU05310302,BU06420114,BU05050205,BU05050501,BU05050206,BU05050503,BU05050502,BU05050203,BU05050202,BU05050103,BU05050200,BU05050201,BU05050108,BU05050109,BU06420307,BU06420308,BU06420310,BU06420309,BU06420311,BU06420404,BU06420406,BU06420409,BU06420410,BU06420706,BU05310204,BU05050112,BU05050114,BU05050113,BU05050405,BU06420102,BU05050106,BU05050101,BU05050107,BU05050102,BU05050100,BU06420103,BU06420110,BU06420104,BU06420208,BU06420203,BU06420209,BU05050104,BU06420101,BU06420202,BU06420201,BU05051901,BU05051902,BU05051900,BU05050105,BU05050302,BU05050111,BU05050110,BU05051903,BU06420505,BU06420205,BU06420303,BU06420204,BU06420206,BU06420313,BU06420207,BU05050400,BU05050401,BU05050402,BU05050406,BU05050403,BU05050404,BU05050506,BU05050700,BU05050703,BU05050701,BU05050801,BU05050800,BU05050802,BU05050307,BU05050304,BU05050300,BU05050303,BU05050305,BU05050301,BU05050306,BU05050705,BU05050706,BU05050704,BU05051910,BU05051912,BU19630699,BU05051909,BU05051907,BU05051905,BU05051906,BU05050702,BU06420608,BU06420407,BU06420607,BU06420405,BU06420610,BU06420606,BU06420605,BU06420604,BU06420403,BU06420402,BU06420603,BU06420602,BU06420708,BU06420601,BU06420401,BU06420501,BU06420304,BU06420305,BU06420306,BU19630650,BU06420701,BU06420508,BU06420507,BU06420509,BU06420506,BU06420702,BU05051904,BU06420502,BU06420511,BU06420301,BU06420503,BU06420510,BU06420302,BU06420504,BU06420514,BU06420515,BU06420513,BU06420512"
33,Momentive Specialty Chemicals,36897.12,HTLP0033,83044,434016,"BU05992196,BU05991391,BU05991692,BU05991699,BU05992295,BU06060701,BU06220404,BU06060309,BU06220504,BU06220503,BU06060405,BU06220403,BU06220402,BU06220303,BU05992306,BU06220301,BU06220502,BU06220401,BU06220304,BU06220305,BU06220306,BU06220307,BU06220201,BU06220202,BU06220203,BU06220101,BU06220104,BU06220102,BU06220103,BU06220205,BU19301702"
34,Shell Nederland Chemie BV Pernis,38032.416,HTLP0034,84625,433319,"BU06130102,BU06130101,BU06130104,BU05992196,BU05991391,BU05991692,BU05991699,BU05992295,BU06130308,BU06060701,BU06220404,BU06060309,BU06220504,BU06060405,BU06060404,BU06220403,BU06220402,BU05992306,BU06220304,BU06220306,BU06220307,BU06220102,BU06220103,BU19301702"
35,ExxonMobil Chemical Holland BV RPP van RPI,45159.552,HTLP0035,79333,433167,"BU05010209,BU19302504,BU05991692,BU05992295,BU19301701,BU06220303,BU05992306,BU06220301,BU06220302,BU06220304,BU06220305,BU06220306,BU06220201,BU06220202,BU05560702,BU05560701,BU06220205,BU05992704,BU19302701,BU19302501,BU19302503,BU19302702,BU19300301,BU19300302,BU19301702,BU19301705,BU19301706,BU19301601,BU19301704,BU19300201,BU19301703,BU19300202,BU19302703"
36,ExxonMobil Chemical Holland BV ROP van RPI,53295.84,HTLP0036,72300,438500,"BU05992307,BU06140102,BU17830420,BU05560502,BU05992705,BU05560602,BU05991703,BU17830301,BU17830306,BU17830352,BU17830351,BU05010003,BU06140109,BU05010002,BU05010005,BU05010009,BU05010006,BU05010000,BU05010004,BU05010001,BU05010109,BU05010300,BU05010209,BU18420103,BU05992306,BU05560402,BU05560403,BU05560203,BU05560801,BU18420108,BU05992704,BU05560405,BU05560401,BU05560601,BU05560501,BU05560404"
37,Tata Steel IJmuiden BV,63072,HTLP0037,100985,499055,"BU03770009,BU03779998,BU03750100,BU03750101,BU03750004,BU03750002,BU03750001,BU03750900,BU03750003,BU03750000,BU03750303,BU03750703,BU03750702,BU03750201,BU03750202,BU03750005,BU03750200,BU03750500,BU03750300,BU03750301,BU03750302,BU03960400,BU03960404,BU03750800,BU03960409,BU03750801,BU03960401,BU03960408,BU03960402,BU03750102,BU03750501,BU03759998,BU03969998,BU03750502,BU03750400,BU03750401"
38,Maasstroom Energie CV,67613.184,HTLP0038,83747,433987,"BU05990327,BU05992194,BU19301707,BU06130205,BU06130102,BU06130103,BU06130101,BU06130104,BU06130207,BU19301708,BU06130312,BU06130310,BU06130311,BU06130309,BU06130313,BU06130414,BU06130706,BU05992196,BU05991593,BU05991391,BU05991692,BU05991699,BU19301001,BU19301002,BU19301003,BU05992295,BU19300905,BU06130308,BU19301701,BU19300904,BU19300603,BU19300903,BU19300901,BU19301505,BU19300702,BU19300701,BU19300602,BU19300601,BU19300703,BU19300102,BU19300106,BU19300105,BU19300902,BU19301004,BU06060901,BU06220701,BU06220706,BU06060707,BU06060602,BU06060301,BU06060608,BU06060203,BU06060701,BU06060802,BU06220404,BU06060309,BU06060706,BU06060704,BU06060705,BU06220704,BU06220705,BU06060202,BU06060000,BU06060102,BU06060101,BU06060604,BU06060605,BU06060606,BU06060201,BU06060603,BU06060302,BU06060607,BU06060303,BU06060304,BU06060305,BU06220501,BU06220505,BU06220504,BU06060702,BU06220605,BU06220503,BU06220602,BU06060703,BU06220604,BU06220606,BU06060103,BU06060104,BU06060107,BU06060106,BU06060105,BU05991926,BU06060500,BU06060405,BU06060307,BU06060306,BU06060308,BU06060403,BU06060402,BU06060404,BU06060401,BU06220403,BU06220402,BU06220303,BU05992306,BU06220301,BU06220302,BU06220601,BU06220502,BU06220401,BU06220603,BU06220702,BU06220703,BU06220708,BU06220801,BU06220304,BU06220305,BU06220306,BU06220307,BU06220201,BU06220204,BU06220202,BU06220203,BU06220101,BU06220104,BU06220102,BU06220103,BU06220205,BU19300401,BU19300301,BU19300302,BU19300501,BU19300502,BU19300104,BU19300101,BU19300103,BU19301702,BU19301705,BU19301601,BU19301704,BU19300201,BU19301703,BU19300202"
39,Emerald Kalama Chemical Rotterdam BV,70072.992,HTLP0039,77444,433673,"BU19303105,BU19303302,BU05992307,BU05560502,BU05992705,BU05010006,BU05010004,BU05010100,BU05010109,BU05010300,BU05010209,BU19302901,BU19302504,BU05991692,BU05992295,BU19301701,BU05010200,BU05010202,BU05010201,BU06220303,BU05992306,BU06220301,BU06220302,BU06220801,BU06220304,BU06220305,BU06220306,BU06220201,BU06220204,BU06220202,BU06220203,BU06220101,BU06220102,BU05560202,BU05560402,BU05560403,BU05560203,BU05560801,BU18420100,BU18420101,BU18420106,BU18420108,BU18420109,BU05560302,BU05560301,BU05560702,BU05560701,BU06220205,BU05992704,BU05560405,BU05560101,BU05560303,BU05560401,BU05560201,BU05560501,BU05560404,BU19302701,BU19302502,BU19302501,BU19302503,BU19302702,BU19300401,BU19300301,BU19300302,BU19300103,BU19301702,BU19301705,BU19301706,BU19301601,BU19301704,BU19300201,BU19301703,BU19300202,BU19302703,BU19302902"
40,DSM Delft Permit BV,71019.072,HTLP0040,83500,448300,"BU19260112,BU05184421,BU19260225,BU05184215,BU19260221,BU19260226,BU19260353,BU19260113,BU19260102,BU19260231,BU19260223,BU19260224,BU19260222,BU19260232,BU05184209,BU05184211,BU05184110,BU05184317,BU05184418,BU05184316,BU19260227,BU05183960,BU05183826,BU06030221,BU06030111,BU06030112,BU05184106,BU06030391,BU06030222,BU06030225,BU06030224,BU06030581,BU06030633,BU06030771,BU06030772,BU06030643,BU06031082,BU06031083,BU06031194,BU06031193,BU05184107,BU05184213,BU05184208,BU05031600,BU05184214,BU05184212,BU19161100,BU19161200,BU19161201,BU19161202,BU19161301,BU06030392,BU05183825,BU05183819,BU06030223,BU06030434,BU05182917,BU05183822,BU06030431,BU05183824,BU06030432,BU06030641,BU05182915,BU05183721,BU17830601,BU05184003,BU17830610,BU05183488,BU05183489,BU05183639,BU05183637,BU05183620,BU06030851,BU05183638,BU05183823,BU06030853,BU05183536,BU06030642,BU05183480,BU17830606,BU05183398,BU17830607,BU05184002,BU06030852,BU05184001,BU06030854,BU06030961,BU06030963,BU17830803,BU17830609,BU17830612,BU17830802,BU17830611,BU17830608,BU17830602,BU05184004,BU05184005,BU06030962,BU05032801,BU05032802,BU05032803,BU05032806,BU05032808,BU19260342,BU19260343,BU05031406,BU05031405,BU05031400,BU05031401,BU05031302,BU05031300,BU05031301,BU05031100,BU06031064,BU06031084,BU05031101,BU05031205,BU05031200,BU05031202,BU05031203,BU05031601,BU05031201,BU05031604,BU05031208,BU05031603,BU05031602,BU19260341,BU05031102,BU05031103,BU05031204,BU05031108,BU05031107,BU05031206,BU05031207,BU05031303,BU05031104,BU05031106,BU05032700,BU05032800,BU05031109,BU05032809,BU05031305,BU05031306,BU05032400,BU05031307,BU05032402,BU05031105,BU05031407,BU05031402,BU05031403,BU05031404,BU05031304,BU17830257,BU18420007,BU17830701,BU18420004,BU18420009,BU05032302,BU05032300,BU05032703,BU05032900,BU05032901,BU05032407,BU05032702,BU05032408,BU05032805,BU05032804,BU19260352,BU19260344,BU19260351,BU19260111,BU05032807,BU19260101,BU05032505,BU05032502,BU05032500,BU18420001,BU05032401,BU05032405,BU05032406,BU05032403,BU05032509,BU05032507,BU05032508,BU05032404,BU05032504,BU05032506,BU05032501,BU05032503,BU05032510,BU18420002,BU05032305,BU05032303,BU05032304,BU05032301,BU05032201,BU05032205,BU05032202,BU05032200,BU05032203,BU05032204,BU05032600,BU05032704,BU05032902,BU18420000,BU18420005"
41,SABIC Innovative Plastics BV,81993.6,HTLP0041,76463,391896,"BU07160009,BU07160109,BU07160000,BU07160609,BU07169998,BU07030409,BU07039998"
42,Tronox Pigments Holland BV,85084.128,HTLP0042,78070,434900,"BU19303105,BU19303302,BU05992307,BU05560502,BU05992705,BU05560602,BU05991703,BU17830352,BU17830351,BU05010009,BU05010006,BU05010000,BU05010004,BU05010100,BU05010109,BU05010300,BU05010209,BU19302901,BU19302504,BU05991692,BU05991699,BU19301001,BU19301002,BU19301003,BU05992295,BU19301701,BU19300102,BU19300106,BU19300105,BU17830701,BU18420103,BU06220701,BU06220707,BU18420005,BU06220404,BU06220501,BU06220504,BU06220605,BU06220503,BU06220602,BU06220604,BU06220606,BU06220403,BU06220402,BU05010200,BU05010202,BU05010201,BU06220303,BU05992306,BU06220301,BU06220302,BU06220601,BU06220502,BU06220401,BU06220603,BU06220702,BU06220703,BU06220708,BU06220801,BU06220304,BU06220305,BU06220306,BU06220307,BU06220201,BU06220204,BU06220202,BU06220203,BU06220101,BU06220104,BU06220102,BU06220103,BU05560202,BU05560402,BU05560403,BU05560203,BU05560801,BU18420100,BU18420101,BU18420106,BU18420108,BU18420109,BU05560302,BU05560301,BU05560702,BU05560701,BU06220205,BU05992704,BU05560405,BU05560101,BU05560303,BU05560401,BU05560201,BU05560601,BU05560501,BU05560404,BU19302701,BU19302502,BU19302501,BU19302503,BU19302702,BU19300401,BU19300301,BU19300302,BU19300503,BU19300501,BU19300502,BU19300104,BU19300101,BU19300103,BU19300805,BU19301702,BU19301705,BU19301706,BU19301601,BU19301704,BU19300201,BU19301703,BU19300202,BU19302703,BU19302902"
43,Botlek VCM Plant Shin Etsu PVC BV,91706.688,HTLP0043,78610,431979,"BU19631299,BU19305003,BU19301301,BU19301206,BU19305001,BU19301411,BU19305002,BU19301707,BU19301504,BU19303103,BU19303104,BU19303101,BU19303102,BU19303105,BU19303301,BU19303302,BU05992307,BU05992705,BU05010006,BU05010100,BU05010109,BU05010300,BU05010209,BU19302901,BU19302504,BU05300901,BU19301708,BU05992196,BU05991391,BU05991692,BU05991699,BU19301001,BU19301002,BU19301003,BU05992295,BU19300905,BU19301701,BU19300904,BU19300603,BU19300903,BU19300901,BU19301505,BU19301501,BU19300702,BU19300701,BU19300602,BU19300601,BU19300703,BU19301401,BU19300102,BU19300106,BU19300105,BU19300902,BU19301004,BU06220404,BU06220501,BU06220504,BU06220503,BU06060405,BU06220403,BU06220402,BU05010200,BU05010202,BU05010201,BU06220303,BU05992306,BU06220301,BU06220302,BU06220601,BU06220502,BU06220401,BU06220801,BU06220304,BU06220305,BU06220306,BU06220307,BU06220201,BU06220204,BU06220202,BU06220203,BU06220101,BU06220104,BU06220102,BU06220103,BU05560202,BU05560402,BU05560403,BU05560203,BU05560801,BU18420100,BU18420101,BU18420106,BU18420108,BU18420109,BU05560302,BU05560301,BU05560702,BU05560701,BU06220205,BU05992704,BU05560405,BU05560101,BU05560303,BU05560401,BU05560201,BU05560501,BU05560404,BU19302701,BU19302502,BU19302501,BU19302503,BU19302702,BU19300401,BU19300301,BU19300302,BU19301408,BU19301409,BU19301410,BU19301503,BU19301502,BU19301506,BU19301403,BU19301404,BU19301405,BU19301402,BU19301406,BU19301407,BU19301102,BU19301101,BU19301204,BU19301203,BU19301205,BU19301202,BU19301201,BU19300504,BU19300503,BU19300501,BU19300502,BU19300104,BU19300101,BU19300103,BU19300805,BU19300804,BU19300803,BU19300802,BU19300801,BU19301702,BU19301705,BU19301706,BU19301601,BU19301704,BU19300201,BU19301703,BU19300202,BU19302703,BU05300800,BU05301002,BU05301003,BU19302902"
44,Archer Daniels Midland Europoort BV ADM,109177.632,HTLP0044,68067,441593,"BU17830966,BU17830521,BU17830509,BU17831001,BU17839998,BU05992308,BU05991701,BU06140100,BU05992307,BU06140102,BU05991702,BU17830421,BU17830420,BU17830480,BU05999998,BU05560502,BU05992705,BU05560602,BU05991703,BU17830301,BU17830306,BU17830352,BU17830351,BU05010003,BU06140109,BU05010002,BU05010005,BU05010009,BU06140106,BU06140105,BU06140108,BU06140104,BU06149998,BU05010006,BU05010000,BU05010004,BU05010001,BU05010100,BU05010109,BU05010300,BU06140009,BU05300901,BU06140002,BU06140103,BU06140001,BU06140101,BU17830401,BU17830406,BU17830407,BU17830408,BU17830502,BU17830504,BU17830505,BU17830506,BU17830511,BU17830404,BU17830405,BU17830403,BU17830402,BU17830409,BU17830410,BU17830702,BU17830154,BU17830257,BU17830701,BU18420103,BU17830711,BU17830710,BU17830251,BU17830256,BU17830101,BU17830111,BU17830113,BU17830103,BU17830160,BU17830161,BU17830159,BU17830105,BU17830157,BU17830155,BU05992306,BU05560403,BU05560801,BU18420108,BU05992704,BU05560601,BU05560501,BU05560404,BU06140003"
45,Lyondell Chemie Nederland BV,118323.072,HTLP0045,76900,433220,"BU19631199,BU19631299,BU19305003,BU19301301,BU19301206,BU19305001,BU19301411,BU19305002,BU19301707,BU19301504,BU19631300,BU19303103,BU19303104,BU19303101,BU19303102,BU19303105,BU19303301,BU19303302,BU19631100,BU05992307,BU06140102,BU05560502,BU05992705,BU05560602,BU05991703,BU17830301,BU17830306,BU17830352,BU17830351,BU05010003,BU06140109,BU05010002,BU05010005,BU05010009,BU05010006,BU05010000,BU05010004,BU05010001,BU05010100,BU05010109,BU05010300,BU05010209,BU19302901,BU19302504,BU06140009,BU05300901,BU06140103,BU05300005,BU05300401,BU06130102,BU06130101,BU19301708,BU05992196,BU05991391,BU05991692,BU05991699,BU19301001,BU19301002,BU19301003,BU05992295,BU19300905,BU06130308,BU19301701,BU19300904,BU19300603,BU19300903,BU19300901,BU19301505,BU19301501,BU19300702,BU19300701,BU19300602,BU19300601,BU19300703,BU19301401,BU19300102,BU19300106,BU19300105,BU19300902,BU19301004,BU17830701,BU18420004,BU18420103,BU06220701,BU06220706,BU06220707,BU18420005,BU06060602,BU06060301,BU06060608,BU06060701,BU06220404,BU06060309,BU06220704,BU06220705,BU06220501,BU06220505,BU06220504,BU06060702,BU06220605,BU06220503,BU06220602,BU06060703,BU06220604,BU06220606,BU06060405,BU06060308,BU06220403,BU06220402,BU05010200,BU05010202,BU05010201,BU06220303,BU05992306,BU06220301,BU06220302,BU06220601,BU06220502,BU06220401,BU06220603,BU06220702,BU06220703,BU06220708,BU06220801,BU06220304,BU06220305,BU06220306,BU06220307,BU06220201,BU06220204,BU06220202,BU06220203,BU06220101,BU06220104,BU06220102,BU06220103,BU05560202,BU05560402,BU05560403,BU05560203,BU05560801,BU18420100,BU18420101,BU18420106,BU18420108,BU18420109,BU05560302,BU05560301,BU05560702,BU05560701,BU06220205,BU05992704,BU05560405,BU05560101,BU05560303,BU05560401,BU05560201,BU05560601,BU05560501,BU05560404,BU19302701,BU19302502,BU19302501,BU19302503,BU19302702,BU19300401,BU19300301,BU19300302,BU19301408,BU19301409,BU19301410,BU19301503,BU19301502,BU19301506,BU19301403,BU19301404,BU19301405,BU19301402,BU19301406,BU19301407,BU19301102,BU19301101,BU19301204,BU19301203,BU19301205,BU19301202,BU19301201,BU19300504,BU19300503,BU19300501,BU19300502,BU19300104,BU19300101,BU19300103,BU19300805,BU19300804,BU19300803,BU19300802,BU19300801,BU19301702,BU19301705,BU19301706,BU19301601,BU19301704,BU19300201,BU19301703,BU19300202,BU19302703,BU05300104,BU05300200,BU05300601,BU05300107,BU05300505,BU05300201,BU05300503,BU05300600,BU05300800,BU05300102,BU05300103,BU05300504,BU05300700,BU05300701,BU05300500,BU05300303,BU05300502,BU05300404,BU05300302,BU19309997,BU05309997,BU05300101,BU05301002,BU05301003,BU05300400,BU05301001,BU05300402,BU19302902"
46,Boxal Netherlands BV,126144,HTLP0046,165850,449250,"BU03510011,BU02790008,BU02790000,BU02790009,BU03390000,BU03450506,BU03390009,BU03510012,BU03510005,BU03510010,BU03510007,BU03510008,BU03270009,BU03270309,BU03510002,BU03510004,BU15810402,BU03510006,BU15810408,BU15810409,BU03450402,BU03450403,BU03450404,BU03450405,BU03450103,BU03450100,BU03450102,BU03450400,BU03450003,BU03450401,BU03450500,BU03450501,BU03450505,BU15810201,BU15810208,BU15810209,BU15810207,BU15810309,BU15810200,BU15810403,BU03450503,BU03450507,BU03450301,BU03400504,BU03450504,BU03450302,BU03450300,BU03450202,BU15810302,BU03401304,BU03401303,BU03401302,BU03401301,BU03401201,BU03401101,BU15810300,BU15810308,BU03520301,BU03400801,BU03400601,BU03400202,BU03401001,BU03400203,BU03400501,BU03400303,BU03400901,BU03400502,BU03400103,BU03400104,BU03400102,BU03400401,BU03400302,BU03400301,BU03400701,BU03400702,BU03400703,BU03450205,BU03450207,BU03450201,BU03450105,BU03450206,BU03450200,BU03450104,BU03450101,BU03400101,BU03400001,BU03400105,BU03400201,BU03450208,BU03450204,BU03400503,BU03450203,BU03450002,BU03450000,BU03450001,BU03450502"
