fid,neighbourhood_code,neighbourhood_name,adjacent_neighbourhoods,geo_coordinate_x,geo_coordinate_y,municipality_code,municipality_name
"51",BU03070300,Rivierenbuurt-Oost,"BU03070306,BU03070402,BU03070302,BU03070403,BU03070303,BU03070301",153762.325727645,463650.081290758,GMGM0307,Amersfoort
"52",BU03070301,Rivierenbuurt-West,"BU03070403,BU03070404,BU03070304,BU03070303,BU03070300,BU03070305",153210.838110102,463830.926771228,GMGM0307,Amersfoort
"53",BU03070302,G. van Stellingwerfstraat,"BU03070306,BU03070307,BU03070303,BU03070300",154093.669705519,463203.612541241,GMGM0307,Amersfoort
"54",BU03070303,Bloemenbuurt-Oost,"BU03070307,BU03070302,BU03070503,BU03070304,BU03070300,BU03070301",153540.487437315,463338.609095263,GMGM0307,Amersfoort
"55",BU03070304,Bloemenbuurt-West,"BU03070503,BU03070303,BU03070305,BU03070301",152874.374026028,463470.46171609,GMGM0307,Amersfoort
"56",BU03070305,Bomenbuurt,"BU03070403,BU03070404,BU03070500,BU03070503,BU03070304,BU03070301",152668.5909732,463792.590340826,GMGM0307,Amersfoort
"57",BU03070306,Puntenburg,"BU03070401,BU03070402,BU03070307,BU03070302,BU03070300",154306.312383962,463381.442861936,GMGM0307,Amersfoort
"58",BU03070307,Piet Mondriaanlaan,"BU03070200,BU03070107,BU03070306,BU03070401,BU03070302,BU03070503,BU03070303",154184.399942839,463050.344104818,GMGM0307,Amersfoort
"59",BU03070401,Eemplein,"BU03070108,BU03070200,BU03070107,BU03070306,BU03070603,BU03070600,BU03070402,BU03070307",154570.105907206,463513.965296156,GMGM0307,Amersfoort
"60",BU03070402,Geldersestraat,"BU03070306,BU03070401,BU03070603,BU03070600,BU03070800,BU03070403,BU03072709,BU03070300",154163.796546852,463858.285081354,GMGM0307,Amersfoort
"61",BU03070403,Chromiumweg,"BU03070402,BU03070800,BU03072709,BU03070404,BU03072700,BU03070300,BU03070305,BU03070301",153513.534873816,464279.873776813,GMGM0307,Amersfoort
"62",BU03070404,Uraniumweg,"BU03070403,BU03072709,BU03072700,BU03420702,BU03070500,BU03070305,BU03070301",152628.217239628,464520.22931122,GMGM0307,Amersfoort
"63",BU03070500,Birkhoven/Bokkeduinen,"BU03420706,BU03070501,BU03070404,BU03420702,BU03070503,BU03071803,BU03070305,BU03420704",152131.407214487,462851.444965405,GMGM0307,Amersfoort
"64",BU03070501,Vlasakkers,"BU03070502,BU03420803,BU03420706,BU03071804,BU03070500,BU03071803",152024.230828539,461533.752925518,GMGM0307,Amersfoort
"65",BU03070502,Zon en Schild,"BU03550405,BU03270209,BU03420803,BU03071705,BU03070501,BU03071707,BU03071603,BU03071804",151583.620458581,459884.645554634,GMGM0307,Amersfoort
"66",BU03070503,Wagenwerkplaats,"BU03070200,BU03070307,BU03071801,BU03070500,BU03070304,BU03071803,BU03070303,BU03071802,BU03070305",153235.43591171,463025.523788035,GMGM0307,Amersfoort
"67",BU03070600,Jericho en Jeruzalem,"BU03070601,BU03070401,BU03070603,BU03070402,BU03070800",154566.952526703,463937.769590209,GMGM0307,Amersfoort
"68",BU03070601,Meridiaan,"BU03071000,BU03070803,BU03070801,BU03072500,BU03070108,BU03070700,BU03070603,BU03070600,BU03070800",155044.281318789,464136.596852593,GMGM0307,Amersfoort
"69",BU03070603,Gildekwartier,"BU03070108,BU03070601,BU03070700,BU03070107,BU03070401,BU03070600,BU03070402",154743.108042968,463690.316360124,GMGM0307,Amersfoort
"70",BU03070700,Evertsenstraat,"BU03071000,BU03072500,BU03070108,BU03070601,BU03070701,BU03071001,BU03070603",155422.362375229,463953.296391172,GMGM0307,Amersfoort
"71",BU03070701,Neptunusplein,"BU03071000,BU03071003,BU03070108,BU03070104,BU03070700,BU03070702,BU03071001,BU03070105",155733.653481438,463779.946311455,GMGM0307,Amersfoort
"72",BU03070702,Columbusweg,"BU03071003,BU03071004,BU03071301,BU03070104,BU03070701,BU03071001,BU03070105,BU03071400,BU03071401",155999.153028677,463498.349711216,GMGM0307,Amersfoort
"73",BU03070800,Vuurtoren,"BU03070801,BU03070601,BU03070600,BU03070402,BU03070900,BU03070403,BU03072709,BU03071904",154466.03260747,464427.538492758,GMGM0307,Amersfoort
"74",BU03070801,De Plaatsen,"BU03070803,BU03070902,BU03070903,BU03070601,BU03070800,BU03070900",154974.420371327,464641.191385529,GMGM0307,Amersfoort
"75",BU03070803,Koperhorst,"BU03070801,BU03070903,BU03072500,BU03070601",155439.108958516,464692.872940819,GMGM0307,Amersfoort
"76",BU03070900,Elly Takmastraat,"BU03070801,BU03070902,BU03072300,BU03070800,BU03072709,BU03071904",154565.488213841,464933.476424043,GMGM0307,Amersfoort
"77",BU03070902,Camera Obscurastraat,"BU03070801,BU03070903,BU03072300,BU03070900",155031.987713329,465234.639735817,GMGM0307,Amersfoort
"78",BU03070903,Queekhoven,"BU03070803,BU03070801,BU03070902,BU03070905,BU03072500,BU03072300",155566.651657081,465151.134465579,GMGM0307,Amersfoort
"79",BU03070905,Het Gein,"BU03070903,BU03072500,BU03072001,BU03072300,BU03072003",155958.587808441,465298.871165399,GMGM0307,Amersfoort
"80",BU03071000,Liendertsedreef,"BU03071002,BU03072500,BU03071100,BU03070601,BU03070700,BU03070701,BU03071001",155857.845113852,464514.886279697,GMGM0307,Amersfoort
"81",BU03071001,Vinkenbaan,"BU03071002,BU03071000,BU03071003,BU03070700,BU03070701,BU03070702",156148.727051031,464231.266262718,GMGM0307,Amersfoort
"82",BU03071002,De Horsten,"BU03071000,BU03071003,BU03071101,BU03071100,BU03071001",156383.538959137,464490.735782123,GMGM0307,Amersfoort
"83",BU03071003,Albatrosstraat,"BU03071002,BU03071004,BU03071101,BU03071100,BU03070701,BU03070702,BU03071001",156465.711719457,463898.481164931,GMGM0307,Amersfoort
"84",BU03071004,Zwaluwenstraat,"BU03071003,BU03071301,BU03071101,BU03070702,BU03071401",156546.210551063,463537.738886957,GMGM0307,Amersfoort
"85",BU03071100,Rustenburg-Noord,"BU03071002,BU03071000,BU03072500,BU03072501,BU03071003,BU03071101,BU03072502",156814.448334049,464625.619589166,GMGM0307,Amersfoort
"86",BU03071101,Rustenburg-Zuid,"BU03071002,BU03071003,BU03071004,BU03071301,BU03071100,BU03071201,BU03072502",157050.063303082,464045.060758558,GMGM0307,Amersfoort
"87",BU03071201,Bloeidaal,"BU03071302,BU03071301,BU03071101,BU03071202,BU03072502,BU03072503,BU03270400",158210.401117061,463811.166507478,GMGM0307,Amersfoort
"88",BU03071202,Stoutenburgerlaan,"BU03270309,BU03071201,BU03072503,BU03072504,BU03270400",160356.271072929,463494.053193144,GMGM0307,Amersfoort
"89",BU03071300,Romeostraat,"BU03071302,BU03071301,BU03071401",156603.187675794,463039.379432619,GMGM0307,Amersfoort
"90",BU03071301,Ariaweg,"BU03071300,BU03071004,BU03071302,BU03071101,BU03070702,BU03071201,BU03072502,BU03071401",156874.943223837,463282.672103962,GMGM0307,Amersfoort
"91",BU03071302,Verdiweg,"BU03071300,BU03071301,BU03071201,BU03270400,BU03071401,BU03071403",156781.680537039,462602.874314855,GMGM0307,Amersfoort
"92",BU03071400,Willem III,"BU03071500,BU03070702,BU03070105,BU03071401",155801.592390521,462951.612610535,GMGM0307,Amersfoort
"93",BU03071401,Randenbroekerweg,"BU03071300,BU03071004,BU03071302,BU03071301,BU03071500,BU03070702,BU03071400,BU03071402,BU03071403,BU03071501",156108.894703408,462859.927121791,GMGM0307,Amersfoort
"94",BU03071402,Bachweg-Zuid,"BU03071500,BU03071401,BU03071403,BU03071501,BU03071503",155964.035407095,462425.241090022,GMGM0307,Amersfoort
"95",BU03071403,Weberstraat,"BU03071302,BU03270400,BU03270109,BU03071402,BU03071401,BU03071501,BU03071503",156315.605464328,461993.015790093,GMGM0307,Amersfoort
"96",BU03071500,Bekenstein en De Luiaard,"BU03070106,BU03071502,BU03070105,BU03071400,BU03071402,BU03071401,BU03071501,BU03070205,BU03070204",155196.467307764,462603.065832838,GMGM0307,Amersfoort
"97",BU03071501,Rubensstraat,"BU03071500,BU03071502,BU03071600,BU03071602,BU03071402,BU03071401,BU03071403,BU03071503",155535.662793744,462038.664269743,GMGM0307,Amersfoort
"98",BU03071502,Albert Cuypstraat,"BU03071500,BU03071600,BU03071602,BU03071501,BU03070205,BU03070204,BU03071700",155124.952615753,462232.739792765,GMGM0307,Amersfoort
"99",BU03071503,Dorrestein,"BU03071602,BU03270109,BU03071402,BU03071403,BU03071501,BU03071603",155886.605197784,461388.135330714,GMGM0307,Amersfoort
"100",BU03071600,De Driehoek,"BU03071502,BU03071602,BU03071501,BU03070205,BU03071601,BU03071700,BU03071701,BU03071704",154885.634844585,461957.682626603,GMGM0307,Amersfoort
"101",BU03071601,Voltastraat,"BU03071600,BU03071602,BU03071705,BU03071701,BU03071704,BU03071603",154556.907212613,461337.430911962,GMGM0307,Amersfoort
"102",BU03071602,Bosweg,"BU03071502,BU03071600,BU03071501,BU03071503,BU03071601,BU03071603",155130.583550545,461506.140456627,GMGM0307,Amersfoort
"103",BU03071603,Nimmerdor,"BU03071602,BU03270109,BU03071503,BU03270209,BU03070502,BU03071705,BU03071601",154975.456214748,460813.68870937,GMGM0307,Amersfoort
"104",BU03071700,Westerstraat,"BU03071502,BU03071600,BU03070205,BU03070206,BU03071701,BU03071801,BU03071800,BU03071702",154577.238494332,462385.964722952,GMGM0307,Amersfoort
"105",BU03071701,Juliana van Stolberg,"BU03071600,BU03071601,BU03071700,BU03071704,BU03071702",154512.576396646,462107.269990026,GMGM0307,Amersfoort
"106",BU03071702,Huygenslaan,"BU03071700,BU03071701,BU03071704,BU03071800,BU03071703",154102.931214783,462125.529114156,GMGM0307,Amersfoort
"107",BU03071703,De Lichtenberg,"BU03071707,BU03071704,BU03071800,BU03071702,BU03071706,BU03071804",154002.117076888,461717.580713079,GMGM0307,Amersfoort
"108",BU03071704,Verhoevenstraat,"BU03071600,BU03071705,BU03071601,BU03071701,BU03071702,BU03071706,BU03071703",154361.422735176,461667.288509648,GMGM0307,Amersfoort
"109",BU03071705,Indische Buurt,"BU03070502,BU03071707,BU03071601,BU03071704,BU03071603,BU03071706",154041.156519031,460891.593820687,GMGM0307,Amersfoort
"110",BU03071706,Curacaolaan,"BU03071705,BU03071707,BU03071704,BU03071703",153873.160559907,461147.907742378,GMGM0307,Amersfoort
"111",BU03071707,Klein Zwitserland,"BU03070502,BU03071705,BU03071706,BU03071703,BU03071804",153485.823197817,461306.309157218,GMGM0307,Amersfoort
"112",BU03071800,Regentesselaan,"BU03071700,BU03071801,BU03071702,BU03071703,BU03071804,BU03071803,BU03071802",154039.509394375,462384.934139642,GMGM0307,Amersfoort
"113",BU03071801,Station Berkenweg,"BU03070205,BU03070206,BU03070200,BU03071700,BU03071800,BU03070503,BU03071802",154140.109052976,462712.320785413,GMGM0307,Amersfoort
"114",BU03071802,Thorbeckeplein,"BU03071801,BU03071800,BU03070503,BU03071803",153609.172213889,462551.648863052,GMGM0307,Amersfoort
"115",BU03071803,Mr. Th. Heemskerklaan,"BU03070501,BU03071800,BU03071804,BU03070500,BU03070503,BU03071802",153096.144755569,462317.702294051,GMGM0307,Amersfoort
"116",BU03071804,Oranjelaan,"BU03070502,BU03070501,BU03071707,BU03071800,BU03071703,BU03071803",153249.216728573,461818.31519398,GMGM0307,Amersfoort
"117",BU03071900,De Ham,"BU03071901,BU03072300,BU03072301,BU03071903,BU03071904",154295.556485536,465890.100462674,GMGM0307,Amersfoort
"118",BU03071901,Langenoord,"BU03072102,BU03071902,BU03071905,BU03071900,BU03072301,BU03071903",154545.505286847,466662.572488902,GMGM0307,Amersfoort
"119",BU03071902,Bieshaar-Noord,"BU03072701,BU03071901,BU03071906,BU03071905,BU03071903",154103.921089318,466921.598156336,GMGM0307,Amersfoort
"120",BU03071903,Bieshaar-Zuid,"BU03072701,BU03071901,BU03071902,BU03071900,BU03071904,BU03072700",153950.113099041,466370.547476993,GMGM0307,Amersfoort
"121",BU03071904,De Bik,"BU03072701,BU03072300,BU03071900,BU03071903,BU03070800,BU03070900,BU03072709,BU03072700",154007.964744002,465311.473955451,GMGM0307,Amersfoort
"122",BU03071905,De Brinken,"BU03072400,BU03072102,BU03071901,BU03071902,BU03071906,BU03072108,BU03072201",154779.007950209,467226.356803731,GMGM0307,Amersfoort
"123",BU03071906,De Biezen,"BU03072701,BU03072402,BU03072400,BU03071902,BU03071905",154094.930257246,467246.240217643,GMGM0307,Amersfoort
"124",BU03072000,Vlinderbuurt,"BU03072001,BU03072107,BU03072002,BU03072105,BU03072508,BU03072006",156452.241450842,466409.161254812,GMGM0307,Amersfoort
"125",BU03072001,Erasmusstraat,"BU03070905,BU03072500,BU03072501,BU03072002,BU03072000,BU03072003,BU03072006",156437.891930855,465732.04383912,GMGM0307,Amersfoort
"126",BU03072002,Muziekbuurt-Noord,"BU03072001,BU03072000,BU03072105,BU03072004,BU03072003",156181.64501942,466284.468600701,GMGM0307,Amersfoort
"127",BU03072003,Muziekbuurt-Zuid,"BU03070905,BU03072001,BU03072300,BU03072002,BU03072004,BU03072005",156154.060401021,465798.971810235,GMGM0307,Amersfoort
"128",BU03072004,Architectenbuurt-Oost,"BU03072002,BU03072105,BU03072003,BU03072005",155912.025385231,466014.403564348,GMGM0307,Amersfoort
"129",BU03072005,Architectenbuurt-West,"BU03072300,BU03072301,BU03072105,BU03072004,BU03072003",155656.251542429,465922.230384069,GMGM0307,Amersfoort
"130",BU03072006,Sportpark Zielhorst,"BU03072500,BU03072501,BU03072001,BU03072000,BU03072508,BU03072507,BU03072505",156822.337915328,466124.191753312,GMGM0307,Amersfoort
"131",BU03072100,Stille Steeg,"BU03072102,BU03072301,BU03072101",155160.150937309,466197.007066253,GMGM0307,Amersfoort
"132",BU03072101,Amaniet,"BU03072102,BU03072100,BU03072301,BU03072103,BU03072104,BU03072106,BU03072105",155346.218925958,466428.892150728,GMGM0307,Amersfoort
"133",BU03072102,Woudzoom,"BU03071901,BU03071905,BU03072100,BU03072301,BU03072101,BU03072103,BU03072104,BU03072108",154919.595507941,466559.306105316,GMGM0307,Amersfoort
"134",BU03072103,Gesloten Stad,"BU03072102,BU03072101,BU03072104,BU03072108,BU03072106",155154.426289557,466737.951290535,GMGM0307,Amersfoort
"135",BU03072104,De Verwondering,"BU03072102,BU03072101,BU03072103,BU03072108,BU03072106",155347.223510561,466907.45329026,GMGM0307,Amersfoort
"136",BU03072105,Emiclaer,"BU03072301,BU03072101,BU03072106,BU03072107,BU03072002,BU03072000,BU03072004,BU03072005",155811.079982671,466549.775558807,GMGM0307,Amersfoort
"137",BU03072106,Groote Kreek,"BU03072101,BU03072103,BU03072104,BU03072108,BU03072107,BU03072105",155691.439336109,466833.175888915,GMGM0307,Amersfoort
"138",BU03072107,Het Hallehuis,"BU03072108,BU03072201,BU03072106,BU03072805,BU03072000,BU03072105,BU03072508,BU03072507",156048.985030147,467046.895567891,GMGM0307,Amersfoort
"139",BU03072108,De Horizon,"BU03072400,BU03072102,BU03071905,BU03072103,BU03072104,BU03072201,BU03072106,BU03072107",155346.418203037,467248.010098186,GMGM0307,Amersfoort
"140",BU03072201,Calveen,"BU03072400,BU03072407,BU03071905,BU03072108,BU03072806,BU03072805,BU03072107",155293.76558502,467753.395517356,GMGM0307,Amersfoort
"141",BU03072300,Park Schothorst-Zuid,"BU03070902,BU03070903,BU03070905,BU03071900,BU03072301,BU03072003,BU03072005,BU03070900,BU03071904",154908.905730103,465524.579930718,GMGM0307,Amersfoort
"142",BU03072301,Park Schothorst-Noord,"BU03072102,BU03071901,BU03072300,BU03071900,BU03072100,BU03072101,BU03072105,BU03072005",154939.522321325,466061.909916548,GMGM0307,Amersfoort
"143",BU03072400,Stadskwartier,"BU03072403,BU03072402,BU03072407,BU03071906,BU03071905,BU03072108,BU03072201",154571.573276361,467667.457671417,GMGM0307,Amersfoort
"144",BU03072402,Hoge Hoven,"BU03072701,BU03072403,BU03072400,BU03071906",153950.438097971,467592.130803914,GMGM0307,Amersfoort
"145",BU03072403,Centrum-Wat,"BU03072701,BU03072404,BU03072402,BU03072405,BU03072400,BU03072407",154011.639782184,467965.144727957,GMGM0307,Amersfoort
"146",BU03072404,Stadstuin,"BU03072701,BU03130007,BU03072403,BU03072405",153683.271227044,468565.993268676,GMGM0307,Amersfoort
"147",BU03072405,Waterkwartier,"BU03130007,BU03072404,BU03072403,BU03072407",154104.479511749,468437.085797682,GMGM0307,Amersfoort
"148",BU03072407,Lage Hoven,"BU03130007,BU03072403,BU03072405,BU03072400,BU03072201,BU03072806",154691.952636116,468363.783428117,GMGM0307,Amersfoort
"149",BU03072500,De Hoef-West,"BU03071000,BU03070803,BU03070903,BU03070905,BU03072501,BU03072001,BU03072006,BU03071100,BU03070601,BU03070700",156475.973869477,465048.412938269,GMGM0307,Amersfoort
"150",BU03072501,De Hoef-Oost,"BU03072500,BU03072001,BU03072507,BU03072006,BU03071100,BU03072502,BU03072503,BU03072504,BU03072505",157182.311891631,465396.705634096,GMGM0307,Amersfoort
"151",BU03072502,De Wieken,"BU03072501,BU03071301,BU03071101,BU03071100,BU03071201,BU03072503",157674.149190314,464242.851111963,GMGM0307,Amersfoort
"152",BU03072503,Vinkenhoef,"BU03072501,BU03071202,BU03071201,BU03072502,BU03072504,BU03072505",158110.479603081,464753.316104461,GMGM0307,Amersfoort
"153",BU03072504,Nijkerkerstraat,"BU03072501,BU03072506,BU03071202,BU03072503,BU03072505",158340.821709879,465386.502930891,GMGM0307,Amersfoort
"154",BU03072505,Bedrijventerrein Vathorst-Zuid,"BU03072501,BU03072601,BU03072602,BU03072603,BU03072506,BU03072507,BU03072006,BU03072503,BU03072504",157736.801373075,465831.68187815,GMGM0307,Amersfoort
"155",BU03072506,Podium,"BU03072602,BU03072901,BU03073100,BU03072504,BU03072505",158461.210258837,466985.203713874,GMGM0307,Amersfoort
"156",BU03072507,Bedrijventerrein Vathorst-Noord,"BU03072501,BU03072805,BU03072107,BU03072801,BU03072803,BU03072601,BU03072603,BU03072804,BU03072508,BU03072006,BU03072505",156671.42022463,466837.635353225,GMGM0307,Amersfoort
"157",BU03072508,De Brand,"BU03072107,BU03072000,BU03072507,BU03072006",156390.154949755,466697.150246617,GMGM0307,Amersfoort
"158",BU03072600,Dorpskern Hooglanderveen,"BU03072601,BU03072602,BU03072603",157943.568751171,466541.681731629,GMGM0307,Amersfoort
"159",BU03072601,Lient,"BU03072600,BU03072602,BU03072603,BU03072507,BU03072505",157824.535463091,466228.519520907,GMGM0307,Amersfoort
"160",BU03072602,Hoekveen,"BU03072601,BU03072600,BU03072603,BU03072506,BU03072901,BU03073100,BU03072505",158242.211854912,466771.025568405,GMGM0307,Amersfoort
"161",BU03072603,Heideweg,"BU03073001,BU03072601,BU03072600,BU03072602,BU03072804,BU03072901,BU03072902,BU03072507,BU03072505",157560.216237248,466752.713273434,GMGM0307,Amersfoort
"162",BU03072700,Coelhorst,"BU03072701,BU03071903,BU03070403,BU03072709,BU03070404,BU03071904,BU03420702",153042.606766395,465514.647897949,GMGM0307,Amersfoort
"163",BU03072701,Zeldert,"BU03130007,BU03080109,BU03420404,BU03072404,BU03072403,BU03072402,BU03071902,BU03071906,BU03071903,BU03071904,BU03072700,BU03420702",151942.869865335,467537.645656493,GMGM0307,Amersfoort
"164",BU03072709,Maatweg,"BU03070402,BU03070800,BU03070900,BU03070403,BU03070404,BU03071904,BU03072700",153766.772006126,464731.185916101,GMGM0307,Amersfoort
"165",BU03072800,Leersumseberg,"BU03072805,BU03072801,BU03073103,BU03072802",156567.998522697,468090.977954369,GMGM0307,Amersfoort
"166",BU03072801,Emminkhuizerberg,"BU03072805,BU03072800,BU03072803,BU03072802,BU03072507",156521.590294309,467672.779701195,GMGM0307,Amersfoort
