neighbourhood_code,space_heating_demand_per_house,hot_water_demand_per_house,space_heating_demand_per_m2_utility,hot_water_demand_per_m2_utility,electricity_demand_per_house,electricity_demand_per_m2_utility,share_of_houses_demolished,number_of_new_apartments,number_of_new_terraced_houses,number_of_new_detached_houses,number_of_new_semi_detached_houses,number_of_new_houses_unknown_type,epi_of_new_houses,size_of_new_houses,existing_heat_network_share,trace_length
BU19041202,27,3,0.207692308,0.023076923,535,4.115384615,0,0,0,0,0,0,0.9,100,0,5364.351093
BU19041203,31,8,0.238461538,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,8277.269246
BU19041204,32,8,0.246153846,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,5476.343964
BU19041205,30,8,0.230769231,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,6743.611598
BU19041206,28,8,0.215384615,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,9301.153148
BU19041207,31,8,0.238461538,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6162.470324
BU19041208,27,8,0.207692308,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,8123.848383
BU19041209,31,7,0.238461538,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5326.884313
BU19041210,27,8,0.207692308,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5053.621639
BU19041211,29,7,0.223076923,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4059.228287
BU19041212,28,8,0.215384615,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4517.11563
BU19041213,20,7,0.153846154,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,4109.638581
BU19041214,19,3,0.146153846,0.023076923,536,4.123076923,0,0,0,0,0,0,0.9,100,0,2109.771191
BU19041215,30,8,0.230769231,0.061538462,12,0.092307692,0,0,0,0,0,0,0.9,100,0,3041.316378
BU19160100,42,7,0.323076923,0.053846154,218,1.676923077,0,0,0,0,0,0,0.9,100,0,7051.845105
BU19160101,27,7,0.207692308,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,7367.690167
BU19160102,24,6,0.184615385,0.046153846,9,0.069230769,0,0,0,0,0,0,0.9,100,0,4817.870992
BU19160103,37,1,0.284615385,0.007692308,767,5.9,0,0,0,0,0,0,0.9,100,0,2873.191708
BU19160104,58,4,0.446153846,0.030769231,832,6.4,0,0,0,0,0,0,0.9,100,0,5648.598069
BU19160200,24,5,0.184615385,0.038461538,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5760.708271
BU19160201,29,7,0.223076923,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,5534.681219
BU19160300,27,7,0.207692308,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,8814.361537
BU19160301,28,7,0.215384615,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,13269.58908
BU19160302,33,7,0.253846154,0.053846154,216,1.661538462,0,0,0,0,0,0,0.9,100,0,8127.245288
BU19160400,35,8,0.269230769,0.061538462,113,0.869230769,0,0,0,0,0,0,0.9,100,0,13652.40446
BU19160401,48,8,0.369230769,0.061538462,114,0.876923077,0,0,0,0,0,0,0.9,100,0,25707.95251
BU19160500,27,6,0.207692308,0.046153846,218,1.676923077,0,0,0,0,0,0,0.9,100,0,4255.579629
BU19160501,45,4,0.346153846,0.030769231,528,4.061538462,0,0,0,0,0,0,0.9,100,0,1871.461422
BU19160502,30,6,0.230769231,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,7048.393722
BU19160503,34,8,0.261538462,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3513.997131
BU19160504,32,5,0.246153846,0.038461538,425,3.269230769,0,0,0,0,0,0,0.9,100,0,5146.325107
BU19160600,27,6,0.207692308,0.046153846,111,0.853846154,0,0,0,0,0,0,0.9,100,0,2906.173104
BU19160601,26,4,0.2,0.030769231,317,2.438461538,0,0,0,0,0,0,0.9,100,0,3083.912763
BU19160602,25,7,0.192307692,0.053846154,110,0.846153846,0,0,0,0,0,0,0.9,100,0,2725.152646
BU19160700,57,5,0.438461538,0.038461538,425,3.269230769,0,0,0,0,0,0,0.9,100,0,4863.101961
BU19160701,32,7,0.246153846,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,8077.872852
BU19160702,31,7,0.238461538,0.053846154,114,0.876923077,0,0,0,0,0,0,0.9,100,0,9311.96451
BU19160703,22,6,0.169230769,0.046153846,9,0.069230769,0,0,0,0,0,0,0.9,100,0,2280.350275
BU19160704,37,8,0.284615385,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,5918.213094
BU19160800,30,7,0.230769231,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,3718.500663
BU19160801,29,5,0.223076923,0.038461538,320,2.461538462,0,0,0,0,0,0,0.9,100,0,2353.458057
BU19160802,27,6,0.207692308,0.046153846,12,0.092307692,0,0,0,0,0,0,0.9,100,0,4764.88154
BU19160803,29,6,0.223076923,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5847.784455
BU19160804,33,6,0.253846154,0.046153846,111,0.853846154,0,0,0,0,0,0,0.9,100,0,7517.24667
BU19160900,26,6,0.2,0.046153846,111,0.853846154,0,0,0,0,0,0,0.9,100,0,9608.882179
BU19160901,27,5,0.207692308,0.038461538,220,1.692307692,0,0,0,0,0,0,0.9,100,0,6580.278092
BU19160902,32,6,0.246153846,0.046153846,111,0.853846154,0,0,0,0,0,0,0.9,100,0,8774.988639
BU19161000,24,6,0.184615385,0.046153846,111,0.853846154,0,0,0,0,0,0,0.9,100,0,5260.641022
BU19161001,23,7,0.176923077,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,10250.02515
BU19161002,33,7,0.253846154,0.053846154,114,0.876923077,0,0,0,0,0,0,0.9,100,0,3960.329149
BU19161100,28,7,0.215384615,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,10411.22885
BU19161101,27,7,0.207692308,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,7855.667304
BU19161200,43,6,0.330769231,0.046153846,316,2.430769231,0,0,0,0,0,0,0.9,100,0,12903.70925
BU19161201,51,9,0.392307692,0.069230769,11,0.084615385,0,0,0,0,0,0,0.9,100,0,2469.013112
BU19161202,33,7,0.253846154,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,6730.759295
BU19161300,39,7,0.3,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,20860.20505
BU19161301,40,6,0.307692308,0.046153846,218,1.676923077,0,0,0,0,0,0,0.9,100,0,13806.52663
BU19240001,35,8,0.269230769,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,9769.403241
BU19240002,44,8,0.338461538,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,1950.76437
BU19240003,45,8,0.346153846,0.061538462,611,4.7,0,0,0,0,0,0,0.9,100,0,15774.63952
BU19240101,39,6,0.3,0.046153846,520,4,0,0,0,0,0,0,0.9,100,0,7856.446049
BU19240102,32,8,0.246153846,0.061538462,113,0.869230769,0,0,0,0,0,0,0.9,100,0,9444.330956
BU19240103,35,8,0.269230769,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,8222.440208
BU19240104,41,5,0.315384615,0.038461538,2314,17.8,0,0,0,0,0,0,0.9,100,0,13569.59153
BU19240105,41,5,0.315384615,0.038461538,2212,17.01538462,0,0,0,0,0,0,0.9,100,0,22084.17828
BU19240106,42,4,0.323076923,0.030769231,2416,18.58461538,0,0,0,0,0,0,0.9,100,0,4718.40971
BU19240107,56,5,0.430769231,0.038461538,2312,17.78461538,0,0,0,0,0,0,0.9,100,0,6123.468464
BU19240108,56,8,0.430769231,0.061538462,511,3.930769231,0,0,0,0,0,0,0.9,100,0,1189.193956
BU19240109,54,8,0.415384615,0.061538462,413,3.176923077,0,0,0,0,0,0,0.9,100,0,39204.78424
BU19240201,38,8,0.292307692,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,7538.251077
BU19240202,32,8,0.246153846,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,10179.6544
BU19240203,63,4,0.484615385,0.030769231,2120,16.30769231,0,0,0,0,0,0,0.9,100,0,2842.309342
BU19240204,51,1,0.392307692,0.007692308,832,6.4,0,0,0,0,0,0,0.9,100,0,7638.003684
BU19240205,30,3,0.230769231,0.023076923,533,4.1,0,0,0,0,0,0,0.9,100,0,19616.72215
BU19240301,30,6,0.230769231,0.046153846,222,1.707692308,0,0,0,0,0,0,0.9,100,0,7426.034973
BU19240302,40,6,0.307692308,0.046153846,320,2.461538462,0,0,0,0,0,0,0.9,100,0,11111.57631
BU19240303,32,6,0.246153846,0.046153846,219,1.684615385,0,0,0,0,0,0,0.9,100,0,8972.722142
BU19240304,32,6,0.246153846,0.046153846,317,2.438461538,0,0,0,0,0,0,0.9,100,0,11931.54526
BU19240305,23,1,0.176923077,0.007692308,525,4.038461538,0,0,0,0,0,0,0.9,100,0,6188.065097
BU19240306,32,10,0.246153846,0.076923077,9,0.069230769,0,0,0,0,0,0,0.9,100,0,1943.669909
BU19240307,34,6,0.261538462,0.046153846,619,4.761538462,0,0,0,0,0,0,0.9,100,0,17698.68709
BU19240401,36,8,0.276923077,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,12386.62782
BU19240402,39,5,0.3,0.038461538,2112,16.24615385,0,0,0,0,0,0,0.9,100,0,1674.791695
BU19240403,44,6,0.338461538,0.046153846,417,3.207692308,0,0,0,0,0,0,0.9,100,0,17601.17491
BU19240501,35,8,0.269230769,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,7545.439032
BU19240502,49,8,0.376923077,0.061538462,212,1.630769231,0,0,0,0,0,0,0.9,100,0,18301.61365
BU19240601,32,7,0.246153846,0.053846154,216,1.661538462,0,0,0,0,0,0,0.9,100,0,8257.545818
BU19240602,40,8,0.307692308,0.061538462,214,1.646153846,0,0,0,0,0,0,0.9,100,0,8392.702468
BU19240603,27,7,0.207692308,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4813.452353
BU19240604,31,5,0.238461538,0.038461538,2312,17.78461538,0,0,0,0,0,0,0.9,100,0,4149.188059
BU19240605,20,1,0.153846154,0.007692308,428,3.292307692,0,0,0,0,0,0,0.9,100,0,5194.302041
BU19240606,50,8,0.384615385,0.061538462,214,1.646153846,0,0,0,0,0,0,0.9,100,0,33047.587
BU19240701,34,7,0.261538462,0.053846154,115,0.884615385,0,0,0,0,0,0,0.9,100,0,9297.416351
BU19240702,37,7,0.284615385,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,7187.238325
BU19240703,28,7,0.215384615,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,8248.883746
BU19240704,29,5,0.223076923,0.038461538,216,1.661538462,0,0,0,0,0,0,0.9,100,0,5864.254085
BU19240705,47,8,0.361538462,0.061538462,317,2.438461538,0,0,0,0,0,0,0.9,100,0,24312.885
BU19240801,37,8,0.284615385,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,10546.44572
BU19240802,51,8,0.392307692,0.061538462,213,1.638461538,0,0,0,0,0,0,0.9,100,0,21258.23435
BU19240901,36,8,0.276923077,0.061538462,113,0.869230769,0,0,0,0,0,0,0.9,100,0,6039.694193
BU19240902,29,5,0.223076923,0.038461538,2012,15.47692308,0,0,0,0,0,0,0.9,100,0,3091.029217
BU19240903,54,8,0.415384615,0.061538462,416,3.2,0,0,0,0,0,0,0.9,100,0,9410.444958
BU19241001,40,7,0.307692308,0.053846154,217,1.669230769,0,0,0,0,0,0,0.9,100,0,5819.515968
BU19241002,32,8,0.246153846,0.061538462,12,0.092307692,0,0,0,0,0,0,0.9,100,0,8293.96465
BU19241003,27,7,0.207692308,0.053846154,214,1.646153846,0,0,0,0,0,0,0.9,100,0,6518.754961
BU19241004,26,6,0.2,0.046153846,217,1.669230769,0,0,0,0,0,0,0.9,100,0,7038.282375
BU19241005,31,8,0.238461538,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5620.398102
BU19241006,41,7,0.315384615,0.053846154,418,3.215384615,0,0,0,0,0,0,0.9,100,0,17195.50316
BU19241101,38,8,0.292307692,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,11002.68161
BU19241102,36,6,0.276923077,0.046153846,1613,12.40769231,0,0,0,0,0,0,0.9,100,0,1689.176156
BU19241103,36,5,0.276923077,0.038461538,523,4.023076923,0,0,0,0,0,0,0.9,100,0,18863.79007
BU19241201,38,8,0.292307692,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,10671.46715
BU19241202,44,5,0.338461538,0.038461538,535,4.115384615,0,0,0,0,0,0,0.9,100,0,13206.27189
BU19241301,34,8,0.261538462,0.061538462,110,0.846153846,0,0,0,0,0,0,0.9,100,0,4517.272969
BU19241302,49,9,0.376923077,0.069230769,211,1.623076923,0,0,0,0,0,0,0.9,100,0,15773.22163
BU19260101,33,6,0.253846154,0.046153846,219,1.684615385,0,0,0,0,0,0,0.9,100,0,19024.03162
BU19260102,33,7,0.253846154,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,18075.09432
BU19260103,31,7,0.238461538,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,9163.300054
BU19260104,30,8,0.230769231,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,13832.10386
BU19260105,25,7,0.192307692,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,12195.74932
BU19260106,19,6,0.146153846,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,4761.359619
BU19260107,24,8,0.184615385,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,7076.201424
BU19260108,17,7,0.130769231,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5437.620878
BU19260109,18,4,0.138461538,0.030769231,322,2.476923077,0,0,0,0,0,0,0.9,100,0,1201.668369
BU19260111,47,8,0.361538462,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,22683.41466
BU19260112,57,8,0.438461538,0.061538462,316,2.430769231,0,0,0,0,0,0,0.9,100,0,22438.66231
BU19260113,28,1,0.215384615,0.007692308,420,3.230769231,0,0,0,0,0,0,0.9,100,0,9567.253623
BU19260114,28,3,0.215384615,0.023076923,425,3.269230769,0,0,0,0,0,0,0.9,100,0,9071.1094
BU19260221,27,6,0.207692308,0.046153846,322,2.476923077,0,0,0,0,0,0,0.9,100,0,6955.19093
BU19260222,31,8,0.238461538,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,33,9318.907882
BU19260223,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,17064.88813
BU19260224,30,7,0.230769231,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,8203.675181
BU19260225,24,7,0.184615385,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,88,3808.73827
BU19260226,60,6,0.461538462,0.046153846,320,2.461538462,0,0,0,0,0,0,0.9,100,36,4397.030341
BU19260227,27,7,0.207692308,0.053846154,214,1.646153846,0,0,0,0,0,0,0.9,100,69,3097.08893
BU19260231,50,9,0.384615385,0.069230769,211,1.623076923,0,0,0,0,0,0,0.9,100,0,14009.09623
BU19260232,29,2,0.223076923,0.015384615,925,7.115384615,0,0,0,0,0,0,0.9,100,0,6638.415719
BU19260341,35,8,0.269230769,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,8711.926504
BU19260342,24,7,0.184615385,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,6199.086188
BU19260343,23,7,0.176923077,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,9141.547904
BU19260344,24,7,0.184615385,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,6172.247999
BU19260351,24,1,0.184615385,0.007692308,747,5.746153846,0,0,0,0,0,0,0.9,100,0,4103.635169
BU19260352,52,9,0.4,0.069230769,110,0.846153846,0,0,0,0,0,0,0.9,100,0,8916.742013
BU19260353,40,5,0.307692308,0.038461538,315,2.423076923,0,0,0,0,0,0,0.9,100,0,7467.21732
BU19300101,22,4,0.169230769,0.030769231,534,4.107692308,0,0,0,0,0,0,0.9,100,0,3754.962668
BU19300102,32,8,0.246153846,0.061538462,12,0.092307692,0,0,0,0,0,0,0.9,100,0,2171.132757
BU19300103,32,6,0.246153846,0.046153846,317,2.438461538,0,0,0,0,0,0,0.9,100,0,3119.627103
BU19300104,34,7,0.261538462,0.053846154,417,3.207692308,0,0,0,0,0,0,0.9,100,0,3100.033769
BU19300105,21,4,0.161538462,0.030769231,527,4.053846154,0,0,0,0,0,0,0.9,100,0,3556.048909
BU19300106,26,5,0.2,0.038461538,425,3.269230769,0,0,0,0,0,0,0.9,100,0,4934.743154
BU19300201,25,5,0.192307692,0.038461538,228,1.753846154,0,0,0,0,0,0,0.9,100,0,4965.587864
BU19300202,27,6,0.207692308,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,0,6089.368665
BU19300301,23,7,0.176923077,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,5848.062523
BU19300302,33,6,0.253846154,0.046153846,417,3.207692308,0,0,0,0,0,0,0.9,100,0,8601.440159
BU19300401,28,5,0.215384615,0.038461538,615,4.730769231,0,0,0,0,0,0,0.9,100,0,4182.232138
BU19300501,23,6,0.176923077,0.046153846,12,0.092307692,0,0,0,0,0,0,0.9,100,0,2458.153891
BU19300502,28,7,0.215384615,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,3567.983628
BU19300503,24,8,0.184615385,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2511.944636
BU19300504,22,7,0.169230769,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,643.804368
BU19300601,23,7,0.176923077,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,1429.087932
BU19300602,23,8,0.176923077,0.061538462,9,0.069230769,0,0,0,0,0,0,0.9,100,0,2262.671409
BU19300603,45,4,0.346153846,0.030769231,427,3.284615385,0,0,0,0,0,0,0.9,100,0,371.5366513
BU19300701,23,6,0.176923077,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,2642.172359
BU19300702,25,8,0.192307692,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,1759.406826
BU19300703,37,7,0.284615385,0.053846154,213,1.638461538,0,0,0,0,0,0,0.9,100,0,7451.152149
BU19300801,23,5,0.176923077,0.038461538,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3233.195372
BU19300802,34,8,0.261538462,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3615.656361
BU19300803,39,7,0.3,0.053846154,114,0.876923077,0,0,0,0,0,0,0.9,100,0,5483.525728
BU19300804,28,6,0.215384615,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1948.616816
BU19300805,40,8,0.307692308,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3421.439576
BU19300901,21,6,0.161538462,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,1985.178763
BU19300902,34,2,0.261538462,0.015384615,936,7.2,0,0,0,0,0,0,0.9,100,0,949.400164
BU19300903,26,8,0.2,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6807.746167
BU19300904,31,8,0.238461538,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3387.428491
BU19300905,25,6,0.192307692,0.046153846,11,0.084615385,0,0,0,0,0,0,0.9,100,0,1718.017676
BU19301001,16,5,0.123076923,0.038461538,10,0.076923077,0,0,0,0,0,0,0.9,100,0,893.1753106
BU19301002,40,2,0.307692308,0.015384615,447,3.438461538,0,0,0,0,0,0,0.9,100,0,1557.030327
BU19301003,19,7,0.146153846,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,863.7325009
BU19301004,22,7,0.169230769,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2454.626848
BU19301101,25,8,0.192307692,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,13719.33146
BU19301102,29,8,0.223076923,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,5208.789015
BU19301201,25,8,0.192307692,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,7626.770328
BU19301202,22,7,0.169230769,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3977.978786
BU19301203,26,8,0.2,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4092.858642
BU19301204,19,6,0.146153846,0.046153846,118,0.907692308,0,0,0,0,0,0,0.9,100,0,2644.338967
BU19301205,24,7,0.184615385,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,6972.911065
BU19301206,27,8,0.207692308,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5881.271241
BU19301301,27,8,0.207692308,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,8700.425713
BU19301401,36,8,0.276923077,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1855.28238
BU19301402,36,8,0.276923077,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2641.325021
BU19301403,30,8,0.230769231,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3513.656835
BU19301404,35,7,0.269230769,0.053846154,12,0.092307692,0,0,0,0,0,0,0.9,100,0,2337.725135
BU19301405,27,8,0.207692308,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1789.105729
BU19301406,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2365.473482
BU19301407,24,6,0.184615385,0.046153846,117,0.9,0,0,0,0,0,0,0.9,100,0,5255.624181
BU19301408,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2685.015616
BU19301409,27,7,0.207692308,0.053846154,12,0.092307692,0,0,0,0,0,0,0.9,100,0,4040.080985
BU19301410,27,8,0.207692308,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3002.983026
BU19301411,43,9,0.330769231,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1089.351013
BU19301501,26,7,0.2,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,11234.40695
BU19301502,23,8,0.176923077,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4407.825898
BU19301503,32,8,0.246153846,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,8592.260735
BU19301504,26,8,0.2,0.061538462,12,0.092307692,0,0,0,0,0,0,0.9,100,0,16685.26801
BU19301505,20,4,0.153846154,0.030769231,319,2.453846154,0,0,0,0,0,0,0.9,100,0,2990.116619
BU19301506,55,4,0.423076923,0.030769231,2617,20.13076923,0,0,0,0,0,0,0.9,100,0,0
BU19301601,25,1,0.192307692,0.007692308,740,5.692307692,0,0,0,0,0,0,0.9,100,0,11746.26343
BU19301701,40,2,0.307692308,0.015384615,1443,11.1,0,0,0,0,0,0,0.9,100,0,512.249939
BU19301702,36,5,0.276923077,0.038461538,528,4.061538462,0,0,0,0,0,0,0.9,100,0,1085.172797
BU19301703,35,3,0.269230769,0.023076923,1040,8,0,0,0,0,0,0,0.9,100,0,242.2364789
BU19301704,53,1,0.407692308,0.007692308,1358,10.44615385,0,0,0,0,0,0,0.9,100,0,1774.029716
BU19301705,67,4,0.515384615,0.030769231,2424,18.64615385,0,0,0,0,0,0,0.9,100,0,64.88418722
BU19301706,50,9,0.384615385,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2375.002298
BU19301707,44,8,0.338461538,0.061538462,113,0.869230769,0,0,0,0,0,0,0.9,100,0,1520.47998
BU19301708,30,3,0.230769231,0.023076923,944,7.261538462,0,0,0,0,0,0,0.9,100,0,105.8501484
BU19302501,41,7,0.315384615,0.053846154,215,1.653846154,0,0,0,0,0,0,0.9,100,0,3355.042532
BU19302502,34,7,0.261538462,0.053846154,114,0.876923077,0,0,0,0,0,0,0.9,100,0,4370.347453
BU19302503,35,8,0.269230769,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4734.457505
BU19302504,54,8,0.415384615,0.061538462,312,2.4,0,0,0,0,0,0,0.9,100,0,1611.844931
BU19302701,45,8,0.346153846,0.061538462,213,1.638461538,0,0,0,0,0,0,0.9,100,0,2876.778701
BU19302702,34,8,0.261538462,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,5699.898777
BU19302703,47,7,0.361538462,0.053846154,320,2.461538462,0,0,0,0,0,0,0.9,100,0,2123.984468
BU19302901,38,8,0.292307692,0.061538462,214,1.646153846,0,0,0,0,0,0,0.9,100,0,5175.394672
BU19302902,55,9,0.423076923,0.069230769,111,0.853846154,0,0,0,0,0,0,0.9,100,0,4963.08383
BU19303101,34,8,0.261538462,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,15208.21262
BU19303102,33,8,0.253846154,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,6303.127616
BU19303103,24,7,0.184615385,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,4727.640965
BU19303104,35,3,0.269230769,0.023076923,736,5.661538462,0,0,0,0,0,0,0.9,100,0,2965.885149
BU19303105,57,9,0.438461538,0.069230769,112,0.861538462,0,0,0,0,0,0,0.9,100,0,1827.81273
BU19303301,35,8,0.269230769,0.061538462,110,0.846153846,0,0,0,0,0,0,0.9,100,0,2411.981003
BU19303302,43,9,0.330769231,0.069230769,115,0.884615385,0,0,0,0,0,0,0.9,100,0,995.9794171
BU19305001,36,8,0.276923077,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,9209.265746
BU19305002,49,6,0.376923077,0.046153846,1120,8.615384615,0,0,0,0,0,0,0.9,100,0,1208.701621
BU19305003,49,9,0.376923077,0.069230769,113,0.869230769,0,0,0,0,0,0,0.9,100,0,684.9930403
BU19310000,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6233.077917
BU19310001,52,8,0.4,0.061538462,214,1.646153846,0,0,0,0,0,0,0.9,100,0,5067.463141
BU19310002,54,9,0.415384615,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6836.251349
BU19310003,47,8,0.361538462,0.061538462,213,1.638461538,0,0,0,0,0,0,0.9,100,0,4483.844035
BU19310004,31,8,0.238461538,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,5137.946333
BU19310005,34,8,0.261538462,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4474.649269
BU19310006,33,7,0.253846154,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,5606.443905
BU19310007,32,6,0.246153846,0.046153846,115,0.884615385,0,0,0,0,0,0,0.9,100,0,3412.087467
BU19310008,40,6,0.307692308,0.046153846,114,0.876923077,0,0,0,0,0,0,0.9,100,0,2480.202014
BU19310009,38,7,0.292307692,0.053846154,221,1.7,0,0,0,0,0,0,0.9,100,0,3791.509598
BU19310010,30,1,0.230769231,0.007692308,1154,8.876923077,0,0,0,0,0,0,0.9,100,0,3543.327157
BU19310011,51,7,0.392307692,0.053846154,419,3.223076923,0,0,0,0,0,0,0.9,100,0,3957.385762
BU19310100,30,7,0.230769231,0.053846154,110,0.846153846,0,0,0,0,0,0,0.9,100,0,7543.398671
BU19310101,31,8,0.238461538,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6240.110588
