neighbourhood_code,space_heating_demand_per_house,hot_water_demand_per_house,space_heating_demand_per_m2_utility,hot_water_demand_per_m2_utility,electricity_demand_per_house,electricity_demand_per_m2_utility,share_of_houses_demolished,number_of_new_apartments,number_of_new_terraced_houses,number_of_new_detached_houses,number_of_new_semi_detached_houses,number_of_new_houses_unknown_type,epi_of_new_houses,size_of_new_houses,existing_heat_network_share,trace_length
BU05010109,37,5,0.284615385,0.038461538,329,2.530769231,0,0,0,0,0,0,0.9,100,0,21822.0705
BU05010200,39,8,0.3,0.061538462,211,1.623076923,0,0,0,0,0,0,0.9,100,0,1962.208945
BU05010201,34,8,0.261538462,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,4143.265586
BU05010202,55,9,0.423076923,0.069230769,210,1.615384615,0,0,0,0,0,0,0.9,100,0,619.367651
BU05010209,51,8,0.392307692,0.061538462,413,3.176923077,0,0,0,0,0,0,0.9,100,0,2539.884529
BU05010300,43,5,0.330769231,0.038461538,1416,10.89230769,0,0,0,0,0,0,0.9,100,0,3185.96924
BU05020110,11,0,0.084615385,0,211,1.623076923,0,0,0,0,0,0,0.9,100,0,656.6086733
BU05020111,29,7,0.223076923,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3807.299775
BU05020112,39,1,0.3,0.007692308,1063,8.176923077,0,0,0,0,0,0,0.9,100,0,2782.550707
BU05020113,31,7,0.238461538,0.053846154,115,0.884615385,0,0,0,0,0,0,0.9,100,0,3704.146669
BU05020114,44,8,0.338461538,0.061538462,114,0.876923077,0,0,0,0,0,0,0.9,100,0,1331.431974
BU05020115,29,7,0.223076923,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,3463.157931
BU05020116,24,7,0.184615385,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4048.640182
BU05020117,24,7,0.184615385,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4354.987832
BU05020118,30,7,0.230769231,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,2501.241593
BU05020119,23,7,0.176923077,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,8290.612461
BU05020223,25,4,0.192307692,0.030769231,215,1.653846154,0,0,0,0,0,0,0.9,100,0,1250.118484
BU05020224,31,6,0.238461538,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,0,7081.397688
BU05020225,32,5,0.246153846,0.038461538,114,0.876923077,0,0,0,0,0,0,0.9,100,0,4829.120068
BU05020226,32,7,0.246153846,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,2209.801542
BU05020227,25,5,0.192307692,0.038461538,111,0.853846154,0,0,0,0,0,0,0.9,100,0,1506.470857
BU05020228,26,6,0.2,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,0,1922.404847
BU05020229,28,7,0.215384615,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,2749.626029
BU05020332,26,6,0.2,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,6408.945324
BU05020333,27,4,0.207692308,0.030769231,428,3.292307692,0,0,0,0,0,0,0.9,100,0,3648.471603
BU05020334,26,6,0.2,0.046153846,111,0.853846154,0,0,0,0,0,0,0.9,100,0,3172.234994
BU05020335,23,5,0.176923077,0.038461538,111,0.853846154,0,0,0,0,0,0,0.9,100,0,2710.614363
BU05020336,29,6,0.223076923,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,2447.898607
BU05020337,36,7,0.276923077,0.053846154,317,2.438461538,0,0,0,0,0,0,0.9,100,0,1920.717233
BU05020338,27,7,0.207692308,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4733.23925
BU05020441,23,5,0.176923077,0.038461538,9,0.069230769,0,0,0,0,0,0,0.9,100,0,1716.405464
BU05020442,22,6,0.169230769,0.046153846,218,1.676923077,0,0,0,0,0,0,0.9,100,0,5072.414601
BU05020443,29,8,0.223076923,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4632.85986
BU05020444,20,7,0.153846154,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1370.582728
BU05020445,35,8,0.269230769,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3296.203733
BU05020446,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3856.712814
BU05020447,22,1,0.169230769,0.007692308,1358,10.44615385,0,0,0,0,0,0,0.9,100,0,228.6671861
BU05020448,27,7,0.207692308,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3809.573545
BU05020449,32,8,0.246153846,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2773.793986
BU05020551,29,5,0.223076923,0.038461538,9,0.069230769,0,0,0,0,0,0,0.9,100,0,1215.732667
BU05020552,27,5,0.207692308,0.038461538,111,0.853846154,0,0,0,0,0,0,0.9,100,0,572.4151009
BU05020553,18,4,0.138461538,0.030769231,425,3.269230769,0,0,0,0,0,0,0.9,100,69,617.2572321
BU05020554,37,6,0.284615385,0.046153846,323,2.484615385,0,0,0,0,0,0,0.9,100,0,2405.369595
BU05020555,32,6,0.246153846,0.046153846,116,0.892307692,0,0,0,0,0,0,0.9,100,0,1778.181114
BU05020556,21,6,0.161538462,0.046153846,9,0.069230769,0,0,0,0,0,0,0.9,100,0,3669.987286
BU05020557,33,8,0.253846154,0.061538462,110,0.846153846,0,0,0,0,0,0,0.9,100,0,2736.14794
BU05020621,47,6,0.361538462,0.046153846,623,4.792307692,0,0,0,0,0,0,0.9,100,0,2556.975033
BU05020622,52,9,0.4,0.069230769,210,1.615384615,0,0,0,0,0,0,0.9,100,0,1628.243305
BU05020631,44,3,0.338461538,0.023076923,435,3.346153846,0,0,0,0,0,0,0.9,100,0,2407.93462
BU05020658,45,6,0.346153846,0.046153846,531,4.084615385,0,0,0,0,0,0,0.9,100,0,372.3638326
BU05020659,39,7,0.3,0.053846154,524,4.030769231,0,0,0,0,0,0,0.9,100,0,734.3086638
BU05020661,41,6,0.315384615,0.046153846,219,1.684615385,0,0,0,0,0,0,0.9,100,0,4314.384128
BU05020662,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,3256.912018
BU05020663,29,7,0.223076923,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3590.536957
BU05020664,31,6,0.238461538,0.046153846,119,0.915384615,0,0,0,0,0,0,0.9,100,0,2047.108586
BU05020665,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,2393.385793
BU05020666,28,1,0.215384615,0.007692308,1355,10.42307692,0,0,0,0,0,0,0.9,100,0,2003.089495
BU05020770,25,7,0.192307692,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,99,7623.962224
BU05020771,27,7,0.207692308,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,100,7652.450588
BU05020772,22,7,0.169230769,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,99,285.4139677
BU05020773,24,7,0.184615385,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,99,13334.58661
BU05020774,44,8,0.338461538,0.061538462,316,2.430769231,0,0,0,0,0,0,0.9,100,0,4540.420767
BU05020775,24,6,0.184615385,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,99,7393.402464
BU05020776,21,6,0.161538462,0.046153846,115,0.884615385,0,0,0,0,0,0,0.9,100,99,9263.433489
BU05020777,22,7,0.169230769,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,100,10294.23139
BU05020778,21,7,0.161538462,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,100,7971.950828
BU05020779,25,7,0.192307692,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,100,8639.259228
BU05020880,22,1,0.169230769,0.007692308,645,4.961538462,0,0,0,0,0,0,0.9,100,-99999999,1556.5746
BU05020881,27,2,0.207692308,0.015384615,949,7.3,0,0,0,0,0,0,0.9,100,100,1400.806412
BU05020882,46,0,0.353846154,0,1258,9.676923077,0,0,0,0,0,0,0.9,100,-99999999,481.6626206
BU05020883,31,0,0.238461538,0,949,7.3,0,0,0,0,0,0,0.9,100,-99999999,763.7106059
BU05020884,24,1,0.184615385,0.007692308,1051,8.084615385,0,0,0,0,0,0,0.9,100,-99999999,702.6503438
BU05020885,18,1,0.138461538,0.007692308,423,3.253846154,0,0,0,0,0,0,0.9,100,-99999999,392.9050911
BU05020886,26,7,0.2,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,99,5495.015924
BU05020887,24,7,0.184615385,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,100,147.2307759
BU05020888,33,7,0.253846154,0.053846154,116,0.892307692,0,0,0,0,0,0,0.9,100,97,119.2176248
BU05020889,20,6,0.153846154,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,100,4387.618944
BU05020991,30,4,0.230769231,0.030769231,531,4.084615385,0,0,0,0,0,0,0.9,100,92,118.3781711
BU05020992,29,5,0.223076923,0.038461538,322,2.476923077,0,0,0,0,0,0,0.9,100,94,593.4203977
BU05020993,17,6,0.130769231,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,99,1028.963935
BU05020994,41,1,0.315384615,0.007692308,1453,11.17692308,0,0,0,0,0,0,0.9,100,0,784.8004833
BU05020995,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,2105.353148
BU05020996,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,9.885660343
BU05020997,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,2701.277532
BU05020998,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,1826.088514
BU05031100,23,0,0.176923077,0,1259,9.684615385,0,0,0,0,0,0,0.9,100,0,642.3145412
BU05031101,31,7,0.238461538,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,3151.697422
BU05031102,44,5,0.338461538,0.038461538,625,4.807692308,0,0,0,0,0,0,0.9,100,0,6767.65573
BU05031103,36,6,0.276923077,0.046153846,217,1.669230769,0,0,0,0,0,0,0.9,100,0,5981.6752
BU05031104,44,6,0.338461538,0.046153846,520,4,0,0,0,0,0,0,0.9,100,0,7068.454618
BU05031105,41,1,0.315384615,0.007692308,1358,10.44615385,0,0,0,0,0,0,0.9,100,0,182.889028
BU05031106,38,5,0.292307692,0.038461538,516,3.969230769,0,0,0,0,0,0,0.9,100,0,3770.033635
BU05031107,29,5,0.223076923,0.038461538,323,2.484615385,0,0,0,0,0,0,0.9,100,0,3590.207215
BU05031108,33,7,0.253846154,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,2151.055819
BU05031109,27,5,0.207692308,0.038461538,421,3.238461538,0,0,0,0,0,0,0.9,100,0,2733.784327
BU05031200,49,3,0.376923077,0.023076923,843,6.484615385,0,0,0,0,0,0,0.9,100,0,1845.648644
BU05031201,30,6,0.230769231,0.046153846,321,2.469230769,0,0,0,0,0,0,0.9,100,0,1532.740543
BU05031202,31,7,0.238461538,0.053846154,110,0.846153846,0,0,0,0,0,0,0.9,100,0,8399.395514
BU05031203,36,6,0.276923077,0.046153846,319,2.453846154,0,0,0,0,0,0,0.9,100,0,1164.883497
BU05031204,30,7,0.230769231,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4620.498649
BU05031205,20,7,0.153846154,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3973.703716
BU05031206,42,6,0.323076923,0.046153846,215,1.653846154,0,0,0,0,0,0,0.9,100,0,3698.03033
BU05031207,24,7,0.184615385,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6286.502029
BU05031208,47,1,0.361538462,0.007692308,1154,8.876923077,0,0,0,0,0,0,0.9,100,0,543.2084125
BU05031300,81,0,0.623076923,0,1152,8.861538462,0,0,0,0,0,0,0.9,100,0,857.1914336
BU05031301,34,7,0.261538462,0.053846154,114,0.876923077,0,0,0,0,0,0,0.9,100,0,5258.239377
BU05031302,33,6,0.253846154,0.046153846,212,1.630769231,0,0,0,0,0,0,0.9,100,0,4363.241742
BU05031303,36,7,0.276923077,0.053846154,12,0.092307692,0,0,0,0,0,0,0.9,100,0,6407.162304
BU05031304,33,4,0.253846154,0.030769231,115,0.884615385,0,0,0,0,0,0,0.9,100,0,1826.879891
BU05031305,30,7,0.230769231,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,7684.080808
BU05031306,24,7,0.184615385,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,3633.568759
BU05031307,28,6,0.215384615,0.046153846,217,1.669230769,0,0,0,0,0,0,0.9,100,0,6386.694623
BU05031400,25,7,0.192307692,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,4462.110659
BU05031401,24,7,0.184615385,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,5233.616692
BU05031402,24,7,0.184615385,0.053846154,110,0.846153846,0,0,0,0,0,0,0.9,100,0,3172.880091
BU05031403,26,6,0.2,0.046153846,12,0.092307692,0,0,0,0,0,0,0.9,100,0,2492.999433
BU05031404,25,5,0.192307692,0.038461538,215,1.653846154,0,0,0,0,0,0,0.9,100,0,3841.984353
BU05031405,24,7,0.184615385,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,3095.012558
BU05031406,22,7,0.169230769,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,84,13213.32661
BU05031407,24,7,0.184615385,0.053846154,12,0.092307692,0,0,0,0,0,0,0.9,100,0,41.25674206
BU05031600,36,1,0.276923077,0.007692308,1355,10.42307692,0,0,0,0,0,0,0.9,100,0,2965.4807
BU05031601,32,1,0.246153846,0.007692308,1158,8.907692308,0,0,0,0,0,0,0.9,100,100,1194.281858
BU05031602,65,4,0.5,0.030769231,2025,15.57692308,0,0,0,0,0,0,0.9,100,0,2471.386365
BU05031603,26,1,0.2,0.007692308,767,5.9,0,0,0,0,0,0,0.9,100,0,587.2024037
BU05031604,33,2,0.253846154,0.015384615,1449,11.14615385,0,0,0,0,0,0,0.9,100,0,578.6871293
BU05032200,28,1,0.215384615,0.007692308,1056,8.123076923,0,0,0,0,0,0,0.9,100,0,1231.215248
BU05032201,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5758.006449
BU05032202,19,7,0.146153846,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,5047.809646
BU05032203,25,7,0.192307692,0.053846154,110,0.846153846,0,0,0,0,0,0,0.9,100,0,5441.240864
BU05032204,26,7,0.2,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,8719.348442
BU05032205,9,0,0.069230769,0,1359,10.45384615,0,0,0,0,0,0,0.9,100,0,0
BU05032300,25,1,0.192307692,0.007692308,1053,8.1,0,0,0,0,0,0,0.9,100,0,2013.921206
BU05032301,25,7,0.192307692,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,4993.530441
BU05032302,26,8,0.2,0.061538462,9,0.069230769,0,0,0,0,0,0,0.9,100,0,3103.401146
BU05032303,24,7,0.184615385,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6915.224053
BU05032304,24,8,0.184615385,0.061538462,9,0.069230769,0,0,0,0,0,0,0.9,100,0,4646.199716
BU05032305,27,7,0.207692308,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,1793.848047
BU05032400,23,7,0.176923077,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,2148.944047
BU05032401,27,6,0.207692308,0.046153846,221,1.7,0,0,0,0,0,0,0.9,100,43,1677.525578
BU05032402,34,4,0.261538462,0.030769231,534,4.107692308,0,0,0,0,0,0,0.9,100,0,2434.349385
BU05032403,22,5,0.169230769,0.038461538,113,0.869230769,0,0,0,0,0,0,0.9,100,0,2468.504365
BU05032404,41,5,0.315384615,0.038461538,313,2.407692308,0,0,0,0,0,0,0.9,100,0,1027.804902
BU05032405,27,5,0.207692308,0.038461538,112,0.861538462,0,0,0,0,0,0,0.9,100,0,5101.016783
BU05032406,26,5,0.2,0.038461538,110,0.846153846,0,0,0,0,0,0,0.9,100,41,3921.203449
BU05032407,29,6,0.223076923,0.046153846,11,0.084615385,0,0,0,0,0,0,0.9,100,43,5208.884838
BU05032408,68,2,0.523076923,0.015384615,1150,8.846153846,0,0,0,0,0,0,0.9,100,0,1012.759382
BU05032500,41,5,0.315384615,0.038461538,520,4,0,0,0,0,0,0,0.9,100,0,3035.885207
BU05032501,26,6,0.2,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4843.608504
BU05032502,23,4,0.176923077,0.030769231,315,2.423076923,0,0,0,0,0,0,0.9,100,38,2074.805232
BU05032503,27,5,0.207692308,0.038461538,8,0.061538462,0,0,0,0,0,0,0.9,100,0,2624.368176
BU05032504,24,7,0.184615385,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,3071.047545
BU05032505,20,6,0.153846154,0.046153846,9,0.069230769,0,0,0,0,0,0,0.9,100,0,2679.232809
BU05032506,21,7,0.161538462,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,2018.117701
BU05032507,30,6,0.230769231,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6271.262774
BU05032508,31,6,0.238461538,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4986.623062
BU05032509,29,7,0.223076923,0.053846154,114,0.876923077,0,0,0,0,0,0,0.9,100,0,2344.137277
BU05032510,22,1,0.169230769,0.007692308,1452,11.16923077,0,0,0,0,0,0,0.9,100,0,697.423831
BU05032600,42,1,0.323076923,0.007692308,1352,10.4,0,0,0,0,0,0,0.9,100,0,893.6264037
BU05032700,28,6,0.215384615,0.046153846,217,1.669230769,0,0,0,0,0,0,0.9,100,0,3897.451825
BU05032702,46,1,0.353846154,0.007692308,427,3.284615385,0,0,0,0,0,0,0.9,100,0,3631.148682
BU05032703,30,1,0.230769231,0.007692308,857,6.592307692,0,0,0,0,0,0,0.9,100,0,6890.647027
BU05032704,75,7,0.576923077,0.053846154,116,0.892307692,0,0,0,0,0,0,0.9,100,0,3027.68523
BU05032800,35,7,0.269230769,0.053846154,213,1.638461538,0,0,0,0,0,0,0.9,100,0,4444.130235
BU05032801,39,3,0.3,0.023076923,118,0.907692308,0,0,0,0,0,0,0.9,100,59,3592.742179
BU05032802,39,7,0.3,0.053846154,312,2.4,0,0,0,0,0,0,0.9,100,0,5954.163659
BU05032803,25,7,0.192307692,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,5609.396867
BU05032804,46,1,0.353846154,0.007692308,1154,8.876923077,0,0,0,0,0,0,0.9,100,0,1738.019054
BU05032805,27,3,0.207692308,0.023076923,219,1.684615385,0,0,0,0,0,0,0.9,100,39,3956.42026
BU05032806,24,7,0.184615385,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5137.383779
BU05032807,27,3,0.207692308,0.023076923,632,4.861538462,0,0,0,0,0,0,0.9,100,0,2966.518992
BU05032808,40,4,0.307692308,0.030769231,841,6.469230769,0,0,0,0,0,0,0.9,100,0,986.5852518
BU05032809,25,7,0.192307692,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,1623.340992
BU05032900,32,2,0.246153846,0.015384615,752,5.784615385,0,0,0,0,0,0,0.9,100,0,2392.389115
BU05032901,38,1,0.292307692,0.007692308,636,4.892307692,0,0,0,0,0,0,0.9,100,0,3738.432707
BU05032902,46,6,0.353846154,0.046153846,1025,7.884615385,0,0,0,0,0,0,0.9,100,0,2066.62797
BU05050100,43,6,0.330769231,0.046153846,215,1.653846154,0,0,0,0,0,0,0.9,100,0,2327.790405
BU05050101,42,6,0.323076923,0.046153846,416,3.2,0,0,0,0,0,0,0.9,100,0,2399.12076
BU05050102,35,6,0.269230769,0.046153846,215,1.653846154,0,0,0,0,0,0,0.9,100,0,1567.433743
BU05050103,49,6,0.376923077,0.046153846,417,3.207692308,0,0,0,0,0,0,0.9,100,0,1162.876693
BU05050104,46,6,0.353846154,0.046153846,318,2.446153846,0,0,0,0,0,0,0.9,100,0,711.5039103
BU05050105,33,3,0.253846154,0.023076923,637,4.9,0,0,0,0,0,0,0.9,100,0,1891.620918
BU05050106,30,7,0.230769231,0.053846154,116,0.892307692,0,0,0,0,0,0,0.9,100,0,1812.248558
BU05050107,45,4,0.346153846,0.030769231,430,3.307692308,0,0,0,0,0,0,0.9,100,0,1526.902353
BU05050108,34,3,0.261538462,0.023076923,441,3.392307692,0,0,0,0,0,0,0.9,100,0,5615.591339
BU05050109,47,6,0.361538462,0.046153846,716,5.507692308,0,0,0,0,0,0,0.9,100,0,1538.148983
BU05050110,46,4,0.353846154,0.030769231,632,4.861538462,0,0,0,0,0,0,0.9,100,0,2972.03745
BU05050111,43,5,0.330769231,0.038461538,220,1.692307692,0,0,0,0,0,0,0.9,100,0,2041.005683
BU05050112,40,4,0.307692308,0.030769231,730,5.615384615,0,0,0,0,0,0,0.9,100,0,2608.370757
BU05050113,50,4,0.384615385,0.030769231,827,6.361538462,0,0,0,0,0,0,0.9,100,0,2582.556148
BU05050114,39,5,0.3,0.038461538,426,3.276923077,0,0,0,0,0,0,0.9,100,0,2265.323505
BU05050200,32,6,0.246153846,0.046153846,114,0.876923077,0,0,0,0,0,0,0.9,100,0,5634.116527
BU05050201,23,6,0.176923077,0.046153846,110,0.846153846,0,0,0,0,0,0,0.9,100,37,1209.287635
BU05050202,41,5,0.315384615,0.038461538,627,4.823076923,0,0,0,0,0,0,0.9,100,0,4746.075055
BU05050203,31,7,0.238461538,0.053846154,212,1.630769231,0,0,0,0,0,0,0.9,100,0,2314.479292
BU05050204,34,6,0.261538462,0.046153846,318,2.446153846,0,0,0,0,0,0,0.9,100,0,2962.242005
BU05050205,40,6,0.307692308,0.046153846,517,3.976923077,0,0,0,0,0,0,0.9,100,0,3495.496271
BU05050206,50,6,0.384615385,0.046153846,217,1.669230769,0,0,0,0,0,0,0.9,100,0,4628.239233
BU05050300,48,8,0.369230769,0.061538462,213,1.638461538,0,0,0,0,0,0,0.9,100,0,1558.202397
BU05050301,33,7,0.253846154,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,6369.41525
BU05050302,41,7,0.315384615,0.053846154,217,1.669230769,0,0,0,0,0,0,0.9,100,0,3403.38046
BU05050303,32,8,0.246153846,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4593.848132
BU05050304,29,7,0.223076923,0.053846154,110,0.846153846,0,0,0,0,0,0,0.9,100,0,5427.321053
BU05050305,27,7,0.207692308,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,5692.300122
BU05050306,35,7,0.269230769,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,4219.542719
BU05050307,31,6,0.238461538,0.046153846,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3254.71001
BU05050400,39,6,0.3,0.046153846,412,3.169230769,0,0,0,0,0,0,0.9,100,0,3987.295993
BU05050401,23,6,0.176923077,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3591.922422
BU05050402,24,7,0.184615385,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,50,3097.889785
BU05050403,36,7,0.276923077,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,2803.265039
BU05050404,30,7,0.230769231,0.053846154,14,0.107692308,0,0,0,0,0,0,0.9,100,0,1722.571345
BU05050405,25,5,0.192307692,0.038461538,414,3.184615385,0,0,0,0,0,0,0.9,100,0,1010.016599
BU05050406,52,7,0.4,0.053846154,1414,10.87692308,0,0,0,0,0,0,0.9,100,0,1641.762251
BU05050500,45,6,0.346153846,0.046153846,516,3.969230769,0,0,0,0,0,0,0.9,100,0,7833.241415
BU05050501,33,7,0.253846154,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,2840.589342
BU05050502,35,7,0.269230769,0.053846154,116,0.892307692,0,0,0,0,0,0,0.9,100,0,3509.151967
BU05050503,32,7,0.246153846,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5001.399941
BU05050504,38,7,0.292307692,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2951.547145
BU05050505,25,7,0.192307692,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,7439.637789
BU05050506,34,8,0.261538462,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1411.785439
BU05050507,34,7,0.261538462,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3934.169726
BU05050508,35,8,0.269230769,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3638.898267
BU05050509,26,3,0.2,0.023076923,319,2.453846154,0,0,0,0,0,0,0.9,100,50,4322.95337
BU05050510,55,4,0.423076923,0.030769231,935,7.192307692,0,0,0,0,0,0,0.9,100,0,1678.861114
BU05050600,36,6,0.276923077,0.046153846,316,2.430769231,0,0,0,0,0,0,0.9,100,0,1481.036537
BU05050601,25,7,0.192307692,0.053846154,110,0.846153846,0,0,0,0,0,0,0.9,100,0,2491.901825
BU05050602,24,7,0.184615385,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2808.889119
BU05050603,34,8,0.261538462,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3479.989652
BU05050604,27,6,0.207692308,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4692.531209
BU05050605,26,7,0.2,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,5158.513779
BU05050606,76,3,0.584615385,0.023076923,1934,14.87692308,0,0,0,0,0,0,0.9,100,0,647.2570494
BU05050607,20,1,0.153846154,0.007692308,841,6.469230769,0,0,0,0,0,0,0.9,100,0,2455.14674
BU05050608,60,2,0.461538462,0.015384615,1346,10.35384615,0,0,0,0,0,0,0.9,100,0,5126.713461
BU05050700,24,5,0.184615385,0.038461538,116,0.892307692,0,0,0,0,0,0,0.9,100,0,1259.698857
BU05050701,25,7,0.192307692,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,5817.554579
BU05050702,26,7,0.2,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,2432.848397
BU05050703,29,7,0.223076923,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,2247.082091
BU05050704,22,7,0.169230769,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3085.888199
BU05050705,25,7,0.192307692,0.053846154,211,1.623076923,0,0,0,0,0,0,0.9,100,0,3234.365876
BU05050706,24,0,0.184615385,0,1259,9.684615385,0,0,0,0,0,0,0.9,100,0,248.8771311
BU05050707,31,8,0.238461538,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3414.986997
BU05050800,28,7,0.215384615,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,11164.70815
BU05050801,24,7,0.184615385,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5163.957915
BU05050802,35,7,0.269230769,0.053846154,312,2.4,0,0,0,0,0,0,0.9,100,0,3943.196206
BU05050900,36,6,0.276923077,0.046153846,218,1.676923077,0,0,0,0,0,0,0.9,100,0,6175.789454
BU05050901,29,6,0.223076923,0.046153846,111,0.853846154,0,0,0,0,0,0,0.9,100,0,13441.19483
BU05050902,30,7,0.230769231,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5566.975052
BU05050903,33,7,0.253846154,0.053846154,12,0.092307692,0,0,0,0,0,0,0.9,100,0,4630.308038
BU05050904,29,6,0.223076923,0.046153846,110,0.846153846,0,0,0,0,0,0,0.9,100,0,4780.930083
