fid,source_name,available_heat,source_id,geo_coordinate_x,geo_coordinate_y,neighbourhoods_in_range
"85",Dataplace Utrecht,220752,LTHP0085,138343.918999999,459472.444,"BU03100501,BU03100500,BU03440312,BU03440343,BU03440423"
"86",The Datacenter Group (TDCG) - Delft,220752,LTHP0086,85697.9269,444832.5738,"BU05032305,BU05032300,BU05032304,BU05032302,BU05032703,BU05032900,BU05032901,BU05032408,BU05032702,BU05032804,BU05032805,BU05032807,BU05032600,BU05032704,BU05032902"
"87",BIT-2A,220752,LTHP0087,171270,448819,
"88",BIT-2B,220752,LTHP0088,171270,448819,
"89",BIT-2C,220752,LTHP0089,171270,448819,
"90",BIT-2D,220752,LTHP0090,171270,448819,
"91",Alticom Goes,220752,LTHP0091,50686.01,392388,"BU06640105,BU06640106,BU06640108,BU06640778,BU06640229,BU06640104,BU06640101,BU06640102"
"92",Alticom Haarlem,220752,LTHP0092,106169.057,489143.108,BU03930004
"93",EvoSwitch,220752,LTHP0093,105821.282,489564.609,BU03930004
"94",Atom86,220752,LTHP0094,111566.421,476519.609,"BU03580005,BU03580001,BU03580000,BU03580200"
"95",Cogent Datacenter Amsterdam,220752,LTHP0095,109382,488727,"BU03930000,BU03930002,BU03930004"
"96","Digital Realty Trust - De President Business Park, Jan Wijsmullerdreef",220752,LTHP0096,106536.601,478287.914999999,
"97",EdgeConnex,220752,LTHP0097,112619.17,477521.293999999,BU03580200
"98",Interoute Communications Ltd,220752,LTHP0098,111930.187,477009.021,"BU03580000,BU03580200"
"99",Interxion AMS-3,220752,LTHP0099,112951.929699999,477536.649199999,"BU03580201,BU03580200"
"100",Interxion AMS-5,220752,LTHP0100,111807.857999999,477084.347,"BU03580000,BU03580200"
"101",Interxion AMS-6,220752,LTHP0101,112611.595,477662.19,BU03580200
"102",Interxion AMS-7,220752,LTHP0102,112588.503,477228.041,"BU03580000,BU03580201,BU03580200"
"103",Interxion AMS-8,220752,LTHP0103,111062.4849,476659.147799999,"BU03580005,BU03580000,BU03580200"
"104",Maincubes,220752,LTHP0104,113077.959,477309.408,"BU03580201,BU03580200"
"105",NLDC - Oude-Meer (Schiphol-Rijk),220752,LTHP0105,113782.334,478123.78,"BU03580200,BU03580206"
"106",Verizon Schiphol,220752,LTHP0106,115080.452,481757.172,
"107",Nedcomp,220752,LTHP0107,115626.575,426235.787,"BU06100305,BU05059800,BU06100307,BU05230003,BU06100406,BU05230002"
"108",Ericsson Broadcast Services,220752,LTHP0108,140105.211,472602.693,
"109",Alticom IJsselstein,220752,LTHP0109,132093.291,446907.001999999,"BU03530010,BU03530012,BU03530011,BU03530014,BU03530016,BU03530013,BU03530015,BU03530017,BU03530018,BU03530019,BU03530002,BU03530023,BU03530030,BU03310009"
"110",Data Facilities Spijkenisse,220752,LTHP0110,80230.614,430207.268999999,"BU19301705,BU19301704,BU19301601,BU19300201,BU19300202,BU19301703,BU19301702,BU19300301,BU19300302,BU19300401,BU19301706"
"111",Colt - Duivendrecht,220752,LTHP0111,123573.199299999,482357.9612,"BU04370007,BU04370001,BU04370002"
"112",Bytesnet - Spaanse kubus,220752,LTHP0112,88061.8699999999,438462.44,"BU05991853,BU05990451,BU06060801,BU06060604,BU06060104,BU06060105,BU06060701,BU06060802,BU05992459,BU05990456"
"113",NLDC - Rotterdam,220752,LTHP0113,90346.35,432285.56,"BU05991575,BU05991577,BU05991578,BU05991570,BU05992198,BU05992194"
"114",SmartDC B.V. - Rotterdam,220752,LTHP0114,89477.9499999999,437581.44,"BU05990532,BU05990324,BU05990322,BU05990323,BU05990327,BU05990328,BU05991853,BU05990558,BU05990451"
"115","Tele2 &#8211; Spaanse Kubus",220752,LTHP0115,88064.3947,438458.109899999,"BU05991853,BU05990451,BU06060801,BU06060604,BU06060104,BU06060105,BU06060701,BU06060802,BU05992459,BU05990456"
"116",Verizon - Koperstraat,220752,LTHP0116,97514.49,440485.33,"BU05991449,BU05991467,BU05991463,BU05020770,BU05020881"
"117",Eurofiber - Eurofiber Datacenter Utrecht,220752,LTHP0117,130786.321,460840.299999999,"BU19040112,BU19040103,BU19040119,BU19040107,BU19040109,BU19040118,BU19040116,BU19040108,BU19040117,BU19040110,BU19041211,BU19041212,BU19041213,BU19041214,BU19041215,BU19041205,BU19040111,BU19041203,BU19041208,BU19041210,BU19040105,BU19040114,BU19041201,BU19041204,BU19041209,BU19041202"
"118",Greenhouse Datacenters B.V.,220752,LTHP0118,74219.4189999999,446525.136,
"119",Switch Datacenters - Woerden,220752,LTHP0119,121076.33,455014.12,"BU06320303,BU06320104,BU06320304,BU06320102,BU06320204,BU06320103,BU06320301,BU06320302,BU06320106,BU06320101,BU06320105"
"120",Dataone Datacenter Wormer,220752,LTHP0120,114958.633,500963.528999999,
