fid,source_name,available_heat,source_id,geo_coordinate_x,geo_coordinate_y,neighbourhoods_in_range
"11",Koch HC Partnership BV,0,HTLP0011,74500,436400,"BU05992704,BU05560405,BU05560101,BU05992306,BU05010209,BU05010109,BU05010300,BU05992705,BU05560404,BU05560501,BU05992307"
"12",Indorama Holdings Rotterdam BV,26174.88,HTLP0012,66394,442175,"BU05992307,BU05992308,BU05991701"
"13",Suiker Unie Vierverlaten,27751.68,HTLP0013,229011,581366,
"14",Chemours Netherlands B.V.,30905.28,HTLP0014,109500,425710,"BU06100403,BU05059800,BU06100401,BU05059805,BU05051106,BU05051107,BU05051108,BU05051109,BU05051110,BU05051111,BU05051112,BU05051002,BU05051003,BU05051004,BU05051000,BU05051001,BU05051005,BU05059801,BU06100205,BU06100109,BU06100108,BU06100107,BU06100106,BU06100104,BU06100105,BU06100103,BU06100402,BU05051105,BU05050606,BU05050605,BU05050608,BU05051103,BU05050604,BU05051101,BU05051102,BU06100102,BU05900006,BU05900004,BU06100101,BU05900007,BU05900005,BU05900008,BU05900003,BU05050603,BU05050607,BU05050602,BU05050505,BU05050500,BU05050600,BU05051100,BU05050601,BU05051104"
"15",Croda Nederland BV,32166.72,HTLP0015,108400,446500,"BU05130504,BU19010726,BU05130502,BU05130503,BU05130602,BU05130509,BU05130500,BU05130603,BU05130501,BU05130305,BU05130304,BU05130303,BU05130401,BU05130400,BU05130403,BU05130300,BU05130301,BU05130406,BU05130405,BU19310809,BU05130702,BU19311005,BU19310802,BU05130101,BU05130200,BU05130103,BU18920309,BU05130909,BU05130105,BU06270406,BU05130202,BU05130102,BU05130100,BU05130104,BU05130604,BU05130601,BU05130600,BU05130800,BU05130700,BU05130705,BU05130701,BU19310701,BU19310300,BU05130204,BU05130901,BU05130809,BU05130203,BU05130201,BU05130900,BU19310804,BU18920399"
"16",Akzo Nobel Chemicals BV (Botlek),34689.6,HTLP0016,78660.0000000001,432300,"BU19301705,BU19301704,BU19301601,BU19300201,BU19301703,BU19301702,BU19301706,BU19302703,BU19302502,BU19302503,BU19302501,BU19302701,BU19302702,BU05992306,BU05010209,BU19302504"
"17",ExxonMobil Chemical Holland BV (ROP van RPI),43519.68,HTLP0017,72300.0000000001,438500,"BU05560403,BU05560502,BU05560602,BU05560601,BU05992704,BU05010006,BU05010000,BU05010004,BU05010003,BU05010109,BU05010009,BU05010300,BU05992705,BU05560404,BU05560501,BU05991703,BU05992307,BU06140109"
"18",ExxonMobil Chemical Holland BV (RAP),44465.76,HTLP0018,79807.9999999999,432207,"BU05991699,BU05991692,BU05992295,BU06220304,BU19301003,BU19301002,BU19301701,BU19301705,BU19301704,BU19301601,BU19300201,BU19300202,BU19301703,BU19301702,BU19300301,BU19300302,BU19300102,BU19300401,BU19300101,BU19300103,BU19300105,BU19300503,BU19300502,BU19300501,BU19300106,BU19300104,BU19300805,BU19301706,BU19302703,BU19303302,BU19302503,BU19302501,BU19302701,BU19302702,BU06220302,BU05992306,BU06220301,BU06220303,BU19302504"
"19",Suiker Unie (Dinteloord),50457.6,HTLP0019,89012,403688,
"20",Abengoa Bioenergy,59287.68,HTLP0020,72210,438230,"BU05560202,BU05560402,BU05560403,BU05560203,BU05560801,BU05560502,BU05560602,BU05560601,BU05992704,BU05560405,BU05560101,BU05560401,BU05560201,BU05010006,BU05010000,BU05010004,BU05010003,BU05010002,BU05010001,BU05010005,BU05992306,BU05010209,BU05010109,BU05010100,BU05010009,BU05010300,BU05992705,BU05560404,BU05560501,BU06140102,BU05991703,BU05992307,BU06140109"
"21",Air Products Nederland BV (Botlek),59603.04,HTLP0021,77340,432870,"BU05992295,BU06220304,BU19301705,BU19301704,BU19301601,BU19300201,BU19300202,BU19301703,BU19301702,BU19300301,BU19300302,BU19300401,BU19301706,BU19302703,BU19302901,BU19303302,BU19302502,BU19302503,BU19302501,BU19302701,BU19302702,BU19302902,BU19303105,BU06220202,BU05560702,BU05560301,BU05560302,BU05560701,BU06220302,BU06220205,BU06220201,BU05992704,BU05560405,BU05560101,BU05560303,BU05560401,BU05010201,BU05010200,BU05010202,BU05992306,BU06220301,BU06220303,BU05010209,BU05010109,BU05010100,BU05010300,BU05560404,BU19302504,BU05992307"
"22",Dow Benelux BV (Hoek),583416,HTLP0022,43193,373788,"BU07152200,BU07157900,BU07158200,BU07153100,BU07155800,BU07150402,BU07150101,BU07156100,BU17141209,BU17141109,BU07152800,BU17141100,BU07152500,BU07155200,BU07153400,BU07154900,BU07150703,BU07150403,BU07150704,BU07151004,BU07151001,BU07151301,BU07151600,BU07151002,BU07156700,BU07150702,BU07151005,BU07151003,BU07150404,BU07150401,BU07150701,BU07150705,BU07156400,BU07157000,BU07157600,BU06540202,BU06540201,BU06541202,BU06540302,BU06540402,BU06540301,BU06540401,BU07180800,BU06540702,BU06541101,BU06541102,BU06540102,BU06541002,BU06541201"
