fid,neighbourhood_code,neighbourhood_name,adjacent_neighbourhoods,geo_coordinate_x,geo_coordinate_y,municipality_code,municipality_name
"333",BU03100001,Steinenburg,"BU03440534,BU03440533,BU03100009,BU03100501,BU03100008,BU03440423",139521.660936367,457041.843804226,GM0310,De Bilt
"334",BU03100002,Weltevreden,"BU03100501,BU03100500,BU03100201,BU03100008,BU03100100",140660.301741793,458669.493706234,GM0310,De Bilt
"335",BU03100008,De Bilt,"BU03550206,BU03550204,BU03550205,BU03100009,BU03100501,BU03100002,BU03100100,BU03100001,BU03550503",141730.949202324,457811.519050663,GM0310,De Bilt
"336",BU03100009,Verspreide huizen Oostbroek,"BU03550206,BU03440533,BU03550309,BU03550305,BU03550304,BU03100008,BU03100001",141634.413260108,456304.436219375,GM0310,De Bilt
"337",BU03100100,Bilthoven-Zuid,"BU03550505,BU03550506,BU03100002,BU03100201,BU03100008,BU03550503,BU03100200",143078.047370292,459539.013035751,GM0310,De Bilt
"338",BU03100200,Bilthoven-Noord,"BU03550506,BU03550507,BU03100201,BU03100100,BU03100209",143141.736651905,461353.270588351,GM0310,De Bilt
"339",BU03100201,De Leyen,"BU03100500,BU03100002,BU03100402,BU03100100,BU03100209,BU03100200",141651.917208741,460546.563288542,GM0310,De Bilt
"340",BU03100209,Verspreide huizen,"BU03550507,BU03100402,BU03100201,BU03100309,BU03080501,BU03080500,BU03100200,BU03100400",142932.200270627,463516.631751614,GM0310,De Bilt
"341",BU03100300,Hollandsche Rading,"BU03100309,BU03100400,BU04020905,BU03100600",140617.348674264,465131.83560114,GM0310,De Bilt
"342",BU03100309,Verspreide huizen,"BU03100209,BU03080501,BU03100400,BU03100300",142448.177408402,465979.036771932,GM0310,De Bilt
"343",BU03100400,Maartensdijk,"BU03100500,BU03100402,BU03100309,BU03100209,BU03100401,BU03100300,BU03100600",140462.9250312,463061.566844811,GM0310,De Bilt
"344",BU03100401,Achterwetering,"BU03100400,BU03100600",138996.409923618,462543.460608638,GM0310,De Bilt
"345",BU03100402,Nieuwe-Wetering,"BU03100500,BU03100201,BU03100209,BU03100400",140293.91069997,461194.523966267,GM0310,De Bilt
"346",BU03100500,Groenekan,"BU03100501,BU03100002,BU03100402,BU03100201,BU03100400,BU03100600,BU03440343",139164.699323595,460108.433550228,GM0310,De Bilt
"347",BU03100501,Blauwkapel,"BU03100500,BU03100002,BU03100008,BU03100001,BU03440343,BU03440423",139393.792765263,458333.86903296,GM0310,De Bilt
"348",BU03100600,Achttienhoven-Westbroek,"BU03100500,BU03100400,BU03100401,BU03100300,BU04020905,BU16960400,BU16960500,BU19040703,BU03440343,BU19040701",137456.510583876,463360.34361928,GM0310,De Bilt
"349",BU03120000,Bunnik,"BU03120009,BU03120109,BU03120008,BU03440533,BU03120001,BU03550309",142274.938253261,453326.302026061,GM0312,Bunnik
"350",BU03120001,Vechten,"BU03120009,BU03440526,BU03120008,BU03120000",140265.383339077,452932.015130289,GM0312,Bunnik
"351",BU03120008,Verspreide huizen in het noorden,"BU03440526,BU03440534,BU03440533,BU03120001,BU03120000",140200.685237535,453733.959151925,GM0312,Bunnik
"352",BU03120009,Verspreide huizen in het zuiden,"BU03212064,BU03212065,BU03120109,BU03440526,BU03120001,BU03120000",141030.647094511,451822.799419596,GM0312,Bunnik
"353",BU03120100,Odijk,"BU03120209,BU03120109",144559.388442386,451504.534481062,GM0312,Bunnik
"354",BU03120109,Verspreide huizen van Odijk,"BU15810102,BU03212065,BU03120009,BU03120209,BU03120100,BU03120000,BU03550309",143192.609105596,450736.226199911,GM0312,Bunnik
"355",BU03120200,Werkhoven,BU03120209,145173.584795725,448297.943397703,GM0312,Bunnik
"356",BU03120209,Verspreide huizen van Werkhoven,"BU15810102,BU03212065,BU03120200,BU03120109,BU03120100,BU03213172,BU03520209",145005.169781412,448175.968103957,GM0312,Bunnik
"357",BU03130001,Bunschoten,"BU03130006,BU03130005,BU03130011,BU03130002,BU03130009,BU03130008,BU03130007",153795.466368984,471803.141498558,GM0313,Bunschoten
"358",BU03130002,Spakenburg,"BU03130005,BU03130011,BU03130004,BU03130009,BU03130008,BU03130001",154493.842792658,473771.611921592,GM0313,Bunschoten
"359",BU03130003,Eemdijk,"BU03080109,BU03170211,BU03130008,BU03170213",150894.953141567,474186.82662031,GM0313,Bunschoten
"360",BU03130004,Broerswetering,"BU03130005,BU03130002,BU03130008",153942.356295923,474098.660545038,GM0313,Bunschoten
"361",BU03130005,Bikkersvaart,"BU03130006,BU03130004,BU03130002,BU03130008,BU03130001",153662.874959801,473128.107096936,GM0313,Bunschoten
"362",BU03130006,Blokhuiswetering,"BU03130005,BU03130008,BU03130001",153481.244024644,472284.362022344,GM0313,Bunschoten
"363",BU03130007,De Haar,"BU03073104,BU03072407,BU03072806,BU03080109,BU03072701,BU03130008,BU03130001,BU03072404,BU03072405",153544.169400276,469991.262772388,GM0313,Bunschoten
"364",BU03130008,Verspreide huizen,"BU03130006,BU03130005,BU03130011,BU03130004,BU03130002,BU03080109,BU03130003,BU03130007,BU03130001",152803.604802838,472976.413340675,GM0313,Bunschoten
"365",BU03130009,Koenraadswetering,"BU03130011,BU03130002,BU03130001",154571.511088296,473057.39862181,GM0313,Bunschoten
"366",BU03130011,Rengerswetering,"BU03130002,BU03130009,BU03130008,BU03130001",154627.453353021,472311.139457334,GM0313,Bunschoten
"367",BU03170210,Eembrugge,"BU03080109,BU03170213,BU03080103",149674.150718924,470787.159637246,GM0317,Eemnes
"368",BU03170211,Eemmeer-Eemnes,"BU03130003,BU03170213",150556.768661007,476006.874379519,GM0317,Eemnes
"369",BU03170212,Eemnes-Dorp,"BU03170219,BU03170217,BU03170218",146581.945722233,473700.081079802,GM0317,Eemnes
"370",BU03170213,Eempolder,"BU03170210,BU03080109,BU03170211,BU03130003,BU03080102,BU03080101,BU03080100,BU03170218,BU03080103",148460.071644048,473568.12881835,GM0317,Eemnes
"371",BU03170214,Polder te Veen,"BU03170219,BU03170217,BU03170218,BU03170216,BU03170215",146126.60847652,473923.065897701,GM0317,Eemnes
"372",BU03170215,Goyergracht,"BU03170214,BU03170216",145259.766357898,473481.943640556,GM0317,Eemnes
"373",BU03170216,Heidehoek,"BU03170218,BU03170214,BU03170215,BU03080400,BU03080401",144701.500313741,471241.831108241,GM0317,Eemnes
"374",BU03170217,Noordbuurt,"BU03170219,BU03170218,BU03170214,BU03170212",146245.580756526,474381.237745267,GM0317,Eemnes
"375",BU03170218,Wakkerendijk-Meentweg,"BU03080100,BU03170219,BU03170217,BU03170213,BU03170214,BU03170216,BU03170212,BU03080400",146761.075464224,474063.436303692,GM0317,Eemnes
"376",BU03170219,Zuidbuurt,"BU03170217,BU03170218,BU03170214,BU03170212",145983.854027674,473424.617677311,GM0317,Eemnes
"377",BU03211010,Oude Dorp,"BU03211011,BU03211012,BU03211122,BU03211016,BU03211050,BU03211015,BU03211238",139699.956388567,448841.003849778,GM0321,Houten
"378",BU03211011,Oorden,"BU03211013,BU03211014,BU03211012,BU03211017,BU03211018,BU03211016,BU03211010",139354.047415776,449297.769224137,GM0321,Houten
"379",BU03211012,Hoven,"BU03211011,BU03211014,BU03211120,BU03211122,BU03211010",139737.157201186,449279.179302171,GM0321,Houten
"380",BU03211013,Gaarden,"BU03211011,BU03211014,BU03211018,BU03211050",139149.54453268,449800.191490158,GM0321,Houten
"381",BU03211014,Hoeven,"BU03211123,BU03211013,BU03211011,BU03211012,BU03211120,BU03211151,BU03211121,BU03211050",139582.138359768,449868.808137849,GM0321,Houten
"382",BU03211015,Erven,"BU03211122,BU03211010,BU03211342,BU03211238",140071.961007129,448639.032985511,GM0321,Houten
"383",BU03211016,Poorten,"BU03211011,BU03211017,BU03211050,BU03211010",139068.689496258,448804.422995575,GM0321,Houten
"384",BU03211017,Slagen,"BU03211011,BU03211019,BU03211018,BU03211016,BU03211050",138737.40773283,449093.879546323,GM0321,Houten
"385",BU03211018,Borchen,"BU03211013,BU03211011,BU03211019,BU03211017,BU03211050",138826.505809757,449706.197385066,GM0321,Houten
"386",BU03211019,Campen,"BU03211017,BU03211018,BU03211050",138537.999199307,449442.755728805,GM0321,Houten
"387",BU03211050,Rondweg Noord-West,"BU03211123,BU03211013,BU03211014,BU03211151,BU03211019,BU03211017,BU03211018,BU03211016,BU03212061,BU03212064,BU03212065,BU03212060,BU03212055,BU03211252,BU03211010,BU03212054,BU03212056,BU03211238",138874.336869521,449206.887570838,GM0321,Houten
"388",BU03211120,Centrum West,"BU03211014,BU03211012,BU03211122,BU03211121",139891.563811408,449495.750198036,GM0321,Houten
"389",BU03211121,Centrum Oost,"BU03211123,BU03211014,BU03211120,BU03211122,BU03211125,BU03211124",140101.000811244,449670.890072219,GM0321,Houten
"390",BU03211122,Molens,"BU03211012,BU03211120,BU03211151,BU03211125,BU03211121,BU03211010,BU03211015,BU03211342,BU03211238",140356.555202647,448998.198684666,GM0321,Houten
"391",BU03211123,Hagen,"BU03211014,BU03211151,BU03211121,BU03211124,BU03211050",139934.782128406,450073.524320802,GM0321,Houten
"392",BU03211124,weiden,"BU03211123,BU03211127,BU03211126,BU03211151,BU03211125,BU03211121",140292.464422978,450133.453678674,GM0321,Houten
"393",BU03211125,Gilden,"BU03211127,BU03211122,BU03211151,BU03211129,BU03211121,BU03211124,BU03211128",140539.709842569,449448.535360141,GM0321,Houten
"394",BU03211126,velden,"BU03211127,BU03211151,BU03211124",140571.810423805,450418.981441163,GM0321,Houten
"395",BU03211127,Sloten,"BU03211126,BU03211151,BU03211125,BU03211124,BU03211128",140795.567689279,450254.569599977,GM0321,Houten
"396",BU03211128,Bermen,"BU03211127,BU03211151,BU03211125,BU03211129",140902.772961408,450000.563316459,GM0321,Houten
"397",BU03211129,Akkers,"BU03211151,BU03211125,BU03211128",140865.78075049,449622.965566717,GM0321,Houten
"398",BU03211151,Rondweg Noord-Oost,"BU03211123,BU03211127,BU03211126,BU03211014,BU03211122,BU03211125,BU03211129,BU03211124,BU03211128,BU03212062,BU03211050,BU03212064,BU03212065,BU03211353,BU03211342",140722.246810702,450026.896862419,GM0321,Houten
"399",BU03211230,Bouwen,"BU03211231,BU03211236,BU03211237,BU03211342,BU03211238",140428.067789249,448027.000470928,GM0321,Houten
"400",BU03211231,Houten,"BU03211232,BU03211235,BU03211236,BU03211252,BU03211230,BU03211238",140087.217860348,447815.98906088,GM0321,Houten
"401",BU03211232,Waters,"BU03211233,BU03211231,BU03211235,BU03211252",139735.812993793,447546.116274169,GM0321,Houten
"402",BU03211233,Polders,"BU03211232,BU03211235,BU03211252",139710.691888921,447228.804231537,GM0321,Houten
"403",BU03211234,Stenen,"BU03211235,BU03211236,BU03211252,BU03211345,BU03211353,BU03211237",140654.493127785,447130.332312434,GM0321,Houten
"404",BU03211235,muren,"BU03211233,BU03211232,BU03211231,BU03211236,BU03211234,BU03211252",140256.163916248,447116.753342305,GM0321,Houten
"405",BU03211236,Castellum West,"BU03211231,BU03211235,BU03211234,BU03211345,BU03211237,BU03211230,BU03211342",140627.341661276,447608.896525476,GM0321,Houten
"406",BU03211237,Castellum Oost,"BU03211236,BU03211234,BU03211345,BU03211341,BU03211230,BU03211342",140843.967495369,447694.123518406,GM0321,Houten
"407",BU03211238,Schaften,"BU03211122,BU03211050,BU03211231,BU03211252,BU03211010,BU03211015,BU03211230,BU03211342",140104.7699379,448249.418533098,GM0321,Houten
"408",BU03211252,Rondweg Zuid-West,"BU03212061,BU03211050,BU03212064,BU03212059,BU03211233,BU03211232,BU03211231,BU03211235,BU03211234,BU03212057,BU03212063,BU03211345,BU03211353,BU03211238",139817.341809656,447327.479408901,GM0321,Houten
"409",BU03211340,Landen,"BU03211341,BU03211353,BU03211342",140892.434491306,448426.022254039,GM0321,Houten
"410",BU03211341,Tuinen,"BU03211345,BU03211343,BU03211340,BU03211353,BU03211237,BU03211342",141173.067954529,448149.108275792,GM0321,Houten
"411",BU03211342,Sporen,"BU03211122,BU03211151,BU03211236,BU03211015,BU03211341,BU03211340,BU03211353,BU03211237,BU03211230,BU03211238",140679.538067352,448262.948069329,GM0321,Houten
"412",BU03211343,Meren,"BU03211344,BU03211345,BU03211341,BU03211353",141665.357036835,448166.373614117,GM0321,Houten
"413",BU03211344,Mossen,"BU03211345,BU03211343,BU03211353",141593.342831151,447471.541635938,GM0321,Houten
"414",BU03211345,Grassen,"BU03211236,BU03211234,BU03211252,BU03211344,BU03211343,BU03211341,BU03211353,BU03211237",141138.389520762,447399.291327041,GM0321,Houten
"415",BU03211353,Rondweg Zuid-Oost,"BU03211151,BU03212062,BU03212065,BU03213172,BU03211234,BU03211252,BU03212063,BU03211344,BU03211345,BU03211343,BU03211341,BU03211340,BU03211342",141583.174372171,447856.706974213,GM0321,Houten
"416",BU03212054,De Staart,"BU03212058,BU03212061,BU03211050,BU03212064,BU03212056",137778.562937279,448676.403900364,GM0321,Houten
"417",BU03212055,Kaden,"BU03211050,BU03212064,BU03212060",138336.317432062,450160.928903647,GM0321,Houten
"418",BU03212056,vesten,"BU03211050,BU03212064,BU03212060,BU03212054",138110.437279309,448803.681852838,GM0321,Houten
"419",BU03212057,Schepen,"BU03212058,BU03212061,BU03212059,BU03211252",139159.185980913,447830.11486075,GM0321,Houten
"420",BU03212058,Boten,"BU03212061,BU03212064,BU03212059,BU03212057,BU03212054",138604.383464056,448229.152590568,GM0321,Houten
"421",BU03212059,Honen,"BU03212058,BU03212064,BU03211252,BU03212057",138574.121821339,447729.773746597,GM0321,Houten
"422",BU03212060,Hof van Wulven,"BU03211050,BU03212064,BU03212055,BU03212056",138025.993215571,449454.291134545,GM0321,Houten
"423",BU03212061,Bruggen,"BU03212058,BU03211050,BU03211252,BU03212057,BU03212054",139278.139479468,448268.76826236,GM0321,Houten
"424",BU03212062,Bogen,"BU03211151,BU03212065,BU03211353",140895.955323242,449010.308600581,GM0321,Houten
"425",BU03212063,De Poel,"BU03212064,BU03213172,BU03211252,BU03211353",141187.082410376,446718.018017482,GM0321,Houten
"426",BU03212064,Buitengebied Houten West,"BU03211151,BU03212058,BU03211050,BU03212059,BU03212065,BU03212060,BU03212055,BU03120009,BU03215193,BU03213172,BU03215192,BU03440712,BU03440526,BU03561800,BU03211252,BU03212054,BU03212056,BU03212063,BU03562000",138151.261978653,450248.236587332,GM0321,Houten
"427",BU03212065,Buitengebied Houten Oost,"BU03211151,BU03212062,BU03211050,BU03212064,BU03120009,BU03120209,BU03120109,BU03213172,BU03211353",141331.823794219,449430.691936054,GM0321,Houten
"428",BU03213070,Dorp 't Goy,BU03213172,143904.986863835,445830.207156467,GM0321,Houten
"429",BU03213071,'t Goysedorp,BU03213172,142979.626513797,446032.487035033,GM0321,Houten
"430",BU03213172,Buitengebied 't Goy,"BU03212064,BU03212065,BU03120209,BU03213071,BU03215193,BU03213070,BU03520209,BU03212063,BU03211353",143590.633366726,446144.922346082,GM0321,Houten
"431",BU03214080,'t Waal,"BU03214182,BU03561800",137631.461563593,445975.397844626,GM0321,Houten
"432",BU03214081,Tull,"BU03215192,BU03214182",139575.616146629,444684.19731142,GM0321,Houten
"433",BU03214182,Buitengebied Tull en 't Waal,"BU03215192,BU03214081,BU03214080,BU06200108,BU03561800,BU06200107",138346.363098312,445657.261590117,GM0321,Houten
"434",BU03215090,Dorp Schalkwijk West,"BU03215193,BU03215091,BU03215192",141110.106178573,445197.259023952,GM0321,Houten
"435",BU03215091,Dorp Schalkwijk Oost,"BU03215193,BU03215192,BU03215090",142905.832554461,444198.927160608,GM0321,Houten
"436",BU03215192,Buitengebied Schalkwijk West,"BU03212064,BU03215193,BU03215091,BU03214182,BU03214081,BU03215090,BU03561800,BU06200200,BU06200107",140282.036655617,444316.058909696,GM0321,Houten
"437",BU03215193,Buitengebied Schalkwijk Oost,"BU03212064,BU03213172,BU03215091,BU03215192,BU03215090,BU03520101,BU03520109,BU03520209",143657.313881178,443913.36185816,GM0321,Houten
"438",BU03270000,Hamershof,"BU03270108,BU03270107,BU03270102,BU03270004,BU03270001,BU03270007,BU03270009",157762.0389165,460108.149259419,GM0327,Leusden
"439",BU03270001,Akkerhoeve,"BU03270000,BU03270102,BU03270004,BU03270103,BU03270005,BU03270002",158079.644766704,460285.497503163,GM0327,Leusden
"440",BU03270002,Noorwijck,"BU03270004,BU03270001,BU03270103,BU03270005,BU03270104,BU03270003,BU03270006",158433.048985738,460237.509075814,GM0327,Leusden
"441",BU03270003,Langenbeek,"BU03270103,BU03270005,BU03270104,BU03270002,BU03270006,BU03270105,BU03270009",158823.459350501,460231.586361265,GM0327,Leusden
"442",BU03270004,Zwanenburg,"BU03270000,BU03270001,BU03270005,BU03270002,BU03270009",158021.013453042,459963.657158221,GM0327,Leusden
"443",BU03270005,Munnikhove,"BU03270004,BU03270001,BU03270002,BU03270003,BU03270006,BU03270009",158449.22921616,459887.303482158,GM0327,Leusden
"444",BU03270006,Bosveld,"BU03270005,BU03270002,BU03270003,BU03270009",158857.360043525,459819.939932636,GM0327,Leusden
"445",BU03270007,Claverenblad,"BU03270108,BU03270000,BU03270008,BU03270009,BU03270109",157159.082641232,459861.263335287,GM0327,Leusden
"446",BU03270008,Wildenburg,"BU03270007,BU03270009,BU03270109",157192.752209455,459559.134683022,GM0327,Leusden
"447",BU03270009,Buitengebied Leusden-Centrum Oost,"BU03270400,BU03270108,BU03270000,BU03270004,BU03270005,BU03270003,BU03270006,BU03270008,BU03270007,BU03270105,BU03270106,BU03270309,BU03270209,BU03270109,BU03510011",159496.531465403,459096.821317438,GM0327,Leusden
"448",BU03270100,Hamersveld-Oud,"BU03270107,BU03270102,BU03270101,BU03270500,BU03270109",157557.364141892,461009.394402089,GM0327,Leusden
"449",BU03270101,Hamersveld-Nieuw,"BU03270100,BU03270102,BU03270103,BU03270104,BU03270500,BU03270106",158253.901113702,461072.341445089,GM0327,Leusden
"450",BU03270102,Rozenboom,"BU03270107,BU03270100,BU03270000,BU03270001,BU03270101,BU03270103",157913.136824376,460684.135737181,GM0327,Leusden
"451",BU03270103,Rozendaal,"BU03270102,BU03270001,BU03270101,BU03270104,BU03270002,BU03270003,BU03270106",158284.612858432,460717.412878469,GM0327,Leusden
"452",BU03270104,Alandsbeek-West,"BU03270101,BU03270103,BU03270002,BU03270003,BU03270105,BU03270106",158575.717608892,460704.326744368,GM0327,Leusden
"453",BU03270105,Alandsbeek-Oost,"BU03270104,BU03270003,BU03270106,BU03270009",158867.259394547,460681.475868052,GM0327,Leusden
"454",BU03270106,De Wetering,"BU03270400,BU03270101,BU03270103,BU03270104,BU03270501,BU03270500,BU03270105,BU03270009,BU03270309",158748.240168505,461187.953955063,GM0327,Leusden
"455",BU03270107,Rossenberg,"BU03270108,BU03270100,BU03270000,BU03270102,BU03270109",157405.377579576,460585.582478804,GM0327,Leusden
"456",BU03270108,Groenhouten,"BU03270107,BU03270000,BU03270007,BU03270009,BU03270109",157339.276938809,460197.708493144,GM0327,Leusden
"457",BU03270109,Buitengebied Leusden-Centrum West,"BU03071503,BU03071403,BU03071603,BU03270400,BU03270108,BU03270107,BU03270100,BU03270201,BU03270008,BU03270007,BU03270501,BU03270500,BU03270009,BU03270209",156860.278810163,460574.919060505,GM0327,Leusden
"458",BU03270200,Kern Leusden-Zuid,"BU03270201,BU03270209",156132.232921371,458923.022003048,GM0327,Leusden
"459",BU03270201,Tabaksteeg,"BU03270200,BU03270209,BU03270109",156742.138659121,458834.209582067,GM0327,Leusden
"460",BU03270209,Buitengebied Leusden-Zuid,"BU03071603,BU03070502,BU03270201,BU03270009,BU03510001,BU03510009,BU03510010,BU03270200,BU03270109,BU03510011,BU03550405",154054.181845708,458080.560261316,GM0327,Leusden
"461",BU03270300,Kern Achterveld,BU03270309,162621.900209991,460916.899325521,GM0327,Leusden
"462",BU03270309,Buitengebied Achterveld,"BU03270400,BU03071202,BU03270106,BU03270009,BU03270300,BU03510011",161292.792735625,460883.101762182,GM0327,Leusden
"463",BU03270400,Stoutenburg,"BU03071403,BU03071201,BU03071202,BU03071302,BU03270501,BU03270106,BU03270009,BU03270309,BU03270109",158299.530885287,462664.422947311,GM0327,Leusden
"464",BU03270500,'t Ruige Veld,"BU03270100,BU03270101,BU03270501,BU03270106,BU03270109",158065.629256183,461394.244285771,GM0327,Leusden
"465",BU03270501,'t Vliet,"BU03270400,BU03270500,BU03270106,BU03270109",157851.237058771,461793.500960375,GM0327,Leusden
"466",BU03310000,Lopik-Dorp,"BU03310001,BU03310005,BU03310009",124752.044936455,442990.011976021,GM0331,Lopik
"467",BU03310001,Graaf,"BU03310002,BU03310000,BU03310009",126898.376986094,443564.266055395,GM0331,Lopik
"468",BU03310002,Uitweg,"BU03310003,BU03310001,BU03310009",129226.33800534,444097.510702765,GM0331,Lopik
"469",BU03310003,Lopikerkapel,"BU03310002,BU03530030,BU03310009",131174.251232169,444678.440623459,GM0331,Lopik
"470",BU03310004,Jaarsveld,"BU03310008,BU07070101,BU03310009",126921.524572447,442431.025214698,GM0331,Lopik
"471",BU03310005,Wielsekade,"BU03310006,BU03310000,BU03310009",122889.595307671,442900.750620133,GM0331,Lopik
"472",BU03310006,Cabauw,"BU03310007,BU03310005,BU03310009",121397.461519163,441974.326293598,GM0331,Lopik
"473",BU03310007,Zevender,"BU19311203,BU03310006,BU03310009",120031.308497226,441326.500123096,GM0331,Lopik
"474",BU03310008,Lekdijk tussen Jaarsveld en Schoonhoven,"BU19311204,BU03310004,BU07070202,BU07070302,BU07070101,BU03310009,BU19270909,BU19270900,BU19270901",123250.014831525,440655.302597761,GM0331,Lopik
"475",BU03310009,Langs de Lekdijk Lopikerwaard,"BU03530016,BU03530020,BU19311101,BU19311203,BU19311204,BU03310029,BU07070103,BU06200007,BU03310004,BU03310002,BU03310003,BU03310001,BU03530030,BU03310019,BU03310007,BU03310006,BU03310005,BU03310000,BU03310008,BU07070101",125426.596306373,443274.378532122,GM0331,Lopik
"476",BU03310010,Benschop-Dorp,BU03310019,127075.897110727,446790.500658648,GM0331,Lopik
"477",BU03310019,Benschop Boveneind-Benedeneind,"BU03530022,BU03530021,BU03530020,BU03310029,BU05890212,BU03530003,BU03530025,BU03310010,BU03350209,BU03310009,BU03530029",125919.765292844,446439.613446713,GM0331,Lopik
"478",BU03310020,Polsbroek-Dorp,"BU19311101,BU03310029,BU19311100",118104.109207001,443293.255324744,GM0331,Lopik
"479",BU03310029,Polsbroek-Noordzijdseweg-Zuidzijdseweg,"BU19311101,BU03310020,BU05890211,BU05890212,BU19311100,BU03310019,BU03310009",119810.580668062,444349.898160203,GM0331,Lopik
"480",BU03350000,Montfoort,"BU03350209,BU03350108,BU03350201,BU03350109,BU03350001,BU03350103,BU03350102,BU03350202",124816.880567673,450544.934845299,GM0335,Montfoort
"481",BU03350001,Tabakshof en Heeswijk (gedeeltelijk),"BU03350109,BU03350103,BU03350000",125391.658564313,451161.868635251,GM0335,Montfoort
"482",BU03350100,Linschoten,"BU03350108,BU03350101",122637.70122414,452938.993051326,GM0335,Montfoort
"483",BU03350101,Polanen,"BU03350108,BU03350100,BU06320503,BU06320204",121901.6273495,453457.817418754,GM0335,Montfoort
"484",BU03350102,Cattenbroek,"BU03350108,BU03350109,BU06320503,BU06320605,BU06320604,BU03350000",124280.635518606,453430.810020952,GM0335,Montfoort
"485",BU03350103,Heeswijk,"BU03350201,BU03350109,BU03350001,BU03530029,BU03350000",126563.911806454,451032.335022094,GM0335,Montfoort
"486",BU03350108,Verspreide huizen Linschoten,"BU05890302,BU05890401,BU03350101,BU03350200,BU03350100,BU19010937,BU03350109,BU06320503,BU03350102,BU03350000,BU03350202,BU06320204",122289.157154893,452207.325813997,GM0335,Montfoort
"487",BU03350109,Verspreide huizen Mastwijk,"BU03441041,BU03350108,BU03441032,BU03350001,BU03350103,BU03530029,BU06320605,BU03350102,BU03350000",127105.392409597,452440.628088667,GM0335,Montfoort
"488",BU03350200,Willeskop,"BU05890212,BU03350209,BU05890401,BU03350108,BU03350202",123230.925197173,449509.45431017,GM0335,Montfoort
"489",BU03350201,Blokland,"BU03350209,BU03350103,BU03530029,BU03350000",125499.147222972,449395.650125623,GM0335,Montfoort
"490",BU03350202,Beneden Kerkweg,"BU03350209,BU03350108,BU03350200,BU03350000",124290.793456079,450184.826232426,GM0335,Montfoort
"491",BU03350209,Verspreide huizen,"BU05890212,BU03310019,BU03350200,BU03350201,BU03530029,BU03350000,BU03350202",125131.799930047,448563.093060025,GM0335,Montfoort
"492",BU03390000,Renswoude,BU03390009,165456.047670018,453913.688085238,GM0339,Renswoude
"493",BU03390009,Verspreide huizen,"BU03450405,BU03450501,BU03450505,BU02790008,BU03510012,BU02790000,BU02790009,BU03390000,BU03450506,BU15810302",165051.547359702,453384.251363959,GM0339,Renswoude
"494",BU03400001,Rhenen Binnenstad,"BU03400101,BU03400105,BU03400201,BU03400801",167288.994738882,441048.333684125,GM0340,Rhenen
"495",BU03400101,Cunera,"BU03400001,BU03400105,BU03400103,BU03400104,BU03400801",167812.997018755,440931.364543904,GM0340,Rhenen
"496",BU03400102,Vogelenzang,"BU03400103,BU03400401,BU03400801",168375.902687166,440639.321371252,GM0340,Rhenen
"497",BU03400103,Grebbekwartier Zuid,"BU03400101,BU03400105,BU03400104,BU03400102,BU03400401,BU03400801",168273.351777006,440894.30335953,GM0340,Rhenen
"498",BU03400104,Grebbekwartier Noord,"BU03400101,BU03400105,BU03400103,BU03400401,BU03400501",168280.930190952,441380.338028231,GM0340,Rhenen
"499",BU03400105,Bruine Eng,"BU03400301,BU03400101,BU03400001,BU03400201,BU03400103,BU03400104,BU03400501,BU03400303",167877.335282275,441277.747448997,GM0340,Rhenen
"500",BU03400201,Molenberg,"BU03400302,BU03400301,BU03400001,BU03400105,BU03400801,BU03400202,BU03400203",167265.893243617,441449.559589456,GM0340,Rhenen
"501",BU03400202,Donderberg,"BU03400201,BU03400801,BU03401001,BU03400203",166915.647408209,441586.994979263,GM0340,Rhenen
"502",BU03400203,Koerheuvel,"BU03400302,BU03400201,BU03400202,BU03401001",167166.610550696,441921.628603562,GM0340,Rhenen
"503",BU03400301,Rhenen Hoog,"BU03400302,BU03400105,BU03400201,BU03400303",167789.882140351,441727.190326803,GM0340,Rhenen
"504",BU03400302,Domineesberg,"BU03400301,BU03400201,BU03401001,BU03400203,BU03400303",167476.825831833,442087.306279553,GM0340,Rhenen
"505",BU03400303,Helling Bergweg,"BU03400302,BU03400301,BU03400105,BU03401001,BU03400501",167551.700416523,442519.516065836,GM0340,Rhenen
"506",BU03400401,Grebbeberg,"BU03400103,BU03400104,BU03400102,BU03400801,BU03400601,BU03400501",169212.342161397,441083.72357306,GM0340,Rhenen
"507",BU03400501,Randzone,"BU03450204,BU03400701,BU03400703,BU03400105,BU03400104,BU03400401,BU03400601,BU03401001,BU03400303,BU03400502",167456.245425539,443688.925412208,GM0340,Rhenen
"508",BU03400502,Veeneind,"BU03450204,BU03400503,BU03400504,BU03450302,BU03450203,BU03401101,BU03401001,BU03400501",165929.922428863,445814.402041846,GM0340,Rhenen
"509",BU03400503,Rhenendael,"BU03401101,BU03400502",165659.476482554,445988.199725414,GM0340,Rhenen
"510",BU03400504,Prattenburg,"BU03450302,BU03450507,BU03401101,BU03400502,BU15810308,BU15810302",164253.367107413,447159.567597787,GM0340,Rhenen
"511",BU03400601,Binnenveld,"BU03450208,BU03450204,BU03450205,BU03450207,BU03400701,BU03400702,BU03400703,BU03400401,BU03400801,BU03400501",169406.568394494,443580.845144071,GM0340,Rhenen
"512",BU03400701,Achterberg,"BU03400702,BU03400703,BU03400601,BU03400501",168897.356750092,442731.272802732,GM0340,Rhenen
"513",BU03400702,De Horst,"BU03400701,BU03400703,BU03400601",168802.991258568,442576.729844174,GM0340,Rhenen
