buurtcode,QI_oppervlakteklasse,QI_bouwjaarklasse,aantal_gebouwen,totaal_oppervlakte,gem_epi,buurtnaam
BU00580004,Medium,<1991,4,3028.0,1.851370541611625,Dokkum Betterwird
BU00580004,Medium,1991-2000,1,1275.0,0.54,Dokkum Betterwird
BU00580004,Medium,>2000,2,2124.0,1.512994350282486,Dokkum Betterwird
BU00580004,Large,<1991,1,3602.0,2.25,Dokkum Betterwird
BU00580005,Small,<1991,28,603.0,2.065837479270315,Dokkum Hoedemakerspolder
BU00580005,Small,1991-2000,1,43.0,1.3,Dokkum Hoedemakerspolder
BU00580005,Small,>2000,12,1159.0,1.3,Dokkum Hoedemakerspolder
BU00580005,Medium,<1991,7,4152.0,1.850130057803468,Dokkum Hoedemakerspolder
BU00580005,Medium,1991-2000,2,1150.0,1.3000000000000003,Dokkum Hoedemakerspolder
BU00580005,Medium,>2000,10,6345.0,1.1709661150512216,Dokkum Hoedemakerspolder
BU00580005,Large,<1991,2,43116.0,1.3971660172557752,Dokkum Hoedemakerspolder
BU00580006,Small,<1991,9,506.0,2.035474308300395,Dokkum De Woudhorne
BU00580006,Small,>2000,27,491.0,1.2999999999999996,Dokkum De Woudhorne
BU00580006,Medium,<1991,4,3165.0,2.25,Dokkum De Woudhorne
BU00580006,Large,<1991,3,14918.0,2.25,Dokkum De Woudhorne
BU00580006,Large,>2000,1,2212.0,1.3,Dokkum De Woudhorne
BU00580007,Medium,>2000,22,17226.0,1.2650214791594105,De Trije Terpen
BU00580007,Large,>2000,3,11201.0,1.1780207124363897,De Trije Terpen
BU00580008,Small,<1991,3,196.0,1.5999999999999999,Dokkum Weeshuislanden
BU00580008,Small,1991-2000,2,143.0,1.3,Dokkum Weeshuislanden
BU00580008,Medium,<1991,3,1294.0,1.4015455950540958,Dokkum Weeshuislanden
BU00580008,Medium,>2000,2,1680.0,1.3,Dokkum Weeshuislanden
BU00580009,Small,<1991,8,335.0,1.4865671641791047,Dokkum Jantjeszeepolder
BU00580009,Medium,<1991,4,3123.0,1.3449183477425553,Dokkum Jantjeszeepolder
BU00580009,Medium,>2000,5,4922.0,1.2788073953677366,Dokkum Jantjeszeepolder
BU00580009,Large,<1991,2,6289.0,1.6000000000000003,Dokkum Jantjeszeepolder
BU00580009,Large,1991-2000,1,4498.0,1.92,Dokkum Jantjeszeepolder
BU00580009,Large,>2000,1,3319.0,1.3,Dokkum Jantjeszeepolder
BU00580010,Small,1991-2000,2,17.0,1.3,Dokkum Kooilanden
BU00580011,Small,<1991,3,189.0,1.9714285714285715,Dokkum Hogedijken
BU00580011,Small,1991-2000,3,29.0,1.3,Dokkum Hogedijken
BU00580011,Small,>2000,6,341.0,1.3,Dokkum Hogedijken
BU00580011,Medium,<1991,5,2470.0,2.289331983805668,Dokkum Hogedijken
BU00580011,Medium,1991-2000,3,1934.0,1.3,Dokkum Hogedijken
BU00580011,Medium,>2000,8,6076.0,1.3,Dokkum Hogedijken
BU00580100,Small,<1991,11,562.0,2.058007117437722,Metslawier
BU00580100,Small,>2000,18,336.0,1.2999999999999998,Metslawier
BU00580100,Medium,<1991,5,2430.0,2.19320987654321,Metslawier
BU00580100,Medium,>2000,1,469.0,1.3,Metslawier
BU00580101,Small,<1991,4,126.0,2.619047619047619,Jouswier
BU00580101,Small,>2000,1,57.0,1.3,Jouswier
BU00580102,Small,<1991,6,393.0,2.588295165394402,Niawier
BU00580102,Small,>2000,2,78.0,1.3,Niawier
BU00580102,Medium,<1991,1,589.0,2.25,Niawier
BU00580103,Small,<1991,2,154.0,2.75,Wetsens
BU00580104,Small,<1991,3,158.0,2.5582278481012657,Aalsum
BU00580105,Small,<1991,3,194.0,2.679381443298969,Oostrum
BU00580105,Small,>2000,1,59.0,1.3,Oostrum
BU00580107,Small,<1991,2,13.0,2.25,Verspreide huizen Metslawier
BU00580107,Medium,<1991,1,207.0,2.7999999999999994,Verspreide huizen Metslawier
BU00580109,Small,<1991,2,100.0,2.745,Verspreide huizen Oostrum
BU00580109,Small,1991-2000,5,270.0,1.3,Verspreide huizen Oostrum
BU00580109,Small,>2000,1,124.0,1.3,Verspreide huizen Oostrum
BU00580109,Medium,<1991,1,1499.0,2.25,Verspreide huizen Oostrum
BU00580200,Small,<1991,25,1304.0,1.8699079754601224,Ee
BU00580200,Medium,<1991,5,2119.0,2.3382491741387446,Ee
BU00580201,Small,<1991,6,467.0,2.4023554603854387,Engwierum
BU00580201,Small,1991-2000,1,77.0,1.3,Engwierum
BU00580201,Medium,<1991,4,1514.0,2.596301188903567,Engwierum
BU00580202,Small,<1991,3,202.0,2.691584158415842,Dokkumer Nieuwe Zijlen
BU00580202,Small,1991-2000,1,14.0,1.3,Dokkumer Nieuwe Zijlen
BU00580202,Medium,1991-2000,1,501.0,1.3,Dokkumer Nieuwe Zijlen
BU00580208,Small,<1991,6,121.0,1.8363636363636362,Verspreide huizen Ee
BU00580208,Medium,<1991,1,448.0,2.8,Verspreide huizen Ee
BU00580209,Small,<1991,4,49.0,1.6,Verspreide huizen Engwierum
BU00580209,Small,1991-2000,2,51.0,1.3000000000000003,Verspreide huizen Engwierum
BU00580300,Small,<1991,17,1159.0,2.1386367558239865,Anjum
BU00580300,Small,1991-2000,1,70.0,1.3,Anjum
BU00580300,Small,>2000,4,258.0,1.2999999999999998,Anjum
BU00580300,Medium,<1991,8,3761.0,1.936450412124435,Anjum
BU00580300,Medium,1991-2000,1,231.0,1.3,Anjum
BU00580300,Medium,>2000,3,1865.0,1.3,Anjum
BU00580301,Small,<1991,2,98.0,2.25,Lioessens
BU00580301,Medium,<1991,4,1478.0,2.3303788903924225,Lioessens
BU00580302,Small,<1991,4,161.0,2.4413043478260867,Morra
BU00580302,Medium,<1991,2,418.0,2.5342105263157895,Morra
BU00580303,Small,<1991,49,3221.0,1.877463520645762,Oostmahorn
BU00580303,Small,1991-2000,108,7266.0,1.3731874483897606,Oostmahorn
BU00580303,Small,>2000,255,26904.0,1.2524059619387429,Oostmahorn
BU00580303,Medium,<1991,1,239.0,1.39,Oostmahorn
BU00580303,Medium,>2000,6,3678.0,1.3,Oostmahorn
BU00580307,Small,<1991,11,293.0,1.9965870307167235,Verspreide huizen Anjum
BU00580307,Medium,<1991,1,268.0,2.25,Verspreide huizen Anjum
BU00580307,Medium,>2000,1,514.0,1.3,Verspreide huizen Anjum
BU00580308,Small,<1991,1,4.0,2.25,Verspreide huizen Lioessens
BU00580309,Small,<1991,1,16.0,1.6,Verspreide huizen Morra
BU00580309,Small,>2000,1,181.0,1.3,Verspreide huizen Morra
BU00580400,Small,<1991,7,489.0,2.291922290388548,Oosternijkerk
BU00580400,Small,>2000,1,17.0,1.3,Oosternijkerk
BU00580400,Medium,<1991,6,2752.0,2.374709302325581,Oosternijkerk
BU00580401,Small,<1991,8,649.0,2.7389830508474566,Paesens
BU00580401,Small,>2000,1,107.0,1.3,Paesens
BU00580401,Medium,<1991,1,530.0,2.25,Paesens
BU00580408,Small,<1991,2,18.0,1.7805555555555554,Verspreide huizen Oosternijkerk
BU00580409,Small,<1991,2,89.0,2.7691011235955054,Verspreide huizen Paesens
BU00580409,Medium,1991-2000,1,200.0,1.3,Verspreide huizen Paesens
BU00580500,Small,<1991,12,724.0,2.080317679558011,Ternaard
BU00580500,Small,1991-2000,2,81.0,1.3,Ternaard
BU00580500,Small,>2000,3,282.0,1.3,Ternaard
BU00580500,Medium,<1991,12,4966.0,2.2042287555376556,Ternaard
BU00580500,Medium,>2000,1,315.0,0.87,Ternaard
BU00580501,Small,<1991,7,607.0,2.6822899505766062,Wierum
BU00580501,Small,>2000,1,30.0,1.3,Wierum
BU00580501,Medium,<1991,2,775.0,2.3637161290322575,Wierum
BU00580502,Small,<1991,5,352.0,2.7046875,Nes
BU00580502,Medium,<1991,3,937.0,2.25,Nes
BU00580503,Small,<1991,12,701.0,2.5872325249643366,Moddergat
BU00580503,Small,1991-2000,1,59.0,1.3,Moddergat
BU00580503,Small,>2000,1,66.0,1.3,Moddergat
BU00580503,Medium,1991-2000,1,325.0,1.3,Moddergat
BU00580503,Medium,>2000,1,366.0,1.3,Moddergat
BU00580506,Small,<1991,5,92.0,2.5875,Verspreide huizen Ternaard
BU00580506,Small,>2000,1,23.0,1.3,Verspreide huizen Ternaard
BU00580506,Medium,>2000,1,520.0,1.3,Verspreide huizen Ternaard
BU00580508,Small,<1991,1,70.0,2.8,Verspreide huizen Nes
BU00580508,Small,1991-2000,1,18.0,1.3,Verspreide huizen Nes
BU00580508,Small,>2000,1,33.0,1.3,Verspreide huizen Nes
BU00580509,Small,<1991,1,36.0,2.25,Verspreide huizen Moddergat
BU00580509,Small,>2000,1,58.0,1.3,Verspreide huizen Moddergat
BU00580600,Small,<1991,19,1306.0,2.1942572741194484,Holwerd
BU00580600,Small,1991-2000,11,251.0,1.3000000000000003,Holwerd
BU00580600,Small,>2000,2,213.0,1.3000000000000003,Holwerd
BU00580600,Medium,<1991,10,4128.0,2.33000242248062,Holwerd
BU00580600,Medium,>2000,3,1402.0,1.0302139800285306,Holwerd
BU00580600,Large,<1991,1,2764.0,2.25,Holwerd
BU00580601,Small,<1991,2,123.0,2.7821138211382115,Waaxens
BU00580602,Small,<1991,4,286.0,2.6610139860139856,Brantgum
BU00580602,Medium,<1991,3,857.0,2.389906651108518,Brantgum
BU00580603,Small,<1991,4,223.0,2.7901345291479824,Foudgum
BU00580604,Small,<1991,4,131.0,2.543893129770992,Bornwird
BU00580604,Medium,<1991,1,513.0,1.6,Bornwird
BU00580605,Small,<1991,2,93.0,2.7231182795698925,Raard
BU00580605,Small,>2000,1,60.0,1.3,Raard
BU00580605,Medium,<1991,2,455.0,2.1934065934065936,Raard
BU00580608,Small,<1991,15,634.0,2.5653785488958993,Verspreide huizen Holwerd
BU00580608,Small,1991-2000,3,52.0,1.3000000000000003,Verspreide huizen Holwerd
BU00580608,Small,>2000,3,184.0,1.3,Verspreide huizen Holwerd
BU00580608,Medium,<1991,3,1301.0,2.017332820906995,Verspreide huizen Holwerd
BU00580608,Large,<1991,1,2596.0,3.01,Verspreide huizen Holwerd
BU00580609,Small,<1991,1,120.0,2.25,Verspreide huizen Brantgum
BU00580700,Small,<1991,5,217.0,2.052995391705069,Hantum
BU00580700,Small,>2000,1,79.0,1.3,Hantum
BU00580700,Medium,<1991,2,550.0,2.8,Hantum
BU00580701,Small,<1991,3,146.0,2.5325342465753424,Hantumhuizen
BU00580701,Medium,<1991,1,250.0,2.8,Hantumhuizen
BU00580702,Small,<1991,1,4.0,1.6,Hantumeruitburen
BU00580703,Small,<1991,3,140.0,2.5185714285714287,Hiaure
BU00580703,Small,>2000,1,45.0,1.3,Hiaure
BU00580708,Small,<1991,3,194.0,2.2494845360824742,Verspreide huizen Hantum
BU00580709,Small,<1991,1,5.0,2.25,Verspreide huizen Hantumhuizen
BU00580709,Medium,<1991,1,768.0,2.25,Verspreide huizen Hantumhuizen
BU00590000,Small,<1991,135,5140.0,2.162428015564203,Buitenpost
BU00590000,Small,1991-2000,46,1307.0,1.3000000000000003,Buitenpost
BU00590000,Small,>2000,8,494.0,1.2999999999999998,Buitenpost
BU00590000,Medium,<1991,44,28868.0,1.9582475405293056,Buitenpost
BU00590000,Medium,1991-2000,10,6287.0,1.0157006521393352,Buitenpost
BU00590000,Medium,>2000,2,1739.0,1.2999999999999998,Buitenpost
BU00590000,Large,<1991,5,29535.0,1.9550211613340103,Buitenpost
BU00590000,Large,1991-2000,1,2723.0,1.16,Buitenpost
BU00590001,Small,<1991,10,644.0,2.261801242236025,Twijzel
BU00590001,Medium,<1991,10,3949.0,2.051962522157508,Twijzel
BU00590001,Medium,>2000,2,964.0,1.3,Twijzel
BU00590001,Large,<1991,1,3212.0,2.25,Twijzel
BU00590002,Small,<1991,42,1948.0,2.183033880903491,Kootstertille
BU00590002,Small,1991-2000,5,319.0,1.3,Kootstertille
BU00590002,Small,>2000,12,292.0,1.3,Kootstertille
BU00590002,Medium,<1991,13,7037.0,1.941210743214438,Kootstertille
BU00590002,Medium,1991-2000,1,223.0,1.3,Kootstertille
BU00590002,Medium,>2000,1,1510.0,1.3,Kootstertille
BU00590003,Small,<1991,13,786.0,1.956450381679389,Twijzelerheide
BU00590003,Small,1991-2000,3,129.0,1.3,Twijzelerheide
BU00590003,Small,>2000,3,198.0,1.3000000000000003,Twijzelerheide
BU00590003,Medium,<1991,9,4916.0,2.302766476810415,Twijzelerheide
BU00590003,Medium,1991-2000,1,906.0,1.3,Twijzelerheide
BU00590004,Small,<1991,5,294.0,2.5698979591836735,Gerkesklooster
BU00590004,Small,1991-2000,1,23.0,1.3,Gerkesklooster
BU00590004,Small,>2000,1,98.0,1.3,Gerkesklooster
BU00590004,Medium,<1991,7,4230.0,2.0805082742316787,Gerkesklooster
BU00590004,Medium,>2000,2,1227.0,1.3,Gerkesklooster
BU00590005,Small,<1991,12,463.0,2.4525917926565874,Verspreide huizen Buitenpost
BU00590005,Small,1991-2000,2,202.0,1.3,Verspreide huizen Buitenpost
BU00590005,Small,>2000,9,717.0,1.2999999999999998,Verspreide huizen Buitenpost
BU00590005,Medium,<1991,2,1087.0,1.6,Verspreide huizen Buitenpost
BU00590005,Medium,>2000,2,1830.0,1.3,Verspreide huizen Buitenpost
BU00590006,Small,<1991,1,12.0,2.25,Verspreide huizen Twijzel
BU00590007,Small,<1991,4,208.0,2.1437500000000003,Verspreide huizen Kootstertille
BU00590007,Small,>2000,3,261.0,1.3,Verspreide huizen Kootstertille
BU00590007,Medium,<1991,4,2579.0,1.7945715393563395,Verspreide huizen Kootstertille
BU00590008,Small,<1991,2,56.0,1.7857142857142858,Verspreide huizen Twijzelerheide
BU00590008,Small,>2000,8,512.0,1.3,Verspreide huizen Twijzelerheide
BU00590008,Medium,<1991,2,1524.0,2.0716535433070864,Verspreide huizen Twijzelerheide
BU00590009,Small,<1991,4,46.0,1.6989130434782609,Verspreide huizen Gerkesklooster
BU00590100,Small,<1991,5,435.0,2.25,Stroobos
BU00590100,Small,1991-2000,1,49.0,1.3,Stroobos
BU00590100,Small,>2000,3,111.0,1.3,Stroobos
BU00590100,Medium,<1991,3,1865.0,1.9781501340482575,Stroobos
BU00590100,Medium,>2000,1,582.0,1.3,Stroobos
BU00590100,Large,<1991,1,3593.0,1.6,Stroobos
BU00590102,Small,<1991,15,1129.0,2.0278565101860053,Drogeham
BU00590102,Small,>2000,5,254.0,1.3,Drogeham
BU00590102,Medium,<1991,10,5878.0,2.1709424974481113,Drogeham
BU00590102,Medium,>2000,2,1881.0,1.3,Drogeham
BU00590103,Small,<1991,19,687.0,1.9907569141193593,Augustinusga
BU00590103,Small,>2000,1,50.0,1.3,Augustinusga
BU00590103,Medium,<1991,6,2414.0,2.151263463131732,Augustinusga
BU00590107,Small,<1991,1,25.0,2.25,Verspreide huizen Stroobos
BU00590108,Small,<1991,4,177.0,2.25,Verspreide huizen Drogeham
BU00590108,Small,1991-2000,1,5.0,1.3,Verspreide huizen Drogeham
BU00590108,Medium,>2000,2,871.0,1.3000000000000003,Verspreide huizen Drogeham
BU00590109,Small,<1991,4,40.0,1.9737500000000001,Verspreide huizen Augustinusga
BU00590109,Small,>2000,1,102.0,1.3,Verspreide huizen Augustinusga
BU00590109,Medium,<1991,1,515.0,2.8,Verspreide huizen Augustinusga
BU00590200,Small,<1991,122,6282.0,2.0838888888888887,Surhuisterveen
BU00590200,Small,1991-2000,17,800.0,1.3,Surhuisterveen
BU00590200,Small,>2000,27,2934.0,1.2785173824130878,Surhuisterveen
BU00590200,Medium,<1991,68,39923.0,1.8797415023921047,Surhuisterveen
BU00590200,Medium,1991-2000,15,6828.0,1.2059666080843585,Surhuisterveen
BU00590200,Medium,>2000,17,7185.0,1.2662978427279055,Surhuisterveen
BU00590200,Large,<1991,6,19758.0,2.101197489624456,Surhuisterveen
BU00590200,Large,1991-2000,1,2180.0,1.3,Surhuisterveen
BU00590200,Large,>2000,1,2024.0,1.3,Surhuisterveen
BU00590201,Small,<1991,38,1741.0,2.1256174612291785,Harkema
BU00590201,Small,1991-2000,11,265.0,1.3826415094339624,Harkema
BU00590201,Small,>2000,5,487.0,1.3,Harkema
BU00590201,Medium,<1991,17,11076.0,2.057177681473456,Harkema
BU00590201,Medium,1991-2000,1,326.0,1.3,Harkema
BU00590201,Medium,>2000,7,3488.0,1.2722362385321102,Harkema
BU00590201,Large,1991-2000,1,2012.0,1.3,Harkema
BU00590202,Small,<1991,3,21.0,2.0952380952380953,Surhuizum
BU00590202,Small,>2000,2,149.0,1.2999999999999998,Surhuizum
BU00590202,Medium,<1991,6,2753.0,2.073864874682165,Surhuizum
BU00590203,Small,<1991,4,329.0,2.7563829787234044,Boelenslaan
BU00590203,Medium,<1991,4,1607.0,1.7237710018668329,Boelenslaan
BU00590206,Small,<1991,2,77.0,2.25,Verspreide huizen Surhuisterveen
BU00590206,Small,>2000,2,270.0,1.3,Verspreide huizen Surhuisterveen
BU00590206,Medium,>2000,4,2593.0,1.156999614346317,Verspreide huizen Surhuisterveen
BU00590207,Small,<1991,2,13.0,2.25,Verspreide huizen Harkema
BU00590207,Small,>2000,2,204.0,1.3000000000000003,Verspreide huizen Harkema
BU00590207,Medium,>2000,1,725.0,1.3,Verspreide huizen Harkema
BU00590208,Small,<1991,7,223.0,2.543497757847534,Verspreide huizen Surhuizum
BU00590209,Small,<1991,2,59.0,1.7101694915254237,Verspreide huizen Boelenslaan
BU00590209,Small,>2000,1,43.0,1.3,Verspreide huizen Boelenslaan
BU00590209,Medium,<1991,2,643.0,2.25,Verspreide huizen Boelenslaan
BU00600000,Small,<1991,67,6147.0,2.201688628599317,Nes
BU00600000,Small,1991-2000,27,1731.0,1.3000000000000003,Nes
BU00600000,Small,>2000,32,3375.0,1.2775288888888885,Nes
BU00600000,Medium,<1991,37,16857.0,2.1420982381206626,Nes
BU00600000,Medium,1991-2000,1,1400.0,1.3,Nes
BU00600000,Medium,>2000,5,2351.0,1.3,Nes
BU00600000,Large,<1991,1,2397.0,1.6,Nes
BU00600001,Small,<1991,283,23717.0,2.0267314584475273,Buren
BU00600001,Small,1991-2000,179,15120.0,1.300538359788358,Buren
BU00600001,Small,>2000,68,8956.0,1.3003997320232243,Buren
BU00600001,Medium,<1991,31,13766.0,2.072002033996804,Buren
BU00600001,Medium,1991-2000,4,1090.0,1.3,Buren
BU00600001,Medium,>2000,42,13437.0,1.2867738334449652,Buren
BU00600001,Large,<1991,1,4254.0,1.6,Buren
BU00600001,Large,1991-2000,1,2095.0,1.3,Buren
BU00600002,Small,<1991,29,2644.0,2.311932677760968,Ballum
BU00600002,Small,1991-2000,2,233.0,1.2999999999999998,Ballum
BU00600002,Small,>2000,9,933.0,1.2999999999999998,Ballum
BU00600002,Medium,<1991,11,5567.0,2.398167774384767,Ballum
BU00600002,Medium,>2000,1,725.0,1.3,Ballum
BU00600002,Large,<1991,1,2200.0,2.25,Ballum
BU00600003,Small,<1991,108,7867.0,2.259374602771069,Hollum
BU00600003,Small,1991-2000,13,796.0,1.3,Hollum
BU00600003,Small,>2000,8,594.0,1.2650673400673402,Hollum
BU00600003,Medium,<1991,27,16605.0,2.2343300210779886,Hollum
BU00600003,Medium,1991-2000,2,726.0,1.3,Hollum
BU00600003,Medium,>2000,1,357.0,1.3,Hollum
BU00600003,Large,1991-2000,1,2060.0,1.28,Hollum
BU00600007,Small,<1991,224,15752.0,2.1366816912138136,Verspreide huizen Ballum
BU00600007,Small,1991-2000,11,1000.0,1.284,Verspreide huizen Ballum
BU00600007,Small,>2000,23,2657.0,1.3,Verspreide huizen Ballum
BU00600007,Medium,<1991,15,12361.0,1.9071272550764502,Verspreide huizen Ballum
BU00600007,Medium,>2000,4,1515.0,1.3,Verspreide huizen Ballum
BU00600008,Small,<1991,85,6425.0,2.214281712062257,Verspreide huizen Nes
BU00600008,Small,1991-2000,187,11869.0,1.415141966467267,Verspreide huizen Nes
BU00600008,Small,>2000,19,2496.0,1.3000000000000003,Verspreide huizen Nes
BU00600008,Medium,<1991,9,5147.0,2.066378472896833,Verspreide huizen Nes
BU00600008,Medium,1991-2000,5,4634.0,1.3,Verspreide huizen Nes
BU00600008,Medium,>2000,5,1448.0,1.3,Verspreide huizen Nes
BU00600008,Large,<1991,2,5937.0,1.9434478692942563,Verspreide huizen Nes
BU00600008,Large,1991-2000,1,4805.0,1.3,Verspreide huizen Nes
BU00600008,Large,>2000,1,2219.0,1.3,Verspreide huizen Nes
BU00600009,Small,<1991,334,19574.0,1.8821308879125378,Verspreide huizen Hollum
BU00600009,Small,1991-2000,93,7352.0,1.3018389553862895,Verspreide huizen Hollum
BU00600009,Small,>2000,141,14100.0,1.2969028368794333,Verspreide huizen Hollum
BU00600009,Medium,<1991,5,2009.0,2.2390492782478844,Verspreide huizen Hollum
BU00600009,Medium,1991-2000,2,538.0,1.0962453531598513,Verspreide huizen Hollum
BU00600009,Medium,>2000,5,1404.0,1.3,Verspreide huizen Hollum
BU00600009,Large,<1991,1,3540.0,1.6,Verspreide huizen Hollum
BU00600009,Large,1991-2000,1,2263.0,1.3,Verspreide huizen Hollum
BU00790000,Small,<1991,126,5815.0,2.2613086844368016,Kollum
BU00790000,Small,1991-2000,4,303.0,1.2999999999999998,Kollum
BU00790000,Small,>2000,24,830.0,1.3,Kollum
BU00790000,Medium,<1991,49,30978.0,2.1652889147136674,Kollum
BU00790000,Medium,1991-2000,6,2426.0,1.2898351195383346,Kollum
BU00790000,Medium,>2000,10,6153.0,1.2853404843165934,Kollum
BU00790000,Large,<1991,3,10761.0,1.3614366694545115,Kollum
BU00790009,Small,<1991,5,62.0,2.008870967741936,Verspreide huizen Kollum
BU00790009,Small,1991-2000,3,84.0,1.3,Verspreide huizen Kollum
BU00790009,Small,>2000,1,9.0,1.3,Verspreide huizen Kollum
BU00790009,Medium,<1991,2,927.0,1.968824163969795,Verspreide huizen Kollum
BU00790100,Small,<1991,4,52.0,2.056730769230769,Burum
BU00790100,Small,>2000,1,20.0,1.3,Burum
BU00790100,Medium,<1991,5,2183.0,2.369674759505268,Burum
BU00790101,Small,<1991,2,13.0,2.05,Kollumerpomp
BU00790101,Medium,<1991,3,1235.0,2.074858299595142,Kollumerpomp
BU00790102,Small,<1991,3,171.0,2.25,Warfstermolen
BU00790103,Small,<1991,5,236.0,2.5927966101694913,Munnekezijl
BU00790103,Small,1991-2000,1,64.0,1.3,Munnekezijl
BU00790103,Medium,<1991,3,1581.0,2.4051549652118913,Munnekezijl
BU00790104,Small,<1991,2,132.0,2.6818181818181817,Augsbuurt
BU00790104,Small,1991-2000,2,12.0,1.3,Augsbuurt
BU00790106,Small,<1991,6,72.0,1.961111111111111,Verspreide huizen Burum
BU00790106,Small,>2000,2,9.0,1.3,Verspreide huizen Burum
BU00790106,Medium,>2000,1,683.0,1.3,Verspreide huizen Burum
BU00790107,Small,<1991,4,79.0,1.990506329113924,Verspreide huizen Kollumerpomp
BU00790107,Small,1991-2000,1,25.0,1.3,Verspreide huizen Kollumerpomp
BU00790107,Small,>2000,11,1004.0,1.2999999999999998,Verspreide huizen Kollumerpomp
BU00790107,Medium,>2000,1,323.0,1.3,Verspreide huizen Kollumerpomp
BU00790108,Small,<1991,1,4.0,2.25,Verspreide huizen Warfstermolen
BU00790108,Small,>2000,1,6.0,1.3,Verspreide huizen Warfstermolen
BU00790108,Medium,<1991,1,372.0,1.4700000000000002,Verspreide huizen Warfstermolen
BU00790109,Small,<1991,3,33.0,1.7181818181818183,Verspreide huizen Munnekezijl
BU00790109,Small,>2000,10,1300.0,1.3,Verspreide huizen Munnekezijl
BU00790200,Small,<1991,4,106.0,1.8514150943396226,Oudwoude
BU00790200,Small,1991-2000,3,194.0,1.1682474226804123,Oudwoude
BU00790200,Small,>2000,8,627.0,1.2999999999999998,Oudwoude
BU00790200,Medium,<1991,5,2261.0,2.0511278195488725,Oudwoude
BU00790200,Medium,1991-2000,1,881.0,1.3,Oudwoude
BU00790201,Small,<1991,2,16.0,1.7625000000000002,Triemen
BU00790201,Small,1991-2000,1,4.0,1.3,Triemen
BU00790201,Medium,<1991,1,254.0,0.97,Triemen
BU00790202,Small,<1991,4,65.0,1.8746153846153846,Westergeest
BU00790202,Small,1991-2000,2,124.0,1.2999999999999998,Westergeest
BU00790202,Medium,<1991,2,805.0,2.1724223602484467,Westergeest
BU00790208,Small,<1991,1,68.0,1.3,Verspreide huizen Oudwoude
BU00790208,Small,1991-2000,1,49.0,1.3,Verspreide huizen Oudwoude
BU00790208,Small,>2000,14,958.0,1.2814718162839247,Verspreide huizen Oudwoude
BU00790208,Medium,<1991,2,558.0,1.889354838709678,Verspreide huizen Oudwoude
BU00790209,Small,<1991,3,20.0,2.25,Verspreide huizen Westergeest
BU00790209,Small,1991-2000,1,4.0,1.3,Verspreide huizen Westergeest
BU00790209,Small,>2000,3,165.0,1.3,Verspreide huizen Westergeest
BU00790209,Medium,>2000,2,1549.0,1.3,Verspreide huizen Westergeest
BU00790300,Small,<1991,37,1033.0,2.1223039690222656,Kollumerzwaag
BU00790300,Small,1991-2000,3,51.0,1.3,Kollumerzwaag
BU00790300,Small,>2000,1,36.0,1.3,Kollumerzwaag
BU00790300,Medium,<1991,15,8842.0,2.039832617054965,Kollumerzwaag
BU00790300,Medium,1991-2000,1,1077.0,1.3,Kollumerzwaag
BU00790300,Medium,>2000,2,590.0,1.3,Kollumerzwaag
BU00790300,Large,1991-2000,1,3690.0,1.3,Kollumerzwaag
BU00790301,Small,<1991,3,173.0,1.6225433526011563,Zwagerbosch
BU00790302,Small,<1991,4,190.0,2.3878947368421053,Veenklooster
