neighbourhood,type,E,H,geothermal,TEO,HT,MT,LT,undefined,backup,undecided,useful_heat,heat_reduction
BU03072900,residences,6420.0,,,,,,,nan,nan,,nan,nan
BU03072900,utility,0.0,,,,,,,0.0,0.0,,0.0,0.0
BU03072902,residences,3790.0,,,,,,,13644.0,5457.6,,13644.0,0.0
BU03072902,utility,2.384615387,,,,,,,8.584615387000001,3.433846154800001,,8.584615387000001,0.0
BU03073100,residences,0.0,,,,,,,,,,0.0,0.0
BU03073100,utility,51164.20353130868,,,,,,,,,,1433.7248426575402,115.10592426645992
BU03073101,residences,122778.0,,,,,,,30156.0,12062.400000000001,,30156.0,0.0
BU03073101,utility,677.861538521,,,,,,,166.492308168,66.59692326720001,,166.492308168,0.0
BU03100803,residences,0.0,,,,,,,,,,0.0,0.0
BU03100803,utility,6607.975369596774,,,,,,,,,,218.5037894466514,70.75774849834859
BU03100902,residences,2683.826666666667,127.77777777777777,,,,,,,,,230.0,0.0
BU03100902,utility,29588.15676186869,1408.700855313333,,,,,,,,,2535.6615395639997,0.0
BU03170211,residences,0.0,,,,,,,,,,0.0,0.0
BU03170211,utility,151.91025640406667,,,,,,,,,,1.307692309,0.0
BU03211230,residences,52554.0,,,,,,,13830.0,5532.000000000001,,13830.0,0.0
BU03211230,utility,6056.030769762,,,,,,,1593.6923092859997,637.4769237144,,1593.6923092859997,0.0
BU03211231,residences,5540.0,,,,,,,nan,nan,,nan,nan
BU03211231,utility,411.46153887300005,,,,,,,1398.969233238,559.5876932952001,,1398.969233238,0.0
BU03211234,residences,4968.0,,,,,,,nan,nan,,nan,nan
BU03211234,utility,0.0,,,,,,,0.0,0.0,,0.0,0.0
