BU_CODE,GM_CODE,InStudieGebied?,Aantal_woningen [Aansluiting],Aantal_utiliteit [Aansluiting],nrWEQ_woningen [WEQ],nrWEQ_utiliteit [WEQ),,nrWEQ_totaal [WEQ],Vraag_perWEQ_Totaal [ giga J per WEQ*yr],Vraag_perWEQ_RV [ giga J per WEQ*yr],Vraag_perWEQ_TW [ giga J per WEQ*yr],Vraag_perWEQ_Vent [ giga J per WEQ*yr],Vraag_perWEQ_K [ giga J per WEQ*yr],Vraag_perWEQ_App [ giga J per WEQ*yr],,Vraag_Totaal [ giga J per yr],Vraag_RV [ giga J per yr],Vraag_TW [ giga J per yr],Vraag_Vent [ giga J per yr],Vraag_K [ giga J per yr],Vraag_App [ giga J per yr],,Studiegebied variabelen,nrWEQ_woningen [WEQ],nrWEQ_utiliteit [WEQ),nrWEQ_totaal [WEQ],Vraag_Totaal [ giga J per yr],Vraag_RV [ giga J per yr],Vraag_TW [ giga J per yr],Vraag_Vent [ giga J per yr],Vraag_K [ giga J per yr],Vraag_App [ giga J per yr],,,,,
BU02001601,GM0200,0,93,8,93,168,,261,92,36,4,0,3,50,,24016,9397,1044,0,783,13052,,,,,,,,,,,,,,,,
BU02001602,GM0200,0,256,32,256,60,,316,67,40,7,0,1,18,,21179,12644,2213,0,316,5690,,,,,,,,,,,,,,,,
BU02001603,GM0200,0,299,25,299,57,,356,78,53,8,0,2,16,,27793,18885,2851,0,713,5701,,,,,,,,,,,,,,,,
BU02001604,GM0200,0,85,5,85,8,,93,71,49,8,0,1,12,,6633,4578,747,0,93,1121,,,,,,,,,,,,,,,,
BU02001701,GM0200,0,147,15,147,75,,222,86,55,6,0,2,24,,19084,12205,1331,0,444,5326,,,,,,,,,,,,,,,,
BU02001702,GM0200,0,44,5,44,17,,61,84,57,7,0,3,17,,5108,3466,426,0,182,1034,,,,,,,,,,,,,,,,
BU02001703,GM0200,0,0,1,0,0,,0,100,31,0,0,9,59,,37,11,0,0,3,22,,,,,,,,,,,,,,,,
BU02001704,GM0200,0,324,19,324,59,,383,80,55,8,0,1,16,,30626,21056,3063,0,383,6125,,,,,,,,,,,,,,,,
BU02001705,GM0200,0,292,30,292,98,,390,81,49,7,0,2,23,,31605,19119,2731,0,780,8974,,,,,,,,,,,,,,,,
BU02001706,GM0200,0,273,14,273,29,,302,73,54,8,0,0,10,,22031,16297,2414,0,0,3018,,,,,,,,,,,,,,,,
BU02020100,GM0202,0,782,311,782,1845,,2627,103,53,3,0,7,40,,270594,139238,7881,0,18390,105085,,,,,,,,,,,,,,,,
BU02020101,GM0202,0,1221,232,1221,846,,2067,68,34,4,0,4,26,,140584,70292,8270,0,8270,53753,,,,,,,,,,,,,,,,
BU02020102,GM0202,0,825,400,825,1071,,1896,95,51,4,0,6,34,,180124,96698,7584,0,11376,64466,,,,,,,,,,,,,,,,
BU02020103,GM0202,0,155,82,155,334,,489,103,51,3,0,6,43,,50382,24946,1467,0,2935,21033,,,,,,,,,,,,,,,,
BU02020104,GM0202,0,195,99,195,711,,906,105,52,3,0,8,42,,95144,47119,2718,0,7249,38057,,,,,,,,,,,,,,,,
BU02020170,GM0202,0,646,24,646,552,,1198,79,46,4,0,3,26,,94627,55099,4791,0,3593,31143,,,,,,,,,,,,,,,,
BU02020210,GM0202,0,927,195,927,328,,1255,62,33,5,0,3,21,,77819,41420,6276,0,3765,26358,,,,,,,,,,,,,,,,
BU02020211,GM0202,0,1541,142,1541,345,,1886,64,38,6,0,2,18,,120701,71666,11316,0,3772,33947,,,,,,,,,,,,,,,,
BU02020212,GM0202,0,1034,63,1034,217,,1251,57,35,6,0,1,14,,71321,43793,7507,0,1251,17517,,,,,,,,,,,,,,,,
BU02020314,GM0202,0,998,114,998,314,,1312,59,39,6,0,1,13,,77437,51187,7875,0,1312,17062,,,,,,,,,,,,,,,,
BU02020320,GM0202,0,1221,17,1221,43,,1264,44,27,7,0,0,10,,55634,34139,8851,0,0,12644,,,,,,,,,,,,,,,,
BU02020321,GM0202,0,266,3,266,4,,270,48,31,7,0,0,9,,12958,8369,1890,0,0,2430,,,,,,,,,,,,,,,,
BU02020322,GM0202,0,24,290,24,2213,,2237,93,47,1,0,5,40,,208045,105141,2237,0,11185,89482,,,,,,,,,,,,,,,,
BU02020338,GM0202,0,0,35,0,568,,568,111,42,1,0,10,58,,63031,23850,568,0,5678,32935,,,,,,,,,,,,,,,,
BU02020339,GM0202,0,249,51,249,186,,435,64,27,5,0,3,29,,27847,11748,2176,0,1305,12618,,,,,,,,,,,,,,,,
BU02020423,GM0202,0,1256,61,1256,84,,1340,41,23,6,0,1,11,,54925,30812,8038,0,1340,14736,,,,,,,,,,,,,,,,
BU02020424,GM0202,0,790,44,790,26,,816,38,20,7,0,0,11,,31012,16322,5713,0,0,8977,,,,,,,,,,,,,,,,
BU02020425,GM0202,0,2054,311,2054,558,,2612,49,27,6,0,1,15,,128000,70531,15673,0,2612,39184,,,,,,,,,,,,,,,,
BU02020526,GM0202,0,2692,422,2692,369,,3061,50,31,6,0,1,12,,153033,94881,18364,0,3061,36728,,,,,,,,,,,,,,,,
BU02020527,GM0202,0,302,52,302,45,,347,63,42,7,0,1,14,,21888,14592,2432,0,347,4864,,,,,,,,,,,,,,,,
BU02020528,GM0202,0,798,148,798,890,,1688,59,31,3,0,2,23,,99571,52317,5063,0,3375,38816,,,,,,,,,,,,,,,,
BU02020529,GM0202,0,3,47,3,1156,,1159,90,33,1,0,7,49,,104293,38241,1159,0,8112,56782,,,,,,,,,,,,,,,,
BU02020630,GM0202,0,899,50,899,55,,954,48,29,7,0,1,11,,45806,27674,6680,0,954,10497,,,,,,,,,,,,,,,,
BU02020631,GM0202,0,1451,40,1451,76,,1527,52,35,7,0,0,10,,79384,53432,10686,0,0,15266,,,,,,,,,,,,,,,,
BU02020650,GM0202,0,491,8,491,89,,580,67,44,7,0,1,15,,38871,25527,4061,0,580,8702,,,,,,,,,,,,,,,,
BU02020732,GM0202,0,1289,65,1289,110,,1399,46,27,7,0,1,11,,64344,37767,9792,0,1399,15387,,,,,,,,,,,,,,,,
BU02020733,GM0202,0,1269,97,1269,120,,1389,50,30,7,0,1,12,,69463,41678,9725,0,1389,16671,,,,,,,,,,,,,,,,
BU02020734,GM0202,0,740,20,740,99,,839,53,35,7,0,0,11,,44454,29357,5871,0,0,9226,,,,,,,,,,,,,,,,
BU02020735,GM0202,0,783,53,783,123,,906,57,36,7,0,1,13,,51656,32625,6344,0,906,11781,,,,,,,,,,,,,,,,
BU02020840,GM0202,0,634,61,634,990,,1624,113,67,3,0,6,37,,183512,108808,4872,0,9744,60088,,,,,,,,,,,,,,,,
BU02020841,GM0202,0,538,38,538,218,,756,73,41,5,0,3,23,,55219,31013,3782,0,2269,17398,,,,,,,,,,,,,,,,
BU02020842,GM0202,0,121,13,121,654,,775,86,58,2,0,3,24,,66665,44960,1550,0,2326,18604,,,,,,,,,,,,,,,,
BU02020843,GM0202,0,958,121,958,99,,1057,55,35,6,0,1,13,,58116,36983,6340,0,1057,13737,,,,,,,,,,,,,,,,
BU02020844,GM0202,0,1060,56,1060,70,,1130,59,39,7,0,0,12,,66690,44083,7912,0,0,13564,,,,,,,,,,,,,,,,
BU02020845,GM0202,0,965,109,965,185,,1150,65,44,7,0,1,13,,74780,50620,8053,0,1150,14956,,,,,,,,,,,,,,,,
BU02020951,GM0202,0,90,6,90,107,,197,79,51,6,0,2,20,,15594,10067,1184,0,395,3948,,,,,,,,,,,,,,,,
BU02020952,GM0202,0,1628,274,1628,862,,2490,69,44,6,0,1,17,,171809,109559,14940,0,2490,42330,,,,,,,,,,,,,,,,
BU02021053,GM0202,0,2192,71,2192,157,,2349,52,33,7,0,1,11,,122153,77520,16444,0,2349,25840,,,,,,,,,,,,,,,,
BU02021154,GM0202,0,1084,158,1084,46,,1130,49,30,8,0,1,11,,55347,33886,9036,0,1130,12425,,,,,,,,,,,,,,,,
BU02021155,GM0202,0,555,80,555,42,,597,50,31,7,0,1,11,,29843,18503,4178,0,597,6565,,,,,,,,,,,,,,,,
BU02021159,GM0202,0,661,34,661,383,,1044,65,39,5,0,4,17,,67859,40715,5220,0,4176,17748,,,,,,,,,,,,,,,,
BU02021260,GM0202,0,297,43,297,114,,411,90,60,6,0,3,20,,37003,24669,2467,0,1233,8223,,,,,,,,,,,,,,,,
BU02021261,GM0202,0,1393,130,1393,386,,1779,74,46,6,0,2,19,,131673,81851,10676,0,3559,33808,,,,,,,,,,,,,,,,
BU02021262,GM0202,0,452,11,452,103,,555,76,56,8,0,0,12,,42165,31069,4438,0,0,6658,,,,,,,,,,,,,,,,
BU02021263,GM0202,0,473,48,473,39,,512,66,46,8,0,1,11,,33799,23557,4097,0,512,5633,,,,,,,,,,,,,,,,
BU02021264,GM0202,0,752,225,752,64,,816,66,46,8,0,1,12,,53825,37514,6524,0,816,9786,,,,,,,,,,,,,,,,
BU02021269,GM0202,0,10,17,10,69,,79,130,85,4,0,15,26,,10286,6725,316,0,1187,2057,,,,,,,,,,,,,,,,
BU02021365,GM0202,0,407,41,407,61,,468,81,59,8,0,1,13,,37899,27606,3743,0,468,6083,,,,,,,,,,,,,,,,
BU02021366,GM0202,0,93,13,93,82,,175,89,49,5,0,5,30,,15562,8568,874,0,874,5246,,,,,,,,,,,,,,,,
BU02021367,GM0202,0,139,81,139,1017,,1156,114,63,3,0,9,39,,131799,72836,3468,0,10405,45089,,,,,,,,,,,,,,,,
BU02021368,GM0202,0,97,170,97,1697,,1794,116,71,3,0,13,29,,208131,127390,5383,0,23325,52033,,,,,,,,,,,,,,,,
BU02021471,GM0202,0,839,59,839,149,,988,55,34,6,0,1,14,,54350,33598,5929,0,988,13835,,,,,,,,,,,,,,,,
BU02021473,GM0202,0,616,24,616,129,,745,61,35,6,0,1,18,,45439,26072,4469,0,745,13408,,,,,,,,,,,,,,,,
BU02021474,GM0202,0,525,61,525,70,,595,55,36,7,0,1,12,,32749,21436,4168,0,595,7145,,,,,,,,,,,,,,,,
BU02021572,GM0202,0,498,69,498,716,,1214,97,52,3,0,5,36,,117739,63118,3641,0,6069,43697,,,,,,,,,,,,,,,,
BU02021579,GM0202,0,345,21,345,557,,902,99,70,5,0,2,22,,89277,63125,4509,0,1804,19839,,,,,,,,,,,,,,,,
BU02021681,GM0202,0,62,9,62,34,,96,74,44,5,0,3,22,,7112,4229,481,0,288,2114,,,,,,,,,,,,,,,,
BU02021682,GM0202,0,2074,54,2074,109,,2183,44,26,7,0,0,11,,96062,56764,15283,0,0,24016,,,,,,,,,,,,,,,,
BU02021780,GM0202,0,1248,71,1248,85,,1333,49,29,7,0,1,12,,65337,38669,9334,0,1333,16001,,,,,,,,,,,,,,,,
BU02021783,GM0202,0,1049,63,1049,78,,1127,47,26,7,0,0,13,,52960,29297,7888,0,0,14649,,,,,,,,,,,,,,,,
BU02021798,GM0202,0,621,23,621,131,,752,48,26,6,0,1,15,,36114,19562,4514,0,752,11286,,,,,,,,,,,,,,,,
BU02021815,GM0202,0,776,148,776,31,,807,50,32,7,0,0,11,,40352,25825,5649,0,0,8878,,,,,,,,,,,,,,,,
BU02021884,GM0202,0,604,55,604,46,,650,47,28,7,0,0,11,,30551,18200,4550,0,0,7150,,,,,,,,,,,,,,,,
BU02021885,GM0202,0,910,249,910,205,,1115,56,32,5,0,2,17,,62429,35674,5574,0,2230,18952,,,,,,,,,,,,,,,,
BU02021886,GM0202,0,668,8,668,13,,681,48,30,7,0,0,11,,32706,20441,4770,0,0,7495,,,,,,,,,,,,,,,,
BU02021887,GM0202,0,447,100,447,282,,729,65,39,5,0,3,18,,47356,28414,3643,0,2186,13114,,,,,,,,,,,,,,,,
BU02021888,GM0202,0,791,116,791,83,,874,46,29,5,0,1,11,,40187,25335,4368,0,874,9610,,,,,,,,,,,,,,,,
BU02021989,GM0202,0,363,6,363,18,,381,64,43,8,0,0,12,,24361,16367,3045,0,0,4568,,,,,,,,,,,,,,,,
BU02021990,GM0202,0,1895,187,1895,616,,2511,51,24,5,0,2,21,,128062,60265,12555,0,5022,52731,,,,,,,,,,,,,,,,
BU02021993,GM0202,0,2184,100,2184,726,,2910,56,31,6,0,2,18,,162932,90195,17457,0,5819,52371,,,,,,,,,,,,,,,,
BU02022092,GM0202,0,1055,61,1055,1235,,2290,83,38,4,0,5,35,,190101,87034,9162,0,11452,80163,,,,,,,,,,,,,,,,
BU02022191,GM0202,0,1805,125,1805,251,,2056,53,31,6,0,1,14,,108988,63748,12338,0,2056,28789,,,,,,,,,,,,,,,,
BU02022194,GM0202,0,1222,41,1222,144,,1366,47,27,6,0,1,13,,64224,36894,8199,0,1366,17764,,,,,,,,,,,,,,,,
BU02022197,GM0202,0,1209,15,1209,41,,1250,53,34,8,0,0,11,,66228,42486,9997,0,0,13745,,,,,,,,,,,,,,,,
BU02022295,GM0202,0,2708,65,2708,94,,2802,48,29,8,0,0,11,,134476,81246,22413,0,0,30817,,,,,,,,,,,,,,,,
BU02022296,GM0202,0,2834,87,2834,404,,3238,52,28,7,0,1,16,,168353,90652,22663,0,3238,51801,,,,,,,,,,,,,,,,
BU02022316,GM0202,0,1139,15,1139,44,,1183,44,26,7,0,0,10,,52040,30751,8279,0,0,11827,,,,,,,,,,,,,,,,
BU02022317,GM0202,0,1750,31,1750,91,,1841,46,27,7,0,0,11,,84709,49720,12890,0,0,20256,,,,,,,,,,,,,,,,
BU02022318,GM0202,0,2027,39,2027,265,,2292,49,28,7,0,1,13,,112296,64169,16042,0,2292,29793,,,,,,,,,,,,,,,,
BU02022319,GM0202,0,364,25,364,165,,529,52,26,5,0,2,19,,27518,13759,2646,0,1058,10055,,,,,,,,,,,,,,,,
BU02022447,GM0202,0,1937,18,1937,13,,1950,45,27,8,0,0,10,,87767,52660,15603,0,0,19504,,,,,,,,,,,,,,,,
BU02022448,GM0202,0,960,33,960,162,,1122,37,17,6,0,0,13,,41508,19071,6731,0,0,14584,,,,,,,,,,,,,,,,
BU02022449,GM0202,0,1671,13,1671,44,,1715,45,27,7,0,0,11,,77179,46307,12006,0,0,18866,,,,,,,,,,,,,,,,
BU02035400,GM0203,0,641,86,641,1202,,1843,59,34,4,0,3,18,,108766,62678,7374,0,5530,33183,,,,,,,,,,,,,,,,
BU02035401,GM0203,0,1046,383,1046,993,,2039,77,36,4,0,4,32,,157030,73417,8157,0,8157,65259,,,,,,,,,,,,,,,,
BU02035402,GM0203,0,365,46,365,123,,488,64,34,6,0,2,22,,31233,16593,2928,0,976,10736,,,,,,,,,,,,,,,,
BU02035403,GM0203,0,469,32,469,162,,631,52,28,6,0,1,17,,32814,17669,3786,0,631,10728,,,,,,,,,,,,,,,,
BU02035404,GM0203,0,945,50,945,112,,1057,51,30,7,0,1,14,,53918,31717,7401,0,1057,14801,,,,,,,,,,,,,,,,
BU02035405,GM0203,0,655,36,655,47,,702,57,38,8,0,1,11,,40029,26686,5618,0,702,7725,,,,,,,,,,,,,,,,
BU02035406,GM0203,0,305,60,305,481,,786,67,33,4,0,3,27,,52671,25942,3145,0,2358,21226,,,,,,,,,,,,,,,,
BU02035407,GM0203,0,621,50,621,32,,653,57,37,8,0,0,11,,37246,24178,5228,0,0,7188,,,,,,,,,,,,,,,,
BU02035408,GM0203,0,1602,15,1602,35,,1637,53,34,8,0,0,10,,86777,55668,13098,0,0,16373,,,,,,,,,,,,,,,,
BU02035409,GM0203,0,595,3,595,1,,596,50,32,8,0,0,10,,29802,19073,4768,0,0,5960,,,,,,,,,,,,,,,,
BU02035410,GM0203,0,1003,55,1003,71,,1074,45,25,7,0,1,11,,48333,26852,7518,0,1074,11815,,,,,,,,,,,,,,,,
BU02035411,GM0203,0,993,25,993,321,,1314,51,32,6,0,1,12,,67023,42053,7885,0,1314,15770,,,,,,,,,,,,,,,,
BU02035412,GM0203,0,1278,26,1278,109,,1387,47,28,7,0,0,11,,65191,38837,9709,0,0,15257,,,,,,,,,,,,,,,,
BU02035413,GM0203,0,12,93,12,272,,284,67,30,1,0,6,30,,19007,8511,284,0,1702,8511,,,,,,,,,,,,,,,,
BU02035414,GM0203,0,1579,54,1579,172,,1751,42,23,7,0,0,12,,73549,40277,12258,0,0,21014,,,,,,,,,,,,,,,,
BU02035415,GM0203,0,1423,11,1423,106,,1529,42,23,7,0,1,10,,64233,35175,10706,0,1529,15294,,,,,,,,,,,,,,,,
BU02035425,GM0203,0,6,44,6,524,,530,74,32,1,0,7,35,,39206,16954,530,0,3709,18544,,,,,,,,,,,,,,,,
BU02035426,GM0203,0,16,43,16,218,,234,77,40,2,0,8,28,,18047,9375,469,0,1875,6563,,,,,,,,,,,,,,,,
BU02035530,GM0203,0,914,2598,914,1708,,2622,73,43,6,0,11,15,,191378,112730,15730,0,28838,39324,,,,,,,,,,,,,,,,
BU02035531,GM0203,0,319,115,319,219,,538,68,31,5,0,2,29,,36554,16664,2688,0,1075,15589,,,,,,,,,,,,,,,,
BU02035532,GM0203,0,286,12,286,4,,290,57,38,8,0,0,10,,16538,11026,2321,0,0,2901,,,,,,,,,,,,,,,,
BU02035533,GM0203,0,184,46,184,110,,294,68,37,6,0,3,23,,20014,10890,1766,0,883,6769,,,,,,,,,,,,,,,,
BU02035534,GM0203,0,131,13,131,30,,161,72,45,7,0,1,18,,11558,7224,1124,0,161,2890,,,,,,,,,,,,,,,,
BU02035535,GM0203,0,566,89,566,24,,590,57,38,8,0,0,11,,33614,22409,4718,0,0,6487,,,,,,,,,,,,,,,,
BU02035536,GM0203,0,155,6,155,1,,156,58,40,8,0,0,10,,9030,6228,1246,0,0,1557,,,,,,,,,,,,,,,,
BU02035537,GM0203,0,330,28,330,32,,362,67,46,8,0,1,12,,24246,16647,2895,0,362,4343,,,,,,,,,,,,,,,,
BU02035538,GM0203,0,531,18,531,32,,563,51,30,8,0,1,12,,28707,16887,4503,0,563,6755,,,,,,,,,,,,,,,,
BU02035539,GM0203,0,552,17,552,11,,563,50,31,8,0,0,11,,28155,17456,4505,0,0,6194,,,,,,,,,,,,,,,,
BU02035540,GM0203,0,260,5,260,16,,276,45,27,8,0,1,10,,12399,7440,2204,0,276,2755,,,,,,,,,,,,,,,,
BU02035541,GM0203,0,250,2,250,0,,250,42,24,8,0,0,10,,10515,6008,2003,0,0,2503,,,,,,,,,,,,,,,,
BU02035650,GM0203,0,1080,69,1080,268,,1348,67,43,7,0,2,15,,90289,57947,9433,0,2695,20214,,,,,,,,,,,,,,,,
BU02035651,GM0203,0,571,51,571,165,,736,64,38,7,0,2,18,,47121,27978,5154,0,1473,13253,,,,,,,,,,,,,,,,
BU02035652,GM0203,0,145,33,145,139,,284,39,23,4,0,1,11,,11090,6540,1137,0,284,3128,,,,,,,,,,,,,,,,
BU02035780,GM0203,0,349,559,349,439,,788,77,49,6,0,10,13,,60685,38618,4729,0,7881,10246,,,,,,,,,,,,,,,,
BU02035781,GM0203,0,529,44,529,120,,649,66,44,7,0,1,14,,42807,28538,4540,0,649,9080,,,,,,,,,,,,,,,,
BU02035875,GM0203,0,275,20,275,85,,360,75,50,7,0,2,16,,27003,18002,2520,0,720,5761,,,,,,,,,,,,,,,,
BU02035876,GM0203,0,196,6,196,18,,214,63,42,8,0,1,12,,13451,8967,1708,0,214,2562,,,,,,,,,,,,,,,,
BU02035877,GM0203,0,77,1,77,0,,77,48,30,8,0,0,10,,3702,2314,617,0,0,771,,,,,,,,,,,,,,,,
BU02035960,GM0203,0,326,342,326,855,,1181,82,39,4,0,10,30,,96878,46076,4726,0,11814,35443,,,,,,,,,,,,,,,,
BU02035961,GM0203,0,262,15,262,39,,301,60,40,7,0,1,12,,18056,12038,2107,0,301,3611,,,,,,,,,,,,,,,,
BU02036070,GM0203,0,245,9,245,34,,279,63,40,8,0,1,14,,17549,11142,2228,0,279,3900,,,,,,,,,,,,,,,,
BU02036071,GM0203,0,300,10,300,33,,333,64,43,8,0,1,12,,21305,14314,2663,0,333,3995,,,,,,,,,,,,,,,,
BU02036190,GM0203,0,93,5,93,9,,102,77,57,8,0,1,11,,7878,5832,819,0,102,1125,,,,,,,,,,,,,,,,
BU02036191,GM0203,0,110,23,110,82,,192,70,44,5,0,3,18,,13466,8464,962,0,577,3463,,,,,,,,,,,,,,,,
BU02036265,GM0203,0,73,337,73,186,,259,91,58,6,0,11,16,,23542,15005,1552,0,2846,4139,,,,,,,,,,,,,,,,
BU02036266,GM0203,0,54,7,54,5,,59,72,52,8,0,2,11,,4268,3083,474,0,119,652,,,,,,,,,,,,,,,,
BU02036395,GM0203,0,54,2,54,2,,56,72,53,9,0,1,10,,4065,2992,508,0,56,565,,,,,,,,,,,,,,,,
BU02090100,GM0209,0,163,22,163,34,,197,75,50,8,0,2,15,,14757,9838,1574,0,394,2951,,,,,,,,,,,,,,,,
BU02090101,GM0209,0,22,29,22,26,,48,68,41,5,0,5,16,,3252,1961,239,0,239,765,,,,,,,,,,,,,,,,
BU02090110,GM0209,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
BU02090111,GM0209,0,564,165,564,357,,921,61,26,5,0,3,26,,56156,23935,4603,0,2762,23935,,,,,,,,,,,,,,,,
BU02090112,GM0209,0,747,97,747,81,,828,63,41,7,0,1,14,,52137,33930,5793,0,828,11586,,,,,,,,,,,,,,,,
BU02090113,GM0209,0,164,2,164,2,,166,72,52,9,0,0,10,,11954,8634,1494,0,0,1660,,,,,,,,,,,,,,,,
BU02090114,GM0209,0,46,3,46,1,,47,73,52,10,0,0,11,,3458,2463,474,0,0,521,,,,,,,,,,,,,,,,
BU02090121,GM0209,0,395,48,395,6,,401,55,36,8,0,0,11,,22063,14441,3209,0,0,4413,,,,,,,,,,,,,,,,
BU02090122,GM0209,0,34,2,34,15,,49,79,45,6,0,3,25,,3855,2196,293,0,146,1220,,,,,,,,,,,,,,,,
BU02090123,GM0209,0,177,3,177,61,,238,47,29,6,0,0,12,,11183,6900,1428,0,0,2855,,,,,,,,,,,,,,,,
BU02090124,GM0209,0,247,2,247,0,,247,52,34,8,0,0,10,,12851,8402,1977,0,0,2471,,,,,,,,,,,,,,,,
BU02090125,GM0209,0,100,1,100,0,,100,52,34,8,0,0,10,,5202,3402,800,0,0,1000,,,,,,,,,,,,,,,,
BU02090126,GM0209,0,138,2,138,3,,141,36,18,7,0,0,10,,5072,2536,986,0,0,1409,,,,,,,,,,,,,,,,
BU02090131,GM0209,0,1,38,1,292,,293,61,27,1,0,6,28,,17891,7919,293,0,1760,8212,,,,,,,,,,,,,,,,
BU02090141,GM0209,0,285,27,285,91,,376,49,27,6,0,1,15,,18434,10157,2257,0,376,5643,,,,,,,,,,,,,,,,
BU02090142,GM0209,0,626,9,626,11,,637,43,25,8,0,0,10,,27397,15928,5097,0,0,6371,,,,,,,,,,,,,,,,
BU02090143,GM0209,0,342,34,342,43,,385,45,26,7,0,0,12,,17318,10006,2694,0,0,4618,,,,,,,,,,,,,,,,
BU02090144,GM0209,0,551,2,551,0,,551,48,30,8,0,0,10,,26456,16535,4409,0,0,5512,,,,,,,,,,,,,,,,
BU02090145,GM0209,0,766,23,766,85,,851,52,32,7,0,0,12,,44255,27234,5957,0,0,10213,,,,,,,,,,,,,,,,
BU02090146,GM0209,0,376,10,376,20,,396,56,36,8,0,1,11,,22178,14257,3168,0,396,4356,,,,,,,,,,,,,,,,
BU02090147,GM0209,0,1,4,1,11,,12,106,40,1,0,10,55,,1324,500,12,0,125,687,,,,,,,,,,,,,,,,
BU02090151,GM0209,0,286,7,286,12,,298,55,37,8,0,0,10,,16416,11044,2388,0,0,2985,,,,,,,,,,,,,,,,
BU02090152,GM0209,0,180,1,180,1,,181,55,37,8,0,0,10,,9931,6681,1445,0,0,1806,,,,,,,,,,,,,,,,
BU02090153,GM0209,0,144,3,144,0,,144,60,42,8,0,0,10,,8650,6055,1153,0,0,1442,,,,,,,,,,,,,,,,
BU02090154,GM0209,0,140,27,140,390,,530,92,31,3,0,4,54,,48761,16430,1590,0,2120,28620,,,,,,,,,,,,,,,,
BU02090161,GM0209,0,1041,25,1041,89,,1130,52,32,8,0,0,12,,58764,36163,9041,0,0,13561,,,,,,,,,,,,,,,,
BU02090202,GM0209,0,43,7,43,10,,53,91,64,8,0,2,18,,4792,3370,421,0,105,948,,,,,,,,,,,,,,,,
BU02090203,GM0209,0,70,3,70,2,,72,80,62,9,0,0,10,,5759,4464,648,0,0,720,,,,,,,,,,,,,,,,
BU02090204,GM0209,0,8,214,8,150,,158,70,36,5,0,18,12,,11089,5703,792,0,2851,1901,,,,,,,,,,,,,,,,
BU02090271,GM0209,0,404,39,404,248,,652,86,58,7,0,2,19,,56029,37787,4561,0,1303,12379,,,,,,,,,,,,,,,,
BU02090272,GM0209,0,298,6,298,13,,311,57,38,8,0,0,11,,17724,11816,2488,0,0,3420,,,,,,,,,,,,,,,,
BU02090273,GM0209,0,384,2,384,2,,386,51,33,8,0,0,10,,19673,12730,3086,0,0,3857,,,,,,,,,,,,,,,,
BU02090274,GM0209,0,69,7,69,8,,77,82,59,8,0,1,14,,6332,4556,618,0,77,1081,,,,,,,,,,,,,,,,
BU02090275,GM0209,0,299,2,299,13,,312,46,26,7,0,0,12,,14374,8124,2187,0,0,3750,,,,,,,,,,,,,,,,
BU02090276,GM0209,0,54,11,54,42,,96,70,46,6,0,3,15,,6751,4436,579,0,289,1447,,,,,,,,,,,,,,,,
BU02090305,GM0209,0,29,2,29,1,,30,77,57,9,0,0,11,,2274,1683,266,0,0,325,,,,,,,,,,,,,,,,
BU02090306,GM0209,0,45,19,45,66,,111,73,42,4,0,4,23,,8121,4672,445,0,445,2559,,,,,,,,,,,,,,,,
BU02090381,GM0209,0,261,16,261,11,,272,59,40,8,0,1,11,,16074,10898,2180,0,272,2997,,,,,,,,,,,,,,,,
BU02090382,GM0209,0,703,44,703,37,,740,60,39,8,0,0,12,,44373,28842,5916,0,0,8875,,,,,,,,,,,,,,,,
BU02090383,GM0209,0,17,30,17,104,,121,66,32,2,0,3,28,,7973,3866,242,0,362,3383,,,,,,,,,,,,,,,,
BU02090407,GM0209,0,120,10,120,10,,130,86,64,8,0,1,12,,11184,8323,1040,0,130,1561,,,,,,,,,,,,,,,,
BU02090408,GM0209,0,138,25,138,51,,189,86,60,7,0,3,17,,16275,11354,1325,0,568,3217,,,,,,,,,,,,,,,,
BU02090409,GM0209,0,5,3,5,0,,5,83,62,9,0,2,10,,449,336,49,0,11,54,,,,,,,,,,,,,,,,
BU02090491,GM0209,0,625,27,625,235,,860,76,49,7,0,2,18,,65392,42160,6023,0,1721,15487,,,,,,,,,,,,,,,,
BU02130100,GM0213,0,97,7,97,29,,126,79,56,8,0,3,13,,9965,7064,1009,0,378,1640,,,,,,,,,,,,,,,,
BU02130101,GM0213,0,129,10,129,13,,142,86,63,8,0,1,14,,12254,8977,1140,0,142,1995,,,,,,,,,,,,,,,,
BU02130102,GM0213,0,26,2,26,2,,28,81,59,9,0,1,12,,2228,1623,248,0,28,330,,,,,,,,,,,,,,,,
BU02130200,GM0213,0,129,5,129,3,,132,78,59,9,0,0,10,,10319,7806,1191,0,0,1323,,,,,,,,,,,,,,,,
BU02130300,GM0213,0,779,104,779,195,,974,69,42,7,0,1,18,,67211,40911,6818,0,974,17533,,,,,,,,,,,,,,,,
BU02130301,GM0213,0,568,51,568,36,,604,55,36,8,0,0,11,,33203,21733,4830,0,0,6641,,,,,,,,,,,,,,,,
BU02130302,GM0213,0,757,104,757,19,,776,51,31,8,0,0,11,,39563,24048,6206,0,0,8533,,,,,,,,,,,,,,,,
BU02130303,GM0213,0,369,4,369,2,,371,48,30,8,0,0,10,,17784,11115,2964,0,0,3705,,,,,,,,,,,,,,,,
