BU_CODE,GM_code,nrWEQ [WEQ],nrWEQwoning [WEQ],nrWEQutil [WEQ],,H01_Vraag_totaal [ giga J per WEQ*yr],H02_Vraag_RV [ giga J per WEQ*yr],H03_Vraag_TW [ giga J per WEQ*yr],H04_Vraag_Vent [ giga J per WEQ*yr],H05_Vraag_K [ giga J per WEQ*yr],H06_Vraag_App [ giga J per WEQ*yr],,H01_Vraag_totaal [ giga J per yr],H02_Vraag_RV [ giga J per yr],H03_Vraag_TW [ giga J per yr],H04_Vraag_Vent [ giga J per yr],H05_Vraag_K [ giga J per yr],H06_Vraag_App [ giga J per yr]
GM1783_100,GM1783,274.946154,247,27.9461538,,38,16,7,0,2,13,,10447.95385,4399.138464,1924.623078,0,549.892308,3574.300002
GM1783_9,GM1783,208.792308,157,51.7923077,,55,29,7,1,3,15,,11483.57694,6054.976932,1461.546156,208.792308,626.376924,3131.88462
GM1783_161,GM1783,610.230769,498,112.230769,,42,21,7,1,2,11,,25629.6923,12814.84615,4271.615383,610.230769,1220.461538,6712.538459
GM1783_44,GM1783,868.253846,344,524.253846,,75,25,3,0,10,36,,65119.03845,21706.34615,2604.761538,0,8682.53846,31257.13846
GM1783_180,GM1783,257.130769,245,12.1307692,,35,15,7,0,1,11,,8999.576915,3856.961535,1799.915383,0,257.130769,2828.438459
GM1783_75,GM1783,400.838462,398,2.83846154,,38,20,7,1,0,10,,15231.86156,8016.76924,2805.869234,400.838462,0,4008.38462
GM1783_142,GM1783,249.007692,248,1.00769231,,28,12,7,0,0,8,,6972.215376,2988.092304,1743.053844,0,0,1992.061536
GM1783_136,GM1783,354.876923,194,160.876923,,57,22,4,0,6,25,,20227.98461,7807.292306,1419.507692,0,2129.261538,8871.923075
GM1783_18,GM1783,500.984615,9,491.984615,,74,18,2,0,12,42,,37072.86151,9017.72307,1001.96923,0,6011.81538,21041.35383
GM1783_95,GM1783,112.130769,105,7.13076923,,54,32,8,1,2,10,,6055.061526,3588.184608,897.046152,112.130769,224.261538,1121.30769
GM1783_97,GM1783,150.176923,146,4.17692308,,28,10,7,0,0,10,,4204.953844,1501.76923,1051.238461,0,0,1501.76923
GM1783_167,GM1783,273.561538,262,11.5615385,,40,20,8,1,1,12,,10942.46152,5471.23076,2188.492304,273.561538,273.561538,3282.738456
GM1783_37,GM1783,214.761538,210,4.76153846,,41,21,8,1,0,11,,8805.223058,4509.992298,1718.092304,214.761538,0,2362.376918
GM1783_155,GM1783,360.015385,352,8.01538462,,43,23,8,1,0,11,,15480.66156,8280.353855,2880.12308,360.015385,0,3960.169235
GM1783_102,GM1783,266,266,0,,38,20,8,0,0,10,,10108,5320,2128,0,0,2660
GM1783_184,GM1783,173.846154,152,21.8461538,,36,12,7,0,2,16,,6258.461544,2086.153848,1216.923078,0,347.692308,2781.538464
GM1783_59,GM1783,162.030769,134,28.0307692,,46,17,6,1,2,19,,7453.415374,2754.523073,972.184614,162.030769,324.061538,3078.584611
GM1783_7,GM1783,379.453846,317,62.4538462,,49,21,7,1,2,18,,18593.23845,7968.530766,2656.176922,379.453846,758.907692,6830.169228
GM1783_6,GM1783,268.615385,258,10.6153846,,29,12,7,0,1,10,,7789.846165,3223.38462,1880.307695,0,268.615385,2686.15385
GM1783_1,GM1783,149.053846,125,24.0538462,,40,21,6,0,1,11,,5962.15384,3130.130766,894.323076,0,149.053846,1639.592306
GM1783_78,GM1783,223,223,0,,39,20,8,0,0,10,,8697,4460,1784,0,0,2230
GM1783_140,GM1783,313.876923,312,1.87692308,,42,23,8,1,0,10,,13182.83077,7219.169229,2511.015384,313.876923,0,3138.76923
GM1783_54,GM1783,244.169231,244,0.169230769,,41,22,8,1,0,10,,10010.93847,5371.723082,1953.353848,244.169231,0,2441.69231
GM1783_26,GM1783,111.076923,106,5.07692308,,31,13,6,0,1,11,,3443.384613,1443.999999,666.461538,0,111.076923,1221.846153
GM1783_138,GM1783,133,133,0,,39,22,8,0,0,10,,5187,2926,1064,0,0,1330
GM1783_47,GM1783,181.184615,176,5.18461538,,34,16,7,0,1,10,,6160.27691,2898.95384,1268.292305,0,181.184615,1811.84615
GM1783_38,GM1783,309.984615,285,24.9846154,,43,20,7,1,3,12,,13329.33845,6199.6923,2169.892305,309.984615,929.953845,3719.81538
GM1783_182,GM1783,156.384615,156,0.384615385,,25,9,7,0,0,8,,3909.615375,1407.461535,1094.692305,0,0,1251.07692
GM1783_5,GM1783,95,95,0,,38,20,8,0,0,10,,3610,1900,760,0,0,950
GM1783_29,GM1783,207.530769,206,1.53076923,,41,22,8,1,0,10,,8508.761529,4565.676918,1660.246152,207.530769,0,2075.30769
GM1783_64,GM1783,170.115385,168,2.11538462,,44,25,8,1,0,11,,7485.07694,4252.884625,1360.92308,170.115385,0,1871.269235
GM1783_56,GM1783,315.784615,275,40.7846154,,44,22,7,1,2,12,,13894.52306,6947.26153,2210.492305,315.784615,631.56923,3789.41538
GM1783_80,GM1783,258.269231,169,89.2692308,,45,21,5,1,3,15,,11622.1154,5423.653851,1291.346155,258.269231,774.807693,3874.038465
GM1783_57,GM1783,57.5153846,38,19.5153846,,73,33,6,1,7,26,,4198.623076,1898.007692,345.0923076,57.5153846,402.6076922,1495.4
GM1783_197,GM1783,205.069231,202,3.06923077,,37,19,8,0,1,10,,7587.561547,3896.315389,1640.553848,0,205.069231,2050.69231
GM1783_86,GM1783,138.338462,138,0.338461538,,25,9,7,0,0,8,,3458.46155,1245.046158,968.369234,0,0,1106.707696
GM1783_110,GM1783,221.230769,214,7.23076923,,36,17,7,0,1,11,,7964.307684,3760.923073,1548.615383,0,221.230769,2433.538459
GM1783_181,GM1783,259.253846,240,19.2538462,,46,25,8,1,1,11,,11925.67692,6481.34615,2074.030768,259.253846,259.253846,2851.792306
GM1783_165,GM1783,311.676923,292,19.6769231,,45,22,8,1,1,13,,14025.46154,6856.892306,2493.415384,311.676923,311.676923,4051.799999
GM1783_162,GM1783,90.2692308,45,45.2692308,,70,29,5,1,9,26,,6318.846156,2617.807693,451.346154,90.2692308,812.4230772,2347.000001
GM1783_154,GM1783,166.330769,51,115.330769,,44,21,3,0,4,15,,7318.553836,3492.946149,498.992307,0,665.323076,2494.961535
GM1783_69,GM1783,107.076923,107,0.076923077,,33,16,8,0,0,10,,3533.538459,1713.230768,856.615384,0,0,1070.76923
GM1783_68,GM1783,104.284615,98,6.28461538,,30,10,7,0,1,11,,3128.53845,1042.84615,729.992305,0,104.284615,1147.130765
GM1783_171,GM1783,129.461538,114,15.4615385,,48,22,7,1,2,16,,6214.153824,2848.153836,906.230766,129.461538,258.923076,2071.384608
GM1783_112,GM1783,283.453846,260,23.4538462,,47,25,8,1,3,12,,13322.33076,7086.34615,2267.630768,283.453846,850.361538,3401.446152
GM1783_132,GM1783,202,202,0,,38,20,8,0,0,10,,7676,4040,1616,0,0,2020
GM1783_90,GM1783,117.9,113,4.9,,29,10,7,0,0,11,,3419.1,1179,825.3,0,0,1296.9
GM1783_168,GM1783,222.538462,222,0.538461538,,31,14,7,0,0,9,,6898.692322,3115.538468,1557.769234,0,0,2002.846158
GM1783_185,GM1783,59.2076923,51,8.20769231,,43,19,7,0,2,14,,2545.930769,1124.946154,414.4538461,0,118.4153846,828.9076922
GM1783_60,GM1783,402.969231,344,58.9692308,,46,20,7,1,2,16,,18536.58463,8059.38462,2820.784617,402.969231,805.938462,6447.507696
GM1783_51,GM1783,257.238462,255,2.23846154,,34,17,8,0,0,9,,8746.107708,4373.053854,2057.907696,0,0,2315.146158
GM1783_123,GM1783,186.392308,184,2.39230769,,41,22,8,1,0,11,,7642.084628,4100.630776,1491.138464,186.392308,0,2050.315388
GM1783_8,GM1783,351.607692,320,31.6076923,,33,12,7,0,1,14,,11603.05384,4219.292304,2461.253844,0,351.607692,4922.507688
GM1783_84,GM1783,430.623077,4,426.623077,,71,20,2,0,14,36,,30574.23847,8612.46154,861.246154,0,6028.723078,15502.43077
GM1783_85,GM1783,204.723077,204,0.723076923,,40,22,8,1,0,10,,8188.92308,4503.907694,1637.784616,204.723077,0,2047.23077
GM1783_135,GM1783,276.061538,255,21.0615385,,41,20,7,1,1,11,,11318.52306,5521.23076,1932.430766,276.061538,276.061538,3036.676918
GM1783_91,GM1783,340.938462,330,10.9384615,,37,18,8,0,1,10,,12614.72309,6136.892316,2727.507696,0,340.938462,3409.38462
GM1783_156,GM1783,210.938462,176,34.9384615,,37,12,5,0,3,17,,7804.723094,2531.261544,1054.69231,0,632.815386,3585.953854
GM1783_150,GM1783,107.238462,107,0.238461538,,40,21,8,1,0,10,,4289.53848,2252.007702,857.907696,107.238462,0,1072.38462
GM1783_67,GM1783,149.3,112,37.3,,46,20,6,1,2,18,,6867.8,2986,895.8,149.3,298.6,2687.4
GM1783_178,GM1783,263.084615,258,5.08461538,,42,22,8,1,0,11,,11049.55383,5787.86153,2104.67692,263.084615,0,2893.930765
GM1783_122,GM1783,91.8230769,80,11.8230769,,50,24,7,1,3,15,,4591.153845,2203.753846,642.7615383,91.8230769,275.4692307,1377.346154
GM1783_194,GM1783,339.730769,325,14.7307692,,44,22,8,1,1,12,,14948.15384,7474.076918,2717.846152,339.730769,339.730769,4076.769228
GM1783_76,GM1783,249.8,244,5.8,,41,22,8,1,1,10,,10241.8,5495.6,1998.4,249.8,249.8,2498
GM1783_145,GM1783,320.723077,306,14.7230769,,40,20,8,0,1,11,,12828.92308,6414.46154,2565.784616,0,320.723077,3527.953847
GM1783_43,GM1783,58.5769231,57,1.57692308,,30,12,7,0,1,10,,1757.307693,702.9230772,410.0384617,0,58.5769231,585.769231
GM1783_187,GM1783,279.076923,276,3.07692308,,40,21,8,1,0,10,,11163.07692,5860.615383,2232.615384,279.076923,0,2790.76923
GM1783_137,GM1783,194.6,131,63.6,,54,25,6,1,5,18,,10508.4,4865,1167.6,194.6,973,3502.8
GM1783_21,GM1783,379.223077,345,34.2230769,,34,13,5,0,1,13,,12893.58462,4929.900001,1896.115385,0,379.223077,4929.900001
GM1783_134,GM1783,307.923077,244,63.9230769,,55,24,7,0,4,19,,16935.76924,7390.153848,2155.461539,0,1231.692308,5850.538463
GM1783_166,GM1783,46.9769231,46,0.976923077,,30,12,7,0,0,10,,1409.307693,563.7230772,328.8384617,0,0,469.769231
GM1783_32,GM1783,525.192308,434,91.1923077,,45,18,7,0,2,18,,23633.65386,9453.461544,3676.346156,0,1050.384616,9453.461544
GM1783_34,GM1783,156.569231,155,1.56923077,,29,12,7,0,0,9,,4540.507699,1878.830772,1095.984617,0,0,1409.123079
GM1783_190,GM1783,487.461538,414,73.4615385,,44,22,7,1,3,12,,21448.30767,10724.15384,3412.230766,487.461538,1462.384614,5849.538456
GM1783_65,GM1783,291.146154,282,9.14615385,,44,23,8,1,0,12,,12810.43078,6696.361542,2329.169232,291.146154,0,3493.753848
GM1783_52,GM1783,153.023077,151,2.02307692,,38,20,8,0,1,10,,5814.876926,3060.46154,1224.184616,0,153.023077,1530.23077
GM1783_11,GM1783,390.792308,266,124.792308,,57,20,6,0,3,29,,22275.16156,7815.84616,2344.753848,0,1172.376924,11332.97693
GM1783_106,GM1783,390.084615,251,139.084615,,58,27,6,0,10,13,,22624.90767,10532.28461,2340.50769,0,3900.84615,5071.099995
GM1783_19,GM1783,414.623077,110,304.623077,,69,23,3,0,11,33,,28608.99231,9536.330771,1243.869231,0,4560.853847,13682.56154
GM1783_108,GM1783,501.446154,343,158.446154,,38,20,6,0,1,11,,19054.95385,10028.92308,3008.676924,0,501.446154,5515.907694
GM1783_2,GM1783,118.223077,96,22.2230769,,39,12,5,0,4,18,,4610.700003,1418.676924,591.115385,0,472.892308,2128.015386
GM1783_141,GM1783,127.923077,108,19.9230769,,38,20,7,0,0,11,,4861.076926,2558.46154,895.461539,0,0,1407.153847
GM1783_28,GM1783,268.007692,165,103.007692,,73,32,6,1,8,26,,19564.56152,8576.246144,1608.046152,268.007692,2144.061536,6968.199992
GM1783_163,GM1783,344.592308,107,237.592308,,43,19,3,0,5,15,,14817.46924,6547.253852,1033.776924,0,1722.96154,5168.88462
GM1783_45,GM1783,129.407692,129,0.407692308,,34,16,8,0,0,10,,4399.861528,2070.523072,1035.261536,0,0,1294.07692
GM1783_158,GM1783,308.346154,308,0.346153846,,32,16,7,0,0,9,,9867.076928,4933.538464,2158.423078,0,0,2775.115386
GM1783_30,GM1783,332.792308,293,39.7923077,,43,20,7,1,2,13,,14310.06924,6655.84616,2329.546156,332.792308,665.584616,4326.300004
GM1783_103,GM1783,304.684615,218,86.6846154,,39,18,6,0,2,13,,11882.69999,5484.32307,1828.10769,0,609.36923,3960.899995
GM1783_104,GM1783,262.284615,242,20.2846154,,38,19,7,0,1,10,,9966.81537,4983.407685,1835.992305,0,262.284615,2622.84615
GM1783_66,GM1783,338.130769,302,36.1307692,,42,20,7,1,1,13,,14201.4923,6762.61538,2366.915383,338.130769,338.130769,4395.699997
GM1783_172,GM1783,172.315385,129,43.3153846,,50,29,7,1,1,12,,8615.76925,4997.146165,1206.207695,172.315385,172.315385,2067.78462
GM1783_170,GM1783,102.915385,87,15.9153846,,50,23,7,0,4,15,,5145.76925,2367.053855,720.407695,0,411.66154,1543.730775
GM1783_127,GM1783,480.646154,447,33.6461538,,42,22,7,1,0,11,,20187.13847,10574.21539,3364.523078,480.646154,0,5287.107694
GM1783_121,GM1783,262.538462,203,59.5384615,,45,14,6,0,2,23,,11814.23079,3675.538468,1575.230772,0,525.076924,6038.384626
GM1783_0,GM1783,232.430769,185,47.4307692,,52,22,7,1,4,19,,12086.39999,5113.476918,1627.015383,232.430769,929.723076,4416.184611
GM1783_81,GM1783,307,307,0,,38,21,8,0,0,10,,11666,6447,2456,0,0,3070
GM1783_119,GM1783,163.046154,124,39.0461538,,42,12,5,0,3,21,,6847.938468,1956.553848,815.23077,0,489.138462,3423.969234
GM1783_113,GM1783,303.438462,277,26.4384615,,38,20,7,0,1,11,,11530.66156,6068.76924,2124.069234,0,303.438462,3337.823082
GM1783_77,GM1783,252.553846,127,125.553846,,46,22,5,0,3,15,,11617.47692,5556.184612,1262.76923,0,757.661538,3788.30769
GM1783_16,GM1783,501.823077,474,27.8230769,,42,21,8,1,2,11,,21076.56923,10538.28462,4014.584616,501.823077,1003.646154,5520.053847
GM1783_159,GM1783,345.661538,332,13.6615385,,40,21,8,1,0,10,,13826.46152,7258.892298,2765.292304,345.661538,0,3456.61538
GM1783_12,GM1783,209.269231,196,13.2692308,,50,27,8,1,1,12,,10463.46155,5650.269237,1674.153848,209.269231,209.269231,2511.230772
GM1783_4,GM1783,751.076923,677,74.0769231,,40,19,7,0,1,13,,30043.07692,14270.46154,5257.538461,0,751.076923,9763.999999
GM1891_1,GM1891,353.661538,340,13.6615385,,43,24,8,0,0,11,,15207.44613,8487.876912,2829.292304,0,0,3890.276918
GM1891_4,GM1891,378.923077,372,6.92307692,,39,20,8,1,0,10,,14778,7578.46154,3031.384616,378.923077,0,3789.23077
GM1891_21,GM1891,350.5,334,16.5,,45,24,8,1,1,12,,15772.5,8412,2804,350.5,350.5,4206
GM1891_6,GM1891,188.4,144,44.4,,59,33,7,1,2,16,,11115.6,6217.2,1318.8,188.4,376.8,3014.4
GM1891_24,GM1891,93.8153846,93,0.815384615,,58,38,9,1,0,10,,5441.292307,3564.984615,844.3384614,93.8153846,0,938.153846
GM1891_5,GM1891,370.569231,263,107.569231,,62,32,7,1,3,19,,22975.29232,11858.21539,2593.984617,370.569231,1111.707693,7040.815389
GM1891_31,GM1891,389.807692,253,136.807692,,67,29,6,1,4,28,,26117.11536,11304.42307,2338.846152,389.807692,1559.230768,10914.61538
GM1891_8,GM1891,138.130769,132,6.13076923,,41,22,8,0,1,10,,5663.361529,3038.876918,1105.046152,0,138.130769,1381.30769
GM1891_30,GM1891,180.061538,152,28.0615385,,62,35,8,1,2,16,,11163.81536,6302.15383,1440.492304,180.061538,360.123076,2880.984608
GM1891_10,GM1891,160.069231,147,13.0692308,,57,36,8,1,1,10,,9123.946167,5762.492316,1280.553848,160.069231,160.069231,1600.69231
GM1891_13,GM1891,241.9,212,29.9,,52,30,8,1,1,12,,12578.8,7257,1935.2,241.9,241.9,2902.8
GM1891_15,GM1891,177.923077,165,12.9230769,,61,38,8,1,1,13,,10853.3077,6761.076926,1423.384616,177.923077,177.923077,2313.000001
GM1891_17,GM1891,217.469231,170,47.4692308,,54,31,8,1,1,14,,11743.33847,6741.546161,1739.753848,217.469231,217.469231,3044.569234
GM1891_26,GM1891,120.346154,113,7.34615385,,60,37,9,1,0,14,,7220.76924,4452.807698,1083.115386,120.346154,0,1684.846156
GM1891_18,GM1891,460.953846,412,48.9538462,,53,29,8,1,1,13,,24430.55384,13367.66153,3687.630768,460.953846,460.953846,5992.399998
GM1891_7,GM1891,379.761538,280,99.7615385,,66,33,8,0,4,22,,25064.26151,12532.13075,3038.092304,0,1519.046152,8354.753836
GM1891_12,GM1891,380.807692,367,13.8076923,,41,22,8,0,1,11,,15613.11537,8377.769224,3046.461536,0,380.807692,4188.884612
GM1891_19,GM1891,397.061538,383,14.0615385,,45,25,8,1,0,10,,17867.76921,9926.53845,3176.492304,397.061538,0,3970.61538
GM1970_6,GM1970,524.730769,173,351.730769,,71,24,4,0,4,39,,37255.8846,12593.53846,2098.923076,0,2098.923076,20464.49999
GM1970_37,GM1970,166,166,0,,53,34,10,0,0,9,,8798,5644,1660,0,0,1494
GM1970_24,GM1970,540.084615,132,408.084615,,62,26,5,0,5,26,,33485.24613,14042.19999,2700.423075,0,2700.423075,14042.19999
GM1970_18,GM1970,575.069231,525,50.0692308,,50,26,8,1,1,14,,28753.46155,14951.80001,4600.553848,575.069231,575.069231,8050.969234
GM1891_11,GM1891,141.269231,111,30.2692308,,39,17,7,0,2,14,,5509.500009,2401.576927,988.884617,0,282.538462,1977.769234
GM1891_23,GM1891,384.615385,366,18.6153846,,56,34,9,1,1,11,,21538.46156,13076.92309,3461.538465,384.615385,384.615385,4230.769235
GM1970_80,GM1970,89.6384615,87,2.63846154,,60,39,9,1,1,10,,5378.30769,3495.899999,806.7461535,89.6384615,89.6384615,896.384615
GM1970_9,GM1970,115.7,98,17.7,,54,31,9,0,3,11,,6247.8,3586.7,1041.3,0,347.1,1272.7
GM1970_40,GM1970,224.546154,210,14.5461538,,53,34,8,1,1,10,,11900.94616,7634.569236,1796.369232,224.546154,224.546154,2245.46154
GM1970_85,GM1970,433.684615,8,425.684615,,51,21,1,0,8,20,,22117.91537,9107.376915,433.684615,0,3469.47692,8673.6923
GM1970_43,GM1970,332.630769,316,16.6307692,,50,31,9,0,0,10,,16631.53845,10311.55384,2993.676921,0,0,3326.30769
GM1970_15,GM1970,178.9,159,19.9,,48,26,8,1,3,11,,8587.2,4651.4,1431.2,178.9,536.7,1967.9
GM1891_22,GM1891,190.253846,190,0.253846154,,39,21,8,0,0,10,,7419.899994,3995.330766,1522.030768,0,0,1902.53846
GM1891_25,GM1891,249.538462,204,45.5384615,,48,20,7,0,3,18,,11977.84618,4990.76924,1746.769234,0,748.615386,4491.692316
GM1891_27,GM1891,540.238462,404,136.238462,,65,34,7,1,3,20,,35115.50003,18368.10771,3781.669234,540.238462,1620.715386,10804.76924
GM1891_14,GM1891,492.184615,464,28.1846154,,42,21,7,1,1,12,,20671.75383,10335.87692,3445.292305,492.184615,492.184615,5906.21538
GM1891_16,GM1891,19.9153846,19,0.915384615,,33,14,7,0,1,11,,657.2076918,278.8153844,139.4076922,0,19.9153846,219.0692306
GM1970_44,GM1970,576.392308,549,27.3923077,,47,26,8,1,1,11,,27090.43848,14986.20001,4611.138464,576.392308,576.392308,6340.315388
GM1970_22,GM1970,659.430769,245,414.430769,,43,21,4,0,2,16,,28355.52307,13848.04615,2637.723076,0,1318.861538,10550.8923
GM1970_21,GM1970,177.276923,160,17.2769231,,60,37,8,1,2,12,,10636.61538,6559.246151,1418.215384,177.276923,354.553846,2127.323076
GM1970_7,GM1970,273.576923,197,76.5769231,,45,24,6,0,1,13,,12310.96154,6565.846152,1641.461538,0,273.576923,3556.499999
GM1892_55,GM1892,325.138462,324,1.13846154,,40,21,8,1,0,10,,13005.53848,6827.907702,2601.107696,325.138462,0,3251.38462
GM1892_16,GM1892,428.761538,428,0.761538462,,38,20,8,0,0,10,,16292.93844,8575.23076,3430.092304,0,0,4287.61538
GM1892_15,GM1892,112.661538,102,10.6615385,,32,11,7,0,2,12,,3605.169216,1239.276918,788.630766,0,225.323076,1351.938456
GM1892_68,GM1892,405.369231,404,1.36923077,,42,23,8,1,0,10,,17025.5077,9323.492313,3242.953848,405.369231,0,4053.69231
GM1892_27,GM1892,160.276923,145,15.2769231,,36,14,7,0,1,14,,5769.969228,2243.876922,1121.938461,0,160.276923,2243.876922
GM1892_28,GM1892,201.8,178,23.8,,45,22,7,0,2,14,,9081,4439.6,1412.6,0,403.6,2825.2
GM1892_7,GM1892,199.815385,186,13.8153846,,49,26,8,1,1,14,,9790.953865,5195.20001,1598.52308,199.815385,199.815385,2797.41539
GM1892_8,GM1892,503.923077,79,424.923077,,62,21,2,0,10,29,,31243.23077,10582.38462,1007.846154,0,5039.23077,14613.76923
GM1892_33,GM1892,261.153846,253,8.15384615,,37,19,7,0,1,11,,9662.692302,4961.923074,1828.076922,0,261.153846,2872.692306
GM1892_73,GM1892,257.276923,235,22.2769231,,36,18,7,0,0,10,,9261.969228,4630.984614,1800.938461,0,0,2572.76923
GM1892_46,GM1892,214.661538,201,13.6615385,,31,13,7,0,0,11,,6654.507678,2790.599994,1502.630766,0,0,2361.276918
GM1892_50,GM1892,632.361538,619,13.3615385,,39,20,7,0,1,10,,24662.09998,12647.23076,4426.530766,0,632.361538,6323.61538
GM1892_51,GM1892,230.753846,129,101.753846,,69,28,6,0,9,26,,15922.01537,6461.107688,1384.523076,0,2076.784614,5999.599996
GM1892_56,GM1892,354.669231,310,44.6692308,,41,18,7,1,2,14,,14541.43847,6384.046158,2482.684617,354.669231,709.338462,4965.369234
GM1892_30,GM1892,394.838462,351,43.8384615,,42,21,7,0,1,12,,16583.2154,8291.607702,2763.869234,0,394.838462,4738.061544
GM1892_37,GM1892,296.023077,252,44.0230769,,33,15,7,0,1,11,,9768.761541,4440.346155,2072.161539,0,296.023077,3256.253847
GM1892_61,GM1892,394.707692,386,8.70769231,,42,21,8,1,0,11,,16577.72306,8288.861532,3157.661536,394.707692,0,4341.784612
GM1892_10,GM1892,205.746154,200,5.74615385,,32,14,7,0,1,10,,6583.876928,2880.446156,1440.223078,0,205.746154,2057.46154
GM1892_58,GM1892,79.0461538,75,4.04615385,,30,12,7,0,1,10,,2371.384614,948.5538456,553.3230766,0,79.0461538,790.461538
GM1931_61,GM1931,519.661538,491,28.6615385,,48,27,8,1,1,11,,24943.75382,14030.86153,4157.292304,519.661538,519.661538,5716.276918
GM1892_1,GM1892,102.084615,97,5.08461538,,32,14,6,0,1,11,,3266.70768,1429.18461,612.50769,0,102.084615,1122.930765
GM1892_49,GM1892,242.976923,242,0.976923077,,38,20,7,1,0,10,,9233.123074,4859.53846,1700.838461,242.976923,0,2429.76923
GM1892_43,GM1892,576.976923,453,123.976923,,45,20,6,0,3,16,,25963.96154,11539.53846,3461.861538,0,1730.930769,9231.630768
GM1892_71,GM1892,119.992308,118,1.99230769,,29,13,7,0,0,9,,3479.776932,1559.900004,839.946156,0,0,1079.930772
GM1892_77,GM1892,243.7,222,21.7,,40,20,7,0,0,12,,9748,4874,1705.9,0,0,2924.4
GM1892_62,GM1892,533.584615,279,254.584615,,63,24,5,0,11,23,,33615.83075,12806.03076,2667.923075,0,5869.430765,12272.44615
GM1892_4,GM1892,122.169231,117,5.16923077,,41,21,8,0,1,11,,5008.938471,2565.553851,977.353848,0,122.169231,1343.861541
GM1892_19,GM1892,136.938462,119,17.9384615,,38,18,7,0,0,12,,5203.661556,2464.892316,958.569234,0,0,1643.261544
GM1892_35,GM1892,159.023077,157,2.02307692,,29,13,7,0,0,9,,4611.669233,2067.300001,1113.161539,0,0,1431.207693
GM1892_64,GM1892,136.4,135,1.4,,27,11,7,0,0,9,,3682.8,1500.4,954.8,0,0,1227.6
GM1892_3,GM1892,475.507692,413,62.5076923,,45,19,7,0,1,18,,21397.84614,9034.646148,3328.553844,0,475.507692,8559.138456
GM1892_18,GM1892,185.2,147,38.2,,55,26,8,1,4,17,,10186,4815.2,1481.6,185.2,740.8,3148.4
GM1892_42,GM1892,219.769231,147,72.7692308,,40,15,5,0,3,16,,8790.76924,3296.538465,1098.846155,0,659.307693,3516.307696
GM1892_48,GM1892,217.053846,110,107.053846,,68,24,4,0,9,31,,14759.66153,5209.292304,868.215384,0,1953.484614,6728.669226
GM1892_31,GM1892,102.030769,86,16.0307692,,41,17,7,0,4,13,,4183.261529,1734.523073,714.215383,0,408.123076,1326.399997
GM1892_38,GM1892,37.5846154,36,1.58461538,,31,13,6,0,1,11,,1165.123077,488.6000002,225.5076924,0,37.5846154,413.4307694
GM1892_39,GM1892,263.076923,248,15.0769231,,32,13,6,0,1,12,,8418.461536,3419.999999,1578.461538,0,263.076923,3156.923076
GM1892_26,GM1892,209.753846,110,99.7538462,,46,21,5,0,4,16,,9648.676916,4404.830766,1048.76923,0,839.015384,3356.061536
GM1892_14,GM1892,105.407692,53,52.4076923,,65,25,7,0,15,17,,6851.49998,2635.1923,737.853844,0,1581.11538,1791.930764
GM1892_54,GM1892,157.376923,151,6.37692308,,39,18,8,1,1,12,,6137.699997,2832.784614,1259.015384,157.376923,157.376923,1888.523076
GM1892_57,GM1892,381.907692,372,9.90769231,,41,22,8,0,1,10,,15658.21537,8401.969224,3055.261536,0,381.907692,3819.07692
GM1892_76,GM1892,253.746154,252,1.74615385,,35,18,7,0,0,9,,8881.11539,4567.430772,1776.223078,0,0,2283.715386
GM1892_69,GM1892,258.2,258,0.2,,40,22,8,0,0,10,,10328,5680.4,2065.6,0,0,2582
GM1892_45,GM1892,380.776923,352,28.7769231,,45,24,7,1,2,11,,17134.96154,9138.646152,2665.438461,380.776923,761.553846,4188.546153
GM1892_44,GM1892,396.046154,396,0.046153846,,37,20,8,0,0,10,,14653.7077,7920.92308,3168.369232,0,0,3960.46154
GM1892_65,GM1892,127.823077,120,7.82307692,,32,14,5,0,1,11,,4090.338464,1789.523078,639.115385,0,127.823077,1406.053847
GM1892_20,GM1892,156.623077,152,4.62307692,,29,12,7,0,0,9,,4542.069233,1879.476924,1096.361539,0,0,1409.607693
GM1892_25,GM1892,290.769231,287,3.76923077,,29,14,5,0,0,9,,8432.307699,4070.769234,1453.846155,0,0,2616.923079
GM1892_9,GM1892,210.969231,210,0.969230769,,28,14,5,0,0,8,,5907.138468,2953.569234,1054.846155,0,0,1687.753848
GM1892_40,GM1892,462.784615,409,53.7846154,,49,26,7,1,3,11,,22676.44614,12032.39999,3239.492305,462.784615,1388.353845,5090.630765
GM1892_0,GM1892,109.015385,104,5.01538462,,38,18,7,1,1,12,,4142.58463,1962.27693,763.107695,109.015385,109.015385,1308.18462
GM1892_74,GM1892,232.369231,229,3.36923077,,40,20,8,0,0,11,,9294.76924,4647.38462,1858.953848,0,0,2556.061541
GM1892_60,GM1892,186.9,174,12.9,,32,13,6,0,1,11,,5980.8,2429.7,1121.4,0,186.9,2055.9
GM1892_63,GM1892,186.861538,178,8.86153846,,42,21,8,1,1,11,,7848.184596,3924.092298,1494.892304,186.861538,186.861538,2055.476918
GM1892_36,GM1892,103.215385,95,8.21538462,,34,13,7,0,1,12,,3509.32309,1341.800005,722.507695,0,103.215385,1238.58462
GM1892_66,GM1892,39.4846154,38,1.48461538,,53,33,9,1,0,10,,2092.684616,1302.992308,355.3615386,39.4846154,0,394.846154
