BU_CODE,GM_code,nrWEQ [WEQ],nrWEQwoning [WEQ],nrWEQutil [WEQ],,H01_Vraag_totaal [ giga J per WEQ*yr],H02_Vraag_RV [ giga J per WEQ*yr],H03_Vraag_TW [ giga J per WEQ*yr],H04_Vraag_Vent [ giga J per WEQ*yr],H05_Vraag_K [ giga J per WEQ*yr],H06_Vraag_App [ giga J per WEQ*yr],,H01_Vraag_totaal [ giga J per yr],H02_Vraag_RV [ giga J per yr],H03_Vraag_TW [ giga J per yr],H04_Vraag_Vent [ giga J per yr],H05_Vraag_K [ giga J per yr],H06_Vraag_App [ giga J per yr]
GM0307_1_102,GM0307,354.253846,341,13.2538462,,32,15,6,0,1,10,,11336.12307,5313.80769,2125.523076,0,354.253846,3542.53846
GM0307_1_79,GM0307,208.669231,193,15.6692308,,54,30,9,1,1,13,,11268.13847,6260.07693,1878.023079,208.669231,208.669231,2712.700003
GM0307_1_92,GM0307,337.5,297,40.5,,43,22,7,1,1,12,,14512.5,7425,2362.5,337.5,337.5,4050
GM0307_1_31,GM0307,210.976923,197,13.9769231,,35,15,6,1,1,11,,7384.192305,3164.653845,1265.861538,210.976923,210.976923,2320.746153
GM0307_1_100,GM0307,56.5615385,48,8.56153846,,40,18,7,0,5,10,,2262.46154,1018.107693,395.9307695,0,282.8076925,565.615385
GM0307_1_1,GM0307,375.561538,373,2.56153846,,28,14,5,0,0,9,,10515.72306,5257.861532,1877.80769,0,0,3380.053842
GM0307_1_129,GM0307,254.915385,206,48.9153846,,37,18,6,0,1,12,,9431.869245,4588.47693,1529.49231,0,254.915385,3058.98462
GM0307_1_111,GM0307,209.546154,158,51.5461538,,57,31,7,1,3,16,,11944.13078,6495.930774,1466.823078,209.546154,628.638462,3352.738464
GM0307_1_88,GM0307,370.223077,132,238.223077,,33,13,3,0,1,16,,12217.36154,4812.900001,1110.669231,0,370.223077,5923.569232
GM0307_1_74,GM0307,325.738462,320,5.73846154,,45,25,8,1,0,10,,14658.23079,8143.46155,2605.907696,325.738462,0,3257.38462
GM0307_1_42,GM0307,348.692308,332,16.6923077,,48,26,8,1,1,13,,16737.23078,9066.000008,2789.538464,348.692308,348.692308,4533.000004
GM0307_1_138,GM0307,251.992308,245,6.99230769,,32,15,6,0,0,10,,8063.753856,3779.88462,1511.953848,0,0,2519.92308
GM0307_1_142,GM0307,278.484615,272,6.48461538,,36,18,7,1,0,10,,10025.44614,5012.72307,1949.392305,278.484615,0,2784.84615
GM0307_1_84,GM0307,442.338462,434,8.33846154,,48,28,8,1,0,11,,21232.24618,12385.47694,3538.707696,442.338462,0,4865.723082
GM0307_1_126,GM0307,453.5,441,12.5,,44,24,8,1,0,11,,19954,10884,3628,453.5,0,4988.5
GM0307_1_81,GM0307,483.846154,2,481.846154,,60,16,1,0,8,35,,29030.76924,7741.538464,483.846154,0,3870.769232,16934.61539
GM0327_4,GM0327,298.153846,285,13.1538462,,46,25,7,1,1,12,,13715.07692,7453.84615,2087.076922,298.153846,298.153846,3577.846152
GM0327_51,GM0327,303.423077,143,160.423077,,80,32,5,0,10,33,,24273.84616,9709.538464,1517.115385,0,3034.23077,10012.96154
GM0307_1_39,GM0307,330.107692,303,27.1076923,,50,26,7,1,1,14,,16505.3846,8582.799992,2310.753844,330.107692,330.107692,4621.507688
GM0307_1_136,GM0307,292.984615,285,7.98461538,,32,14,7,0,0,10,,9375.50768,4101.78461,2050.892305,0,0,2929.84615
GM0307_1_23,GM0307,194.146154,190,4.14615385,,30,13,7,0,0,9,,5824.38462,2523.900002,1359.023078,0,0,1747.315386
GM0307_1_87,GM0307,80.8307692,63,17.8307692,,43,15,6,0,3,18,,3475.723076,1212.461538,484.9846152,0,242.4923076,1454.953846
GM0307_1_78,GM0307,122.423077,120,2.42307692,,31,15,6,1,0,9,,3795.115387,1836.346155,734.538462,122.423077,0,1101.807693
GM0307_1_36,GM0307,98.9923077,91,7.99230769,,35,14,7,0,1,12,,3464.73077,1385.892308,692.9461539,0,98.9923077,1187.907692
GM0307_1_30,GM0307,121.792308,116,5.79230769,,56,33,9,1,1,12,,6820.369248,4019.146164,1096.130772,121.792308,121.792308,1461.507696
GM0307_1_120,GM0307,183.938462,175,8.93846154,,55,32,9,1,1,12,,10116.61541,5886.030784,1655.446158,183.938462,183.938462,2207.261544
GM0307_1_19,GM0307,420.046154,402,18.0461538,,50,28,8,1,0,12,,21002.3077,11761.29231,3360.369232,420.046154,0,5040.553848
GM0307_1_131,GM0307,178.707692,160,18.7076923,,46,23,7,0,2,13,,8220.553832,4110.276916,1250.953844,0,357.415384,2323.199996
GM0307_1_141,GM0307,189.307692,189,0.307692308,,29,13,7,0,0,8,,5489.923068,2460.999996,1325.153844,0,0,1514.461536
GM0307_1_61,GM0307,393.907692,389,4.90769231,,45,26,8,1,0,10,,17725.84614,10241.59999,3151.261536,393.907692,0,3939.07692
GM0307_1_113,GM0307,294.330769,284,10.3307692,,58,36,10,1,1,10,,17071.1846,10595.90768,2943.30769,294.330769,294.330769,2943.30769
GM0307_1_109,GM0307,202.038462,201,1.03846154,,30,14,7,0,0,9,,6061.15386,2828.538468,1414.269234,0,0,1818.346158
GM0307_1_118,GM0307,108.738462,83,25.7384615,,71,39,7,1,5,19,,7720.430802,4240.800018,761.169234,108.738462,543.69231,2066.030778
GM0307_2_106,GM0307,274.215385,256,18.2153846,,43,22,8,0,1,11,,11791.26156,6032.73847,2193.72308,0,274.215385,3016.369235
GM0307_2_74,GM0307,309.969231,308,1.96923077,,45,26,8,1,0,10,,13948.6154,8059.200006,2479.753848,309.969231,0,3099.69231
GM0307_2_105,GM0307,158.653846,133,25.6538462,,58,30,8,1,2,16,,9201.923068,4759.61538,1269.230768,158.653846,317.307692,2538.461536
GM0307_2_60,GM0307,307.453846,295,12.4538462,,44,25,8,0,0,11,,13527.96922,7686.34615,2459.630768,0,0,3381.992306
GM0307_2_165,GM0307,283.192308,274,9.19230769,,46,25,8,1,0,11,,13026.84617,7079.8077,2265.538464,283.192308,0,3115.115388
GM0307_2_90,GM0307,332.484615,299,33.4846154,,46,25,7,1,2,12,,15294.29229,8312.115375,2327.392305,332.484615,664.96923,3989.81538
GM0307_2_127,GM0307,373.376923,269,104.376923,,57,22,6,0,3,26,,21282.48461,8214.292306,2240.261538,0,1120.130769,9707.799998
GM0307_2_126,GM0307,206.976923,178,28.9769231,,40,15,7,0,2,16,,8279.07692,3104.653845,1448.838461,0,413.953846,3311.630768
GM0307_2_122,GM0307,263.992308,171,92.9923077,,50,15,5,0,5,26,,13199.6154,3959.88462,1319.96154,0,1319.96154,6863.800008
GM0307_2_141,GM0307,225.646154,212,13.6461538,,46,24,7,1,1,13,,10379.72308,5415.507696,1579.523078,225.646154,225.646154,2933.400002
GM0307_2_16,GM0307,376.830769,370,6.83076923,,44,26,8,0,0,10,,16580.55384,9797.599994,3014.646152,0,0,3768.30769
GM0307_2_22,GM0307,171.061538,170,1.06153846,,40,22,8,0,0,10,,6842.46152,3763.353836,1368.492304,0,0,1710.61538
GM0307_2_98,GM0307,153.630769,150,3.63076923,,31,15,7,0,0,9,,4762.553839,2304.461535,1075.415383,0,0,1382.676921
GM0307_2_121,GM0307,160.1,78,82.1,,69,32,6,0,11,19,,11046.9,5123.2,960.6,0,1761.1,3041.9
GM0307_2_80,GM0307,116.753846,113,3.75384615,,30,13,6,0,1,10,,3502.61538,1517.799998,700.523076,0,116.753846,1167.53846
GM0307_2_151,GM0307,317.130769,292,25.1307692,,45,24,8,1,1,12,,14270.88461,7611.138456,2537.046152,317.130769,317.130769,3805.569228
GM0307_2_143,GM0307,425.807692,391,34.8076923,,48,25,7,1,2,13,,20438.76922,10645.1923,2980.653844,425.807692,851.615384,5535.499996
GM0307_2_100,GM0307,347.330769,347,0.330769231,,40,22,8,0,0,10,,13893.23076,7641.276918,2778.646152,0,0,3473.30769
GM0307_2_2,GM0307,304.915385,264,40.9153846,,49,26,7,1,1,14,,14940.85387,7927.80001,2134.407695,304.915385,304.915385,4268.81539
GM0307_2_124,GM0307,294.907692,291,3.90769231,,48,28,8,1,0,11,,14155.56922,8257.415376,2359.261536,294.907692,0,3243.984612
GM0307_2_84,GM0307,302.776923,299,3.77692308,,46,26,8,1,0,11,,13927.73846,7872.199998,2422.215384,302.776923,0,3330.546153
GM0307_2_113,GM0307,349.584615,348,1.58461538,,42,25,8,0,0,10,,14682.55383,8739.615375,2796.67692,0,0,3495.84615
GM0307_2_3,GM0307,291.761538,287,4.76153846,,39,21,8,0,0,10,,11378.69998,6126.992298,2334.092304,0,0,2917.61538
GM0307_2_37,GM0307,1334.75385,0,1334.75385,,85,24,1,0,13,48,,113454.0773,32034.0924,1334.75385,0,17351.80005,64068.1848
GM0307_2_35,GM0307,339.076923,339,0.076923077,,45,27,8,0,0,10,,15258.46154,9155.076921,2712.615384,0,0,3390.76923
GM0307_2_78,GM0307,294.876923,282,12.8769231,,39,21,7,0,0,10,,11500.2,6192.415383,2064.138461,0,0,2948.76923
GM0307_2_1,GM0307,177.638462,175,2.63846154,,41,22,8,1,0,10,,7283.176942,3908.046164,1421.107696,177.638462,0,1776.38462
GM0307_2_161,GM0307,162.523077,132,30.5230769,,50,23,7,0,3,17,,8126.15385,3738.030771,1137.661539,0,487.569231,2762.892309
GM0307_2_160,GM0307,1134.86923,1,1133.86923,,97,24,1,0,10,62,,110082.3153,27236.86152,1134.86923,0,11348.6923,70361.89226
GM0307_2_163,GM0307,213.130769,212,1.13076923,,39,21,8,0,0,10,,8312.099991,4475.746149,1705.046152,0,0,2131.30769
GM0307_2_137,GM0307,171.076923,171,0.076923077,,39,21,8,0,0,10,,6671.999997,3592.615383,1368.615384,0,0,1710.76923
GM0307_2_134,GM0307,191.184615,188,3.18461538,,30,14,7,0,0,9,,5735.53845,2676.58461,1338.292305,0,0,1720.661535
GM0307_2_85,GM0307,343.361538,267,76.3615385,,55,23,6,0,2,23,,18884.88459,7897.315374,2060.169228,0,686.723076,7897.315374
GM0307_2_52,GM0307,94.8,94,0.8,,38,20,8,0,0,10,,3602.4,1896,758.4,0,0,948
GM0307_2_115,GM0307,100.076923,100,0.076923077,,40,22,8,1,0,10,,4003.07692,2201.692306,800.615384,100.076923,0,1000.76923
GM0307_2_102,GM0307,182.130769,145,37.1307692,,54,24,6,0,3,20,,9835.061526,4371.138456,1092.784614,0,546.392307,3642.61538
GM0307_2_93,GM0307,58.6769231,57,1.67692308,,31,14,7,0,0,9,,1818.984616,821.4769234,410.7384617,0,0,528.0923079
GM0307_2_86,GM0307,94.1461538,93,1.14615385,,30,14,7,0,0,9,,2824.384614,1318.046153,659.0230766,0,0,847.3153842
GM0307_2_159,GM0307,216.2,181,35.2,,43,22,7,0,2,12,,9296.6,4756.4,1513.4,0,432.4,2594.4
GM0307_2_58,GM0307,197.623077,136,61.6230769,,45,21,6,0,2,16,,8893.038465,4150.084617,1185.738462,0,395.246154,3161.969232
GM0307_2_51,GM0307,206.930769,194,12.9307692,,43,21,7,0,1,13,,8898.023067,4345.546149,1448.515383,0,206.930769,2690.099997
GM0307_2_36,GM0307,245.338462,245,0.338461538,,39,21,8,0,0,10,,9568.200018,5152.107702,1962.707696,0,0,2453.38462
GM0307_2_61,GM0307,213.076923,213,0.076923077,,41,23,8,1,0,10,,8736.153843,4900.769229,1704.615384,213.076923,0,2130.76923
GM0307_2_114,GM0307,149,149,0,,45,26,8,1,0,10,,6705,3874,1192,149,0,1490
GM0307_2_77,GM0307,573.769231,488,85.7692308,,40,16,6,0,1,17,,22950.76924,9180.307696,3442.615386,0,573.769231,9754.076927
GM0307_2_130,GM0307,253.415385,246,7.41538462,,39,21,8,0,1,10,,9883.200015,5321.723085,2027.32308,0,253.415385,2534.15385
GM0307_2_145,GM0307,93.0769231,93,0.076923077,,42,23,8,1,0,10,,3909.23077,2140.769231,744.6153848,93.0769231,0,930.769231
GM0307_2_50,GM0307,134.492308,134,0.492307692,,45,26,8,1,0,10,,6052.15386,3496.800008,1075.938464,134.492308,0,1344.92308
GM0307_2_133,GM0307,179.369231,172,7.36923077,,35,16,8,0,1,11,,6277.923085,2869.907696,1434.953848,0,179.369231,1973.061541
GM0307_2_13,GM0307,366.961538,351,15.9615385,,43,23,8,0,1,12,,15779.34613,8440.115374,2935.692304,0,366.961538,4403.538456
GM0307_2_118,GM0307,509.261538,508,1.26153846,,37,19,8,0,0,10,,18842.67691,9675.969222,4074.092304,0,0,5092.61538
GM0307_2_156,GM0307,172.976923,167,5.97692308,,29,12,7,0,1,9,,5016.330767,2075.723076,1210.838461,0,172.976923,1556.792307
GM0307_2_128,GM0307,321.253846,297,24.2538462,,40,22,7,0,0,11,,12850.15384,7067.584612,2248.776922,0,0,3533.792306
GM0307_2_11,GM0307,47.0230769,45,2.02307692,,33,14,7,0,1,11,,1551.761538,658.3230766,329.1615383,0,47.0230769,517.2538459
GM0307_2_91,GM0307,462.607692,449,13.6076923,,41,23,8,0,0,10,,18966.91537,10639.97692,3700.861536,0,0,4626.07692
GM0307_2_142,GM0307,237.146154,234,3.14615385,,44,26,8,0,0,10,,10434.43078,6165.800004,1897.169232,0,0,2371.46154
GM0307_2_39,GM0307,206.984615,205,1.98461538,,42,24,8,0,0,10,,8693.35383,4967.63076,1655.87692,0,0,2069.84615
GM0307_2_170,GM0307,235.615385,226,9.61538462,,45,25,8,0,1,12,,10602.69233,5890.384625,1884.92308,0,235.615385,2827.38462
GM0307_2_168,GM0307,310.615385,309,1.61538462,,37,19,8,0,0,10,,11492.76925,5901.692315,2484.92308,0,0,3106.15385
GM0307_2_125,GM0307,69.1615385,7,62.1615385,,102,31,2,0,15,55,,7054.476927,2144.007694,138.323077,0,1037.423078,3803.884618
GM0307_2_167,GM0307,333.115385,333,0.115384615,,36,20,7,0,0,9,,11992.15386,6662.3077,2331.807695,0,0,2998.038465
GM0307_2_146,GM0307,198.269231,197,1.26923077,,40,22,8,0,0,10,,7930.76924,4361.923082,1586.153848,0,0,1982.69231
GM0307_2_148,GM0307,138.684615,85,53.6846154,,70,30,5,0,6,28,,9707.92305,4160.53845,693.423075,0,832.10769,3883.16922
GM0307_2_44,GM0307,214.076923,214,0.076923077,,37,20,8,0,0,10,,7920.846151,4281.53846,1712.615384,0,0,2140.76923
GM0307_2_107,GM0307,309.284615,292,17.2846154,,41,23,7,0,0,10,,12680.66922,7113.546145,2164.992305,0,0,3092.84615
GM0307_2_166,GM0307,241,241,0,,40,23,8,0,0,10,,9640,5543,1928,0,0,2410
GM0307_2_152,GM0307,353.892308,336,17.8923077,,31,15,6,0,1,11,,10970.66155,5308.38462,2123.353848,0,353.892308,3892.815388
GM0307_2_48,GM0307,401.207692,307,94.2076923,,48,20,6,0,3,20,,19257.96922,8024.15384,2407.246152,0,1203.623076,8024.15384
GM0307_2_53,GM0307,139.523077,120,19.5230769,,40,16,6,0,2,16,,5580.92308,2232.369232,837.138462,0,279.046154,2232.369232
GM0307_2_26,GM0307,399.4,368,31.4,,43,22,7,0,2,13,,17174.2,8786.8,2795.8,0,798.8,5192.2
GM0307_2_110,GM0307,351.207692,280,71.2076923,,45,23,6,0,2,13,,15804.34614,8077.776916,2107.246152,0,702.415384,4565.699996
GM0307_2_64,GM0307,283.630769,245,38.6307692,,38,13,7,0,2,15,,10777.96922,3687.199997,1985.415383,0,567.261538,4254.461535
GM0307_2_17,GM0307,508.461538,500,8.46153846,,38,20,7,0,0,11,,19321.53844,10169.23076,3559.230766,0,0,5593.076918
GM0307_2_83,GM0307,175.646154,173,2.64615385,,29,14,6,0,0,9,,5093.738466,2459.046156,1053.876924,0,0,1580.815386
GM0307_2_46,GM0307,451.123077,394,57.1230769,,36,13,6,0,2,15,,16240.43077,5864.600001,2706.738462,0,902.246154,6766.846155
GM0307_2_24,GM0307,310.830769,308,2.83076923,,38,20,8,0,0,10,,11811.56922,6216.61538,2486.646152,0,0,3108.30769
GM0307_2_47,GM0307,112.130769,111,1.13076923,,27,10,8,0,0,9,,3027.530763,1121.30769,897.046152,0,0,1009.176921
GM0313_33,GM0313,213.3,13,200.3,,34,15,1,0,3,14,,7252.2,3199.5,213.3,0,639.9,2986.2
GM0307_2_138,GM0307,139.3,134,5.3,,28,10,7,0,1,10,,3900.4,1393,975.1,0,139.3,1393
GM0307_2_34,GM0307,306.930769,92,214.930769,,66,24,3,0,7,32,,20257.43075,7366.338456,920.792307,0,2148.515383,9821.784608
GM0307_2_43,GM0307,93.1307692,92,1.13076923,,27,10,8,0,0,9,,2514.530768,931.307692,745.0461536,0,0,838.1769228
GM0307_2_101,GM0307,374.023077,359,15.0230769,,41,22,8,0,1,11,,15334.94616,8228.507694,2992.184616,0,374.023077,4114.253847
GM0307_2_25,GM0307,387.438462,106,281.438462,,79,30,4,0,11,34,,30607.6385,11623.15386,1549.753848,0,4261.823082,13172.90771
GM0307_2_88,GM0307,325.261538,324,1.26153846,,37,20,7,0,0,10,,12034.67691,6505.23076,2276.830766,0,0,3252.61538
GM0307_2_18,GM0307,298.146154,298,0.146153846,,41,23,8,0,0,10,,12223.99231,6857.361542,2385.169232,0,0,2981.46154
GM0307_2_27,GM0307,246.384615,235,11.3846154,,43,24,8,0,2,10,,10594.53845,5913.23076,1971.07692,0,492.76923,2463.84615
GM0307_2_109,GM0307,266.307692,262,4.30769231,,36,18,7,0,0,11,,9587.076912,4793.538456,1864.153844,0,0,2929.384612
GM0307_2_49,GM0307,56,56,0,,45,27,8,0,0,10,,2520,1512,448,0,0,560
GM0308_33,GM0308,464.9,228,236.9,,64,25,4,0,7,27,,29753.6,11622.5,1859.6,0,3254.3,12552.3
GM0308_1,GM0308,419.107692,417,2.10769231,,39,20,8,0,0,10,,16345.19999,8382.15384,3352.861536,0,0,4191.07692
GM0342_39,GM0342,177.007692,172,5.00769231,,31,14,7,0,0,9,,5487.238452,2478.107688,1239.053844,0,0,1593.069228
GM0342_61,GM0342,441.223077,328,113.223077,,47,17,6,0,4,21,,20737.48462,7500.792309,2647.338462,0,1764.892308,9265.684617
GM0342_54,GM0342,207.938462,161,46.9384615,,45,15,6,0,2,22,,9357.23079,3119.07693,1247.630772,0,415.876924,4574.646164
GM0342_57,GM0342,214.115385,199,15.1153846,,49,26,8,1,1,13,,10491.65387,5567.00001,1712.92308,214.115385,214.115385,2783.500005
GM0342_2,GM0342,190.261538,71,119.261538,,63,22,4,0,7,30,,11986.47689,4185.753836,761.046152,0,1331.830766,5707.84614
GM0342_80,GM0342,289.746154,155,134.746154,,68,29,6,1,7,26,,19702.73847,8402.638466,1738.476924,289.746154,2028.223078,7533.400004
GM0342_82,GM0342,109.6,104,5.6,,57,34,9,1,1,12,,6247.2,3726.4,986.4,109.6,109.6,1315.2
GM0307_2_108,GM0307,563.107692,541,22.1076923,,29,13,6,0,0,9,,16330.12307,7320.399996,3378.646152,0,0,5067.969228
GM0307_2_70,GM0307,463.853846,459,4.85384615,,38,20,8,0,0,10,,17626.44615,9277.07692,3710.830768,0,0,4638.53846
GM0307_2_89,GM0307,452.061538,450,2.06153846,,38,21,8,0,0,10,,17178.33844,9493.292298,3616.492304,0,0,4520.61538
GM0307_2_29,GM0307,172.853846,171,1.85384615,,27,11,7,0,0,9,,4667.053842,1901.392306,1209.976922,0,0,1555.684614
GM0307_2_76,GM0307,274,274,0,,37,19,8,0,0,10,,10138,5206,2192,0,0,2740
GM0307_2_79,GM0307,364,364,0,,39,21,8,0,0,10,,14196,7644,2912,0,0,3640
GM0307_2_19,GM0307,231.753846,231,0.753846154,,38,21,8,0,0,10,,8806.646148,4866.830766,1854.030768,0,0,2317.53846
GM0307_2_120,GM0307,241,241,0,,34,16,8,0,0,9,,8194,3856,1928,0,0,2169
GM0307_2_73,GM0307,241.061538,241,0.061538462,,40,23,8,0,0,10,,9642.46152,5544.415374,1928.492304,0,0,2410.61538
GM0307_2_4,GM0307,211.330769,210,1.33076923,,40,22,8,0,0,10,,8453.23076,4649.276918,1690.646152,0,0,2113.30769
GM0307_2_21,GM0307,32.7615385,20,12.7615385,,53,24,7,0,7,15,,1736.361541,786.276924,229.3307695,0,229.3307695,491.4230775
GM0307_2_95,GM0307,313.207692,233,80.2076923,,39,20,6,0,1,13,,12215.09999,6264.15384,1879.246152,0,313.207692,4071.699996
GM0307_2_154,GM0307,285.023077,227,58.0230769,,41,19,6,0,2,13,,11685.94616,5415.438463,1710.138462,0,570.046154,3705.300001
GM0307_2_56,GM0307,218.061538,218,0.061538462,,37,20,8,0,0,10,,8068.276906,4361.23076,1744.492304,0,0,2180.61538
GM0307_2_0,GM0307,108.507692,82,26.5076923,,44,13,5,0,2,24,,4774.338448,1410.599996,542.53846,0,217.015384,2604.184608
GM0307_2_81,GM0307,121.430769,106,15.4307692,,35,12,6,0,1,16,,4250.076915,1457.169228,728.584614,0,121.430769,1942.892304
GM0307_2_119,GM0307,51.7307692,25,26.7307692,,59,27,6,0,10,16,,3052.115383,1396.730768,310.3846152,0,517.307692,827.6923072
GM0307_2_6,GM0307,392.153846,392,0.153846154,,34,16,7,0,0,10,,13333.23076,6274.461536,2745.076922,0,0,3921.53846
GM0308_16,GM0308,376.753846,254,122.753846,,62,27,7,1,4,24,,23358.73845,10172.35384,2637.276922,376.753846,1507.015384,9042.092304
GM0308_37,GM0308,311.330769,266,45.3307692,,44,19,7,0,3,16,,13698.55384,5915.284611,2179.315383,0,933.992307,4981.292304
GM0308_31,GM0308,265.953846,253,12.9538462,,32,14,6,0,1,10,,8510.523072,3723.353844,1595.723076,0,265.953846,2659.53846
GM0308_12,GM0308,211.376923,162,49.3769231,,47,17,6,0,3,22,,9934.715381,3593.407691,1268.261538,0,634.130769,4650.292306
GM0308_15,GM0308,457.746154,426,31.7461538,,46,25,8,1,2,11,,21056.32308,11443.65385,3661.969232,457.746154,915.492308,5035.207694
GM0308_32,GM0308,110.076923,103,7.07692308,,33,14,6,0,1,11,,3632.538459,1541.076922,660.461538,0,110.076923,1210.846153
GM0308_10,GM0308,65.7846154,64,1.78461538,,31,14,7,0,0,9,,2039.323077,920.9846156,460.4923078,0,0,592.0615386
GM0308_28,GM0308,244.292308,235,9.29230769,,33,15,6,0,1,10,,8061.646164,3664.38462,1465.753848,0,244.292308,2442.92308
GM0308_2,GM0308,394.284615,373,21.2846154,,43,23,8,1,1,12,,16954.23845,9068.546145,3154.27692,394.284615,394.284615,4731.41538
GM0308_4,GM0308,176.469231,144,32.4692308,,43,16,6,0,2,19,,7588.176933,2823.507696,1058.815386,0,352.938462,3352.915389
GM0308_25,GM0308,306.7,144,162.7,,69,28,5,1,7,29,,21162.3,8587.6,1533.5,306.7,2146.9,8894.3
GM0308_45,GM0308,397.146154,368,29.1461538,,39,19,7,1,1,12,,15488.70001,7545.776926,2780.023078,397.146154,397.146154,4765.753848
GM0308_48,GM0308,461.730769,381,80.7307692,,56,29,8,1,2,16,,25856.92306,13390.1923,3693.846152,461.730769,923.461538,7387.692304
GM0308_44,GM0308,405.661538,292,113.661538,,48,16,6,0,5,21,,19471.75382,6490.584608,2433.969228,0,2028.30769,8518.892298
GM0308_40,GM0308,297.961538,277,20.9615385,,37,17,7,0,1,12,,11024.57691,5065.346146,2085.730766,0,297.961538,3575.538456
GM0308_39,GM0308,597.961538,194,403.961538,,82,31,4,0,10,37,,49032.84612,18536.80768,2391.846152,0,5979.61538,22124.57691
GM0308_38,GM0308,299.069231,259,40.0692308,,56,29,9,1,3,14,,16747.87694,8673.007699,2691.623079,299.069231,897.207693,4186.969234
GM0308_17,GM0308,189.561538,149,40.5615385,,46,17,6,0,2,21,,8719.830748,3222.546146,1137.369228,0,379.123076,3980.792298
GM0308_34,GM0308,388.407692,292,96.4076923,,43,16,6,0,3,18,,16701.53076,6214.523072,2330.446152,0,1165.223076,6991.338456
GM0308_11,GM0308,498.323077,485,13.3230769,,44,24,9,1,0,11,,21926.21539,11959.75385,4484.907693,498.323077,0,5481.553847
GM0308_49,GM0308,349.584615,264,85.5846154,,59,30,8,1,8,12,,20625.49229,10487.53845,2796.67692,349.584615,2796.67692,4195.01538
GM0308_47,GM0308,733.469231,690,43.4692308,,41,21,7,0,1,12,,30072.23847,15402.85385,5134.284617,0,733.469231,8801.630772
GM0308_41,GM0308,217.876923,194,23.8769231,,42,19,7,1,4,11,,9150.830766,4139.661537,1525.138461,217.876923,871.507692,2396.646153
GM0308_14,GM0308,165.5,154,11.5,,39,18,7,0,1,12,,6454.5,2979,1158.5,0,165.5,1986
GM0308_27,GM0308,435.307692,257,178.307692,,72,31,6,1,9,25,,31342.15382,13494.53845,2611.846152,435.307692,3917.769228,10882.6923
GM0308_35,GM0308,363.738462,339,24.7384615,,48,25,9,1,1,12,,17459.44618,9093.46155,3273.646158,363.738462,363.738462,4364.861544
GM0308_30,GM0308,250.107692,160,90.1076923,,61,23,5,0,6,26,,15256.56921,5752.476916,1250.53846,0,1500.646152,6502.799992
GM0308_9,GM0308,212.569231,197,15.5692308,,34,15,7,0,1,11,,7227.353854,3188.538465,1487.984617,0,212.569231,2338.261541
GM0308_5,GM0308,116.946154,82,34.9461538,,34,14,6,0,2,12,,3976.169236,1637.246156,701.676924,0,233.892308,1403.353848
GM0308_24,GM0308,628.569231,576,52.5692308,,45,25,8,1,1,12,,28285.6154,15714.23078,5028.553848,628.569231,628.569231,7542.830772
GM0308_23,GM0308,163.923077,156,7.92307692,,30,11,7,0,1,11,,4917.69231,1803.153847,1147.461539,0,163.923077,1803.153847
GM0308_26,GM0308,221.153846,208,13.1538462,,31,13,5,0,1,11,,6855.769226,2874.999998,1105.76923,0,221.153846,2432.692306
GM0308_20,GM0308,153.484615,133,20.4846154,,46,20,7,1,2,16,,7060.29229,3069.6923,1074.392305,153.484615,306.96923,2455.75384
GM0308_21,GM0308,153.676923,150,3.67692308,,44,24,8,1,1,11,,6761.784612,3688.246152,1229.415384,153.676923,153.676923,1690.446153
GM0308_19,GM0308,159.253846,53,106.253846,,38,18,3,0,1,16,,6051.646148,2866.569228,477.761538,0,159.253846,2548.061536
GM0308_18,GM0308,43,43,0,,42,24,8,0,0,10,,1806,1032,344,0,0,430
GM0308_36,GM0308,191.307692,189,2.30769231,,39,20,8,1,0,11,,7460.999988,3826.15384,1530.461536,191.307692,0,2104.384612
GM0308_8,GM0308,89.8307692,88,1.83076923,,29,12,7,0,0,9,,2605.092307,1077.96923,628.8153844,0,0,808.4769228
GM0308_22,GM0308,50,50,0,,40,22,8,0,0,10,,2000,1100,400,0,0,500
GM0308_0,GM0308,307.876923,305,2.87692308,,42,24,8,1,0,10,,12930.83077,7389.046152,2463.015384,307.876923,0,3078.76923
GM0308_46,GM0308,243.407692,208,35.4076923,,43,21,7,1,1,14,,10466.53076,5111.561532,1703.853844,243.407692,243.407692,3407.707688
GM0308_43,GM0308,91.5384615,91,0.538461538,,29,13,7,0,0,9,,2654.615384,1190,640.7692305,0,0,823.8461535
GM0308_7,GM0308,1043.14615,602,441.146154,,61,22,5,1,4,29,,63631.91515,22949.2153,5215.73075,1043.14615,4172.5846,30251.23835
GM0317_1,GM0317,312.953846,167,145.953846,,66,31,6,0,11,18,,20654.95384,9701.569226,1877.723076,0,3442.492306,5633.169228
GM0308_29,GM0308,134.046154,125,9.04615385,,33,13,7,0,2,11,,4423.523082,1742.600002,938.323078,0,268.092308,1474.507694
GM0313_37,GM0313,274.007692,228,46.0076923,,51,26,7,0,3,14,,13974.39229,7124.199992,1918.053844,0,822.023076,3836.107688
GM0317_13,GM0317,234.738462,217,17.7384615,,49,26,8,1,1,13,,11502.18464,6103.200012,1877.907696,234.738462,234.738462,3051.600006
GM0308_6,GM0308,153.169231,84,69.1692308,,55,22,6,0,13,12,,8424.307705,3369.723082,919.015386,0,1991.200003,1838.030772
