code,name,geo_coordinate,number_of_house_equivalents_residences,number_of_house_equivalents_utility,m2_of_utility,total_heat_demand_of_residences,total_heat_demand_of_utility,total_electricity_demand_of_residences,total_electricity_demand_of_utility,geothermal_available,ht_sources_available,lt_sources_available,preference_W,preference_H,preference_E
BU03620804,Populierenbuurt,"[118215.207922668, 478570.751749779]",1901.0,180.5717,26951.0,61793.67772792,15263.113716839001,15486.191999720999,15486.191995018999,False,"['HTHP0040', 'HTHP0054']",[],0.4919235856732213,0.3858640940517635,0.12221232027501523
BU03620805,Augustinuspark,"[119062.683994598, 478466.15009431203]",1556.0,100.94890000000001,15067.0,54651.95261016,4093.488321364,11524.463999496,11524.464000777,False,"['HTHP0040', 'HTHP0054']",[],0.5685159482393844,0.3751860352326848,0.05629801652793071
BU03620806,Startbaanbuurt,"[118522.047605639, 477933.25424062705]",422.0,770.634,115020.0,10127.67614454,36032.9675634,2105.38799998,2105.38796076,False,"['HTHP0040', 'HTHP0054']",[],0.502883801178952,0.038105312610544596,0.45901088621050323
BU03620901,Langerhuize,"[119918.68683531901, 478680.498973373]",818.0,1269.9649,189547.0,34168.2322309,66561.185013408,9345.3120024,9345.311938894001,False,"['HTHP0040', 'HTHP0054']",[],0.24698661016012033,0.049242284779258697,0.703771105060621
BU03620902,Alpen Rondwegbuurt,"[119516.49438302699, 478306.440011626]",715.0,41.754400000000004,6232.0,28428.3096383,2245.006263448,6718.14,6718.1399979200005,False,"['HTHP0040', 'HTHP0054']",[],0.5577762237762238,0.4422237762237762,0.0
BU03620903,In de Wolkenbuurt,"[119923.83135512599, 478172.84043953795]",626.0,23.336100000000002,3483.0,23524.77725388,2676.5618918129994,5149.872000087999,5149.871998569,False,"['HTHP0040', 'HTHP0054']",[],0.4128469755057322,0.40129825896922544,0.1858547655250424
BU03620904,Watercirkelbuurt,"[119345.49370514699, 477738.17741400294]",1166.0,50.2165,7495.0,48275.7156376,2875.8089250599996,9360.648,9360.648002435,False,"['HTHP0040', 'HTHP0054']",[],0.5541938250428816,0.4458061749571184,0.0
BU03620905,Kringloopbuurt,"[119734.364124167, 477641.970342577]",1100.0,121.35040000000001,18112.0,49481.097941,6077.064045951999,8822.7719998,8822.771993344,False,"['HTHP0040', 'HTHP0054']",[],0.5472975235756347,0.451672711285057,0.0010297651393083751
BU03621001,Beroepenbuurt,"[118159.318793665, 477473.363659045]",648.0,91.1468,13604.0,23888.50553016,4952.304333424,7744.896,7744.896001612,False,"['HTHP0040', 'HTHP0054']",[],0.38415647369666833,0.6158435263033316,0.0
BU03621002,Hemellichamenbuurt,"[118639.85033768199, 477144.23525857204]",1295.0,206.1054,30762.0,41701.864138549994,10722.633404238,11421.9,11421.89999181,False,"['HTHP0040', 'HTHP0054']",[],0.4289291583321917,0.5578327960395679,0.013238045628240318
BU03621003,Punterbuurt,"[119264.54040874599, 477134.163808885]",1327.0,13.7417,2051.0,52228.014220460005,430.48990924099996,12440.304000027,12440.304000404,False,"['HTHP0040', 'HTHP0054']",[],0.32403165033911074,0.6759683496608891,0.0
BU03621004,Molenbuurt,"[118000.90442614199, 476990.321213787]",1315.0,103.3542,15426.0,47099.0205429,6673.255529345999,13255.2,13255.199998596,False,"['HTHP0040', 'HTHP0054']",[],0.38108393377721517,0.6186862292788553,0.00022983694392950913
BU03621005,Galjoenbuurt,"[119148.38583429999, 476666.226764809]",1438.0,38.6791,5773.0,57174.69826556,1626.9587523799999,16048.08,16048.080001963,False,"['HTHP0040', 'HTHP0054']",[],0.3186988123451253,0.680175662353406,0.0011255253014686537
BU03621101,Bovenkerk,"[117306.88934132, 478159.686674656]",1271,518.3053,77359.0,48228.76618968,28642.362838063997,14515.77599536,14515.775972197998,False,"['HTHP0040', 'HTHP0054']",[],0.18731528578057424,0.3213812507445104,0.49130346347491544
BU03621102,Buitenplaatsenbuurt,"[116619.690360742, 477768.066220373]",649.0,45.4059,6777.0,22974.83412026,1718.5082715,6684.80400225,6684.80399775,False,"['HTHP0040', 'HTHP0054']",[],0.16052665016127132,0.6337866218257512,0.20568672801297738
BU03621103,Betsy Perkbuurt,"[117052.341268336, 477574.62644774]",801.0,2.948,440.0,28952.41705965,0.0,8045.244000000001,8045.243998,False,"['HTHP0040', 'HTHP0054']",[],0.1647940074906367,0.6699999999999999,0.1652059925093633
BU03621104,Legmeer,"[117453.29891781301, 477328.816222634]",164.0,611.0467,91201.0,6466.729857679999,35259.466494318,1718.0639999999999,1718.063955014,False,"['HTHP0040', 'HTHP0054']",[],0.7234548930879389,0.24191970899029472,0.034625397921766346
BU03621105,Landschappenbuurt,"[116361.442196264, 477309.478846999]",950.0,1.5611000000000002,233.0,35586.729858,49.517813798000006,9678.599999999999,9678.59999907,False,"['HTHP0040', 'HTHP0054']",[],0.14902105263157894,0.6574315789473684,0.1935473684210527
BU03621106,Theaterbuurt,"[116875.94000716199, 476963.85575279203]",975.0,108.2251,16153.0,39027.955765499995,4865.505429149,10793.340002249999,10793.340008032,False,"['HTHP0040', 'HTHP0054']",[],0.09102420424779781,0.6315273479752535,0.27744844777694877
BU03621201,Kastelenbuurt,"[116105.978858586, 476805.533841401]",1044.0,74.9864,11192.0,41133.824647919995,1606.963107144,19675.15199532,19675.15200248,False,"['HTHP0040', 'HTHP0054']",[],0.0,0.12201115933740177,0.8779888406625983
BU03621202,Schrijversbuurt,"[116681.15389480599, 476460.09525821]",737.0,16.9644,2532.0,31946.255925979996,1932.6462034800002,9705.312001000002,9705.311999052,False,"['HTHP0040', 'HTHP0054']",[],0.021286741778511826,0.622905969013624,0.3558072892078641
BU03621203,Kruidenbuurt,"[117282.62072829301, 476408.92005834]",932,270.29810000000003,40343.0,34633.72669472,15139.814050363999,12062.5559978,12062.555991424999,False,"['HTHP0040', 'HTHP0054']",[],0.2150788917094548,0.1312842658320533,0.6536368424584919
BU03621204,De Scheg,"[116132.116483771, 476236.04229405295]",22.0,4.3148,644.0,2132.57503954,190.64237976,390.456,390.456000228,False,"['HTHP0040', 'HTHP0054']",[],0.0,0.7418181818181818,0.2581818181818182
BU03621301,Nes aan de Amstel,"[119023.745491871, 475486.02768167603]",571.0,343.1271,51213.0,39651.66666634,17292.9605562,8236.79999761,8236.799989719,False,"['HTHP0040', 'HTHP0054']",[],0.12346860905823125,0.5876943959481415,0.28883699499362714
BU03621302,Legmeerpolder,"[116265.159254371, 475065.74347109295]",104.0,10.5726,1578.0,7757.54660304,11110.331471628,1605.56399952,1605.5640006179997,False,"['HTHP0040', 'HTHP0054']",[],0.03006340816024373,0.4462068968634182,0.5237296949763381
BU03621401,Amsterdamse Bos Noord,"[117430.119752206, 481367.412865315]",35.0,111.2535,16605.0,2886.6982623500003,10388.46456819,507.78,507.78000333,False,"['HTHP0040', 'HTHP0054']",[],0.3263706216418271,0.28257473764739127,0.39105464071078166
BU03621402,Amsterdamse Bos Zuid,"[116784.118057727, 479368.17729629704]",7.0,4.0937,611.0,276.01895734,189.00682065200002,73.332,73.33200004,False,"['HTHP0040', 'HTHP0054']",[],0.2655586699225433,0.6592725188624333,0.07516881121502335
BU03750000,Wijkertoren,"[105545.15788872301, 500003.53444326896]",508.0,152.9878,22834.0,13354.060033000002,14471.314931807998,4023.36,4023.360002102,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.610888832562676,0.389111167437324,0.0
BU03750001,Meerplein,"[105451.61318286699, 499433.74648657796]",755.0,443.98220000000003,66266.0,27537.81990575,25063.472295988002,5816.5199999999995,5816.52001778,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.39015400914584947,0.46418949306143925,0.14565649779271123
BU03750002,Koningstraat,"[105385.606330786, 499722.60965623]",814.0,259.8595,38785.0,24340.27171994,17154.354522265,6388.272,6388.271997669999,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.4562804851561352,0.45646123491253765,0.0872582799313272
BU03750003,Burgerhartstraat,"[105462.83808167199, 500286.737801808]",455.0,50.116,7480.0,17642.21169165,4129.263082120001,4635.539999999999,4635.54000052,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.4545778874803249,0.4551209762918328,0.09030113622784224
BU03750004,Sint Aagtendorp,"[105214.843028256, 500086.789068534]",346.0,32.5084,4852.0,16184.14059918,1724.316394608,3210.443999864,3210.443999572,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.7008670520231215,0.2962427745664739,0.002890173410404624
BU03750005,Reguliersstraat,"[105749.19126918301, 500116.958988685]",487.0,14.753400000000001,2202.0,19203.03317494,1164.923969718,4540.788,4540.787999982,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.3928801563884756,0.48266019212599687,0.12445965148552743
BU03750100,Vondellaan,"[104733.73069249801, 499456.97008615104]",585.0,502.1114,74942.0,36138.76777485,30637.804027936003,7012.98,7012.980031456001,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.4435947261432349,0.4309493362812401,0.12545593757552514
BU03750101,Ronde Boogaard,"[104910.30313708099, 499916.331544964]",1203.0,65.6734,9802.0,62928.74724024,6251.5891542,12916.80000333,12916.799997166001,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.34384188156370793,0.6400989106144687,0.01605920782182334
BU03750102,Westerhout,"[103857.17945538, 499878.568134222]",7.0,34.9874,5222.0,524.43601896,1617.4761130779998,73.332,73.33199769,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.1257655593758267,0.5312187060202828,0.34301573460389057
BU03750200,Oranjebuurt,"[105989.631574365, 500196.835594955]",431.0,35.6105,5315.0,14127.45023511,2029.1474869099998,4117.931999859,4117.9320004149995,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.08993654750676172,0.40009536617434033,0.5099680863188979
BU03750201,Oud Sportpark,"[105911.005068878, 499752.12707204]",280.0,11.972900000000001,1787.0,8924.6129532,643.6586901100001,2620.7999999999997,2620.8000004980004,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.381977461125981,0.5448790904913409,0.07314344838267806
BU03750202,Beijnes,"[106180.94311917301, 499891.579954604]",211.0,184.7324,27572.0,6725.33333259,10605.271415815998,1800.252,1800.2520062919998,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.6431682880683111,0.3079251754937748,0.048906536437914115
BU03750300,Plantage,"[104947.39640938099, 500356.582076615]",800.0,50.5582,7546.0,27076.145335999998,2667.1936001480003,6134.4,6134.40000173,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.3933500959106278,0.40409179111615356,0.20255811297321868
BU03750301,Oostertuinen,"[105182.217877091, 500595.69654708]",983.0,39.161500000000004,5845.0,35530.86887595,3293.3029715250004,8316.18,8316.180002515,True,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.5103662258392675,0.44283825025432344,0.046795523906408946
BU03750302,Kuenenplein,"[105390.38168130099, 500919.903708145]",785.0,43.5232,6496.0,27600.2527631,1807.922527712,6217.2,6217.200001375999,True,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.4532061951201704,0.4436457642639093,0.10314804061592031
BU03750303,De Naald,"[105542.926726869, 500625.095320894]",198.0,6.532500000000001,975.0,7612.208530739999,275.08057784999994,1974.4560000000004,1974.4560000749998,True,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.4207575757575757,0.569090909090909,0.010151515151515151
BU03750400,Warande,"[104478.631003493, 500188.963253768]",406.0,33.801500000000004,5045.0,25080.92259246,1480.279002925,4706.352,4706.351998805,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.36834975369458134,0.6259113300492611,0.005738916256157635
BU03750401,De Horn,"[104679.18215928, 500654.296635486]",244.0,24.7699,3697.0,13549.90205468,783.004987415,2916.288,2916.2879991980003,True,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.3172193136790362,0.6761069191419768,0.006673767178986919
BU03750500,Westertuinen,"[105014.294230081, 501120.192517612]",905.0,63.978300000000004,9549.0,42524.99210275,3763.4490439470005,10686.24,10686.239997957,True,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.32951722298377856,0.6298559329735284,0.04062684404269309
BU03750501,Creutzberglaan,"[104099.910601964, 500934.132152219]",276.0,7.363300000000001,1099.0,16814.5829382,1069.0777028399998,3415.5,3415.500000304,True,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.30336956521739133,0.6422463768115942,0.054384057971014504
BU03750502,Binnenduin,"[104371.10857141, 500576.26144493604]",63.0,0.0,0,3597.45813567,0.0,975.24,0.0,True,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.0,0.03174603174603175,0.9682539682539683
BU03750600,Oosterwijk,"[106732.607188461, 500782.26653661794]",1424.0,40.025800000000004,5974.0,47727.62085632,1609.3293304180002,11688.192000000001,11688.192000514,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.4433257191754692,0.46106994745540636,0.09560433336912447
BU03750601,Zwaansmeer,"[106414.742005979, 500390.91510116204]",676.0,123.1192,18376.0,26484.556082400002,7228.900460639999,6477.983999968,6477.984000912001,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.28736956984041767,0.5387910389399233,0.173839391219659
BU03750700,Bleriotlaan,"[105798.45649768901, 501504.30615063896]",844.0,64.4875,9625.0,29120.00000148,2973.24005825,6745.2480000000005,6745.2479998750005,True,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.5181874546576818,0.436303977239944,0.0455085681023742
BU03750701,Fokkerlaan,"[106231.538060372, 501274.87921856204]",548.0,39.3692,5876.0,16409.227487440003,1069.56635474,4703.8319997280005,4703.831998372,True,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.35058207265518404,0.3655701247514963,0.28384780259331976
BU03750702,Wijkerbaan,"[105789.452724635, 501026.485838336]",1526.0,178.2267,26601.0,43187.13901922,12835.966949808,11614.284000634,11614.283997203998,True,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.41269394426685435,0.32067132721851216,0.2666347285146335
BU03750703,Overbos,"[105936.54177058401, 500676.795203446]",326.0,95.32090000000001,14227.0,11997.6240139,6247.376899817001,3403.44,3403.4400044970002,True,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.47962620636447495,0.5160803097132933,0.004293483922231679
BU03750800,Wijk aan Zee,"[101153.462134312, 500788.977418337]",1292,401.2362,59886.0,64788.28119616,45422.398435967996,13083.8400058,13083.83998146,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.492260873297001,0.4398231419247877,0.06791598477821122
BU03750801,Industriegebied Hoogovens,"[102728.39172999401, 500482.195415876]",2.0,157.9994,23582.0,78.86255924,8433.796700862,20.951999999999998,20.951993868,True,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.25209610201590593,0.4252706972766372,0.3226332007074569
BU03750900,De Pijp,"[106102.895472934, 499046.515333636]",9.0,872.7956,130268.0,354.88151658,46106.489645003996,119.55600000000001,119.55606236000001,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.4205663226174428,0.38760377709799,0.19182990028456706
BU03750901,Kagerweg,"[106533.96693297599, 497652.91444592]",14.0,63.248000000000005,9440.0,1121.72037908,5435.94054096,200.88000002,200.87999984,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.10129698938541286,0.5399129534242504,0.3587900571903367
BU03750902,Wijkerbroek,"[107623.61437106901, 499088.29211875104]",20.0,27.2891,4073.0,1472.1011058,1129.881570246,249.12,249.119998553,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.06662982750602103,0.48839663561913416,0.44497353687484476
BU03751000,Lanen,"[107434.522818953, 500167.660650825]",796.0,0.402,60.0,27987.00789736,0.0,11691.648,11691.648000000001,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.0,0.33,0.67
BU03751001,De Ladder Noord,"[107125.859624259, 500517.171687304]",328.0,0.0,0,11532.33491248,0.0,4038.3360000000002,0.0,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.0,0.33,0.67
BU03751002,De Ladder Zuid,"[106759.355608211, 500068.70097596]",277.0,0.1005,15.0,7372.66350598,0.0,2752.272,2752.272,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.0,0.07862815884476533,0.9213718411552346
BU03751003,Waterwijk,"[107386.084964768, 500413.81428289204]",442.0,50.6788,7564.0,15131.9826216,1592.9589378280002,5629.64399946,5629.643999168,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.0,0.268171982270376,0.731828017729624
BU03770000,Bloemendaal,"[102448.865205711, 491015.405007348]",1713.0,267.1022,39866.0,139038.50711466,24102.539133966,23355.64800801,23355.64798946,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0054']",[],0.44685838231179476,0.5188029765282389,0.03433864115996634
BU03770001,Veen en Duin,"[103360.12529462599, 491535.833035112]",277.0,2.1641,323.0,11832.66982643,153.91926235199998,1994.4,1994.3999999689997,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0054']",[],0.4898916967509025,0.5101083032490974,0.0
BU03770002,Wildhoef,"[102919.92639095901, 491526.296673431]",153.0,4.0200000000000005,600.0,8201.61611424,1275.351252,1036.7999999639999,1036.8000000000002,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0054']",[],0.47912447550522264,0.3601301207013478,0.16074540379342964
BU03770003,Duinlustpark,"[102986.19578386401, 492120.90088812]",444.0,51.9987,7761.0,29145.590838840002,5002.320970491,5260.46399916,5260.463999739,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0054']",[],0.3666486442538963,0.5678866190715803,0.0654647366745234
BU03770004,Provinciaal Ziekenhuis,"[102695.294404265, 492800.75033826]",258.0,12.549100000000001,1873.0,12990.218010179999,1813.5379682689997,4243.5359991000005,4243.535999494001,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0054']",[],0.03805700103903417,0.10768563402618098,0.8542573649347849
BU03770005,De Rijp,"[102473.22113925099, 490758.836692257]",72.0,13.158800000000001,1964.0,2839.05213264,1243.440485868,754.2719999999999,754.27200032,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0054']",[],0.0,0.3380953004633323,0.6619046995366676
BU03770009,Verspreide huizen Bloemendaal,"[100120.712532043, 492115.14573263]",49.0,137.886,20580.0,3536.38862556,8846.5800255,827.63999976,827.63999094,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0054']",[],0.24342575828558324,0.40228058798020455,0.3542936537342121
BU03770100,Overveen,"[102344.241448985, 489617.190819661]",1541,180.7526,26978.0,107977.05212965999,12731.525043132,20394.61200001,20394.611995506002,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0054']",[],0.5197757088118791,0.4012917122203595,0.07893257896776143
BU03770101,Oldenhove,"[102368.20003991199, 490257.50527413]",130.0,43.241800000000005,6454.0,6665.1011063,4078.442536574,1183.7159999599999,1183.7160000259998,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0054']",[],0.5023319139913637,0.43298423753436777,0.06468384847426857
BU03770109,Overveen-West,"[100939.227858884, 488359.36809961294]",44.0,39.1682,5846.0,5460.834121600001,3391.4221672379995,872.63999988,872.6400022619999,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0054']",[],0.1440909090909091,0.8179545454545455,0.037954545454545456
BU03770200,Aerdenhout-Centrum,"[101135.879847436, 486390.568155642]",1045.0,70.4237,10511.0,107039.26540725,4146.914373988,18792.0000004,18791.999998899002,False,"['HTHP0047', 'HTHP0054']",[],0.17803952850654495,0.7803966387467431,0.04156383274671197
BU03770201,Aerdenhout-West,"[100268.058638255, 486711.334554877]",346.0,14.3313,2139.0,36463.876776599995,1049.835721671,6301.58399992,6301.584000564001,False,"['HTHP0047', 'HTHP0054']",[],0.14158959537572258,0.8226589595375723,0.035751445086705205
BU03770202,Aerdenhout-Noord,"[101193.520060893, 487405.818607273]",288.0,24.689500000000002,3685.0,20819.715638399997,1255.86377917,3991.68,3991.6800014849996,False,"['HTHP0047', 'HTHP0054']",[],0.24101784494425926,0.7400684785332337,0.018913676522507146
BU03770209,Aerdenhout-Zuid,"[100197.705381905, 485238.66904628294]",234.0,21.0715,3145.0,22268.6461296,1513.986630275,3673.9080003599997,3673.9080005250003,False,"['HTHP0047', 'HTHP0054']",[],0.01391178104471879,0.43934570796315514,0.5467425109921261
BU03770300,Vogelenzang,"[99837.8826165652, 481776.666678182]",886.0,55.958400000000005,8352.0,39782.706158919995,3737.858565024,9686.9519984,9686.952000864001,False,"['HTHP0047', 'HTHP0054']",[],0.3144787469925476,0.5967882340561189,0.08873301895133351
BU03770309,Verspreide huizen Vogelenzang,"[99414.37467664901, 482777.381261479]",119.0,37.4463,5589.0,9994.79304845,4692.13786476,1594.43999974,1594.4400025559999,False,"['HTHP0047', 'HTHP0054']",[],0.14680173100202687,0.7762609379274317,0.07693733107054139
BU03770400,Oude Kern Bennebroek,"[101479.71173143, 481844.344319435]",681.0,62.718700000000005,9361.0,32365.72195965,4967.432538871,6648.7680001710005,6648.768002019,False,"['HTHP0047', 'HTHP0054']",[],0.2611045434444996,0.600243873686543,0.13865158286895735
BU03770401,Villawijk Het Duin,"[100965.55483027801, 481818.112251854]",367.0,43.4964,6492.0,27510.018957239998,3345.47996724,5233.895999,5233.895999808001,False,"['HTHP0047', 'HTHP0054']",[],0.2000708530162901,0.7127456068872381,0.08718354009647185
BU03770402,Leidsevaart- Bloemhof,"[100717.490908823, 482183.27319545206]",438.0,26.8,4000.0,24611.03317548,1308.791128,4856.544,4856.544000000001,False,"['HTHP0047', 'HTHP0054']",[],0.34508349599086907,0.6234023208721007,0.031514183137030284
BU03770403,Villawijk Bijweg,"[100932.95674954, 482443.70977378206]",119.0,1.9296,288.0,10244.90363323,0.0,1992.0599999999997,1992.06,False,"['HTHP0047', 'HTHP0054']",[],0.04756302521008403,0.9271428571428572,0.025294117647058828
BU03770404,Meerwijk,"[101760.535483279, 481308.37386512297]",595.0,43.4562,6486.0,29048.8909963,3864.325487904,5881.320000254999,5881.320000887999,False,"['HTHP0047', 'HTHP0054']",[],0.2370867171887121,0.61282300130733,0.1500902815039577
BU03770409,Vogelenzang Psychiatrisch Ziekenhuis,"[100509.089760766, 481633.26956683706]",174.0,157.9391,23573.0,6689.51658762,14432.759366244998,1835.352,1835.352008644,False,"['HTHP0047', 'HTHP0054']",[],0.3972571048125675,0.30094375759313496,0.3017991375942975
BU03830001,Centrum-Noord,"[105824.57270446699, 507049.896412044]",1121.0,210.0651,31353.0,58334.66509185,13303.879251327002,11734.56000014,11734.559986254,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.3613629236403299,0.5227883530974354,0.11584872326223461
BU03830011,Centrum-Zuid,"[106175.546332899, 506613.185524865]",1258.0,168.0695,25085.0,50563.64613146,11213.67861642,11448.864000046002,11448.864012235,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.308385588065741,0.4692765589515445,0.2223378529827145
BU03830101,Oranjebuurt,"[106096.66896131, 507561.28092080704]",1258.0,103.56190000000001,15457.0,63223.13744058,5886.175331959,12489.983999958,12489.983993786,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.2730911749657245,0.658542219279057,0.06836660575521857
BU03830111,Kooiweg,"[106479.645694205, 508150.960698245]",1335.0,39.5233,5899.0,61852.89098925,1858.56749116,12495.599999999999,12495.600001468,False,"['HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.314048024631639,0.6454123737931915,0.04053960157516947
BU03830201,Molendijk,"[106761.896367854, 506973.034649721]",1573.0,197.06040000000002,29412.0,76488.60821316,8820.849507408,14381.999999366999,14381.999996256,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.3462325413304981,0.616661640100373,0.03710581856912884
BU03830211,Noord-End,"[107280.769831931, 507824.16443632]",1020.0,86.56400000000001,12920.0,59659.5260688,3494.6377113999993,11383.2,11383.200005440001,False,"['HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.2859379099198047,0.6558808288890594,0.05818126119113595
BU03830221,Albert's Hoeve,"[107345.27513504199, 506744.799447352]",1345.0,5.226,780.0,45053.2938353,214.77716598000004,13595.90399945,13595.903997000001,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.15571965043573244,0.6340104574505282,0.21026989211373937
BU03830301,Beverwijkerstraatweg,"[105614.034805375, 506032.821427521]",267,192.5446,28738.0,13014.124802819999,7299.6373601000005,2937.59999973,2937.599998066,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.2794196067995863,0.43420141638735804,0.2863789768130556
BU03830311,Buitengebied,"[107101.67879619199, 505588.40776284604]",25.0,19.2357,2871.0,1465.9573460000001,533.8471820220001,340.416,340.41600024300004,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.0,0.5306289209420346,0.4693710790579653
BU03830401,Bakkum-Noord,"[106012.255747701, 509999.07211855205]",218.0,33.098,4940.0,15480.16271696,1394.25991406,2765.44799904,2765.44799778,False,"['HTHP0047', 'HTHP0053']",[],0.08467728287121881,0.803868465183639,0.1114542519451421
BU03830411,Bakkum-Zuid,"[105503.201722635, 507940.893482234]",1002.0,102.7311,15333.0,51976.76935662,6738.013481595,10198.18800468,10198.187994108,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.26864124484746205,0.6715210667495854,0.05983768840295249
BU03830421,Duin en Bosch,"[104784.334933771, 508001.822591816]",235.0,303.21520000000004,45256.0,8273.6556079,10346.765732696,2004.083999935,2004.0839839120001,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.09163631734897511,0.07542324369095588,0.832940438960069
BU03830431,Duingebied,"[103595.722697163, 507548.699233792]",28.0,71.3818,10654.0,1932.13270152,4934.978111462,291.31200000000007,291.31200238,False,"['HTHP0004', 'HTHP0032', 'HTHP0047', 'HTHP0053', 'HTHP0054']",[],0.07757922408788061,0.45137003105675993,0.47105074485535947
