code,name,geo_coordinate,heating_option_preference,assigned_heating_option,assigned_heat_source,stage_of_assignment,confidence,share_of_houses_demolished,number_of_lt_eligible_houses,number_of_new_apartments,number_of_new_terraced_houses,number_of_new_detached_houses,number_of_new_semi_detached_houses,number_of_new_houses_unknown_type,epi_of_new_houses,size_of_new_houses,trace_length,space_heating_demand_per_house,hot_water_demand_per_house,electricity_demand_per_house,space_heating_demand_per_m2_utility,hot_water_demand_per_m2_utility,electricity_demand_per_m2_utility,adjacent_neighbourhoods,municipality_code,municipality_name,housing_stock_matrix,utility_stock_matrix,ht_sources_available,lt_sources_available,geothermal_available
BU03071707,Klein Zwitserland,"[153485.8234, 461306.3095]","[('H', 0.8786363636363637), ('W', 0.0909090909090909), ('E', 0.030454545454545456)]",H,,iteration 1,0.8786363636363637,0.0,0,0.0,0.0,0.0,0.0,0,0.9,100,0.0,108.99368090000002,7,24.156,0.776317413,0.019956401999999998,0.6449417479999999,"BU03071703,BU03071706,BU03071705,BU03070502,BU03071804",GM0307,Amersfoort,"{'Apartment': {'<1946': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 2.2, 'gem_oppervlakte': 210.5}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Terraced house': {'>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Semi-detached house': {'<1946': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 2.58, 'gem_oppervlakte': 414.5}, '1975-1990': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 1.8, 'gem_oppervlakte': 283.5}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Detached house': {'<1946': {'aantal_woningen': 6, 'aantal_kleine_woningen': 0, 'gem_epi': 2.23, 'gem_oppervlakte': 425.33333330000005}, '1946-1974': {'aantal_woningen': 5, 'aantal_kleine_woningen': 0, 'gem_epi': 2.234, 'gem_oppervlakte': 340.4}, '1975-1990': {'aantal_woningen': 4, 'aantal_kleine_woningen': 0, 'gem_epi': 1.765, 'gem_oppervlakte': 309.5}, '2001-2010': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 1.21, 'gem_oppervlakte': 260.0}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 4, 'gem_epi': 2.25, 'totaal_oppervlakte': 374}}, 'Medium': {'<1991': {'aantal_gebouwen': 1, 'gem_epi': 2.25, 'totaal_oppervlakte': 450}}, 'Large': {}}","['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",False
BU03072700,Coelhorst,"[153042.607, 465514.6483]","[('H', 0.8697560975609757), ('W', 0.07317073170731708), ('E', 0.057073170731707326)]",H,,iteration 1,0.8697560975609757,0.0,0,0.0,0.0,0.0,0.0,0,0.9,100,0.0,46.88941548,7,16.236,0.779111929,0.032359876,2.241333333,"BU03072701,BU03071903,BU03070404,BU03070403,BU03071904,BU03072709,BU03420702",GM0307,Amersfoort,"{'Apartment': {'<1946': {'aantal_woningen': 3, 'aantal_kleine_woningen': 3, 'gem_epi': 2.2, 'gem_oppervlakte': 30.33333333}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Terraced house': {'>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Semi-detached house': {'<1946': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 2.49, 'gem_oppervlakte': 115.5}, '1946-1974': {'aantal_woningen': 6, 'aantal_kleine_woningen': 0, 'gem_epi': 2.49, 'gem_oppervlakte': 130.8333333}, '1975-1990': {'aantal_woningen': 4, 'aantal_kleine_woningen': 0, 'gem_epi': 1.75, 'gem_oppervlakte': 130.5}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Detached house': {'<1946': {'aantal_woningen': 9, 'aantal_kleine_woningen': 1, 'gem_epi': 2.23, 'gem_oppervlakte': 279.6666667}, '1946-1974': {'aantal_woningen': 8, 'aantal_kleine_woningen': 0, 'gem_epi': 2.26625, 'gem_oppervlakte': 223.75}, '1975-1990': {'aantal_woningen': 5, 'aantal_kleine_woningen': 0, 'gem_epi': 1.776, 'gem_oppervlakte': 139.0}, '1991-2000': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 1.21, 'gem_oppervlakte': 293.0}, '2001-2010': {'aantal_woningen': 3, 'aantal_kleine_woningen': 0, 'gem_epi': 1.033333333, 'gem_oppervlakte': 346.6666667}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 1, 'gem_epi': 2.25, 'totaal_oppervlakte': 10}}, 'Medium': {'<1991': {'aantal_gebouwen': 1, 'gem_epi': 2.25, 'totaal_oppervlakte': 287}}, 'Large': {}}","['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",False
BU03072300,Park Schothorst-Zuid,"[154908.9059, 465524.5803]","[('H', 0.8639811884639389), ('E', 0.13601881153606107), ('W', 0.0)]",H,,iteration 1,0.8639811884639389,0.0,0,0.0,0.0,0.0,0.0,0,0.9,100,0.0,53.13270142,7,14.508,0.396313853,0.01097592,0.049554388,"BU03072003,BU03072005,BU03072301,BU03070903,BU03070905,BU03070900,BU03070902,BU03071904,BU03071900",GM0307,Amersfoort,"{'Apartment': {'>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Terraced house': {'>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Semi-detached house': {'1946-1974': {'aantal_woningen': 14, 'aantal_kleine_woningen': 0, 'gem_epi': 2.475714286, 'gem_oppervlakte': 123.1428571}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Detached house': {'<1946': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 2.23, 'gem_oppervlakte': 284.0}, '1946-1974': {'aantal_woningen': 4, 'aantal_kleine_woningen': 0, 'gem_epi': 2.0725, 'gem_oppervlakte': 206.0}, '1975-1990': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 1.82, 'gem_oppervlakte': 114.0}, '1991-2000': {'aantal_woningen': 6, 'aantal_kleine_woningen': 0, 'gem_epi': 1.225, 'gem_oppervlakte': 168.16666669999998}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 3, 'gem_epi': 1.6, 'totaal_oppervlakte': 143}, '>2000': {'aantal_gebouwen': 2, 'gem_epi': 1.3, 'totaal_oppervlakte': 45}}, 'Medium': {'<1991': {'aantal_gebouwen': 9, 'gem_epi': 1.6933402709999998, 'totaal_oppervlakte': 6727}, '>2000': {'aantal_gebouwen': 1, 'gem_epi': 0.3, 'totaal_oppervlakte': 697}}, 'Large': {}}","['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",False
BU03071800,Regentesselaan,"[154039.5095, 462384.9345]","[('H', 0.8454943271931123), ('W', 0.135813141898753), ('E', 0.018692530908134698)]",H,,iteration 1,0.8454943271931123,0.0,0,0.0,0.0,0.0,0.0,0,0.9,100,0.0,80.21372879,7,15.48743226,0.6444204889999999,0.009768476,0.181578004,"BU03071700,BU03071703,BU03071702,BU03071801,BU03071803,BU03071802,BU03071804",GM0307,Amersfoort,"{'Apartment': {'<1946': {'aantal_woningen': 2, 'aantal_kleine_woningen': 2, 'gem_epi': 2.2, 'gem_oppervlakte': 38.5}, '1975-1990': {'aantal_woningen': 32, 'aantal_kleine_woningen': 0, 'gem_epi': 1.3946875, 'gem_oppervlakte': 147.3125}, '1991-2000': {'aantal_woningen': 9, 'aantal_kleine_woningen': 0, 'gem_epi': 1.314444444, 'gem_oppervlakte': 138.22222219999998}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Terraced house': {'<1946': {'aantal_woningen': 25, 'aantal_kleine_woningen': 3, 'gem_epi': 2.1952, 'gem_oppervlakte': 156.0}, '1946-1974': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 2.06, 'gem_oppervlakte': 153.0}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Semi-detached house': {'<1946': {'aantal_woningen': 144, 'aantal_kleine_woningen': 1, 'gem_epi': 2.4384722219999997, 'gem_oppervlakte': 227.61111110000002}, '1946-1974': {'aantal_woningen': 10, 'aantal_kleine_woningen': 0, 'gem_epi': 2.186, 'gem_oppervlakte': 220.9}, '1975-1990': {'aantal_woningen': 6, 'aantal_kleine_woningen': 0, 'gem_epi': 1.803333333, 'gem_oppervlakte': 209.66666669999998}, '1991-2000': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 1.36, 'gem_oppervlakte': 221.0}, '>2010': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 1.0, 'gem_oppervlakte': 183.0}}, 'Detached house': {'<1946': {'aantal_woningen': 53, 'aantal_kleine_woningen': 0, 'gem_epi': 2.312641509, 'gem_oppervlakte': 311.4716981}, '1946-1974': {'aantal_woningen': 20, 'aantal_kleine_woningen': 0, 'gem_epi': 2.124, 'gem_oppervlakte': 236.8}, '1991-2000': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 1.21, 'gem_oppervlakte': 225.5}, '2001-2010': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 1.21, 'gem_oppervlakte': 329.0}, '>2010': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 1.13, 'gem_oppervlakte': 165.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 20, 'gem_epi': 2.080179325, 'totaal_oppervlakte': 1896}}, 'Medium': {'<1991': {'aantal_gebouwen': 41, 'gem_epi': 2.1053125759999998, 'totaal_oppervlakte': 20683}, '1991-2000': {'aantal_gebouwen': 1, 'gem_epi': 0.94, 'totaal_oppervlakte': 1543}}, 'Large': {'<1991': {'aantal_gebouwen': 1, 'gem_epi': 2.25, 'totaal_oppervlakte': 2319}}}","['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",False
BU03071702,Huygenslaan,"[154102.9314, 462125.5295]","[('H', 0.7853332026889884), ('W', 0.2080253961564597), ('E', 0.006641401154551756)]",H,,iteration 1,0.7853332026889884,0.0,0,0.0,0.0,0.0,0.0,0,0.9,100,0.0,84.78285524,7,16.54105263,0.539774328,0.0067548059999999995,0.422135662,"BU03071701,BU03071700,BU03071704,BU03071703,BU03071800",GM0307,Amersfoort,"{'Apartment': {'<1946': {'aantal_woningen': 18, 'aantal_kleine_woningen': 16, 'gem_epi': 1.6566666669999999, 'gem_oppervlakte': 48.16666667}, '1946-1974': {'aantal_woningen': 9, 'aantal_kleine_woningen': 1, 'gem_epi': 1.9922222219999999, 'gem_oppervlakte': 119.8888889}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Terraced house': {'<1946': {'aantal_woningen': 11, 'aantal_kleine_woningen': 0, 'gem_epi': 2.123636364, 'gem_oppervlakte': 176.7272727}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Semi-detached house': {'<1946': {'aantal_woningen': 102, 'aantal_kleine_woningen': 0, 'gem_epi': 2.460392157, 'gem_oppervlakte': 196.6764706}, '1946-1974': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 2.175, 'gem_oppervlakte': 186.5}, '1975-1990': {'aantal_woningen': 6, 'aantal_kleine_woningen': 0, 'gem_epi': 1.515, 'gem_oppervlakte': 228.66666669999998}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Detached house': {'<1946': {'aantal_woningen': 35, 'aantal_kleine_woningen': 0, 'gem_epi': 2.216285714, 'gem_oppervlakte': 289.6}, '1946-1974': {'aantal_woningen': 3, 'aantal_kleine_woningen': 0, 'gem_epi': 1.8966666669999999, 'gem_oppervlakte': 327.6666667}, '1975-1990': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 1.82, 'gem_oppervlakte': 431.0}, '1991-2000': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 1.21, 'gem_oppervlakte': 219.5}, '2001-2010': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 1.21, 'gem_oppervlakte': 438.0}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 6, 'gem_epi': 2.192437923, 'totaal_oppervlakte': 443}}, 'Medium': {'<1991': {'aantal_gebouwen': 10, 'gem_epi': 2.182922182, 'totaal_oppervlakte': 4986}}, 'Large': {'<1991': {'aantal_gebouwen': 1, 'gem_epi': 2.25, 'totaal_oppervlakte': 2016}}}","['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",False
BU03071202,Stoutenburgerlaan,"[160356.2712, 463494.0537]","[('H', 0.7661402418438167), ('W', 0.18304385921407887), ('E', 0.05081589894210454)]",H,,iteration 1,0.7661402418438167,0.0,0,0.0,0.0,0.0,0.0,0,0.9,100,0.0,84.34913112,7,17.712,0.225044684,0.003220411,0.622141935,"BU03072504,BU03071201,BU03072503,BU03270400,BU03270309",GM0307,Amersfoort,"{'Apartment': {'<1946': {'aantal_woningen': 9, 'aantal_kleine_woningen': 3, 'gem_epi': 2.272222222, 'gem_oppervlakte': 142.4444444}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Terraced house': {'>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Semi-detached house': {'<1946': {'aantal_woningen': 4, 'aantal_kleine_woningen': 0, 'gem_epi': 2.49, 'gem_oppervlakte': 180.0}, '1946-1974': {'aantal_woningen': 1, 'aantal_kleine_woningen': 1, 'gem_epi': 2.49, 'gem_oppervlakte': 45.0}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Detached house': {'<1946': {'aantal_woningen': 16, 'aantal_kleine_woningen': 0, 'gem_epi': 2.218125, 'gem_oppervlakte': 204.4375}, '1946-1974': {'aantal_woningen': 11, 'aantal_kleine_woningen': 0, 'gem_epi': 2.092727273, 'gem_oppervlakte': 223.0909091}, '1975-1990': {'aantal_woningen': 3, 'aantal_kleine_woningen': 0, 'gem_epi': 1.82, 'gem_oppervlakte': 205.33333330000002}, '1991-2000': {'aantal_woningen': 3, 'aantal_kleine_woningen': 0, 'gem_epi': 1.4133333330000002, 'gem_oppervlakte': 167.0}, '2001-2010': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 1.055, 'gem_oppervlakte': 577.0}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 3, 'gem_epi': 1.660747664, 'totaal_oppervlakte': 214}, '1991-2000': {'aantal_gebouwen': 1, 'gem_epi': 1.3, 'totaal_oppervlakte': 10}, '>2000': {'aantal_gebouwen': 4, 'gem_epi': 1.3, 'totaal_oppervlakte': 72}}, 'Medium': {'<1991': {'aantal_gebouwen': 2, 'gem_epi': 2.25, 'totaal_oppervlakte': 1099}}, 'Large': {}}","['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",False
BU03072504,Nijkerkerstraat,"[158340.8219, 465386.5033]","[('H', 0.7460873744288292), ('E', 0.19902113133244648), ('W', 0.054891494238724255)]",H,,iteration 1,0.7460873744288292,0.0,0,0.0,0.0,0.0,0.0,0,0.9,100,0.0,88.17941022,7,17.2236,0.314977611,0.007300986,0.09377640699999999,"BU03072506,BU03072501,BU03072505,BU03072503,BU03071202",GM0307,Amersfoort,"{'Apartment': {'>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Terraced house': {'<1946': {'aantal_woningen': 3, 'aantal_kleine_woningen': 0, 'gem_epi': 2.11, 'gem_oppervlakte': 107.33333329999999}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Semi-detached house': {'<1946': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 2.49, 'gem_oppervlakte': 117.0}, '1946-1974': {'aantal_woningen': 3, 'aantal_kleine_woningen': 0, 'gem_epi': 2.433333333, 'gem_oppervlakte': 158.33333330000002}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Detached house': {'<1946': {'aantal_woningen': 17, 'aantal_kleine_woningen': 0, 'gem_epi': 2.462352941, 'gem_oppervlakte': 175.0}, '1946-1974': {'aantal_woningen': 3, 'aantal_kleine_woningen': 1, 'gem_epi': 2.7033333330000002, 'gem_oppervlakte': 93.66666667}, '1975-1990': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 1.82, 'gem_oppervlakte': 878.0}, '2001-2010': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 0.9, 'gem_oppervlakte': 422.0}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 4, 'gem_epi': 2.172259136, 'totaal_oppervlakte': 301}, '1991-2000': {'aantal_gebouwen': 1, 'gem_epi': 1.3, 'totaal_oppervlakte': 189}, '>2000': {'aantal_gebouwen': 1, 'gem_epi': 1.3, 'totaal_oppervlakte': 45}}, 'Medium': {'<1991': {'aantal_gebouwen': 2, 'gem_epi': 2.25, 'totaal_oppervlakte': 1947}, '1991-2000': {'aantal_gebouwen': 1, 'gem_epi': 1.3, 'totaal_oppervlakte': 476}}, 'Large': {'>2000': {'aantal_gebouwen': 1, 'gem_epi': 1.3, 'totaal_oppervlakte': 2552}}}","['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",False
BU03072701,Zeldert,"[151942.87, 467537.6461]","[('H', 0.7398683356318722), ('E', 0.1512073696781362), ('W', 0.10892429468999157)]",H,,iteration 1,0.7398683356318722,0.0,0,0.0,0.0,0.0,0.0,0,0.9,100,0.0,79.74881517,7,17.892,0.298939269,0.006150268,0.6329481889999999,"BU03080109,BU03130007,BU03072404,BU03071903,BU03072402,BU03072403,BU03071902,BU03071906,BU03071904,BU03072700,BU03420702,BU03420404",GM0307,Amersfoort,"{'Apartment': {'<1946': {'aantal_woningen': 8, 'aantal_kleine_woningen': 2, 'gem_epi': 2.2, 'gem_oppervlakte': 223.375}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Terraced house': {'>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Semi-detached house': {'<1946': {'aantal_woningen': 7, 'aantal_kleine_woningen': 0, 'gem_epi': 2.49, 'gem_oppervlakte': 248.28571430000002}, '1946-1974': {'aantal_woningen': 4, 'aantal_kleine_woningen': 0, 'gem_epi': 2.49, 'gem_oppervlakte': 149.5}, '1975-1990': {'aantal_woningen': 3, 'aantal_kleine_woningen': 0, 'gem_epi': 1.8, 'gem_oppervlakte': 220.0}, '1991-2000': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 1.36, 'gem_oppervlakte': 143.0}, '2001-2010': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 1.36, 'gem_oppervlakte': 115.0}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Detached house': {'<1946': {'aantal_woningen': 38, 'aantal_kleine_woningen': 1, 'gem_epi': 2.2071052630000003, 'gem_oppervlakte': 309.63157889999997}, '1946-1974': {'aantal_woningen': 27, 'aantal_kleine_woningen': 1, 'gem_epi': 2.174074074, 'gem_oppervlakte': 220.0}, '1975-1990': {'aantal_woningen': 11, 'aantal_kleine_woningen': 0, 'gem_epi': 1.829090909, 'gem_oppervlakte': 272.2727273}, '1991-2000': {'aantal_woningen': 13, 'aantal_kleine_woningen': 1, 'gem_epi': 1.230769231, 'gem_oppervlakte': 204.6153846}, '2001-2010': {'aantal_woningen': 6, 'aantal_kleine_woningen': 0, 'gem_epi': 0.951666667, 'gem_oppervlakte': 337.8333333}, '>2010': {'aantal_woningen': 7, 'aantal_kleine_woningen': 0, 'gem_epi': 1.1714285709999999, 'gem_oppervlakte': 224.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 9, 'gem_epi': 2.247573657, 'totaal_oppervlakte': 577}, '>2000': {'aantal_gebouwen': 1, 'gem_epi': 1.3, 'totaal_oppervlakte': 8}}, 'Medium': {}, 'Large': {'1991-2000': {'aantal_gebouwen': 1, 'gem_epi': 1.3, 'totaal_oppervlakte': 3005}}}","['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",False
BU03071706,Curacaolaan,"[153873.1608, 461147.9081]","[('W', 0.7232546364272698), ('H', 0.27375704571918663), ('E', 0.0029883178535436558)]",W,HTHP0008,iteration 1,0.7232546364272698,0.0,0,0.0,0.0,0.0,0.0,0,0.9,100,0.0,26.51658768,7,6.66,0.301296361,0.004972707,0.192409439,"BU03071704,BU03071703,BU03071705,BU03071707",GM0307,Amersfoort,"{'Apartment': {'1946-1974': {'aantal_woningen': 452, 'aantal_kleine_woningen': 119, 'gem_epi': 1.308384956, 'gem_oppervlakte': 91.18141593}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Terraced house': {'>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Semi-detached house': {'>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Detached house': {'1946-1974': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 2.23, 'gem_oppervlakte': 122.0}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 85, 'gem_epi': 2.209921021, 'totaal_oppervlakte': 1646}, '1991-2000': {'aantal_gebouwen': 2, 'gem_epi': 1.3, 'totaal_oppervlakte': 24}, '>2000': {'aantal_gebouwen': 3, 'gem_epi': 1.3, 'totaal_oppervlakte': 195}}, 'Medium': {'<1991': {'aantal_gebouwen': 2, 'gem_epi': 2.25, 'totaal_oppervlakte': 2647}}, 'Large': {'<1991': {'aantal_gebouwen': 2, 'gem_epi': 2.088023818, 'totaal_oppervlakte': 11168}}}","['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",False
BU03072000,Vlinderbuurt,"[156452.2413, 466409.1625]","[('H', 0.7000000000000001), ('W', 0.298695652173913), ('E', 0.0013043478260869562)]",H,,iteration 1,0.7000000000000001,0.0,0,0.0,0.0,0.0,0.0,0,0.9,100,0.0,28.21520896,7,11.39848221,0.0,0.0,16.47894857,"BU03072105,BU03072001,BU03072006,BU03072002,BU03072508,BU03072107",GM0307,Amersfoort,"{'Apartment': {'1975-1990': {'aantal_woningen': 35, 'aantal_kleine_woningen': 28, 'gem_epi': 1.240285714, 'gem_oppervlakte': 67.31428571}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Terraced house': {'1975-1990': {'aantal_woningen': 423, 'aantal_kleine_woningen': 0, 'gem_epi': 1.473309693, 'gem_oppervlakte': 115.0330969}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Semi-detached house': {'1975-1990': {'aantal_woningen': 44, 'aantal_kleine_woningen': 0, 'gem_epi': 1.753863636, 'gem_oppervlakte': 178.25}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Detached house': {'1975-1990': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 1.82, 'gem_oppervlakte': 147.0}, '1991-2000': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 1.21, 'gem_oppervlakte': 306.5}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 4, 'gem_epi': 1.7511627909999998, 'totaal_oppervlakte': 43}}, 'Medium': {'1991-2000': {'aantal_gebouwen': 1, 'gem_epi': 1.3, 'totaal_oppervlakte': 307}}, 'Large': {}}","['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",False
