code,name,geo_coordinate,number_of_house_equivalents_residences,number_of_house_equivalents_utility,m2_of_utility,total_heat_demand_of_residences,total_heat_demand_of_utility,total_electricity_demand_of_residences,total_electricity_demand_of_utility,geothermal_available,ht_sources_available,lt_sources_available,preference_W,preference_H,preference_E
BU03070202,Snouckaertlaan,"[154643.9688, 462851.9415]",282.0,248.7978,37134,10192.9857813,18557.741231244,1898.424,1898.4239852039998,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.37279678238760355,0.3912948784951414,0.23590833911725512
BU03070204,Zonnehof,"[154797.815, 462648.0035]",148.0,179.27190000000002,26757,4690.83886264,17015.840024535,1090.584000028,1090.5839875529998,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.6073478200981993,0.367141099522843,0.02551108037895757
BU03070205,Weltevreden,"[154696.3374, 462482.3292]",173.0,21.4601,3203,4952.59873628,1303.212310012,1406.591999935,1406.5919984939999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.08110750995320835,0.35018750463503434,0.5687049854117574
BU03070206,Bloemweg,"[154489.6164, 462685.8382]",175.0,66.4975,9925,8067.9999995,6999.23297075,2005.34399975,2005.3439970250001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.36893323226886415,0.25470304015854106,0.37636372757259484
BU03070300,Rivierenbuurt-Oost,"[153762.3259, 463650.0817]",811.0,64.6416,9648,31147.8530829,4664.1277967040005,7202.519999738,7202.520002447999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5726958090914246,0.42580365296734435,0.0015005379412309449
BU03070301,Rivierenbuurt-West,"[153210.8382, 463830.9272]",543.0,36.1666,5398,24087.58293651,2731.4401284859996,4984.74,4984.740002368,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5278960578576327,0.45989662768182277,0.012207314460544417
BU03070302,G. van Stellingwerfstraat,"[154093.6699, 463203.61299999995]",761,30.9339,4617,28256.78356804,2192.8973332230003,6766.812000000001,6766.81200171,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.4978341322966428,0.38365163030644783,0.11851423739690937
BU03070303,Bloemenbuurt-Oost,"[153540.4876, 463338.6095]",1070.0,37.037600000000005,5528,45004.233812000006,2817.1637931520004,10284.84,10284.839997727999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5949722341362962,0.3618400286510056,0.0431877372126982
BU03070304,Bloemenbuurt-West,"[152874.3741, 463470.4621]",728.0,38.0694,5682,33607.30963408,2419.092470982,7052.688000176001,7052.688002658001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.6288188149588968,0.3621613213187158,0.00901986372238743
BU03070305,Bomenbuurt,"[152668.5911, 463792.5907]",695.0,16.0934,2402,26751.06635025,1618.999436428,5913.2159997,5913.21600102,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.42230987822647276,0.5773337489231426,0.00035637285038470366
BU03070306,Puntenburg,"[154306.3126, 463381.4433]",880.0,426.8302,63706,36580.540286400006,7379.246968746001,7057.512,7057.5119835919995,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.02824517662269793,0.1844669143383379,0.7872879090389642
BU03070307,Piet Mondriaanlaan,"[154184.4001, 463050.3445]",151.0,241.803,36090,3522.85624078,7952.51252205,1168.74,1168.7400036000001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.021469169332040034,0.97853083066796
BU03070401,Eemplein,"[154570.1061, 463513.9657]",73.0,568.0126,84778,1583.16587667,24022.979781860002,467.78399999999993,467.78397905599996,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.0029284645248833143,0.9970715354751166
BU03070402,Geldersestraat,"[154163.7967, 463858.2855]",5.0,354.9057,52971,229.58767774999998,17800.945072815004,62.855999999999995,62.85602425199999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5377403958187806,0.12082366365408004,0.3414359405271394
BU03070403,Chromiumweg,"[153513.5351, 464279.8742]",17.0,894.3294000000001,133482,702.76303315,60674.357360591996,188.56799992999998,188.56801916999999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.41201305016572964,0.31490057874704314,0.2730863710872272
BU03070404,Uraniumweg,"[152628.2174, 464520.2297]",12.0,627.6694,93682,762.43759872,49211.53335632601,181.368,181.36797727200002,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.1825864136453319,0.436169634353821,0.381243952000847
BU03070500,Birkhoven en Bokkeduinen,"[152436.0431, 462899.9827]",88.0,493.3679,73637,3534.81516608,31969.208560178005,942.84000008,942.839974293,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5208196026341539,0.22865556210471152,0.25052483526113456
BU03070501,Vlasakkers,"[152024.231, 461533.7533]",112.0,1044.4161000000001,155883,9804.658767679999,117699.435455784,1654.77599952,1654.7759865,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.8286031698047046,0.039554111723358855,0.1318427184719365
BU03070502,Zon en Schild,"[151583.6206, 459884.6459]",59.0,581.6538,86814,3681.83570323,32215.905273006,602.9279997599999,602.92800477,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.657852933344722,0.22080766436627103,0.12133940228900698
BU03070600,Jericho en Jeruzalem,"[154566.9527, 463937.77]",337.0,27.269000000000002,4070,14174.2306492,718.1101488,2596.248,2596.24799797,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.331706403067649,0.6673499621414235,0.0009436347909275418
BU03070601,Meridiaan,"[155044.2816, 464136.5972]",714.0,256.1879,38237,18147.763032839997,13970.703851106002,4924.800000288001,4924.799991455,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5345045541409867,0.18912712526158462,0.2763683205974286
BU03070603,Gildekwartier,"[154743.1083, 463690.3167]",446.0,65.258,9740,12728.51658756,1936.3940302800002,4357.439999978,4357.4399998,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.04692103833514481,0.31055924776110133,0.6425197139037538
BU03070700,Evertsenstraat,"[155422.3626, 463953.2968]",1029.0,84.5808,12624,37164.40916559,5765.323120944,8918.927999877,8918.927994672,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3939808789668325,0.35875920994285765,0.24725991109030987
BU03070701,Neptunusplein,"[155733.6537, 463779.9467]",921.0,115.3405,17215,32798.54028270001,4689.88572085,7459.1999997210005,7459.20000496,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.308982007247595,0.44622446792003323,0.24479352483237168
BU03070702,Columbusweg,"[155999.1532, 463498.35]",978.0,158.64260000000002,23678,33424.570300499996,13172.709190608,7116.659999748,7116.660011491999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5270877240214009,0.34262259884927004,0.13028967712932904
BU03070800,Vuurtoren,"[154466.0328, 464427.5388]",858.0,41.7209,6227,31546.76619666,1842.893832559,8052.371999958,8052.3720010629995,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.4140987238994081,0.5377395201776084,0.04816175592298341
BU03070801,De Plaatsen,"[154974.4202, 464641.1906]",821.0,170.0728,25384,32373.08056802,4839.518186272,6856.992,6856.992002784,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5361806799354983,0.4517680144171546,0.012051305647347018
BU03070803,Koperhorst,"[155439.1091, 464692.8733]",509.0,92.7548,13844,19767.786730530002,2599.4070448840002,4993.919999989,4993.919996371999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3718967185602255,0.6279521782244165,0.0001511032153579777
BU03070900,Elly Takmastraat,"[154565.509, 464933.4773]",907.0,11.9662,1786,30670.734597299997,972.767976906,8643.239999856,8643.240000740001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3178860638212554,0.6743891692979791,0.007724766880765372
BU03070902,Camera Obscurastraat,"[155031.9864, 465234.6532]",764.0,55.181200000000004,8236,23849.352290799998,2550.198647368,7701.12,7701.119997072001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3166099476439791,0.6833900523560209,0.0
BU03070903,Queekhoven,"[155566.6518, 465151.1348]",1029.0,30.217000000000002,4510,34150.44549672,899.8980107699999,9705.528,9705.52800074,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.32156475661941075,0.6752092384981131,0.0032260048824761327
BU03070905,Het Gein,"[155958.58800000002, 465298.8715]",562.0,85.4384,12752,17174.29384102,1370.6988353599997,5240.088,5240.088004672,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.34773611516271596,0.6350494201205303,0.017214464716753742
BU03071000,Liendertsedreef,"[155857.8453, 464514.8866]",404.0,70.7855,10565,18187.020538279998,3548.51003554,3912.336,3912.3360002550003,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.4055832563180756,0.4806380839099372,0.1137786597719872
BU03071001,Vinkenbaan,"[156148.7273, 464231.2666]",765.0,164.8401,24603,27902.55924225,10030.38796689,6086.34,6086.340010281,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.48638321192001605,0.3598208206798574,0.15379596740012655
BU03071002,De Horsten,"[156383.5391, 464490.7362]",797.0,41.4529,6187,31164.840439140004,1595.4735654239998,6886.080000000001,6886.080000559001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5285570890840653,0.4099623588456713,0.06148055207026349
BU03071003,Albatrosstraat,"[156465.7119, 463898.4815]",851.0,180.96030000000002,27009,29334.01421796,7014.740369634,8659.7999982,8659.800004122,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5845947203833636,0.3969349728392167,0.01847030677741962
BU03071004,Zwaluwenstraat,"[156546.2107, 463537.7392]",597.0,178.84980000000002,26694,19446.421803420002,3858.076132128,4929.911999865,4929.912012294,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3249575512638683,0.3967266171855583,0.2783158315505734
BU03071100,Rustenburg-Noord,"[156814.4486, 464625.6199]",603.0,41.4931,6193,25362.199054800003,985.955914735,6382.152000000001,6382.152000102999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.31796019900497513,0.6820398009950249,0.0
BU03071101,Rustenburg-Zuid,"[157050.0634, 464045.0611]",740.0,22.029600000000002,3288,34246.1658796,131.35520872799998,7422.5160022,7422.515998752,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3922358778853088,0.5883538168279634,0.019410305286727984
BU03071201,Bloeidaal,"[158210.4013, 463811.1669]",56.0,1.0921,163,3746.76777272,203.79892135300003,813.88800024,813.8879999819999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.554321727403967,0.4456782725960329
BU03071202,Stoutenburgerlaan,"[160356.2712, 463494.0537]",49.0,9.3465,1395,4476.10742488,318.429807525,867.888,867.887999325,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.18304385921407887,0.7661402418438167,0.05081589894210454
BU03071300,Romeostraat,"[156603.1878, 463039.3798]",673.0,42.3909,6327,29412.12006334,1793.8772650619999,5790.491999999999,5790.492000378001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3615453194650817,0.6033135215453195,0.03514115898959881
BU03071301,Ariaweg,"[156874.9434, 463282.6724]",480.0,70.2964,10492,32103.2116896,2638.6634858159996,4722.552,4722.5520006159995,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5768731336375461,0.3161021023122357,0.10702476405021823
BU03071302,Verdiweg,"[156781.6807, 462602.8747]",642.0,32.897,4910,30799.77251268,1010.11251924,5569.992,5569.99200193,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.565607476635514,0.43439252336448597,0.0
BU03071400,Willem III,"[155801.5926, 462951.61299999995]",835.0,171.3994,25582,30226.022114800002,10589.576497816,8446.0319973,8446.03198923,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3900151364671392,0.6077396849437985,0.002245178589062335
BU03071401,Randenbroekerweg,"[156108.8949, 462859.9275]",928.0,95.2539,14217,37036.65560544,5351.063981130001,8207.315999776,8207.31600696,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3970487427643911,0.5566954624992203,0.04625579473638852
BU03071402,Bachweg-Zuid,"[155964.0356, 462425.2414]",684.0,45.8012,6836,20063.66982408,2527.9624387599997,4394.196000072,4394.196003264,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.47500643237497053,0.4858485257926593,0.03914504183237015
BU03071403,Weberstraat,"[156315.6056, 461993.0162]",1053,133.4238,19914,40829.11848639,5343.066235248001,8453.483999999999,8453.483998872,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3952405990075691,0.3266178705597823,0.2781415304326486
BU03071500,Bekenstein en De Luiaard,"[155196.4675, 462603.0662]",743.0,200.9531,29993,34463.82464771,9144.172711735,7472.73600031,7472.736004655,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.37701106107380106,0.418929769359726,0.204059169566473
BU03071501,Rubensstraat,"[155535.663, 462038.6646]",752.0,252.48950000000002,37685,35247.2227512,14861.54282328,7919.855996799999,7919.856009189999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5851016860906577,0.34210785483941974,0.07279045906992257
BU03071502,Albert Cuypstraat,"[155124.9528, 462232.7402]",817.0,64.1525,9575,37316.12006252,2579.39923455,7735.356,7735.35599685,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5506350137218864,0.42129876115006054,0.028066225128053075
BU03071503,Dorrestein,"[155886.6054, 461388.1357]",498.0,41.1045,6135,25855.090047,2764.6319089800004,7135.344,7135.344001695001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3762523832705253,0.6165004312598092,0.007247185469665486
BU03071600,De Driehoek,"[154885.6351, 461957.68299999996]",664.0,110.6237,16511,30546.09794784,5704.105462506,6071.616,6071.616001803,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5641982483794372,0.427694015928359,0.00810773569220394
BU03071601,Voltastraat,"[154556.9073, 461337.4313]",826.0,103.247,15410,43426.98261874,7809.96869766,9158.688,9158.688003289999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.39213034576935313,0.5452792391005478,0.06259041513009918
BU03071602,Bosweg,"[155130.5837, 461506.1408]",1054.0,72.94290000000001,10887,47486.33333826,7101.165060633,9570.960000394,9570.959995818,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.4961027243384196,0.4730224139217469,0.030874861739833524
BU03071603,Nimmerdor,"[154975.4564, 460813.6891]",11.0,16.5758,2474,433.74407582,1376.452146024,115.23599999999999,115.23600068,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.9700000000000001,0.030000000000000006
BU03071700,Westerstraat,"[154577.2387, 462385.9651]",203.0,25.1183,3749,9568.86729799,2348.4725211140003,1854.719999972,1854.719998574,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.6201377032094669,0.354546342482632,0.025315954307901133
BU03071701,Juliana van Stolberg,"[154512.5766, 462107.2704]",790.0,36.2269,5407,23622.6224309,2193.001214839,5545.799999999999,5545.799998789001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.40501853738832855,0.5856020808546492,0.009379381757022381
BU03071702,Huygenslaan,"[154102.9314, 462125.5295]",190.0,49.8815,7445,17438.742495600003,4068.9094026300004,3142.7999996999997,3142.80000359,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.2080253961564597,0.7853332026889884,0.006641401154551756
BU03071703,De Lichtenberg,"[154002.1172, 461717.5811]",303.0,51.4426,7678,20945.666666279998,3136.7300254840006,4098.74399976,4098.743998954,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3342979531609549,0.6530632018184588,0.012638845020586365
BU03071704,Verhoevenstraat,"[154361.423, 461667.2893]",449.0,45.010600000000004,6718,21311.81990526,3449.823436688,4457.484000108,4457.484002028,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5719878835256651,0.4187982331871775,0.009213883287157469
BU03071705,Indische Buurt,"[154041.1568, 460891.5944]",416.0,5.9295,885,26245.45971424,332.63809036500004,5076.8640000000005,5076.86400042,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3845192307692308,0.6154807692307692,0.0
BU03071706,Curacaolaan,"[153873.1608, 461147.9081]",453.0,105.056,15680,15183.01421904,4802.29898624,3016.98,3016.9800035199996,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.7232546364272698,0.27375704571918663,0.0029883178535436558
BU03071707,Klein Zwitserland,"[153485.8234, 461306.3095]",22.0,5.5208,824,2551.8609798,656.12962356,531.432,531.4320003519999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0909090909090909,0.8786363636363637,0.030454545454545456
BU03071800,Regentesselaan,"[154039.5095, 462384.9345]",310.0,177.15470000000002,26441,27036.2559249,17297.410423565,4801.1040006,4801.104003764,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.135813141898753,0.8454943271931123,0.018692530908134698
BU03071801,Station Berkenweg,"[154140.1093, 462712.3212]",26.0,498.3594,74382,785.9968404599999,29410.835746908004,252.72000000000003,252.71998567199998,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3933186222554454,0.13069461809765753,0.475986759646897
BU03071802,Thorbeckeplein,"[153602.0664, 462555.4251]",215.0,143.112,21360,22438.7977881,13805.99120808,3790.367999,3790.3679916,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.2343091567345932,0.6988696703827834,0.06682117288262336
BU03071803,Mr. Th. Heemskerklaan,"[153096.1449, 462317.7027]",500.0,45.566700000000004,6801,32712.98578,1218.9498133680002,6092.928,6092.927997074999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.2952767115659673,0.5455412490428577,0.15918203939117484
BU03071804,Oranjelaan,"[153249.2169, 461818.3155]",344.0,69.7872,10416,26902.64771,6923.457453696,5832.864,5832.863995727999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.1926064535916234,0.6707185348724145,0.13667501153596204
BU03071900,De Ham,"[154295.5567, 465890.1008]",730.0,51.0674,7622,32862.6856261,2933.2947943080003,8593.56,8593.559998432,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.24468493150684936,0.690849315068493,0.06446575342465755
BU03071901,Langenoord,"[154545.5055, 466662.5729]",738.0,101.4045,15135,35081.551343340005,7210.411999125001,8240.25600252,8240.256001845,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.27874341216551096,0.6451586495565201,0.07609793827796894
BU03071902,Bieshaar-Noord,"[154103.9212, 466921.5985]",993.0,29.1249,4347,50096.05687104,799.279142886,12418.632003390001,12418.631998478999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.31787662501530983,0.6706342887107083,0.01148908627398181
BU03071903,Bieshaar-Zuid,"[153950.1133, 466370.5478]",612.0,98.7446,14738,26380.083725639997,1954.6751485,6863.14800144,6863.147994450001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.2627487972441108,0.6184611544980048,0.11879004825788451
BU03071904,De Bik,"[154007.9649, 465311.4744]",557.0,103.8433,15499,23567.6777244,5222.682453505,6907.03200164,6907.032000781,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.29904935863446924,0.6422293242097584,0.05872131715577237
BU03071905,De Brinken,"[154779.0081, 467226.3572]",350.0,6.2176,928,12305.845181,594.706393696,3465.0,3465.000000096,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.10182857142857143,0.6378857142857143,0.2602857142857143
BU03071906,De Biezen,"[154094.9304, 467246.2406]",136.0,2.1373,319,6301.1184828000005,198.62331701300002,1855.584,1855.5840000169997,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.6597794117647059,0.34022058823529416
BU03072000,Vlinderbuurt,"[156452.2413, 466409.1625]",506.0,2.345,350,17818.89573376,0.0,5767.63199826,5767.6319995,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.298695652173913,0.7000000000000001,0.0013043478260869562
BU03072001,Erasmusstraat,"[156437.8925, 465732.0454]",643.0,32.2538,4814,21128.59399424,1929.442260402,6435.143999999999,6435.144000192,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3053654743390357,0.672566096423017,0.022068429237947124
BU03072002,Muziekbuurt-Noord,"[156181.6452, 466284.469]",488.0,15.2492,2276,15393.971565599999,691.0653213119999,5042.0160000000005,5042.015999312,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.2671106557377049,0.6574590163934426,0.07543032786885244
BU03072003,Muziekbuurt-Zuid,"[156154.0606, 465798.9722]",503.0,94.4499,14097,16528.27803904,4588.292659566,5160.78,5160.780005825999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3861750854532658,0.6135937121777661,0.00023120236896809657
BU03072004,Architectenbuurt-Oost,"[155912.0256, 466014.4039]",641.0,0.3618,54,24133.51658867,0.0,7592.94000102,7592.9400000000005,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.2574102964118564,0.6864742589703587,0.056115444617784706
BU03072005,Architectenbuurt-West,"[155656.2517, 465922.2308]",530.0,6.9546,1038,19853.6492892,649.237645134,6086.520000000001,6086.520000036001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.29018867924528297,0.6829811320754717,0.026830188679245286
BU03072006,Sportpark Zielhorst,"[156822.3381, 466124.1921]",0.0,11.725,1750,0.0,656.757787,0.0,0.0,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.0,0.0
BU03072100,Stille Steeg,"[155160.15, 466197.0066]",647.0,1.1658,174,19984.4296979,0.0,6102.504,6102.504000180001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.1943276661514683,0.6709891808346212,0.13468315301391037
BU03072101,Amaniet,"[155346.2191, 466428.8926]",305.0,8.8038,1314,10623.44391935,87.46510519799999,2788.92,2788.919999442,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.15037942309835506,0.6454152392712701,0.20420533763037485
