code,name,geo_coordinate,available_heat,neighbourhoods_in_range,used_heat
LTHP01,RWZI   Amersfoort,"[152669, 465001]",346896,"BU03070404,BU03070305,BU03070403,BU03070402,BU03070401,BU03070301,BU03070300,BU03070306",37356.103845738115
LTHP02,Tele2  POP   Amersfoort  Amersfoort,"[157171, 464869]",409968,"BU03072500,BU03072501,BU03072503,BU03072502,BU03071100,BU03071101",42694.55680700894
LTHP03,First Master Food Manufactory BV,"[152270, 464005]",756864,"BU03070404,BU03070305,BU03070403,BU03070402,BU03070401,BU03070301,BU03070300,BU03070306,BU03070500",91762.40114000521
