neighbourhood_code,heat_source_code,heat_source_name,distance_in_m
GM0344_4_11,LTHP0001,overal LT-warmte,42436.80407924813
GM0344_4_14,LTHP0001,overal LT-warmte,42914.0532998879
GM0344_4_13,LTHP0001,overal LT-warmte,42053.60125222299
GM0344_4_15,LTHP0001,overal LT-warmte,42904.401291200884
GM0344_2_209,LTHP0001,overal LT-warmte,47010.84962046667
GM0344_1_166,LTHP0001,overal LT-warmte,46422.13452166772
GM0344_2_35,LTHP0001,overal LT-warmte,46186.71217351139
GM0344_2_203,LTHP0001,overal LT-warmte,47284.16830438983
GM0344_2_204,LTHP0001,overal LT-warmte,49028.879904927984
GM0344_1_179,LTHP0001,overal LT-warmte,47196.59588188334
GM0344_4_21,LTHP0001,overal LT-warmte,41722.59404875885
GM0344_1_172,LTHP0001,overal LT-warmte,47538.92847626618
GM0344_1_171,LTHP0001,overal LT-warmte,47292.784477258334
GM0344_2_41,LTHP0001,overal LT-warmte,47660.75504700471
GM0344_4_26,LTHP0001,overal LT-warmte,41909.5277971639
GM0344_1_178,LTHP0001,overal LT-warmte,47219.94457541241
GM0344_2_47,LTHP0001,overal LT-warmte,49111.186821704745
GM0344_4_8,LTHP0001,overal LT-warmte,43374.66144280373
GM0344_4_19,LTHP0001,overal LT-warmte,42442.829130295846
GM0344_1_149,LTHP0001,overal LT-warmte,48119.52290033229
GM0344_2_210,LTHP0001,overal LT-warmte,47530.871629884816
GM0344_4_3,LTHP0001,overal LT-warmte,41470.38198675788
GM0344_4_2,LTHP0001,overal LT-warmte,42234.2194956833
GM0344_3_182,LTHP0001,overal LT-warmte,46211.76368365006
GM0344_4_7,LTHP0001,overal LT-warmte,42100.89956786715
GM0344_1_143,LTHP0001,overal LT-warmte,46293.83311263528
GM0344_1_157,LTHP0001,overal LT-warmte,47059.14122914476
GM0344_3_192,LTHP0001,overal LT-warmte,45318.625610848394
GM0344_3_195,LTHP0001,overal LT-warmte,46363.531041129434
GM0344_1_154,LTHP0001,overal LT-warmte,47027.83005462525
GM0344_1_153,LTHP0001,overal LT-warmte,47209.09584787195
GM0344_1_156,LTHP0001,overal LT-warmte,44801.877609775096
GM0344_3_168,LTHP0001,overal LT-warmte,45343.62106410384
GM0344_3_163,LTHP0001,overal LT-warmte,46567.296040920315
GM0344_1_43,LTHP0001,overal LT-warmte,48405.9407929032
GM0344_1_45,LTHP0001,overal LT-warmte,47071.960392303525
GM0344_3_176,LTHP0001,overal LT-warmte,47042.48052060203
GM0344_3_175,LTHP0001,overal LT-warmte,46565.907344984866
GM0344_1_37,LTHP0001,overal LT-warmte,46956.039876855386
GM0344_1_39,LTHP0001,overal LT-warmte,46989.31897068665
GM0344_1_52,LTHP0001,overal LT-warmte,48055.30688511337
GM0344_1_55,LTHP0001,overal LT-warmte,46240.70726837627
GM0344_1_56,LTHP0001,overal LT-warmte,45393.70617845421
GM0344_3_147,LTHP0001,overal LT-warmte,46439.3025706565
GM0344_3_143,LTHP0001,overal LT-warmte,45397.527763168146
GM0344_3_155,LTHP0001,overal LT-warmte,45244.701875727376
GM0344_3_93,LTHP0001,overal LT-warmte,46161.843854780636
GM0344_3_95,LTHP0001,overal LT-warmte,46483.15940426712
GM0344_3_151,LTHP0001,overal LT-warmte,46541.69908898162
GM0344_3_153,LTHP0001,overal LT-warmte,46919.91116474956
GM0344_1_14,LTHP0001,overal LT-warmte,47110.63303493672
GM0344_1_16,LTHP0001,overal LT-warmte,46520.00967220558
GM0344_1_32,LTHP0001,overal LT-warmte,46867.52328649023
GM0344_1_35,LTHP0001,overal LT-warmte,47347.64624149451
GM0344_1_26,LTHP0001,overal LT-warmte,47267.95393982417
GM0344_1_25,LTHP0001,overal LT-warmte,48220.768834846225
GM0344_4_93,LTHP0001,overal LT-warmte,42384.781156544355
GM0344_2_160,LTHP0001,overal LT-warmte,47519.915407389155
GM0344_2_170,LTHP0001,overal LT-warmte,46087.01601959613
GM0344_4_76,LTHP0001,overal LT-warmte,42990.172572307165
GM0344_4_70,LTHP0001,overal LT-warmte,39852.82440511099
GM0344_4_72,LTHP0001,overal LT-warmte,40663.973909770895
GM0344_4_71,LTHP0001,overal LT-warmte,43096.22003910185
GM0344_4_73,LTHP0001,overal LT-warmte,42654.833586451285
GM0344_2_149,LTHP0001,overal LT-warmte,48668.202676964946
GM0344_2_140,LTHP0001,overal LT-warmte,49271.19868424455
GM0344_4_86,LTHP0001,overal LT-warmte,42193.90978725964
GM0344_4_84,LTHP0001,overal LT-warmte,42532.01326755013
GM0344_2_156,LTHP0001,overal LT-warmte,48225.38070309668
GM0344_2_159,LTHP0001,overal LT-warmte,50981.40634748572
GM0344_4_53,LTHP0001,overal LT-warmte,43110.94188450364
GM0344_2_150,LTHP0001,overal LT-warmte,51192.45141581866
GM0344_4_56,LTHP0001,overal LT-warmte,41925.778630154084
GM0344_2_153,LTHP0001,overal LT-warmte,47377.380485270274
GM0344_2_125,LTHP0001,overal LT-warmte,47075.69393267537
GM0344_2_129,LTHP0001,overal LT-warmte,50051.64170343526
GM0344_4_65,LTHP0001,overal LT-warmte,42574.43895705765
GM0344_4_69,LTHP0001,overal LT-warmte,43750.15543656937
GM0344_2_122,LTHP0001,overal LT-warmte,47879.24821184853
GM0344_2_121,LTHP0001,overal LT-warmte,50032.811898011445
GM0344_4_155,LTHP0001,overal LT-warmte,41582.89929984944
GM0344_2_135,LTHP0001,overal LT-warmte,46707.58711289897
GM0344_4_157,LTHP0001,overal LT-warmte,42179.129268262644
GM0344_4_156,LTHP0001,overal LT-warmte,43322.16115127511
GM0344_4_158,LTHP0001,overal LT-warmte,42768.0421053298
GM0344_2_131,LTHP0001,overal LT-warmte,47388.45391910911
GM0344_2_133,LTHP0001,overal LT-warmte,49510.22894902604
GM0344_4_124,LTHP0001,overal LT-warmte,42070.456114674445
GM0344_2_101,LTHP0001,overal LT-warmte,48892.86373197286
GM0344_4_123,LTHP0001,overal LT-warmte,43740.34900349906
GM0344_4_126,LTHP0001,overal LT-warmte,42465.50085748391
GM0344_4_128,LTHP0001,overal LT-warmte,44065.541665000565
GM0344_2_107,LTHP0001,overal LT-warmte,47375.41195657235
GM0344_4_120,LTHP0001,overal LT-warmte,42063.67779013222
GM0344_4_135,LTHP0001,overal LT-warmte,43405.76221493558
GM0344_2_112,LTHP0001,overal LT-warmte,48117.38762604422
GM0344_4_134,LTHP0001,overal LT-warmte,43458.627987805376
GM0344_4_137,LTHP0001,overal LT-warmte,42522.46257212593
GM0344_2_118,LTHP0001,overal LT-warmte,47304.87905612924
GM0344_4_131,LTHP0001,overal LT-warmte,42034.14473649932
GM0344_4_130,LTHP0001,overal LT-warmte,42436.39051219058
GM0344_4_108,LTHP0001,overal LT-warmte,42806.78710290361
GM0344_4_107,LTHP0001,overal LT-warmte,43080.59808642041
GM0344_4_109,LTHP0001,overal LT-warmte,41988.78106713281
GM0344_4_101,LTHP0001,overal LT-warmte,43015.3056508707
GM0344_1_84,LTHP0001,overal LT-warmte,45303.48149437224
GM0344_1_80,LTHP0001,overal LT-warmte,46961.974890871774
GM0344_4_118,LTHP0001,overal LT-warmte,40158.49944755592
GM0344_1_81,LTHP0001,overal LT-warmte,48049.52731515953
GM0344_4_115,LTHP0001,overal LT-warmte,40168.15787807598
GM0344_4_117,LTHP0001,overal LT-warmte,42077.02973267765
GM0344_4_116,LTHP0001,overal LT-warmte,42311.2437735645
GM0344_1_95,LTHP0001,overal LT-warmte,45173.92479798491
GM0344_2_12,LTHP0001,overal LT-warmte,49108.161081033155
GM0344_1_94,LTHP0001,overal LT-warmte,47284.78248763117
GM0344_2_14,LTHP0001,overal LT-warmte,50328.66921540667
GM0344_1_93,LTHP0001,overal LT-warmte,47060.91324638409
GM0345_63,LTHP0001,overal LT-warmte,75152.46388755736
GM0355_18,LTHP0001,overal LT-warmte,55922.29130439056
GM0356_102,LTHP0001,overal LT-warmte,42877.73719893254
GM0356_101,LTHP0001,overal LT-warmte,43118.15601047754
GM0356_46,LTHP0001,overal LT-warmte,43351.7649030689
GM0356_45,LTHP0001,overal LT-warmte,42801.423059896086
GM0356_44,LTHP0001,overal LT-warmte,43089.9054673716
GM0356_79,LTHP0001,overal LT-warmte,42601.76325177969
GM0356_77,LTHP0001,overal LT-warmte,43539.54371354997
GM0356_72,LTHP0001,overal LT-warmte,43141.55605659431
GM0356_121,LTHP0001,overal LT-warmte,43059.82153607332
GM0356_124,LTHP0001,overal LT-warmte,43304.48685456611
GM0356_123,LTHP0001,overal LT-warmte,42353.15252160931
GM0356_120,LTHP0001,overal LT-warmte,43362.6649107136
GM0356_69,LTHP0001,overal LT-warmte,42822.17662073449
GM0356_66,LTHP0001,overal LT-warmte,43407.97148570999
GM0356_117,LTHP0001,overal LT-warmte,42907.50452992777
GM0356_9,LTHP0001,overal LT-warmte,43686.124735273756
GM0356_18,LTHP0001,overal LT-warmte,43644.1017713397
GM0356_1,LTHP0001,overal LT-warmte,43500.56327909994
GM0356_149,LTHP0001,overal LT-warmte,43442.15742686871
GM0356_19,LTHP0001,overal LT-warmte,42903.82867056667
GM0356_14,LTHP0001,overal LT-warmte,43238.8976263699
GM0356_12,LTHP0001,overal LT-warmte,43252.08144952693
GM0356_96,LTHP0001,overal LT-warmte,44077.50092209445
GM0356_95,LTHP0001,overal LT-warmte,43415.47707217497
GM0356_132,LTHP0001,overal LT-warmte,43082.20115818961
GM0356_134,LTHP0001,overal LT-warmte,43036.258772205394
GM0356_130,LTHP0001,overal LT-warmte,42589.0356713327
GM0356_37,LTHP0001,overal LT-warmte,42642.074521150615
GM0356_24,LTHP0001,overal LT-warmte,43609.20837993761
GM0356_27,LTHP0001,overal LT-warmte,43233.83111014402
GM0356_56,LTHP0001,overal LT-warmte,42994.07825989364
GM0356_55,LTHP0001,overal LT-warmte,43725.41593289155
GM0358_58,LTHP0001,overal LT-warmte,38513.6109901424
GM0358_4,LTHP0001,overal LT-warmte,38680.76394281061
GM0362_131,LTHP0001,overal LT-warmte,42027.10862451277
GM0362_22,LTHP0001,overal LT-warmte,45387.15626166372
GM0362_127,LTHP0001,overal LT-warmte,47361.331000318176
GM0362_49,LTHP0001,overal LT-warmte,47306.40621440186
GM0362_75,LTHP0001,overal LT-warmte,48066.87224442232
GM0362_68,LTHP0001,overal LT-warmte,47981.66408904965
GM0362_61,LTHP0001,overal LT-warmte,46361.32447995487
GM0362_10,LTHP0001,overal LT-warmte,45591.04655964399
GM0362_4,LTHP0001,overal LT-warmte,44011.56123542711
GM0362_95,LTHP0001,overal LT-warmte,47915.80480052729
GM0362_113,LTHP0001,overal LT-warmte,44573.23844221562
GM0362_30,LTHP0001,overal LT-warmte,41616.66226096246
GM0375_28,LTHP0001,overal LT-warmte,59942.5612986627
GM0375_50,LTHP0001,overal LT-warmte,59044.713192868265
GM0375_7,LTHP0001,overal LT-warmte,58627.35884763741
GM0397_7,LTHP0001,overal LT-warmte,43828.178080776466
GM0450_17,LTHP0001,overal LT-warmte,62883.02920101609
GM0450_19,LTHP0001,overal LT-warmte,62767.9510992889
GM0450_11,LTHP0001,overal LT-warmte,63230.8941755194
GM0451_39,LTHP0001,overal LT-warmte,39842.97413002614
GM0489_66,LTHP0001,overal LT-warmte,13953.287185039222
GM0502_93,LTHP0001,overal LT-warmte,9166.581509144706
GM0502_112,LTHP0001,overal LT-warmte,7616.999903880905
GM0502_111,LTHP0001,overal LT-warmte,8937.239329447713
GM0502_110,LTHP0001,overal LT-warmte,8627.837408534428
GM0502_89,LTHP0001,overal LT-warmte,8080.201910442628
GM0502_85,LTHP0001,overal LT-warmte,8927.74372615737
GM0502_83,LTHP0001,overal LT-warmte,7918.188238522009
GM0502_107,LTHP0001,overal LT-warmte,10610.472312354706
GM0502_80,LTHP0001,overal LT-warmte,9398.944281897868
GM0502_101,LTHP0001,overal LT-warmte,9078.272287554506
GM0502_103,LTHP0001,overal LT-warmte,9151.897560093917
GM0502_39,LTHP0001,overal LT-warmte,7809.970423525206
GM0502_37,LTHP0001,overal LT-warmte,7767.092029671059
GM0502_134,LTHP0001,overal LT-warmte,8098.903623181995
GM0502_26,LTHP0001,overal LT-warmte,8853.299147317126
GM0502_21,LTHP0001,overal LT-warmte,8511.667974289403
GM0502_128,LTHP0001,overal LT-warmte,9145.014371811807
GM0502_122,LTHP0001,overal LT-warmte,8949.83104643083
GM0502_125,LTHP0001,overal LT-warmte,9332.707990187575
GM0502_124,LTHP0001,overal LT-warmte,8149.969859298292
GM0502_57,LTHP0001,overal LT-warmte,8347.18411921725
GM0502_59,LTHP0001,overal LT-warmte,8954.479708753135
GM0502_51,LTHP0001,overal LT-warmte,8370.384887211329
GM0502_50,LTHP0001,overal LT-warmte,10226.830252291351
GM0502_49,LTHP0001,overal LT-warmte,7914.917125603328
GM0502_9,LTHP0001,overal LT-warmte,8730.04878760128
GM0502_48,LTHP0001,overal LT-warmte,8441.6206718234
GM0502_47,LTHP0001,overal LT-warmte,8453.513693461971
GM0502_5,LTHP0001,overal LT-warmte,7448.019302650203
GM0502_8,LTHP0001,overal LT-warmte,8500.527257994187
GM0502_43,LTHP0001,overal LT-warmte,8261.807469541678
GM0502_2,LTHP0001,overal LT-warmte,8671.487001768484
GM0502_4,LTHP0001,overal LT-warmte,8534.792666995803
GM0502_75,LTHP0001,overal LT-warmte,8130.214336369159
GM0502_63,LTHP0001,overal LT-warmte,8756.63608562317
GM0502_12,LTHP0001,overal LT-warmte,9196.122912792755
GM0502_11,LTHP0001,overal LT-warmte,7119.0505787073
GM0503_140,LTHP0001,overal LT-warmte,8695.34102273345
GM0503_51,LTHP0001,overal LT-warmte,6657.910458036296
GM0503_213,LTHP0001,overal LT-warmte,8354.54030773369
GM0503_216,LTHP0001,overal LT-warmte,10483.26811029149
GM0503_178,LTHP0001,overal LT-warmte,9163.346761423372
GM0503_89,LTHP0001,overal LT-warmte,8667.899480266458
GM0503_171,LTHP0001,overal LT-warmte,7872.934796699715
GM0503_166,LTHP0001,overal LT-warmte,7955.169993933437
GM0503_3,LTHP0001,overal LT-warmte,10269.462541643576
GM0503_29,LTHP0001,overal LT-warmte,10515.37875658774
GM0503_112,LTHP0001,overal LT-warmte,8286.912451874005
GM0503_190,LTHP0001,overal LT-warmte,7848.567384710152
GM0503_193,LTHP0001,overal LT-warmte,9113.804491306324
GM0503_109,LTHP0001,overal LT-warmte,8210.218272849452
GM0503_14,LTHP0001,overal LT-warmte,6483.805832563481
GM0503_13,LTHP0001,overal LT-warmte,7492.136942406434
GM0503_12,LTHP0001,overal LT-warmte,8843.532648983317
GM0503_93,LTHP0001,overal LT-warmte,6990.598425937297
GM0503_48,LTHP0001,overal LT-warmte,7951.403499925274
GM0503_121,LTHP0001,overal LT-warmte,8461.102245080168
GM0503_38,LTHP0001,overal LT-warmte,8430.455815495216
GM0505_170,LTHP0001,overal LT-warmte,22514.905113715526
GM0505_189,LTHP0001,overal LT-warmte,23104.787130275672
GM0505_153,LTHP0001,overal LT-warmte,23528.50986173638
GM0512_44,LTHP0001,overal LT-warmte,40332.7869037413
GM0513_8,LTHP0001,overal LT-warmte,17153.711337123394
GM0513_71,LTHP0001,overal LT-warmte,15791.063427399966
GM0513_130,LTHP0001,overal LT-warmte,17370.80989042316
GM0513_94,LTHP0001,overal LT-warmte,15166.862403577092
GM0513_48,LTHP0001,overal LT-warmte,15373.608171493364
GM0518_3_184,LTHP0001,overal LT-warmte,14667.476888079404
GM0518_2_104,LTHP0001,overal LT-warmte,17635.953203206118
GM0518_2_18,LTHP0001,overal LT-warmte,17901.08766677107
GM0518_3_167,LTHP0001,overal LT-warmte,15768.785309823646
GM0518_6_14,LTHP0001,overal LT-warmte,10333.652258391243
GM0518_6_15,LTHP0001,overal LT-warmte,10065.191811550785
GM0518_6_10,LTHP0001,overal LT-warmte,8506.671799357746
GM0518_6_26,LTHP0001,overal LT-warmte,10378.041895958746
GM0518_6_27,LTHP0001,overal LT-warmte,10354.385865354938
GM0518_6_29,LTHP0001,overal LT-warmte,10426.12492688209
GM0518_2_130,LTHP0001,overal LT-warmte,19248.728673872778
GM0518_3_199,LTHP0001,overal LT-warmte,15598.76057532086
GM0518_2_54,LTHP0001,overal LT-warmte,19162.299428082846
GM0518_2_57,LTHP0001,overal LT-warmte,18167.089309451883
GM0518_2_118,LTHP0001,overal LT-warmte,17337.33087392812
GM0518_6_56,LTHP0001,overal LT-warmte,10957.284674154915
GM0518_6_59,LTHP0001,overal LT-warmte,8882.086690496142
GM0518_2_128,LTHP0001,overal LT-warmte,17317.402103452874
GM0518_6_68,LTHP0001,overal LT-warmte,10342.414911532867
GM0518_2_121,LTHP0001,overal LT-warmte,17123.747775112453
GM0518_2_177,LTHP0001,overal LT-warmte,17330.65001858085
GM0518_6_61,LTHP0001,overal LT-warmte,9081.499992005343
GM0518_6_64,LTHP0001,overal LT-warmte,8944.22569067882
GM0518_2_172,LTHP0001,overal LT-warmte,19240.5101813833
GM0518_2_43,LTHP0001,overal LT-warmte,18806.947445388054
GM0518_6_39,LTHP0001,overal LT-warmte,10629.383261249155
GM0518_6_31,LTHP0001,overal LT-warmte,9745.882159499153
GM0518_6_32,LTHP0001,overal LT-warmte,9503.24913132971
GM0518_6_46,LTHP0001,overal LT-warmte,8717.387067228743
GM0518_2_40,LTHP0001,overal LT-warmte,17756.268597069862
GM0518_6_47,LTHP0001,overal LT-warmte,10099.733127302228
GM0518_6_48,LTHP0001,overal LT-warmte,9883.632312276242
GM0518_2_99,LTHP0001,overal LT-warmte,17979.07727244004
GM0518_6_43,LTHP0001,overal LT-warmte,9424.376451288985
GM0518_2_92,LTHP0001,overal LT-warmte,17544.50936684812
GM0518_2_93,LTHP0001,overal LT-warmte,17732.895657627185
GM0518_2_153,LTHP0001,overal LT-warmte,17234.70119459092
GM0518_2_166,LTHP0001,overal LT-warmte,17448.816787212774
GM0518_1_100,LTHP0001,overal LT-warmte,14099.244943951817
GM0518_2_76,LTHP0001,overal LT-warmte,17945.212764737254
GM0518_2_73,LTHP0001,overal LT-warmte,18186.88677562682
GM0518_2_4,LTHP0001,overal LT-warmte,17863.204226041697
GM0518_1_138,LTHP0001,overal LT-warmte,16377.034295355368
GM0518_6_70,LTHP0001,overal LT-warmte,10288.503423952177
GM0518_6_71,LTHP0001,overal LT-warmte,10137.423105184984
GM0518_1_124,LTHP0001,overal LT-warmte,14087.2167669772
GM0518_1_170,LTHP0001,overal LT-warmte,13645.6653873441
GM0518_1_157,LTHP0001,overal LT-warmte,13856.63557281798
GM0518_5_100,LTHP0001,overal LT-warmte,13674.292023086819
GM0518_5_102,LTHP0001,overal LT-warmte,15235.887373824868
GM0518_5_104,LTHP0001,overal LT-warmte,13817.689110428748
GM0518_3_226,LTHP0001,overal LT-warmte,14920.895982248405
GM0518_5_137,LTHP0001,overal LT-warmte,14214.30069546019
GM0518_5_139,LTHP0001,overal LT-warmte,13789.04133302524
GM0518_5_141,LTHP0001,overal LT-warmte,14767.150848225001
GM0518_5_146,LTHP0001,overal LT-warmte,14367.074886138562
GM0518_5_149,LTHP0001,overal LT-warmte,14003.679357089837
GM0518_5_110,LTHP0001,overal LT-warmte,13354.902934134376
GM0518_5_117,LTHP0001,overal LT-warmte,13518.273225919123
GM0518_5_118,LTHP0001,overal LT-warmte,13728.020577262485
GM0518_5_120,LTHP0001,overal LT-warmte,13727.256847488427
GM0518_5_122,LTHP0001,overal LT-warmte,14654.149143308196
GM0518_5_123,LTHP0001,overal LT-warmte,14476.889441496132
GM0518_5_125,LTHP0001,overal LT-warmte,14011.83481181684
GM0518_5_175,LTHP0001,overal LT-warmte,13613.2827114659
GM0518_5_176,LTHP0001,overal LT-warmte,13631.322138299349
GM0518_5_177,LTHP0001,overal LT-warmte,14981.777994399727
GM0518_5_178,LTHP0001,overal LT-warmte,13938.7795662803
GM0518_5_179,LTHP0001,overal LT-warmte,13828.037874209162
GM0518_5_170,LTHP0001,overal LT-warmte,13596.044324998968
GM0518_5_172,LTHP0001,overal LT-warmte,14044.542243635491
GM0518_5_173,LTHP0001,overal LT-warmte,14979.411984148952
GM0518_5_185,LTHP0001,overal LT-warmte,13360.097212881961
GM0518_5_186,LTHP0001,overal LT-warmte,13408.695164459585
GM0518_5_6,LTHP0001,overal LT-warmte,13482.315689232038
GM0518_5_7,LTHP0001,overal LT-warmte,15337.234935390446
GM0518_5_180,LTHP0001,overal LT-warmte,13863.34829109995
GM0518_5_182,LTHP0001,overal LT-warmte,14855.876386513972
GM0518_5_159,LTHP0001,overal LT-warmte,13751.429142874273
GM0518_5_151,LTHP0001,overal LT-warmte,13693.317719915778
GM0518_1_16,LTHP0001,overal LT-warmte,14254.613078217892
GM0518_5_197,LTHP0001,overal LT-warmte,13279.033205762365
GM0518_5_13,LTHP0001,overal LT-warmte,15666.859944718053
GM0518_5_16,LTHP0001,overal LT-warmte,14785.353165472214
GM0518_5_41,LTHP0001,overal LT-warmte,14969.380744316619
GM0518_5_42,LTHP0001,overal LT-warmte,15721.002578929312
GM0518_5_57,LTHP0001,overal LT-warmte,13528.03557580411
GM0518_5_54,LTHP0001,overal LT-warmte,13500.24123860475
GM0518_1_33,LTHP0001,overal LT-warmte,13979.218329806223
GM0518_5_26,LTHP0001,overal LT-warmte,13715.810604380507
GM0518_5_29,LTHP0001,overal LT-warmte,15265.55091038538
GM0518_5_21,LTHP0001,overal LT-warmte,13889.490848855543
GM0518_1_82,LTHP0001,overal LT-warmte,16061.101198426448
GM0518_5_32,LTHP0001,overal LT-warmte,13417.409270317348
GM0518_5_88,LTHP0001,overal LT-warmte,14809.736475907539
GM0518_5_99,LTHP0001,overal LT-warmte,13672.05119685207
GM0518_5_96,LTHP0001,overal LT-warmte,13953.975244568901
GM0518_5_60,LTHP0001,overal LT-warmte,13674.989644437619
GM0518_5_61,LTHP0001,overal LT-warmte,13457.868391747917
GM0518_5_77,LTHP0001,overal LT-warmte,13283.935355359748
GM0518_3_22,LTHP0001,overal LT-warmte,15231.010577673811
GM0518_5_71,LTHP0001,overal LT-warmte,13656.999317790705
GM0518_5_73,LTHP0001,overal LT-warmte,14409.250912083957
GM0518_5_75,LTHP0001,overal LT-warmte,15758.43018703779
GM0518_3_34,LTHP0001,overal LT-warmte,14621.25206811998
GM0518_3_73,LTHP0001,overal LT-warmte,15937.817410402502
GM0518_5_214,LTHP0001,overal LT-warmte,14421.178630264732
GM0518_5_219,LTHP0001,overal LT-warmte,15234.688302419278
