neighbourhood_code,heat_source_code,heat_source_name,distance_in_m
BU013,HTLP0002,Avebe u.a. (Foxhol),9529.929642310712
BU010,HTLP0004,Delesto BV,26790.82638549594
BU007,HTLP0007,Eneco Bio Golden Raand C.V.,28794.768675414954
BU008,HTLP0006,Eemscentrale,31068.197098411238
BU011,HTLP0004,Delesto BV,26429.148113488533
BU009,HTLP0006,Eemscentrale,30476.77603212975
