code,name,geo_coordinate,available_heat,neighbourhoods_in_range,used_heat
LTHP0168,Viatel  Amsterdam  Amsterdam,"[117749.0, 485543]",409968,nan,0
LTHP0169,Equinix AM4,"[125922.0, 485276]",409968,nan,0
LTHP0170,Globalone,"[117220.0, 488799]",409968,nan,0
LTHP0171,Nikhef Housing,"[125286.0, 485458]",409968,nan,0
LTHP0172,RDC Datacentrum,"[120806.0, 483033]",409968,nan,0
LTHP0173,XS4ALL DC2,"[120901.0, 483275]",409968,nan,0
LTHP0174,Datahouse Capelle  Capelle aan den IJssel,"[99875.0, 440903]",409968,"GM0502_59,GM0502_63,GM0502_122,GM0502_85,GM0502_76,GM0502_101,GM0502_111,GM0502_93,GM0502_57,GM0502_9,GM0502_110,GM0502_8,GM0502_2,GM0502_60,GM0502_79,GM0502_51,GM0502_115,GM0502_26,GM0502_128,GM0502_47,GM0502_4,GM0502_134,GM0502_124,GM0502_48,GM0502_21,GM0502_55,GM0502_92,GM0502_16",0
LTHP0175,InterBox Internet  Capelle a d Ijssel,"[99816.0, 441914]",409968,"GM0599_5_113,GM0599_5_146,GM0599_5_22,GM0599_5_152,GM0502_76,GM0502_60,GM0502_79,GM1892_70,GM0502_55,GM0502_92",2165.3575572909062
LTHP0176,KPN Capelle  Capelle aan den IJssel,"[99520.0, 441746]",409968,"GM0599_5_113,GM0599_5_146,GM0599_5_26,GM0502_76,GM0502_57,GM0502_60,GM0502_79,GM1892_70,GM0599_5_19,GM0599_5_13,GM0502_55,GM0502_92",0
LTHP0177,Databarn Rivium B V,"[97167.0, 436083]",409968,"GM0502_78,GM0502_23,GM0542_49,GM0599_5_56,GM0599_5_79,GM0599_3_35,GM0599_3_63,GM0502_28,GM0599_5_116,GM0599_5_72",0
LTHP0178,ReliNed Cabine Culemborg  Culemborg,"[144189.0, 439503]",409968,nan,0
LTHP0179,Dataplace Utrecht,"[138344.0, 459472]",409968,"GM0310_51,GM0310_54,GM0310_23,GM0310_78,GM0344_1_82,GM0344_1_63",0
LTHP0180,The Datacenter Group  TDCG    Delft,"[85698.0, 444833]",409968,"GM0503_142,GM0503_137,GM0503_235,GM0503_195,GM0503_53,GM0503_149,GM0503_191,GM0503_223,GM0503_99",42996.55277593566
LTHP0181,BIT  Ede  3x,"[171316.0, 449179]",409968,nan,0
LTHP0182,BIT 2A,"[171270.0, 448819]",409968,nan,0
LTHP0183,BIT 2B,"[171270.0, 448819]",409968,nan,0
LTHP0184,BIT 2C,"[171270.0, 448819]",409968,nan,0
LTHP0185,BIT 2D,"[171270.0, 448819]",409968,nan,0
LTHP0186,Bunker Kloetinge  Goes,"[52247.0, 391375]",409968,"GM0664_46,GM0664_57,GM0664_18,GM0664_81,GM0664_70,GM0664_77,GM0664_33,GM0664_8,GM0664_67,GM0664_58,GM0664_50,GM0664_72,GM0664_47,GM0664_26,GM0664_62,GM0664_71,GM0664_42",25948.34164905264
LTHP0187,Zeelandnet  Kamperland,"[51134.0, 391691]",409968,"GM0664_59,GM0664_46,GM0664_53,GM0664_37,GM0664_41,GM0664_1,GM0664_55,GM0664_6,GM0664_78,GM0664_73,GM0664_69,GM0664_29,GM0664_17,GM0664_67,GM0664_26,GM0664_3,GM0664_68,GM0664_23,GM0664_39,GM0664_31,GM0664_35,GM0664_42,GM0664_5,GM0664_15",38021.789893956826
LTHP0188,Alticom Goes,"[50686.0, 392388]",409968,"GM0664_64,GM0664_30,GM0664_90,GM0664_75,GM0664_59,GM0664_9,GM0664_60,GM0664_46,GM0664_53,GM0664_37,GM0664_41,GM0664_1,GM0664_78,GM0664_63,GM0664_43,GM0664_39,GM0664_31,GM0664_80",31861.10118450729
LTHP0189,Alticom Haarlem,"[106169.0, 489143]",409968,nan,0
LTHP0190,EvoSwitch,"[105821.0, 489565]",409968,nan,0
LTHP0191,Nedcomp  Hardinxveld Giessendam,"[119348.0, 426949]",409968,"GM0523_29,GM0523_20,GM0523_17,GM0523_30,GM0523_8,GM0523_24,GM1978_38",0
LTHP0192,Nedcomp,"[115627.0, 426236]",409968,"GM0523_7,GM0523_6,GM0523_27,GM0523_33,GM0523_28,GM0523_31,GM0523_9,GM0610_8,GM0505_109",11001.551594878234
LTHP0193,ITDev Solutions  Houten,"[140034.0, 449651]",409968,"GM0321_85,GM0321_31,GM0321_72,GM0321_81,GM0321_54,GM0321_41,GM0321_62,GM0321_89,GM0321_34,GM0321_59,GM0321_23,GM0321_76,GM0321_39,GM0321_55,GM0321_65,GM0321_27,GM0321_36",0
LTHP0194,KPN Bunker  Bussum,"[142024.0, 475840]",409968,nan,0
LTHP0195,Alticom IJsselstein,"[132093.0, 446907]",409968,"GM0353_30,GM0353_41,GM0353_53,GM0353_46,GM0353_3,GM0353_23,GM0353_32",0
LTHP0196,Nick,"[182628.0, 580213]",409968,nan,0
LTHP0197,Tele2  POP   Leeuwarden  Leeuwarden,"[183183.0, 579635]",409968,nan,0
LTHP0198,Alticom Lopik  Lopikerkapel,"[132114.0, 445399]",409968,"GM0331_24,GM0353_23",0
LTHP0199,ZeelandNet Zakelijk  Goes,"[37873.0, 391981]",409968,"GM0687_4,GM0687_47,GM0664_47,GM0654_23",0
LTHP0200,Data Facilities Spijkenisse,"[80231.0, 430207]",409968,"GM1930_15,GM1930_17,GM1930_110,GM1930_21,GM1930_11",0
LTHP0201,Global Crossing  Amsterdam,"[123970.0, 483074]",409968,"GM0437_13,GM0437_4,GM0437_31,GM0437_6,GM0437_22,GM0437_17,GM0437_16,GM0437_29,GM0437_5",3780.44989276037
LTHP0202,Colt   Duivendrecht,"[123573.0, 482358]",409968,"GM0437_21,GM0437_18,GM0437_13,GM0437_12,GM0437_4,GM0437_31",0
LTHP0203,Essent Kabelcom  Aagtdorp,"[87012.0, 451027]",409968,"GM1926_12,GM1926_69,GM1926_42,GM1926_34,GM1926_38,GM1926_6,GM1926_50,GM1926_52,GM1926_82,GM1926_78,GM1926_55,GM1926_11,GM1926_39,GM1926_43,GM1926_74,GM1926_27,GM1926_28",23812.59179372865
LTHP0204,Tele2  Rijswijk Den Haag  Rijswijk Den Haag,"[82696.0, 450308]",409968,"GM0603_82,GM0603_78,GM0603_83,GM0603_36,GM0603_145,GM0603_95,GM0603_64,GM0603_86,GM0603_46,GM0603_122,GM0603_73,GM0603_150,GM0603_74,GM0603_125,GM0603_123",47018.83020564439
LTHP0205,Alticom Rotterdam  Rotterdam,"[90334.0, 432167]",409968,"GM0599_7_139,GM0599_7_180,GM0599_7_107,GM0599_7_32,GM0599_7_48",0
LTHP0206,Easynet DC Rotterdam  Rotterdam,"[91018.0, 435557]",409968,"GM0599_1_271,GM0599_1_238,GM0599_1_275,GM0599_1_167,GM0599_1_134,GM0599_1_8,GM0599_1_166,GM0599_1_138,GM0599_1_65,GM0599_1_32,GM0599_1_100,GM0599_1_293,GM0599_1_46,GM0599_1_93,GM0599_1_196,GM0599_1_156,GM0599_1_3,GM0599_1_139,GM0599_1_68,GM0599_1_185,GM0599_1_17,GM0599_1_163,GM0599_1_18,GM0599_1_228,GM0599_1_218",1889.9999999999998
LTHP0207,Intermax ? DC Schiecentrale Weena Schouwburgplein  Rotterdam,"[92273.0, 437583]",409968,"GM0599_1_180,GM0599_1_75,GM0599_1_1,GM0599_1_213,GM0599_1_269,GM0599_1_71,GM0599_1_252,GM0599_1_227,GM0599_1_224,GM0599_1_232,GM0599_1_4,GM0599_1_124,GM0599_1_111,GM0599_2_100,GM0599_1_45,GM0599_1_222,GM0599_1_120,GM0599_1_61,GM0599_1_128,GM0599_1_31,GM0599_1_174,GM0599_1_210,GM0599_1_51,GM0599_1_292,GM0599_1_95,GM0599_1_129,GM0599_1_282,GM0599_1_281,GM0599_2_89,GM0599_2_137,GM0599_2_187,GM0599_2_173,GM0599_2_188,GM0599_1_109,GM0599_2_60,GM0599_2_184",0
LTHP0208,KPN RT1  Rotterdam,"[92724.0, 437270]",409968,"GM0599_1_180,GM0599_1_116,GM0599_1_253,GM0599_1_141,GM0599_1_75,GM0599_1_1,GM0599_1_213,GM0599_1_269,GM0599_1_71,GM0599_1_252,GM0599_1_257,GM0599_1_274,GM0599_1_193,GM0599_1_94,GM0599_1_207,GM0599_1_87,GM0599_1_294,GM0599_1_78,GM0599_1_151,GM0599_1_47,GM0599_1_84,GM0599_1_6,GM0599_1_97,GM0599_1_64,GM0599_1_44,GM0599_1_197,GM0599_1_227,GM0599_1_224,GM0599_1_232,GM0599_1_0,GM0599_1_124,GM0599_1_111,GM0599_1_120,GM0599_1_128,GM0599_1_31,GM0599_1_174,GM0599_1_210,GM0599_1_51,GM0599_1_292,GM0599_1_95,GM0599_1_129",0
LTHP0209,Luna  Rotterdam  Rotterdam,"[91422.0, 435766]",409968,"GM0599_1_216,GM0599_1_58,GM0599_1_271,GM0599_1_232,GM0599_1_70,GM0599_1_234,GM0599_1_238,GM0599_1_275,GM0599_1_167,GM0599_1_80,GM0599_1_8,GM0599_1_138,GM0599_1_32,GM0599_1_100,GM0599_1_293,GM0599_1_46,GM0599_1_93,GM0599_1_196,GM0599_1_156,GM0599_1_3,GM0599_1_139,GM0599_1_68,GM0599_1_18",0
LTHP0210,World Port Center  Rotterdam  Rotterdam,"[93016.0, 435593]",409968,"GM0599_1_253,GM0599_1_201,GM0599_4_219,GM0599_4_143,GM0599_4_74,GM0599_4_108,GM0599_4_2,GM0599_4_119,GM0599_4_207,GM0599_4_21,GM0599_4_139,GM0599_1_74,GM0599_1_240,GM0599_1_153,GM0599_4_48,GM0599_4_92,GM0599_4_18",79157.9684866743
LTHP0211,Bytesnet   Spaanse kubus,"[88062.0, 438462]",409968,"GM0599_2_81,GM0599_2_53,GM0599_2_179,GM0599_2_159,GM0599_2_29,GM0599_2_28,GM0599_2_120,GM0599_2_122,GM0599_2_80,GM0606_31,GM0606_143,GM0606_150,GM0606_148,GM0606_30,GM0606_49",4349.641628959275
LTHP0212,NLDC   Rotterdam,"[90346.0, 432286]",409968,"GM0599_7_139,GM0599_7_134,GM0599_7_107,GM0599_7_32,GM0599_7_48",10347.735746606333
LTHP0213,SmartDC B V    Rotterdam,"[89478.0, 437581]",409968,"GM0599_1_113,GM0599_1_297,GM0599_1_158,GM0599_1_66,GM0599_1_34,GM0599_1_144,GM0599_1_189,GM0599_1_243,GM0599_2_143,GM0599_2_179,GM0599_1_140,GM0599_1_236,GM0599_1_255",14061.055108280156
LTHP0214,Tele2   8211  Spaanse Kubus,"[88064.0, 438458]",409968,"GM0599_2_81,GM0599_2_53,GM0599_2_179,GM0599_2_159,GM0599_2_29,GM0599_2_28,GM0599_2_120,GM0599_2_122,GM0599_2_80,GM0606_31,GM0606_143,GM0606_150,GM0606_148,GM0606_30,GM0606_49",0
LTHP0215,Verizon   Koperstraat,"[97514.0, 440485]",409968,"GM0599_5_4,GM0599_5_12,GM0599_5_154,GM0599_5_126,GM0599_5_32,GM0599_5_97,GM0599_5_148,GM0599_5_11,GM0599_5_93,GM0599_5_121,GM0599_5_20,GM0599_5_147,GM0599_5_50,GM0599_5_85,GM0599_5_1,GM0599_5_25,GM0599_5_168,GM0599_5_143,GM0599_5_145,GM0599_5_6,GM0599_5_34,GM0599_5_141",14218.000904977376
LTHP0216,Casema GV18  Den Haag,"[83289.0, 455090]",409968,"GM1916_2,GM0518_5_171,GM0518_5_115,GM0518_5_150,GM0518_5_41,GM0518_5_11,GM0518_5_95,GM0518_5_74,GM0518_5_227,GM0518_5_230,GM0518_5_141,GM0518_5_2,GM0518_5_5,GM0518_5_199,GM0518_5_177,GM0518_5_68,GM1916_22,GM1916_8,GM1916_110,GM1916_71,GM1916_61,GM0518_5_164,GM1916_28,GM1916_42,GM1916_50,GM1916_65,GM1916_10,GM0518_5_132,GM0518_5_56,GM0518_5_233",0
LTHP0217,Vodafone  Leidschenveen,"[86698.0, 453457]",409968,"GM0518_6_57,GM0518_6_66,GM0518_6_19,GM0518_6_3,GM0518_6_62,GM0518_6_50,GM0518_6_25",40419.213963104914
LTHP0218,Alticom Den Haag,"[82939.0, 455238]",409968,"GM0518_5_134,GM0518_5_192,GM0518_5_203,GM0518_5_103,GM0518_5_225,GM0518_5_188,GM0518_5_228,GM0518_5_108,GM0518_5_167,GM0518_5_150,GM0518_5_41,GM0518_5_11,GM0518_5_95,GM0518_5_74,GM0518_5_102,GM0518_5_230,GM0518_5_141,GM0518_5_2,GM0518_5_5,GM0518_5_199,GM0518_5_177,GM0518_5_68,GM0518_5_164,GM0518_5_132,GM0518_5_182,GM0518_5_156,GM0518_5_56,GM0518_5_233,GM0518_5_244",12233.061267168234
LTHP0219,Data Facilities The Hague,"[86392.0, 453410]",409968,"GM0518_6_19,GM0518_6_62,GM0518_6_50,GM0518_6_36",0
LTHP0220,Interoute  Soesterberg  Soesterberg,"[147501.0, 459456]",409968,"GM0355_27,GM0342_34,GM0342_12,GM0342_40,GM0342_45,GM0355_98",14964.502887590254
LTHP0221,Eurofiber   Eurofiber Datacenter Utrecht,"[130786.0, 460840]",409968,"GM1904_83,GM1904_59,GM1904_38,GM1904_48,GM1904_85,GM1904_18,GM1904_107,GM1904_26,GM1904_70,GM1904_95,GM1904_82,GM1904_36,GM1904_102,GM1904_61",6091.152315152583
LTHP0222,Greenhouse Datacenters B V,"[74219.0, 446525]",409968,"GM1783_14,GM1783_118,GM1783_73,GM1783_22,GM1783_175,GM1783_148,GM1783_41,GM1783_23,GM1783_109,GM1783_133",25935.55113122172
LTHP0223,Switch Datacenters   Woerden,"[121076.0, 455014]",409968,"GM0632_79,GM0632_41,GM0632_53,GM0632_61,GM0632_66,GM0632_80,GM0632_59,GM0632_86,GM0632_70,GM0632_16,GM0632_56,GM0632_7,GM0632_44,GM0632_18,GM0632_21,GM0632_42",4772.53689212195
LTHP0224,Alticom Wormer  Wormer,"[114910.0, 501245]",409968,nan,0
LTHP0225,Dataone Datacenter Wormer,"[114959.0, 500964]",409968,nan,0
LTHP0226,Interoute  Zandvoort  Zandvoort,"[96916.0, 488844]",409968,"GM0473_33,GM0473_35,GM0473_12,GM0473_8,GM0473_4,GM0473_31,GM0473_36",5832.089429453921
LTHP0227,ColoCenter  Zoetermeer,"[93937.0, 449814]",409968,"GM0637_209,GM0637_172,GM1621_20,GM0637_193,GM0637_45,GM0637_68,GM1621_62",0
LTHP0228,Global Switch,"[116953.0, 484157]",431430,nan,0
LTHP0229,Dishman Netherlands BV,"[166850.0, 449000]",441504,"GM0345_77,GM0345_35,GM0345_88,GM0345_99,GM0345_106,GM0345_18,GM0345_1,GM0345_80,GM0345_25,GM0345_61,GM0345_27,GM0345_39,GM0345_52,GM0345_47,GM0345_115,GM0345_114,GM0345_96,GM0345_92,GM0345_22,GM0345_109,GM0345_90,GM0345_86,GM0345_45,GM0345_71,GM0345_120",2415.0207289463556
LTHP0230,Interxion AMS 5,"[111808.0, 477084]",473040,nan,0
LTHP0231,Interxion AMS 8,"[111062.0, 476659]",473040,"GM0358_68,GM0358_45",0
LTHP0232,NLDC   Oude Meer  Schiphol Rijk,"[113782.0, 478124]",473040,"GM0358_66,GM0358_25,GM0358_49",0
LTHP0233,RWZI   Beverwijk,"[106317.0, 498801]",531127,"GM0375_17,GM0375_76,GM0375_6,GM0375_48,GM0375_4,GM0375_79,GM0375_23",9261.133031674208
LTHP0234,RWZI   Dordrecht,"[110173.0, 425324]",549252,"GM0505_17,GM0505_98",0
LTHP0235,EdgeConnex,"[112619.0, 477521]",567648,nan,0
LTHP0236,Albert Heijn BV,"[166635.0, 448598]",579189,"GM0345_35,GM0345_36,GM0345_88,GM0345_99,GM0345_106,GM0345_18,GM0345_1,GM0345_80,GM0345_27,GM0345_52,GM0345_47,GM0345_115,GM0345_114,GM0345_96,GM0345_92,GM0345_22,GM0345_109,GM0345_90,GM0345_43,GM0345_4,GM0345_116,GM0345_38,GM0345_56,GM0345_101,GM0345_86",13263.997816171172
LTHP0237,RWZI   Bath,"[75367.0, 379868]",589149,"GM0703_19,GM0703_36,GM0703_35",12336.853333333334
LTHP0238,Maincubes,"[113078.0, 477309]",630720,"GM0358_9,GM0358_6,GM0358_33,GM0358_19,GM0358_24",3340.543327673957
LTHP0239,RWZI   Kralingseveer,"[97000.0, 435762]",640794,"GM0502_78,GM0542_49,GM0599_5_79,GM0599_3_35,GM0599_3_63,GM0502_28,GM0599_6_54,GM0599_5_72,GM0599_6_13",0
LTHP0240,RWZI   De Groote Lucht,"[80802.0, 435271]",659102,"GM0622_39,GM0622_71,GM0622_48,GM0622_140,GM0622_118,GM0622_129",13609.368325791856
LTHP0241,Service Point Nederland BV,"[83028.0, 447968]",689062,"GM0503_59,GM0503_208,GM0603_138,GM0603_82,GM0503_78,GM0503_0,GM0503_230,GM0503_95,GM0503_130,GM0503_120,GM0503_103,GM0503_175,GM0503_88,GM0503_40,GM0503_72,GM0503_76,GM0503_226,GM0503_238,GM0503_158,GM0603_148,GM0603_141,GM0603_121,GM0603_20,GM0603_22",13957.425587498568
LTHP0242,Sikma Veevoeders BV,"[210297.0, 583842]",756864,"GM0059_7,GM0059_41,GM0059_4",0
LTHP0243,Bresc BV,"[130417.0, 421286]",756864,nan,0
LTHP0244,Bresc BV,"[125170.0, 424630]",756864,nan,0
LTHP0245,Eurosalad Rauwkost   Fruit BV,"[121629.0, 424085]",756864,nan,0
LTHP0246,Graaf Food Ingredients BV,"[130434.0, 421353]",756864,nan,0
LTHP0247,Hak BV,"[130316.0, 422933]",756864,nan,0
LTHP0248,O  Bouman BV,"[131898.0, 422214]",756864,nan,0
LTHP0249,Orffa Additives BV,"[120296.0, 423593]",756864,nan,0
LTHP0250,First Master Food Manufactory BV,"[152270.0, 464005]",756864,"GM0342_76,GM0307_1_51,GM0307_1_50,GM0307_1_119,GM0342_48,GM0307_1_28,GM0307_1_47",12290.79770803419
LTHP0251,Nutreco Nederland BV,"[154009.0, 462258]",756864,"GM0307_1_54,GM0307_1_112,GM0307_1_61,GM0307_1_131,GM0307_1_15,GM0307_1_141,GM0307_1_118,GM0307_1_109,GM0307_1_105,GM0307_1_46,GM0307_1_98,GM0307_1_13,GM0307_1_75,GM0307_1_2,GM0307_1_125,GM0307_1_53,GM0307_1_16,GM0307_1_81,GM0307_1_113",95416.63736816401
LTHP0252,Martinez Chocolade BV,"[117602.0, 477108]",756864,"GM0362_21,GM0362_77,GM0362_50,GM0362_64,GM0362_71,GM0362_19,GM0362_106,GM0362_160,GM0362_62,GM0362_99,GM0362_24,GM0362_162",41079.7412102856
LTHP0253,Brouwerij  t IJ BV,"[123620.0, 486635]",756864,nan,0
LTHP0254,Cargill BV,"[112982.0, 491643]",756864,nan,0
LTHP0255,Dutch Cocoa BV,"[112310.0, 491482]",756864,nan,0
LTHP0256,Expalkan V  BV,"[123079.0, 487818]",756864,nan,0
LTHP0257,Heartland Sweeteners Europe BV,"[111926.0, 490829]",756864,nan,0
LTHP0258,Udkvm BV,"[113684.0, 489356]",756864,nan,0
LTHP0259,Co1peratieve Zuivelonderneming Cono BA,"[120220.0, 507799]",756864,nan,0
LTHP0260,Cargill BV,"[76861.0, 391557]",756864,nan,0
LTHP0261,Lamb Weston Meijer VOF,"[77592.0, 390990]",756864,nan,0
LTHP0262,Van der Kroon Food Products BV,"[76430.0, 391130]",756864,nan,0
LTHP0263,Refresco Benelux BV,"[110933.0, 453774]",756864,"GM1901_50,GM1901_44,GM1901_52,GM1901_18",0
LTHP0264,Vrumona BV,"[142529.0, 452749]",756864,"GM0312_0,GM0312_1,GM0312_19,GM0312_17,GM0312_2,GM0312_21,GM0312_18,GM0312_24,GM0312_22",4002.8470588235296
LTHP0265,Banketbakkerij Wouter de Graaf BV,"[154859.0, 473584]",756864,"GM0313_36,GM0313_7,GM0313_19,GM0313_24,GM0313_14,GM0313_17,GM0313_23,GM0313_10,GM0313_29,GM0313_0,GM0313_11",9456.896580225268
LTHP0266,De Banketgroep BV,"[153647.0, 471381]",756864,"GM0313_33,GM0313_21,GM0313_6,GM0313_27,GM0313_32,GM0313_20,GM0313_37,GM0313_26",5255.869625982906
LTHP0267,Haringfileerderij     De Maatjes     BV,"[153980.0, 473439]",756864,"GM0313_7,GM0313_19,GM0313_14,GM0313_17,GM0313_29,GM0313_0,GM0313_13,GM0313_4,GM0313_12,GM0313_11,GM0313_3,GM0313_40,GM0313_5,GM0313_31,GM0313_18,GM0313_34",46148.92320317319
LTHP0268,Mayonna BV,"[154738.0, 473517]",756864,"GM0313_36,GM0313_7,GM0313_19,GM0313_24,GM0313_14,GM0313_17,GM0313_23,GM0313_10,GM0313_29,GM0313_0,GM0313_13,GM0313_11",4039.9225154160713
LTHP0269,Handelsmij  Procema BV,"[142634.0, 439042]",756864,nan,0
LTHP0270,Kroon Vleeswarenfabriek Zwaagwesteinde BV,"[198235.0, 585109]",756864,"GM1891_3,GM1891_25,GM1891_14,GM1891_27,GM1891_9,GM1891_7",0
LTHP0271,Teeling Petfood Veenwouden BV,"[195059.0, 583212]",756864,"GM1891_0,GM0737_34,GM1891_28,GM1891_2,GM1891_11,GM0737_31",0
LTHP0272,Smit   Dorlas Koffiebranders BV,"[119807.0, 468713]",756864,"GM0736_16,GM0736_74,GM0736_52,GM0736_32,GM0736_59,GM0736_61,GM0736_21,GM0736_27,GM0736_23,GM0736_60,GM0736_54",27370.73641419798
LTHP0273,Zandvliet Vleeswaren II BV,"[85103.0, 444623]",756864,"GM0503_142,GM0503_235,GM0503_53,GM0503_149,GM0503_191,GM0503_223,GM0503_99",0
LTHP0274,A F  Stam BV,"[125619.0, 483752]",756864,GM0437_15,0
LTHP0275,De Heus Voeders BV,"[173273.0, 447549]",756864,nan,0
LTHP0276,E J  Bos Mengvoeders BV,"[168196.0, 453052]",756864,nan,0
LTHP0277,Frieslandcampina Riedel BV,"[172818.0, 449328]",756864,nan,0
LTHP0278,P  Bos Mengvoeder  en Kunstmesthandel BV,"[168062.0, 452528]",756864,nan,0
LTHP0279,Poeliersbedrijf Brinkhorst BV,"[167759.0, 450803]",756864,GM0345_69,21441.33574660634
LTHP0280,McCain Foods Holland BV,"[41230.0, 391554]",756864,"GM0664_47,GM0664_63,GM0664_21,GM0664_0,GM0664_7,GM0664_23,GM0664_28,GM0654_23,GM0654_35",0
LTHP0281,Holland Paling BV,"[106996.0, 491976]",756864,nan,0
LTHP0282,Otelli BV,"[105754.0, 490364]",756864,nan,0
LTHP0283,A L  Hoogesteger Fresh Specialist BV,"[110824.0, 488202]",756864,nan,0
LTHP0284,Cargill Meats Holland BV,"[111478.0, 479695]",756864,nan,0
LTHP0285,Gepo Vleeswaren BV,"[103620.0, 474262]",756864,nan,0
LTHP0286,Kaaskeuken BV,"[103066.0, 474335]",756864,nan,0
LTHP0287,Mccain Foods Holland BV,"[108921.0, 478405]",756864,nan,0
LTHP0288,Solina Netherlands BV,"[104470.0, 475911]",756864,nan,0
LTHP0289,Van Maanen Verkoop BV,"[102789.0, 485387]",756864,"GM0397_4,GM0397_37,GM0397_34,GM0397_1,GM0397_45,GM0397_18,GM0397_19,GM0397_24,GM0397_50,GM0397_35,GM0397_28,GM0397_21,GM0397_16,GM0397_49,GM0397_0,GM0397_14,GM0397_47,GM0397_23,GM0397_44,GM0397_5",80943.2154082568
LTHP0290,Louw Spijkerman Zeevis BV,"[209298.0, 602652]",756864,nan,0
LTHP0291,Jan Veerman Vis BV,"[145283.0, 479802]",756864,nan,0
LTHP0292,THE Swaen BV,"[59592.0, 375707]",756864,"GM0677_4,GM0677_24,GM0677_48",0
LTHP0293,Banketbakkerij R  de Cock BV,"[59930.0, 365608]",756864,"GM0677_50,GM0677_6,GM0677_9",8104.588963389043
LTHP0294,Confiserie     De Grens     BV,"[64552.0, 365424]",756864,"GM0677_25,GM0677_35,GM0677_34,GM0677_52",0
LTHP0295,Chocolade  en Suikerwerkenfabriek Eljo BV,"[131973.0, 447302]",756864,"GM0353_30,GM0353_41,GM0353_40,GM0353_55,GM0353_53,GM0353_43,GM0353_46,GM0353_17,GM0353_16,GM0353_3,GM0353_32",0
LTHP0296,Coroos Conserven BV,"[56472.0, 388074]",756864,"GM0678_14,GM0678_19,GM0678_17",5046.116923076924
LTHP0297,Ok Nutripet BV,"[57385.0, 387834]",756864,"GM0678_14,GM0678_19,GM0678_4,GM0678_15,GM0678_10",0
LTHP0298,Koopmans Koninklijke Meelfabrieken BV,"[183987.0, 579338]",756864,nan,0
LTHP0299,Nielsen Massey Vanillas International BV,"[186014.0, 579239]",756864,GM0737_53,0
LTHP0300,QLIP BV,"[157327.0, 461157]",756864,"GM0327_36,GM0327_54,GM0327_8,GM0327_24,GM0327_53,GM0327_22,GM0327_3,GM0327_9",17069.911943303545
LTHP0301,Lebo Kaas BV,"[126390.0, 443893]",756864,"GM0331_5,GM0331_7",5435.071343589743
LTHP0302,Unirice BV,"[100674.0, 410650]",756864,nan,0
LTHP0303,Interbanket BV,"[123776.0, 449416]",756864,"GM0335_19,GM0589_1,GM0335_12,GM0335_22",1841.2913346751832
LTHP0304,Fruity Company BV,"[167361.0, 436517]",756864,nan,0
LTHP0305,Go Tan BV,"[168585.0, 438300]",756864,nan,0
LTHP0306,Grootendorst Banket BV,"[166249.0, 435869]",756864,nan,0
LTHP0307,P C  van Tuijl Kesteren BV,"[170281.0, 438650]",756864,nan,0
LTHP0308,Van Woerkom s Confituren BV,"[135522.0, 448143]",756864,"GM0356_74,GM0356_113,GM0356_90,GM0356_115,GM0356_55,GM0356_58,GM0356_87,GM0356_39,GM0356_116",1903.493212669683
LTHP0309,Cooperatie Arkervaart  Bramecozon UA,"[161174.0, 470918]",756864,nan,0
LTHP0310,Cooperatie Arkervaart  Bramecozon UA,"[161420.0, 470929]",756864,nan,0
LTHP0311,De Heus Voeders BV,"[160981.0, 471930]",756864,nan,0
LTHP0312,ISPN BV,"[161085.0, 471830]",756864,nan,0
LTHP0313,Suikerwerkfabriek Van Wandelen BV,"[160996.0, 471173]",756864,nan,0
LTHP0314,Fortuin Dockum BV,"[194462.0, 593769]",756864,"GM1970_59,GM1970_3,GM1970_62,GM1970_61,GM1970_22",7049.877669321106
LTHP0315,Friesland Beef BV,"[195985.0, 594016]",756864,"GM1970_85,GM1970_46,GM1970_34,GM1970_69,GM1970_55,GM1970_23,GM1970_59,GM1970_56,GM1970_84,GM1970_3,GM1970_12,GM1970_14",21369.81327014142
LTHP0316,Hellema Hallum BV,"[180578.0, 591271]",756864,"GM1970_73,GM1970_48,GM1970_66,GM1970_53",909.362147861626
LTHP0317,Helwa Wafelbakkerij BV,"[180961.0, 591307]",756864,"GM1970_73,GM1970_48,GM1970_74,GM1970_66,GM1970_53",0
LTHP0318,Van der Meulen Hallum BV,"[180874.0, 591306]",756864,"GM1970_73,GM1970_48,GM1970_74,GM1970_66,GM1970_53",0
LTHP0319,Van der Meulen Hallum BV,"[181227.0, 591097]",756864,"GM1970_48,GM1970_74,GM1970_66,GM1970_53",0
LTHP0320,Weidenaar Worst BV,"[196819.0, 593199]",756864,"GM1970_85,GM1970_34,GM1970_69,GM1970_14,GM1970_24,GM1970_43,GM1970_15,GM1970_8",2450.9974486876285
LTHP0321,Bierbrouwerij Emelisse BV,"[38662.0, 399837]",756864,"GM1695_0,GM1695_6,GM1695_8,GM1695_12",0
LTHP0322,J G  Timmerman Groenvoederdrogerij BV,"[45235.0, 399434]",756864,"GM1695_5,GM1695_2",7050.293477358905
LTHP0323,Van der Zee Vlees BV,"[123683.0, 482348]",756864,"GM0437_21,GM0437_18,GM0437_13,GM0437_12,GM0437_4,GM0437_31",0
LTHP0324,J  Barbu BV,"[62596.0, 389138]",756864,"GM0703_34,GM0703_5,GM0703_22,GM0703_1,GM0703_32,GM0703_35,GM0703_17,GM0703_12",7973.377794404852
