code,name,geo_coordinate,number_of_house_equivalents_residences,number_of_house_equivalents_utility,m2_of_utility,total_heat_demand_of_residences,total_heat_demand_of_utility,total_electricity_demand_of_residences,total_electricity_demand_of_utility,geothermal_available,teo_available,ht_sources_available,lt_sources_available,preference_W_MTHT,preference_H,preference_E,elegible_W_LT,force_heat_network
GM0059_12,cluster_GM0059_12,"[206029.014122462, 576770.668930705]",185.0,2.03846153838,265.0,8325.0,91.73076923076921,2035.0,22.423076923076923,True,False,['HTHP0099'],[],0.03935135135135135,0.8421081081081081,0.11854054054054054,False,False
GM0059_5,cluster_GM0059_5,"[203480.45772918302, 583810.803029213]",44.0,1.215384615336,158.0,2244.0,61.984615384615395,528.0,14.584615384615388,True,False,['HTHP0099'],[],0.0,1.0,0.0,False,False
GM0059_11,cluster_GM0059_11,"[205229.15478580398, 575010.134510006]",324.0,4.7384615382719995,616.0,13932.0,203.75384615384615,3564.0,52.12307692307692,True,False,['HTHP0099'],[],0.09188271604938272,0.9081172839506173,0.0,False,False
GM0059_4,cluster_GM0059_4,"[209632.493749463, 584156.910161421]",243.0,5.9615384613,775.0,8019.0,196.73076923076923,3159.0,77.5,True,True,[],['LTHP0242'],0.20985645978642528,0.7405081608377692,0.04963537937580542,False,False
GM0059_30,cluster_GM0059_30,"[201497.87324444103, 583410.95566662]",73.0,13.92307692252,1810.0,2774.0,529.0769230769232,1460.0,278.46153846153845,True,False,['HTHP0099'],[],0.0,0.5455079646017699,0.45449203539823013,False,False
GM0059_7,cluster_GM0059_7,"[209630.76086793398, 584346.844791423]",171.0,29.099999998835997,3783.0,7866.0,1338.6,2907.0,494.70000000000005,True,True,[],['LTHP0242'],0.023508771929824562,0.9764912280701754,0.0,False,False
GM0059_6,cluster_GM0059_6,"[207151.13544904802, 577497.783859476]",133.0,20.992307691468,2729.0,5054.0,797.7076923076924,2527.0,398.8538461538462,True,False,['HTHP0099'],[],0.13774436090225564,0.8622556390977443,0.0,False,False
GM0059_1,cluster_GM0059_1,"[202046.429306041, 584984.6765625561]",46.0,4.607692307508,599.0,2162.0,216.56153846153845,598.0,59.900000000000006,True,False,['HTHP0099'],[],0.04347826086956523,0.8984782608695653,0.058043478260869585,False,False
GM0059_0,cluster_GM0059_0,"[207014.805161, 578435.1343396939]",373.0,4.4692307690519995,581.0,12309.0,147.48461538461538,4103.0,49.16153846153846,True,False,['HTHP0099'],[],0.1972922252010724,0.7884450402144773,0.0142627345844504,False,False
GM0059_3,cluster_GM0059_3,"[206250.88249296698, 584940.448358606]",223.0,104.761538457348,13619.0,7136.0,3352.369230769231,4014.0,1885.7076923076925,True,False,['HTHP0099'],[],0.4410677505868094,0.5589322494131905,0.0,False,False
GM0059_2,cluster_GM0059_2,"[208053.836369903, 577685.452009836]",682.0,33.0769230756,4300.0,21824.0,1058.4615384615386,9548.0,463.0769230769231,True,False,['HTHP0099'],[],0.2925953079178885,0.6878445747800586,0.019560117302052784,False,False
GM0059_29,cluster_GM0059_29,"[203940.995462044, 577016.39533676]",236.0,61.653846151379994,8015.0,9676.0,2527.8076923076924,5428.0,1418.0384615384617,True,False,['HTHP0099'],[],0.04266892100542925,0.7109295073817185,0.24640157161285234,False,False
GM0059_28,cluster_GM0059_28,"[203651.861671264, 579790.54870325]",699.0,74.07692307396,9630.0,26562.0,2814.923076923077,10485.0,1111.1538461538464,True,True,['HTHP0099'],[],0.12119858433156108,0.7677673499455512,0.11103406572288772,False,False
GM0059_25,cluster_GM0059_25,"[207346.39328411102, 576299.460587085]",110.0,0.7384615384319999,96.0,2090.0,14.03076923076923,990.0,6.646153846153846,True,False,['HTHP0099'],[],0.08045984995832174,0.40473742706307303,0.5148027229786051,True,False
GM0059_24,cluster_GM0059_24,"[204993.527671332, 577895.419611148]",359.0,8.284615384283999,1077.0,11847.0,273.39230769230767,4308.0,99.41538461538464,True,False,['HTHP0099'],[],0.3096100278551532,0.6903899721448469,0.0,False,False
GM0059_27,cluster_GM0059_27,"[205372.632876502, 584140.64817182]",312.0,22.484615383715997,2923.0,12480.0,899.3846153846154,4368.0,314.7846153846154,True,False,['HTHP0099'],[],0.10144429564869738,0.5496278828684596,0.34892782148284307,False,False
GM0059_26,cluster_GM0059_26,"[204497.55877018, 578494.7503885999]",329.0,26.07692307588,3390.0,15134.0,1199.5384615384614,4606.0,365.0769230769231,True,False,['HTHP0099'],[],0.0,0.9080711770345514,0.09192882296544858,False,False
GM0059_21,cluster_GM0059_21,"[205142.65562277602, 585164.98349247]",248.0,55.399999997784,7202.0,5952.0,1329.6000000000001,3968.0,886.4,True,False,['HTHP0099'],[],0.43780986699948155,0.5018589975316963,0.06033113546882233,False,False
GM0059_20,cluster_GM0059_20,"[205750.224552611, 578960.5525385371]",274.0,29.453846152668,3829.0,12056.0,1295.9692307692305,3836.0,412.3538461538462,True,False,['HTHP0099'],[],0.0,0.9671897810218978,0.03281021897810219,False,False
GM0059_23,cluster_GM0059_23,"[207266.297627804, 585680.2254857]",256.0,27.261538460447998,3544.0,8704.0,926.8923076923077,3328.0,354.40000000000003,True,True,['HTHP0099'],[],0.359940453661335,0.6221149558117668,0.01794459052689822,False,False
GM0059_22,cluster_GM0059_22,"[202495.41347061898, 583745.316218326]",26.0,1.46153846148,190.0,936.0,52.61538461538462,364.0,20.461538461538463,True,False,['HTHP0099'],[],0.0,0.8584615384615385,0.14153846153846156,False,False
GM0059_47,cluster_GM0059_47,"[206946.935566266, 576150.09178104]",148.0,0.0,0,5920.0,0.0,1480.0,0.0,True,False,['HTHP0099'],[],0.015608108108108108,0.5020270270270271,0.48236486486486485,False,False
GM0059_46,cluster_GM0059_46,"[204911.52197126302, 577426.828649519]",125.0,4.253846153676,553.0,3125.0,106.34615384615384,1375.0,46.792307692307695,True,False,['HTHP0099'],[],0.16837170505266918,0.3705897185026483,0.4610385764446825,False,False
GM0059_48,cluster_GM0059_48,"[202215.447389881, 580117.155395257]",343.0,51.876923074847994,6744.0,10976.0,1660.0615384615385,6517.0,985.6615384615385,True,True,['HTHP0099'],[],0.14281043622052841,0.7685460190343216,0.08864354474514982,False,False
GM0059_43,cluster_GM0059_43,"[205805.01508634, 578704.0909274571]",309.0,1.407692307636,183.0,9579.0,43.63846153846154,3399.0,15.484615384615385,True,False,['HTHP0099'],[],0.23333368059239673,0.6983548918656931,0.06831142754191029,False,False
GM0059_42,cluster_GM0059_42,"[206381.68204560602, 577214.339583312]",219.0,4.784615384424,622.0,5037.0,110.04615384615386,2409.0,52.63076923076923,True,False,['HTHP0099'],[],0.5272146118721461,0.4727853881278539,0.0,False,False
GM0059_45,cluster_GM0059_45,"[201832.01027474398, 583135.905745303]",144.0,3.73076923062,485.0,4608.0,119.3846153846154,1728.0,44.76923076923078,True,False,['HTHP0099'],[],0.24763888888888894,0.7523611111111111,0.0,False,False
GM0059_44,cluster_GM0059_44,"[204118.789291962, 584851.059165912]",64.0,0.0,0,3264.0,0.0,704.0,0.0,True,False,['HTHP0099'],[],0.0,0.9375,0.0625,False,False
GM0059_41,cluster_GM0059_41,"[209648.19234142802, 583567.445209212]",105.0,52.146153844067996,6779.0,3570.0,1772.9692307692308,2940.0,1460.0923076923077,True,True,[],['LTHP0242'],0.1758774291448431,0.45251466053159717,0.3716079103235596,False,False
GM0059_40,cluster_GM0059_40,"[202991.846332407, 582006.450845947]",361.0,8.57692307658,1115.0,12635.0,300.19230769230774,4693.0,111.5,True,True,['HTHP0099'],['LTHP0010'],0.2790883823423851,0.7056806958158167,0.015230921841798245,False,False
